,Kween Kanali,Improper,Graphite Mist,Shalook,Communication,Huayu Rainbow,Shezabarbie,Wicked Missile
10-01-2023 15:20:53.743338,"(11.0, 16.0, 15.392857142857142)","(5.5, 6.8, 6.68108108108108)","(2.45, 2.72, 2.7036403033586134)","(3.4, 4.0, 3.9502688172043015)","(6.5, 8.6, 8.598326359832635)","(21.0, 32.0, 29.639344262295083)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:20:54.857183,"(11.0, 16.0, 15.346153846153847)","(5.5, 6.8, 6.657333333333333)","(2.45, 2.72, 2.703461117196057)","(3.4, 4.0, 3.933333333333333)","(6.5, 8.6, 8.599159663865546)","(21.0, 32.0, 29.639344262295083)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:20:55.849829,"(11.0, 16.0, 15.346153846153847)","(5.5, 6.8, 6.654794520547945)","(2.45, 2.72, 2.7034687156970363)","(3.4, 4.0, 3.933333333333333)","(6.5, 8.6, 8.599159663865546)","(21.0, 32.0, 29.639344262295083)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:20:57.147474,"(11.0, 15.5, 15.203125)","(5.5, 6.8, 6.6454545454545455)","(2.45, 2.74, 2.7374394463667824)","(3.4, 3.95, 3.926388888888889)","(6.5, 8.6, 8.58091603053435)","(21.0, 32.0, 29.609375)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:20:58.238503,"(11.0, 15.5, 15.203125)","(5.5, 6.8, 6.6454545454545455)","(2.45, 2.74, 2.7374394463667824)","(3.4, 3.95, 3.926388888888889)","(6.5, 8.6, 8.58091603053435)","(21.0, 32.0, 29.609375)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:20:59.373219,"(11.0, 15.5, 15.185714285714285)","(5.5, 6.8, 6.631055900621118)","(2.45, 2.74, 2.7374304068522486)","(3.4, 3.95, 3.9287878787878787)","(6.5, 8.6, 8.583720930232557)","(21.0, 32.0, 29.614173228346456)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:00.542070,"(11.0, 15.5, 15.185714285714285)","(5.5, 6.8, 6.631055900621118)","(2.45, 2.74, 2.7539586645468996)","(3.4, 3.95, 3.9478991596638653)","(6.5, 8.6, 8.599159663865546)","(21.0, 32.0, 29.639344262295083)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:01.635486,"(11.0, 15.5, 15.203125)","(5.5, 6.8, 6.497826086956522)","(2.45, 2.78, 2.751660899653979)","(3.4, 4.0, 3.9478991596638653)","(6.5, 8.6, 8.599159663865546)","(21.0, 32.0, 29.639344262295083)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:02.895010,"(11.0, 15.5, 15.196969696969697)","(5.5, 6.6, 6.58)","(2.45, 2.78, 2.756237623762376)","(3.4, 4.0, 3.9466666666666668)","(6.5, 8.6, 8.599159663865546)","(21.0, 32.0, 29.639344262295083)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:04.165504,"(11.0, 15.5, 15.1875)","(5.5, 6.6, 6.58)","(2.45, 2.78, 2.753568281938326)","(3.4, 4.0, 3.9466666666666668)","(6.5, 8.6, 8.599159663865546)","(21.0, 32.0, 29.639344262295083)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:05.381625,"(11.0, 15.5, 15.156716417910447)","(5.5, 6.6, 6.58)","(2.45, 2.78, 2.7528506787330316)","(3.4, 4.0, 3.9466666666666668)","(6.5, 8.6, 8.599159663865546)","(21.0, 32.0, 29.639344262295083)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:06.520125,"(11.0, 15.5, 15.156716417910447)","(5.5, 6.6, 6.58)","(2.45, 2.78, 2.7528506787330316)","(3.4, 4.0, 3.9466666666666668)","(6.5, 8.6, 8.599159663865546)","(21.0, 32.0, 29.639344262295083)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:07.639224,"(11.0, 15.5, 15.1875)","(5.5, 6.6, 6.58)","(2.45, 2.78, 2.7528506787330316)","(3.4, 4.0, 3.9466666666666668)","(6.5, 8.6, 8.599159663865546)","(21.0, 32.0, 29.639344262295083)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:08.727282,"(11.0, 15.0, 14.96808510638298)","(5.5, 6.6, 6.58)","(2.45, 2.78, 2.7528506787330316)","(3.4, 4.0, 3.9466666666666668)","(6.5, 8.6, 8.599159663865546)","(21.0, 32.0, 28.884955752212388)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:09.986037,"(11.0, 15.0, 14.96808510638298)","(5.5, 6.8, 6.550724637681159)","(2.45, 2.78, 2.7556756756756755)","(3.4, 4.0, 3.9378640776699028)","(6.5, 8.6, 8.599159663865546)","(21.0, 32.0, 28.99173553719008)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:11.142019,"(11.0, 15.0, 14.96808510638298)","(5.5, 6.8, 6.550724637681159)","(2.45, 2.78, 2.760672268907563)","(3.4, 4.0, 3.9378640776699028)","(6.5, 8.6, 8.599159663865546)","(21.0, 32.0, 28.99173553719008)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:12.255111,"(11.0, 15.0, 14.96808510638298)","(5.5, 6.8, 6.550724637681159)","(2.45, 2.78, 2.760672268907563)","(3.4, 4.0, 3.9186602870813396)","(6.5, 8.6, 9.066666666666666)","(21.0, 32.0, 28.99173553719008)","(101.0, 510.0, 508.94736842105266)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:13.349245,"(11.0, 15.0, 14.965909090909092)","(5.5, 6.8, 6.5212121212121215)","(2.45, 2.78, 2.7567272727272725)","(3.4, 4.0, 3.9166666666666665)","(6.5, 9.2, 8.914285714285715)","(21.0, 32.0, 28.83478260869565)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:14.547701,"(11.0, 15.0, 14.965909090909092)","(5.5, 6.8, 6.5212121212121215)","(2.45, 2.78, 2.7513780918727915)","(3.4, 4.0, 3.9166666666666665)","(6.5, 9.0, 8.914285714285715)","(21.0, 32.0, 28.83478260869565)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:15.648182,"(11.0, 15.0, 14.965909090909092)","(5.5, 6.8, 6.680701754385965)","(2.45, 2.78, 2.7729729729729726)","(3.4, 4.0, 3.9166666666666665)","(6.5, 9.0, 8.96)","(21.0, 32.0, 29.166666666666668)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:16.730502,"(11.0, 15.0, 14.955882352941176)","(5.5, 6.6, 6.5777777777777775)","(2.45, 2.76, 2.7550943396226413)","(3.4, 4.0, 3.9166666666666665)","(6.5, 9.0, 9.028571428571428)","(21.0, 32.0, 28.90566037735849)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:17.829588,"(11.0, 15.0, 14.955882352941176)","(5.5, 6.6, 6.592307692307692)","(2.45, 2.76, 2.759157894736842)","(3.4, 4.0, 3.9166666666666665)","(7.0, 9.2, 9.028571428571428)","(21.0, 32.0, 28.88073394495413)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:18.947321,"(11.0, 15.0, 14.955882352941176)","(5.5, 6.6, 6.592307692307692)","(2.45, 2.76, 2.759157894736842)","(3.4, 4.0, 3.9086021505376345)","(7.0, 9.2, 8.945454545454545)","(21.0, 32.0, 28.88073394495413)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:20.073184,"(11.0, 15.0, 14.955882352941176)","(5.5, 6.6, 6.592307692307692)","(2.45, 2.76, 2.759157894736842)","(3.4, 4.0, 3.9086021505376345)","(7.0, 9.2, 8.933333333333334)","(21.0, 32.0, 28.88073394495413)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:21.145163,"(11.0, 15.0, 14.96103896103896)","(5.5, 6.8, 6.64)","(2.45, 2.78, 2.7302952029520298)","(3.4, 4.0, 3.9080459770114944)","(7.0, 9.2, 8.933333333333334)","(21.0, 32.0, 28.88073394495413)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:22.247839,"(11.0, 15.5, 15.441558441558442)","(5.5, 6.8, 6.64)","(2.45, 2.78, 2.730508474576271)","(3.4, 4.0, 3.875)","(7.0, 9.2, 8.933333333333334)","(21.0, 32.0, 28.949152542372882)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:23.301565,"(11.0, 15.5, 15.0)","(5.5, 6.8, 6.64)","(2.45, 2.78, 2.730508474576271)","(3.4, 3.9, 3.875)","(7.0, 9.2, 8.933333333333334)","(21.0, 32.0, 28.949152542372882)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:24.471547,"(11.0, 15.5, 15.0)","(5.5, 6.8, 6.64)","(2.45, 2.78, 2.730508474576271)","(3.4, 3.9, 3.875)","(7.0, 9.2, 8.933333333333334)","(21.0, 32.0, 28.949152542372882)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:25.616650,"(11.0, 15.5, 15.0)","(5.5, 6.8, 6.64)","(2.45, 2.78, 2.738351822503962)","(3.4, 3.9, 3.875)","(7.0, 9.2, 8.933333333333334)","(21.0, 32.0, 28.949152542372882)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:26.668306,"(11.0, 15.5, 15.0)","(5.5, 6.8, 6.64)","(2.45, 2.78, 2.738351822503962)","(3.4, 3.9, 3.875)","(7.0, 9.2, 8.933333333333334)","(21.0, 32.0, 28.949152542372882)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:27.745436,"(11.0, 15.5, 15.0)","(5.5, 6.8, 6.64)","(2.45, 2.78, 2.73803738317757)","(3.4, 3.9, 3.884065934065934)","(6.5, 9.2, 8.933333333333334)","(21.0, 29.0, 29.92105263157895)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 211.42857142857142)"
10-01-2023 15:21:28.811020,"(11.0, 15.5, 15.0)","(5.5, 6.8, 6.64)","(2.45, 2.78, 2.73803738317757)","(3.4, 3.9, 3.884065934065934)","(6.5, 9.2, 8.933333333333334)","(21.0, 32.0, 29.92105263157895)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:29.967382,"(11.0, 15.5, 15.383116883116884)","(5.5, 6.8, 6.387951807228916)","(2.45, 2.78, 2.7317798165137614)","(3.4, 4.2, 3.9934426229508198)","(6.5, 9.2, 9.178378378378378)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:31.098006,"(11.0, 15.5, 15.383116883116884)","(5.5, 6.4, 6.387951807228916)","(2.45, 2.78, 2.7317798165137614)","(3.4, 4.2, 3.950442477876106)","(6.5, 9.2, 9.178378378378378)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:32.162483,"(11.0, 15.5, 15.371428571428572)","(5.5, 6.4, 6.386111111111111)","(2.45, 2.78, 2.7319101123595506)","(3.4, 4.2, 3.950442477876106)","(6.5, 9.2, 9.178378378378378)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:33.249146,"(11.0, 15.5, 15.371428571428572)","(5.5, 6.4, 6.386111111111111)","(2.45, 2.78, 2.7319101123595506)","(3.4, 4.2, 3.950442477876106)","(6.5, 9.2, 9.180645161290322)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:34.404331,"(11.0, 15.5, 15.371428571428572)","(5.5, 6.4, 6.386111111111111)","(2.45, 2.78, 2.72)","(3.4, 4.2, 3.972611464968153)","(6.5, 9.2, 9.180645161290322)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:35.542616,"(11.0, 15.5, 15.371428571428572)","(5.5, 6.4, 6.394202898550725)","(2.45, 2.72, 2.717458563535912)","(3.4, 4.2, 3.9745098039215687)","(6.5, 9.2, 9.180645161290322)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:36.674499,"(11.0, 15.5, 15.371428571428572)","(5.5, 6.4, 6.394202898550725)","(2.45, 2.72, 2.717458563535912)","(3.4, 4.2, 3.9745098039215687)","(6.5, 9.2, 9.180645161290322)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:37.711601,"(11.0, 15.5, 15.386075949367088)","(5.5, 6.4, 6.395402298850575)","(2.45, 2.72, 2.717458563535912)","(3.4, 4.2, 3.9745098039215687)","(6.5, 9.2, 9.180645161290322)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:38.786419,"(11.0, 15.5, 14.954545454545455)","(5.5, 6.6, 6.574999999999999)","(2.45, 2.72, 2.717458563535912)","(3.4, 4.2, 3.9711538461538463)","(6.5, 9.2, 9.180645161290322)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:39.928138,"(11.0, 15.5, 15.371428571428572)","(5.5, 6.6, 6.560493827160494)","(2.45, 2.72, 2.7182608695652175)","(3.4, 4.2, 3.9760273972602738)","(6.5, 9.2, 9.153307392996108)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:41.073181,"(11.0, 15.0, 14.810126582278482)","(5.5, 6.6, 6.553623188405797)","(2.45, 2.72, 2.7182608695652175)","(3.4, 4.2, 3.978169014084507)","(6.5, 9.2, 9.153307392996108)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:42.156632,"(11.0, 15.0, 14.74698795180723)","(5.5, 6.6, 6.56)","(2.45, 2.72, 2.7182608695652175)","(3.4, 4.2, 4.125)","(6.5, 9.2, 9.153307392996108)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:43.211068,"(11.0, 15.0, 14.74698795180723)","(5.5, 6.6, 6.553623188405797)","(2.45, 2.74, 2.7345038167938935)","(3.4, 4.2, 4.123239436619718)","(6.5, 9.2, 9.177510040160643)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:44.342838,"(11.0, 15.0, 14.74698795180723)","(5.5, 6.6, 6.553623188405797)","(2.45, 2.74, 2.7345038167938935)","(3.4, 4.2, 4.100456621004566)","(6.5, 9.2, 9.177510040160643)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:45.422055,"(11.0, 15.0, 14.74698795180723)","(5.5, 6.6, 6.553623188405797)","(2.45, 2.74, 2.7345038167938935)","(3.4, 4.2, 4.100456621004566)","(6.5, 9.2, 9.177510040160643)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:46.463721,"(11.0, 15.0, 14.74698795180723)","(5.5, 6.6, 6.553623188405797)","(2.45, 2.74, 2.7343157894736843)","(3.4, 4.2, 4.11)","(6.5, 9.2, 9.177510040160643)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:47.482909,"(11.0, 15.0, 14.74698795180723)","(5.5, 6.6, 6.553623188405797)","(2.45, 2.74, 2.7343157894736843)","(3.4, 4.2, 4.11)","(6.5, 9.2, 9.168253968253968)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:48.546672,"(11.0, 15.0, 14.74698795180723)","(5.5, 6.6, 6.553623188405797)","(2.45, 2.7, 2.6947916666666667)","(3.4, 4.2, 4.116666666666667)","(6.5, 9.2, 9.168253968253968)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:49.639974,"(11.0, 15.0, 14.74698795180723)","(5.5, 6.6, 6.547540983606557)","(2.45, 2.7, 2.6947916666666667)","(3.4, 4.2, 4.116666666666667)","(6.5, 9.2, 9.168253968253968)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:50.681985,"(11.0, 15.0, 14.74698795180723)","(5.5, 6.6, 6.547540983606557)","(2.45, 2.7, 2.6947916666666667)","(3.4, 4.2, 4.116666666666667)","(6.5, 9.2, 9.186991869918698)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:51.742963,"(11.0, 15.0, 14.74698795180723)","(5.5, 6.6, 6.554929577464788)","(2.45, 2.7, 2.695169082125604)","(3.4, 4.2, 4.11588785046729)","(6.5, 9.2, 9.186991869918698)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:52.851661,"(11.0, 15.0, 14.74698795180723)","(5.5, 6.6, 6.554929577464788)","(2.45, 2.74, 2.7339393939393943)","(3.4, 4.2, 4.117808219178082)","(6.5, 9.2, 8.959537572254336)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:53.955542,"(11.0, 15.0, 14.74698795180723)","(5.5, 6.6, 6.554929577464788)","(2.45, 2.74, 2.731711711711712)","(3.4, 4.2, 4.117808219178082)","(6.5, 9.2, 8.652631578947368)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:55.078641,"(11.0, 15.0, 14.74698795180723)","(5.5, 6.6, 6.554929577464788)","(2.45, 2.7, 2.6978)","(3.4, 4.2, 4.024299065420561)","(6.5, 9.2, 8.686440677966102)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:56.137317,"(11.0, 15.0, 14.712328767123287)","(5.5, 6.6, 6.554929577464788)","(2.45, 2.7, 2.6978)","(3.4, 4.2, 4.024299065420561)","(6.5, 9.2, 8.686440677966102)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:57.235841,"(11.0, 15.0, 14.712328767123287)","(5.5, 6.6, 6.554929577464788)","(2.45, 2.7, 2.699761904761905)","(3.4, 4.2, 4.015686274509804)","(6.5, 9.2, 8.686440677966102)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:58.353972,"(11.0, 15.0, 14.712328767123287)","(5.5, 6.6, 6.554929577464788)","(2.45, 2.7, 2.699761904761905)","(3.4, 4.2, 4.015686274509804)","(6.5, 9.2, 8.686440677966102)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.1304347826087)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:21:59.517355,"(11.0, 15.0, 14.712328767123287)","(5.5, 6.6, 6.537254901960784)","(2.45, 2.7, 2.6997604790419163)","(3.4, 4.2, 4.015686274509804)","(6.5, 9.2, 8.686440677966102)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:00.592084,"(11.0, 14.5, 14.419354838709678)","(5.5, 6.6, 6.548387096774193)","(2.45, 2.7, 2.6997604790419163)","(3.4, 4.2, 4.015686274509804)","(6.5, 9.2, 8.686440677966102)","(21.0, 32.0, 29.764150943396228)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:01.745137,"(11.0, 14.5, 14.419354838709678)","(5.5, 6.6, 6.548387096774193)","(2.45, 2.7, 2.6999040767386093)","(3.4, 4.2, 4.01010101010101)","(6.5, 9.2, 8.686440677966102)","(21.0, 32.0, 29.974358974358974)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:02.820434,"(11.0, 14.5, 14.419354838709678)","(5.5, 6.6, 6.548387096774193)","(2.45, 2.7, 2.6999040767386093)","(3.4, 4.2, 4.012658227848101)","(6.5, 9.2, 8.666666666666666)","(21.0, 32.0, 29.974358974358974)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:03.980707,"(11.0, 14.5, 14.419354838709678)","(5.5, 6.6, 6.548387096774193)","(2.45, 2.7, 2.699899244332494)","(3.4, 4.2, 4.012658227848101)","(6.5, 9.2, 8.666666666666666)","(21.0, 32.0, 29.974358974358974)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:05.154390,"(11.0, 14.5, 14.419354838709678)","(5.5, 6.6, 6.548387096774193)","(2.45, 2.7, 2.7393750000000003)","(3.4, 4.2, 4.009433962264151)","(6.5, 9.2, 8.666666666666666)","(21.0, 32.0, 29.974358974358974)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:06.304410,"(11.0, 14.5, 14.413793103448276)","(5.5, 6.6, 6.548387096774193)","(2.45, 2.74, 2.7380000000000004)","(3.4, 4.2, 4.009433962264151)","(6.5, 9.2, 8.666666666666666)","(21.0, 32.0, 29.974358974358974)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:07.370287,"(11.0, 14.5, 14.413793103448276)","(5.5, 6.6, 6.548387096774193)","(2.45, 2.74, 2.7380000000000004)","(3.4, 4.2, 4.009433962264151)","(6.5, 9.2, 8.666666666666666)","(21.0, 32.0, 29.974358974358974)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:08.534827,"(11.0, 14.5, 14.393617021276595)","(5.5, 6.6, 6.555555555555555)","(2.45, 2.74, 2.7379922779922783)","(3.4, 4.2, 3.93)","(6.5, 9.2, 8.666666666666666)","(21.0, 32.0, 30.041322314049587)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:09.737879,"(11.0, 14.5, 14.403846153846153)","(5.5, 6.6, 6.555555555555555)","(2.45, 2.74, 2.73936)","(3.4, 3.95, 3.9272727272727272)","(6.5, 9.2, 8.666666666666666)","(21.0, 32.0, 30.041322314049587)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:10.881846,"(11.0, 14.5, 14.403846153846153)","(5.5, 6.6, 6.555555555555555)","(2.45, 2.74, 2.73936)","(3.4, 3.95, 3.9272727272727272)","(6.5, 9.2, 8.988832487309644)","(21.0, 32.0, 30.041322314049587)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:11.975234,"(11.0, 14.5, 14.403846153846153)","(5.5, 6.6, 6.555555555555555)","(2.45, 2.74, 2.73943661971831)","(3.4, 3.95, 3.9272727272727272)","(6.5, 9.2, 8.887218045112782)","(21.0, 32.0, 30.041322314049587)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:13.009420,"(11.0, 14.5, 14.403846153846153)","(5.5, 6.6, 6.555555555555555)","(2.45, 2.74, 2.73936)","(3.4, 4.0, 3.9019607843137254)","(6.5, 9.2, 8.887218045112782)","(21.0, 32.0, 29.974358974358974)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:14.055034,"(11.0, 14.5, 14.393617021276595)","(5.5, 6.8, 6.4941176470588236)","(2.45, 2.74, 2.7378461538461543)","(3.4, 4.0, 3.9019607843137254)","(6.5, 9.2, 8.887218045112782)","(21.0, 32.0, 29.974358974358974)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:15.191372,"(11.0, 14.5, 14.393617021276595)","(5.5, 6.8, 6.4941176470588236)","(2.45, 2.74, 2.7378461538461543)","(3.4, 4.0, 3.9019607843137254)","(6.5, 9.2, 8.887218045112782)","(21.0, 32.0, 29.974358974358974)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:16.248036,"(11.0, 14.5, 14.393617021276595)","(5.5, 6.8, 6.4941176470588236)","(2.45, 2.74, 2.7378461538461543)","(3.4, 4.0, 3.9019607843137254)","(6.5, 9.2, 8.887218045112782)","(21.0, 32.0, 29.974358974358974)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:17.268696,"(11.0, 14.5, 14.38888888888889)","(5.5, 6.8, 6.4941176470588236)","(2.45, 2.74, 2.738287937743191)","(3.4, 4.0, 3.90990990990991)","(6.5, 9.2, 8.887218045112782)","(21.0, 32.0, 29.974358974358974)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:18.296918,"(11.0, 14.5, 14.38888888888889)","(5.5, 6.8, 6.4941176470588236)","(2.45, 2.74, 2.738287937743191)","(3.4, 4.0, 3.90990990990991)","(6.5, 9.2, 8.887218045112782)","(21.0, 32.0, 29.974358974358974)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:19.319502,"(11.0, 14.5, 14.38888888888889)","(5.5, 6.8, 6.4941176470588236)","(2.45, 2.74, 2.738287937743191)","(3.4, 4.0, 3.90990990990991)","(6.5, 9.2, 8.887218045112782)","(21.0, 32.0, 30.041322314049587)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
10-01-2023 15:22:20.385997,"(11.0, 14.5, 14.38888888888889)","(5.5, 6.8, 6.4941176470588236)","(2.45, 2.74, 2.739838056680162)","(3.4, 4.0, 3.90990990990991)","(6.5, 9.2, 8.887218045112782)","(21.0, 32.0, 30.041322314049587)","(101.0, 510.0, 509.375)","(101.0, 220.0, 216.66666666666666)"
