,Pool Dancer,Mrs Fencer,Maggie Bow,Smoking Yogi,Your Law,Buckle Up Wilder,Van Brae,Juno Another Way
12-01-2023 18:31:38.517883,"(1.5, 1.94, 1.6233333333333333)","(51.0, 420.0, 358.0)","(21.0, 85.0, 41.5)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:39.794241,"(1.5, 1.94, 1.6233333333333333)","(51.0, 420.0, 358.0)","(21.0, 85.0, 41.5)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:41.070299,"(1.5, 1.94, 1.6233333333333333)","(51.0, 420.0, 358.0)","(21.0, 85.0, 41.5)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:42.301969,"(1.5, 1.94, 1.7930612244897959)","(51.0, 420.0, 358.0)","(21.0, 85.0, 41.5)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:43.564225,"(1.5, 1.94, 1.625714285714286)","(51.0, 420.0, 358.0)","(21.0, 85.0, 41.5)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:44.872625,"(1.5, 1.94, 1.625714285714286)","(51.0, 420.0, 358.0)","(21.0, 85.0, 41.5)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:46.084882,"(1.5, 1.94, 1.625714285714286)","(51.0, 420.0, 358.0)","(21.0, 85.0, 41.5)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:47.357946,"(1.5, 1.94, 1.625714285714286)","(51.0, 420.0, 358.0)","(21.0, 85.0, 41.5)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:48.682502,"(1.5, 1.94, 1.625714285714286)","(51.0, 420.0, 358.0)","(21.0, 85.0, 41.5)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:50.014881,"(1.5, 1.94, 1.625714285714286)","(51.0, 420.0, 358.0)","(21.0, 85.0, 54.06666666666666)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 68.9090909090909)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:51.243994,"(1.5, 1.94, 1.6400000000000001)","(51.0, 450.0, 271.3333333333333)","(21.0, 85.0, 50.125)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:52.540277,"(1.5, 1.93, 1.6252380952380954)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 50.125)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:53.852111,"(1.5, 1.93, 1.6252380952380954)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 50.125)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:55.130836,"(1.5, 1.93, 1.6260000000000001)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 50.125)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:56.350732,"(1.5, 1.93, 1.63)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 50.125)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:57.644908,"(1.5, 1.93, 1.63)","(51.0, 440.0, 271.3333333333333)","(21.0, 85.0, 50.125)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:31:58.974591,"(1.5, 1.93, 1.63)","(51.0, 450.0, 374.66666666666663)","(21.0, 85.0, 50.125)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:32:00.346215,"(1.5, 1.93, 1.63)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 50.125)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:32:01.589793,"(1.5, 1.93, 1.63)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 50.125)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:32:02.889243,"(1.5, 1.93, 1.8423076923076922)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 50.125)","(4.8, 7.2, 5.058823529411765)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:32:04.270966,"(1.5, 1.93, 1.8423076923076922)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 50.125)","(4.8, 7.2, 5.266666666666667)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:32:05.644830,"(1.5, 1.93, 1.8546511627906976)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 50.125)","(4.8, 7.0, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:32:07.032456,"(1.5, 1.93, 1.606)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 50.125)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:32:08.354237,"(1.5, 1.93, 1.633)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 50.125)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:32:09.712129,"(1.5, 1.93, 1.633)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 50.125)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:32:11.052819,"(1.5, 1.93, 1.633)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.0)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:32:12.269869,"(1.5, 1.93, 1.633)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:32:13.422775,"(1.5, 1.93, 1.6660000000000001)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 10.916666666666666)"
12-01-2023 18:32:14.680060,"(1.5, 1.93, 1.6660000000000001)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:15.844150,"(1.5, 1.93, 1.6660000000000001)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.663157894736841)","(31.0, 130.0, 67.0)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:17.048994,"(1.5, 1.93, 1.6660000000000001)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 9.133333333333333)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:18.194695,"(1.5, 1.93, 1.6660000000000001)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 9.133333333333333)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:19.337559,"(1.5, 1.93, 1.6660000000000001)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.066666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:20.757924,"(1.5, 1.93, 1.6660000000000001)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.314285714285715)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:22.116026,"(1.5, 1.93, 1.6660000000000001)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 42.09090909090909)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.314285714285715)","(31.0, 130.0, 74.0)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:24.856292,"(1.5, 2.08, 1.6191304347826088)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.4)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:26.913232,"(1.5, 2.04, 1.657037037037037)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.4)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:28.413781,"(1.5, 2.04, 1.657037037037037)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.6, 5.771428571428571)","(21.0, 120.0, 44.0)","(5.5, 11.0, 9.5)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:29.841549,"(1.5, 2.04, 1.8458823529411765)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.8, 5.771428571428571)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.2)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:32.149489,"(1.5, 2.04, 1.6933333333333334)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.8, 5.771428571428571)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.2)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:33.565295,"(1.5, 2.02, 1.6560000000000001)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.8, 5.771428571428571)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:34.837594,"(1.5, 2.02, 1.6560000000000001)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.8, 5.771428571428571)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:36.169046,"(1.5, 2.02, 1.6560000000000001)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 6.8, 6.8)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:37.467140,"(1.5, 2.02, 1.6560000000000001)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 40.75)","(4.8, 8.6, 6.8)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:38.739576,"(1.5, 2.0, 1.8)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 41.5)","(4.8, 8.6, 6.8)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:39.971093,"(1.5, 2.0, 1.8)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 41.5)","(4.8, 8.6, 6.8)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:41.346348,"(1.5, 1.99, 1.8666666666666667)","(51.0, 440.0, 271.3333333333333)","(21.0, 85.0, 41.5)","(4.8, 8.6, 5.666666666666667)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:42.692219,"(1.5, 1.99, 1.8666666666666667)","(51.0, 450.0, 374.66666666666663)","(21.0, 85.0, 41.5)","(4.8, 8.2, 6.228571428571429)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:44.359208,"(1.5, 1.99, 1.6726666666666665)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 41.5)","(4.8, 7.6, 5.6000000000000005)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:45.752790,"(1.5, 1.99, 1.6726666666666665)","(51.0, 440.0, 374.66666666666663)","(21.0, 85.0, 41.5)","(4.8, 7.4, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:47.232163,"(1.5, 1.99, 1.6547777777777777)","(51.0, 440.0, 254.66666666666669)","(21.0, 85.0, 44.84615384615385)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:48.750733,"(1.5, 2.08, 1.672)","(51.0, 420.0, 358.0)","(21.0, 85.0, 44.84615384615385)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:50.124088,"(1.5, 1.98, 1.672)","(51.0, 420.0, 358.0)","(21.0, 85.0, 42.07692307692308)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:51.524234,"(1.5, 1.98, 1.672)","(51.0, 420.0, 358.0)","(21.0, 85.0, 42.07692307692308)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:52.874518,"(1.5, 1.98, 1.672)","(51.0, 420.0, 358.0)","(21.0, 85.0, 42.07692307692308)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:54.287098,"(1.5, 1.98, 1.672)","(51.0, 420.0, 358.0)","(21.0, 85.0, 42.07692307692308)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:55.948894,"(1.5, 1.98, 1.7758333333333334)","(51.0, 420.0, 358.0)","(21.0, 85.0, 42.769230769230774)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 74.0)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:57.794142,"(1.5, 1.98, 1.7716666666666665)","(51.0, 420.0, 358.0)","(21.0, 85.0, 42.769230769230774)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:32:59.073158,"(1.5, 1.97, 1.7716666666666665)","(51.0, 420.0, 358.0)","(21.0, 85.0, 42.769230769230774)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:00.392601,"(1.5, 1.97, 1.8633333333333333)","(51.0, 420.0, 358.0)","(21.0, 85.0, 42.769230769230774)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:01.788728,"(1.5, 1.97, 1.8633333333333333)","(51.0, 420.0, 358.0)","(21.0, 85.0, 42.769230769230774)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:03.172794,"(1.5, 1.97, 1.8633333333333333)","(51.0, 420.0, 358.0)","(21.0, 85.0, 42.769230769230774)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:04.556208,"(1.5, 1.97, 1.8633333333333333)","(51.0, 440.0, 366.3333333333333)","(21.0, 85.0, 42.769230769230774)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:05.865020,"(1.5, 1.97, 1.8633333333333333)","(51.0, 430.0, 366.3333333333333)","(21.0, 85.0, 42.769230769230774)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:07.191545,"(1.5, 1.97, 1.8633333333333333)","(51.0, 430.0, 366.3333333333333)","(21.0, 85.0, 42.769230769230774)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:08.513975,"(1.5, 2.08, 1.7529059829059828)","(51.0, 430.0, 366.3333333333333)","(21.0, 85.0, 42.769230769230774)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.566666666666666)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:10.027781,"(1.5, 2.06, 1.6965217391304348)","(51.0, 430.0, 366.3333333333333)","(21.0, 85.0, 42.769230769230774)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.314285714285715)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:11.478471,"(1.5, 2.04, 1.6956521739130435)","(51.0, 430.0, 366.3333333333333)","(21.0, 85.0, 44.33333333333333)","(4.8, 7.2, 6.0)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.314285714285715)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:12.982809,"(1.5, 2.04, 1.6928571428571428)","(51.0, 430.0, 366.3333333333333)","(21.0, 85.0, 42.769230769230774)","(4.8, 7.2, 5.377777777777778)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.314285714285715)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:14.404990,"(1.5, 2.04, 1.6928571428571428)","(51.0, 430.0, 358.0)","(21.0, 85.0, 50.125)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:15.805726,"(1.5, 2.04, 1.6928571428571428)","(51.0, 420.0, 358.0)","(21.0, 85.0, 50.125)","(4.8, 6.6, 5.657142857142857)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:17.215101,"(1.5, 2.04, 1.6928571428571428)","(51.0, 420.0, 358.0)","(21.0, 85.0, 50.125)","(4.8, 6.6, 5.127272727272728)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:18.609999,"(1.5, 2.04, 1.6928571428571428)","(51.0, 420.0, 358.0)","(21.0, 85.0, 50.125)","(4.8, 6.4, 5.428571428571429)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:19.960609,"(1.5, 2.02, 1.9244736842105263)","(51.0, 420.0, 358.0)","(21.0, 85.0, 50.125)","(4.8, 6.2, 5.428571428571429)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:21.355648,"(1.5, 2.02, 1.7386666666666666)","(51.0, 420.0, 358.0)","(21.0, 85.0, 50.125)","(4.8, 6.2, 5.428571428571429)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:22.820498,"(1.5, 2.0, 1.7386666666666666)","(51.0, 420.0, 358.0)","(21.0, 85.0, 50.125)","(4.8, 6.2, 5.428571428571429)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:24.186940,"(1.5, 2.0, 1.7386666666666666)","(51.0, 420.0, 358.0)","(21.0, 85.0, 50.125)","(4.8, 6.2, 5.428571428571429)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:25.515751,"(1.5, 2.0, 1.7386666666666666)","(51.0, 420.0, 358.0)","(21.0, 85.0, 50.125)","(4.8, 6.2, 5.428571428571429)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:26.860385,"(1.5, 2.0, 1.7386666666666666)","(51.0, 420.0, 358.0)","(21.0, 85.0, 50.125)","(4.8, 6.2, 5.428571428571429)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:28.256294,"(1.5, 2.0, 1.7386666666666666)","(51.0, 420.0, 358.0)","(21.0, 85.0, 45.0)","(4.8, 6.2, 5.428571428571429)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:29.680998,"(1.5, 2.08, 1.744)","(51.0, 420.0, 358.0)","(21.0, 85.0, 43.46153846153846)","(4.8, 6.2, 5.428571428571429)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:31.053721,"(1.5, 1.99, 1.738)","(51.0, 420.0, 358.0)","(21.0, 85.0, 43.46153846153846)","(4.8, 6.2, 5.428571428571429)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
12-01-2023 18:33:32.427616,"(1.5, 1.99, 1.8325)","(51.0, 420.0, 366.3333333333333)","(21.0, 85.0, 43.46153846153846)","(4.8, 6.2, 5.428571428571429)","(21.0, 120.0, 44.0)","(5.5, 11.0, 10.63076923076923)","(31.0, 130.0, 71.84615384615384)","(9.0, 19.5, 11.083333333333334)"
