,Square Dealer Nz,No Doubt Nz,Mummys Boy,Saving Major Percy,Le Tissier Nz,Sole Ambition Nz
08-12-2022 13:13:46.535765,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 7.4, 7.2625)","(11.0, 15.0, 14.828125)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:13:47.790501,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 7.4, 7.2625)","(11.0, 15.0, 14.828125)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:13:48.884016,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 7.4, 7.2625)","(11.0, 15.0, 14.862068965517242)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:13:49.976786,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 7.4, 7.25)","(11.0, 15.0, 14.862068965517242)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:13:51.104115,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 7.4, 7.25)","(11.0, 15.0, 14.862068965517242)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:13:52.196662,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 7.4, 7.25)","(11.0, 15.0, 14.862068965517242)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:13:53.284464,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 7.4, 7.25)","(11.0, 15.0, 14.862068965517242)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:13:54.379451,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 7.4, 7.25)","(12.0, 15.0, 14.862068965517242)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:13:55.461611,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 7.4, 9.44)","(12.0, 15.0, 14.862068965517242)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:13:56.612080,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.0, 8.2)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:13:57.592819,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.0, 8.2)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:13:58.590706,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.8, 9.066666666666666)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:13:59.529880,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.8, 9.17142857142857)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:00.523039,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.8, 9.17142857142857)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:01.640944,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.8, 8.6)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:02.903854,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.8, 8.6)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:04.071330,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.8, 8.516666666666667)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:05.220125,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.8, 8.516666666666667)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:06.236123,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.2, 8.457142857142857)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:07.295962,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.8, 8.114285714285714)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:08.443064,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.8, 8.2)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:09.606138,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.8, 8.184615384615384)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:10.791941,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.2, 8.149999999999999)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:11.853882,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.2, 8.149999999999999)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:12.826932,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.2, 8.149999999999999)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:13.836207,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.2, 8.149999999999999)","(12.0, 15.0, 14.84)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:14.934019,"(2.9, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.6, 8.533333333333333)","(12.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:16.017327,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.6, 8.56)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:17.024796,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.6, 8.56)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:18.004320,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.6, 8.56)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:18.965845,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.6, 8.56)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:20.012781,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.6, 8.56)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:21.045604,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.6, 8.56)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:22.069651,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.6, 8.56)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:23.247153,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.6, 8.56)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:24.592672,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.6, 8.56)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:25.792941,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 8.6, 9.08)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:27.089716,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.4, 9.208)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:28.508092,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.4, 9.208)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:29.774469,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.4, 9.208)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:31.165022,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.4, 9.208)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:32.383524,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.4, 9.208)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:33.568305,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.4, 9.952380952380953)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:34.655291,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.0, 9.952380952380953)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:35.600586,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.5, 10.25)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:36.802591,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.0, 9.7)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:38.037516,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.0, 9.7)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:39.177277,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.0, 9.7)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:40.304460,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.0, 9.903225806451612)","(13.0, 15.0, 14.826086956521738)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:41.427101,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.0, 9.903225806451612)","(13.0, 15.0, 17.916666666666668)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:42.519065,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.0, 9.700000000000001)","(13.0, 18.0, 17.5)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:43.698568,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.8, 9.666666666666668)","(13.0, 19.5, 17.5)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:44.792808,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 11.0, 10.485714285714286)","(13.0, 19.0, 17.115384615384617)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:45.886131,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.5, 10.153846153846153)","(13.0, 19.0, 17.57894736842105)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:46.892849,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.5, 10.153846153846153)","(13.0, 18.0, 17.81818181818182)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:48.051446,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.5, 10.227272727272727)","(13.0, 18.0, 17.81818181818182)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:49.172446,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.5, 10.227272727272727)","(13.0, 18.0, 17.928571428571427)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:50.217013,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.5, 10.306451612903226)","(13.0, 18.0, 16.4375)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:51.273456,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.5, 10.306451612903226)","(13.0, 18.0, 17.264705882352942)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:52.376613,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.5, 10.306451612903226)","(13.0, 18.0, 16.75)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:53.351703,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.5, 10.306451612903226)","(13.0, 18.0, 16.75)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:54.311390,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.5, 10.306451612903226)","(13.0, 18.0, 16.75)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:55.424326,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.5, 10.306451612903226)","(13.0, 18.0, 16.863636363636363)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:56.406048,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.5, 10.306451612903226)","(13.0, 18.0, 16.863636363636363)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:57.457562,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.5, 9.52)","(13.0, 18.0, 18.666666666666668)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:58.537876,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.0, 9.894117647058824)","(13.0, 20.0, 18.25)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:14:59.609127,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 10.0, 9.8)","(13.0, 20.0, 18.75)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:15:00.686144,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.8, 9.763636363636364)","(13.0, 19.5, 17.166666666666668)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:15:01.778679,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.8, 9.763636363636364)","(13.0, 17.5, 17.214285714285715)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:15:02.826832,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.8, 9.763636363636364)","(13.0, 17.5, 17.214285714285715)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:15:03.902474,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.8, 9.771428571428572)","(13.0, 17.5, 17.214285714285715)","(4.0, 99999, 99990)","(13.0, 99999, 99990)"
08-12-2022 13:15:05.052410,"(3.0, 99999, 99990)","(2.8, 99999, 99990)","(6.5, 9.8, 9.771428571428572)","(13.0, 17.5, 17.214285714285715)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:06.211562,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 9.8, 9.715789473684211)","(13.0, 17.5, 17.642857142857142)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:07.385774,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 10.0, 9.715789473684211)","(13.0, 18.5, 17.642857142857142)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:08.556273,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 10.0, 9.644444444444444)","(13.0, 18.5, 17.857142857142858)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:09.884052,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 10.0, 9.771428571428572)","(13.0, 18.5, 17.75)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:10.879935,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 10.0, 9.771428571428572)","(13.0, 18.5, 17.75)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:11.918560,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 10.0, 9.808)","(13.0, 18.5, 17.5)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:13.014982,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 10.0, 9.808)","(13.0, 18.5, 17.5)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:14.064820,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 10.0, 9.83448275862069)","(13.0, 18.5, 17.75)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:15.139595,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 10.0, 9.83448275862069)","(13.0, 18.5, 18.071428571428573)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:16.101419,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 10.0, 9.77142857142857)","(13.0, 18.5, 17.75)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:17.162659,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 10.0, 9.942857142857143)","(13.0, 18.5, 18.125)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:18.271161,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 10.0, 10.0)","(13.0, 18.5, 18.125)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:19.345116,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 11.0, 9.862499999999999)","(13.0, 18.5, 18.125)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:20.250922,"(2.8, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 11.0, 9.959999999999999)","(13.0, 18.5, 18.125)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:21.261999,"(2.7, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 11.0, 10.133333333333333)","(13.0, 18.5, 18.125)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:22.276352,"(2.7, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 11.0, 9.8125)","(13.0, 18.5, 18.125)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:23.310831,"(2.7, 99999, 99990)","(2.8, 99999, 99990)","(7.0, 10.5, 9.9375)","(13.0, 18.5, 17.642857142857142)","(4.0, 99999, 99990)","(14.0, 99999, 99990)"
08-12-2022 13:15:24.333417,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 10.5, 10.2)","(13.0, 18.5, 17.642857142857142)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:25.545183,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 10.5, 10.153846153846153)","(13.0, 18.5, 17.642857142857142)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:26.473247,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 10.5, 10.153846153846153)","(13.0, 18.5, 17.642857142857142)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:27.430459,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 10.5, 10.153846153846153)","(13.0, 18.5, 18.0)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:28.506659,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 10.5, 10.153846153846153)","(13.0, 18.5, 18.0)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:29.467643,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 10.5, 10.153846153846153)","(13.0, 18.5, 18.0)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:30.420929,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 10.5, 10.307142857142857)","(13.0, 18.5, 18.333333333333332)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:31.378698,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.4, 9.010169491525424)","(13.0, 18.5, 18.384615384615383)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:32.477621,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.8, 9.333333333333334)","(13.0, 18.5, 18.384615384615383)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:33.476317,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.8, 9.333333333333334)","(13.0, 18.5, 18.384615384615383)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:34.482853,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.6, 9.4)","(13.0, 18.5, 18.384615384615383)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:35.461826,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.6, 9.17142857142857)","(13.0, 18.5, 18.384615384615383)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:36.379714,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.6, 9.17142857142857)","(13.0, 18.5, 18.384615384615383)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:37.414815,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.6, 9.092307692307692)","(13.0, 18.5, 18.41176470588235)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:38.490661,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.6, 9.092307692307692)","(13.0, 18.5, 18.41176470588235)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:39.483677,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.6, 9.092307692307692)","(13.0, 18.5, 18.41176470588235)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:40.421127,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.6, 9.133333333333333)","(13.0, 18.5, 18.41176470588235)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:41.407165,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.2, 9.033333333333333)","(13.0, 18.5, 18.41176470588235)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:42.333369,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.2, 9.033333333333333)","(13.0, 18.5, 18.41176470588235)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:43.225931,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.2, 9.033333333333333)","(13.0, 18.5, 18.41176470588235)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:44.176551,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.2, 9.03076923076923)","(13.0, 18.5, 18.41176470588235)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:45.317098,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.4, 9.428571428571429)","(13.0, 19.0, 17.464285714285715)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:46.544240,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.6, 9.10909090909091)","(13.0, 17.5, 17.779661016949152)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:47.541094,"(2.7, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.6, 9.10909090909091)","(13.0, 19.0, 17.779661016949152)","(4.0, 99999, 99990)","(15.0, 99999, 99990)"
08-12-2022 13:15:48.591212,"(2.6, 99999, 99990)","(2.9, 99999, 99990)","(7.5, 9.8, 9.460606060606061)","(14.0, 19.0, 18.05263157894737)","(4.2, 99999, 99990)","(17.0, 99999, 99990)"
08-12-2022 13:15:49.595970,"(2.6, 99999, 99990)","(2.9, 99999, 99990)","(7.5, 9.8, 9.460606060606061)","(14.0, 19.0, 18.054054054054053)","(4.2, 99999, 99990)","(17.0, 99999, 99990)"
08-12-2022 13:15:50.607848,"(2.6, 99999, 99990)","(2.9, 99999, 99990)","(7.5, 9.8, 9.453333333333333)","(14.0, 19.0, 18.054054054054053)","(4.2, 99999, 99990)","(17.0, 99999, 99990)"
08-12-2022 13:15:51.730586,"(2.6, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.8, 9.15)","(14.0, 19.0, 17.75)","(4.2, 99999, 99990)","(17.0, 99999, 99990)"
08-12-2022 13:15:52.662724,"(2.6, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.8, 9.15)","(14.0, 19.0, 17.61842105263158)","(4.2, 99999, 99990)","(17.0, 99999, 99990)"
08-12-2022 13:15:53.601733,"(2.6, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.8, 9.154838709677419)","(14.0, 19.0, 17.615384615384617)","(4.2, 99999, 99990)","(17.0, 99999, 99990)"
08-12-2022 13:15:54.649978,"(2.6, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.8, 9.154838709677419)","(14.0, 19.0, 18.0)","(4.2, 99999, 99990)","(17.0, 99999, 99990)"
08-12-2022 13:15:55.752018,"(2.6, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.8, 9.154838709677419)","(14.0, 18.5, 18.0)","(4.2, 99999, 99990)","(17.0, 99999, 99990)"
08-12-2022 13:15:56.731425,"(2.6, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.8, 9.154838709677419)","(14.0, 18.5, 18.0)","(4.2, 99999, 99990)","(17.0, 99999, 99990)"
08-12-2022 13:15:57.741905,"(2.6, 99999, 99990)","(2.9, 99999, 99990)","(7.0, 9.8, 9.03076923076923)","(14.0, 18.5, 18.0)","(4.2, 99999, 99990)","(17.0, 99999, 99990)"
08-12-2022 13:15:58.788553,"(2.6, 99999, 99990)","(3.0, 99999, 99990)","(7.0, 9.4, 9.370000000000001)","(14.0, 18.5, 18.0)","(4.2, 99999, 99990)","(17.0, 99999, 99990)"
08-12-2022 13:15:59.743930,"(2.6, 99999, 99990)","(3.0, 99999, 99990)","(7.0, 9.4, 9.370000000000001)","(14.0, 18.5, 18.0)","(4.2, 99999, 99990)","(17.0, 99999, 99990)"
