,Princeton Award,Almsgiver,Dirt On Harry,Springvale Road,Diamond Luke,Johandough,Takumi,Till Its Over,West Cliff,Glitter N Gold,So She Can Fly,Celtic Glory
08-12-2022 15:33:11.457157,"(5.5, 6.4, 6.3950000000000005)","(12.0, 14.5, 14.370813397129186)","(21.0, 27.0, 26.615384615384617)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.441800643086817)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.4, 6.213192612137203)","(11.0, 13.0, 12.785714285714286)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.688198757763975)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.5, 13.082329317269076)"
08-12-2022 15:33:13.232910,"(5.5, 6.4, 6.311428571428571)","(12.0, 14.5, 14.370813397129186)","(21.0, 27.0, 26.615384615384617)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.443046357615894)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.4, 6.213192612137203)","(11.0, 13.0, 12.803571428571429)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.682080924855491)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.5, 13.082329317269076)"
08-12-2022 15:33:14.989685,"(5.5, 6.4, 6.311428571428571)","(12.0, 14.5, 14.370813397129186)","(21.0, 27.0, 26.615384615384617)","(51.0, 60.0, 56.7)","(4.6, 5.5, 5.461904761904762)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.4, 6.213192612137203)","(11.0, 13.0, 12.803571428571429)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.682080924855491)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.5, 13.082329317269076)"
08-12-2022 15:33:16.736775,"(5.5, 6.4, 6.296296296296297)","(12.0, 14.5, 14.370813397129186)","(21.0, 27.0, 26.615384615384617)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.461904761904762)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.4, 6.214323607427056)","(11.0, 13.0, 12.803571428571429)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.682080924855491)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.5, 13.082329317269076)"
08-12-2022 15:33:18.446896,"(5.5, 6.4, 6.296296296296297)","(12.0, 14.5, 14.370813397129186)","(21.0, 27.0, 26.615384615384617)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.461904761904762)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.4, 6.214323607427056)","(11.0, 13.0, 12.803571428571429)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.682080924855491)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.5, 13.082329317269076)"
08-12-2022 15:33:20.160818,"(5.5, 6.4, 6.296296296296297)","(12.0, 14.5, 14.370813397129186)","(21.0, 27.0, 26.615384615384617)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.461904761904762)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.4, 6.214323607427056)","(11.0, 13.0, 12.803571428571429)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.682080924855491)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.5, 13.082329317269076)"
08-12-2022 15:33:21.814416,"(5.5, 6.4, 6.296296296296297)","(12.0, 14.5, 14.350467289719626)","(21.0, 27.0, 26.615384615384617)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.426839826839827)","(21.0, 34.0, 33.25)","(5.5, 6.4, 6.211827956989247)","(11.0, 13.5, 13.131944444444445)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.682080924855491)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.5, 13.082329317269076)"
08-12-2022 15:33:23.523574,"(5.5, 6.4, 6.296296296296297)","(12.0, 14.5, 14.350467289719626)","(21.0, 27.0, 26.615384615384617)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.42530612244898)","(21.0, 34.0, 33.25)","(5.5, 6.4, 6.188009592326139)","(11.0, 13.5, 13.035087719298245)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.681395348837209)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.5, 13.082329317269076)"
08-12-2022 15:33:25.227236,"(5.5, 6.4, 6.296296296296297)","(12.0, 14.5, 14.301762114537445)","(21.0, 27.0, 26.615384615384617)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.42530612244898)","(21.0, 34.0, 33.25)","(5.5, 6.2, 6.188009592326139)","(11.0, 13.5, 13.03225806451613)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.681395348837209)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.5, 12.961783439490446)"
08-12-2022 15:33:26.896675,"(5.5, 6.4, 6.296296296296297)","(12.0, 14.5, 13.966494845360824)","(21.0, 27.0, 26.695652173913043)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.422119815668203)","(21.0, 34.0, 33.25)","(5.5, 6.2, 6.188009592326139)","(11.0, 13.5, 13.212871287128714)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.681395348837209)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.0, 12.961783439490446)"
08-12-2022 15:33:28.517568,"(5.5, 6.4, 6.292307692307692)","(12.0, 14.0, 13.96173469387755)","(21.0, 27.0, 26.695652173913043)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.422119815668203)","(21.0, 34.0, 33.25)","(5.5, 6.2, 6.188009592326139)","(11.0, 13.5, 13.236263736263735)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.681395348837209)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.0, 12.961783439490446)"
08-12-2022 15:33:30.208009,"(5.5, 6.4, 6.292307692307692)","(12.0, 14.0, 13.994117647058824)","(21.0, 27.0, 26.695652173913043)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.32303664921466)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.2, 6.188009592326139)","(11.0, 13.5, 13.231182795698924)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.679289940828402)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.0, 12.961783439490446)"
08-12-2022 15:33:31.899049,"(5.5, 6.4, 6.292307692307692)","(12.0, 14.0, 13.994117647058824)","(21.0, 27.0, 26.695652173913043)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.322564102564103)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.2, 6.188009592326139)","(11.0, 13.5, 13.231182795698924)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.679289940828402)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.0, 12.961783439490446)"
08-12-2022 15:33:33.500197,"(5.5, 6.4, 6.292307692307692)","(12.0, 14.0, 13.994117647058824)","(21.0, 27.0, 26.166666666666668)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.321649484536082)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.2, 6.188009592326139)","(11.0, 13.5, 13.231182795698924)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.679289940828402)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.0, 12.959183673469388)"
08-12-2022 15:33:35.113159,"(5.5, 6.4, 6.292307692307692)","(12.0, 14.0, 13.994117647058824)","(21.0, 27.0, 26.166666666666668)","(51.0, 60.0, 56.734693877551024)","(4.6, 5.5, 5.321649484536082)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.2, 6.188009592326139)","(11.0, 13.5, 13.231182795698924)","(71.0, 110.0, 101.0)","(6.5, 7.8, 7.679289940828402)","(20.0, 25.0, 24.391812865497077)","(11.0, 13.0, 12.959183673469388)"
08-12-2022 15:33:36.746536,"(5.5, 6.4, 6.292307692307692)","(12.0, 14.0, 13.99438202247191)","(21.0, 27.0, 26.375)","(51.0, 60.0, 56.86274509803921)","(4.6, 5.5, 5.389531680440772)","(21.0, 34.0, 33.78947368421053)","(5.5, 6.2, 6.187277353689567)","(11.0, 13.5, 13.252475247524753)","(71.0, 110.0, 102.5)","(6.5, 7.8, 7.704761904761905)","(20.0, 25.0, 24.40909090909091)","(11.0, 13.0, 12.962732919254659)"
08-12-2022 15:33:38.407003,"(5.5, 6.4, 6.335078534031414)","(12.0, 14.0, 13.99438202247191)","(21.0, 27.0, 26.46153846153846)","(51.0, 60.0, 56.86274509803921)","(4.6, 5.4, 5.295423023578363)","(21.0, 34.0, 33.733333333333334)","(5.5, 6.2, 6.187277353689567)","(11.0, 13.5, 13.252475247524753)","(71.0, 110.0, 101.34615384615384)","(6.5, 7.8, 7.704761904761905)","(20.0, 25.0, 24.40909090909091)","(11.0, 13.0, 12.962732919254659)"
08-12-2022 15:33:40.083957,"(5.5, 6.4, 6.331111111111111)","(12.0, 14.0, 13.99438202247191)","(21.0, 27.0, 26.46153846153846)","(51.0, 60.0, 56.86274509803921)","(4.6, 5.3, 5.295423023578363)","(21.0, 34.0, 33.733333333333334)","(5.5, 6.2, 6.182338902147971)","(11.0, 13.5, 13.252475247524753)","(71.0, 110.0, 101.34615384615384)","(6.5, 7.8, 7.704761904761905)","(20.0, 25.0, 24.40909090909091)","(11.0, 13.0, 12.962732919254659)"
08-12-2022 15:33:41.717322,"(5.5, 6.4, 6.314814814814815)","(12.0, 14.0, 13.994623655913978)","(21.0, 27.0, 26.77777777777778)","(51.0, 60.0, 56.9811320754717)","(4.6, 5.3, 5.295516304347826)","(21.0, 34.0, 33.81818181818182)","(5.5, 6.2, 6.182464454976303)","(11.0, 13.5, 13.270642201834862)","(71.0, 110.0, 102.74193548387098)","(6.5, 7.8, 7.7113300492610835)","(20.0, 25.0, 24.42222222222222)","(11.0, 13.0, 12.964705882352941)"
08-12-2022 15:33:43.305252,"(5.5, 6.4, 6.314814814814815)","(12.0, 14.0, 13.994623655913978)","(21.0, 27.0, 26.77777777777778)","(51.0, 60.0, 56.9811320754717)","(4.6, 5.3, 5.295516304347826)","(21.0, 34.0, 33.81818181818182)","(5.5, 6.2, 6.182464454976303)","(11.0, 13.5, 13.270642201834862)","(71.0, 110.0, 102.74193548387098)","(6.5, 7.8, 7.7113300492610835)","(20.0, 25.0, 24.42222222222222)","(11.0, 13.0, 12.964705882352941)"
08-12-2022 15:33:44.893265,"(5.5, 6.4, 6.314814814814815)","(12.0, 14.0, 13.99476439790576)","(21.0, 27.0, 26.77777777777778)","(51.0, 60.0, 56.9811320754717)","(4.6, 5.3, 5.295516304347826)","(21.0, 34.0, 33.81818181818182)","(5.5, 6.2, 6.182464454976303)","(11.0, 13.5, 13.270642201834862)","(71.0, 110.0, 102.74193548387098)","(7.0, 7.8, 7.7113300492610835)","(20.0, 25.0, 24.42222222222222)","(11.0, 13.0, 12.964705882352941)"
08-12-2022 15:33:46.556139,"(5.5, 6.4, 6.31520737327189)","(12.0, 14.0, 13.99476439790576)","(21.0, 27.0, 26.622222222222224)","(51.0, 60.0, 56.9811320754717)","(4.6, 5.3, 5.295516304347826)","(21.0, 34.0, 33.81818181818182)","(5.5, 6.2, 6.183333333333334)","(11.0, 13.5, 13.270642201834862)","(71.0, 110.0, 102.74193548387098)","(7.0, 7.8, 7.7113300492610835)","(20.0, 25.0, 24.584615384615386)","(11.0, 13.0, 12.964705882352941)"
08-12-2022 15:33:48.182289,"(5.5, 6.4, 6.31520737327189)","(12.0, 14.0, 13.99476439790576)","(21.0, 28.0, 26.602150537634408)","(51.0, 60.0, 56.9811320754717)","(4.6, 5.3, 5.29)","(21.0, 34.0, 33.77777777777778)","(5.5, 6.2, 6.183333333333334)","(11.0, 13.5, 13.270642201834862)","(71.0, 110.0, 102.74193548387098)","(7.0, 7.8, 7.7113300492610835)","(20.0, 25.0, 24.584615384615386)","(11.0, 13.0, 12.964705882352941)"
08-12-2022 15:33:49.789455,"(5.5, 6.4, 6.317117117117117)","(12.0, 14.0, 14.325396825396826)","(21.0, 28.0, 26.65979381443299)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.291176470588235)","(21.0, 34.0, 33.81818181818182)","(5.5, 6.2, 6.183333333333334)","(11.0, 13.5, 13.270642201834862)","(71.0, 110.0, 103.75)","(7.0, 7.8, 7.7113300492610835)","(20.0, 25.0, 24.584615384615386)","(11.0, 13.0, 12.964705882352941)"
08-12-2022 15:33:51.333672,"(5.5, 6.4, 6.317117117117117)","(12.0, 14.5, 14.140625)","(21.0, 28.0, 26.65979381443299)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.291176470588235)","(21.0, 34.0, 33.84)","(5.5, 6.2, 6.184018264840183)","(11.0, 13.5, 13.286324786324787)","(71.0, 110.0, 103.75)","(7.0, 7.8, 7.717050691244239)","(20.0, 25.0, 24.6)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:33:53.017482,"(5.5, 6.4, 6.317117117117117)","(12.0, 14.5, 14.125)","(21.0, 28.0, 26.65979381443299)","(51.0, 60.0, 57.05357142857143)","(4.6, 5.3, 5.27)","(21.0, 34.0, 33.81818181818182)","(5.5, 6.2, 6.184018264840183)","(11.0, 13.5, 13.286324786324787)","(71.0, 110.0, 103.18181818181819)","(7.0, 7.8, 7.717050691244239)","(20.0, 25.0, 24.6)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:33:54.606780,"(5.5, 6.4, 6.317117117117117)","(12.0, 14.5, 14.125)","(21.0, 28.0, 26.65979381443299)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.285611510791367)","(21.0, 34.0, 33.81818181818182)","(5.5, 6.2, 6.184018264840183)","(11.0, 13.5, 13.286324786324787)","(71.0, 110.0, 103.18181818181819)","(7.0, 7.8, 7.717050691244239)","(20.0, 25.0, 24.6)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:33:56.157121,"(5.5, 6.4, 6.317117117117117)","(12.0, 14.5, 14.125)","(21.0, 28.0, 26.65979381443299)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.2846153846153845)","(21.0, 34.0, 33.81818181818182)","(5.5, 6.2, 6.184018264840183)","(11.0, 13.5, 13.286324786324787)","(71.0, 110.0, 105.75471698113208)","(7.0, 7.8, 7.717050691244239)","(20.0, 25.0, 24.6)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:33:57.749251,"(5.5, 6.4, 6.314814814814815)","(12.0, 14.5, 14.140625)","(21.0, 28.0, 26.65979381443299)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.266101694915254)","(21.0, 34.0, 33.84)","(5.5, 6.2, 6.184018264840183)","(12.0, 13.5, 13.286324786324787)","(71.0, 110.0, 106.91780821917808)","(7.0, 7.8, 7.717050691244239)","(20.0, 25.0, 24.597014925373134)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:33:59.308649,"(5.5, 6.4, 6.314814814814815)","(12.0, 14.5, 14.140625)","(21.0, 28.0, 26.65979381443299)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.266101694915254)","(21.0, 34.0, 33.84)","(5.5, 6.2, 6.183568075117371)","(12.0, 13.5, 13.286324786324787)","(71.0, 110.0, 106.91780821917808)","(7.0, 7.8, 7.717050691244239)","(20.0, 25.0, 24.597014925373134)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:34:00.890555,"(5.5, 6.4, 6.326104417670683)","(12.0, 14.5, 14.140625)","(21.0, 28.0, 26.65979381443299)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.266101694915254)","(21.0, 34.0, 33.84)","(5.5, 6.2, 6.183568075117371)","(12.0, 13.5, 13.286324786324787)","(71.0, 110.0, 106.91780821917808)","(7.0, 7.8, 7.717050691244239)","(20.0, 25.0, 24.597014925373134)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:34:02.458402,"(5.5, 6.4, 6.326104417670683)","(12.0, 14.5, 14.125)","(21.0, 28.0, 26.65979381443299)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.266101694915254)","(21.0, 34.0, 33.81818181818182)","(5.5, 6.2, 6.183412322274882)","(12.0, 13.5, 13.286324786324787)","(71.0, 110.0, 106.91780821917808)","(7.0, 7.8, 7.717050691244239)","(20.0, 25.0, 24.597014925373134)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:34:04.060023,"(5.5, 6.4, 6.326104417670683)","(12.0, 14.5, 14.125)","(21.0, 28.0, 26.65979381443299)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.266101694915254)","(21.0, 34.0, 33.81818181818182)","(5.5, 6.2, 6.183412322274882)","(12.0, 13.5, 13.286324786324787)","(71.0, 110.0, 106.91780821917808)","(7.0, 7.8, 7.713043478260869)","(20.0, 25.0, 24.597014925373134)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:34:05.699290,"(5.5, 6.4, 6.317857142857143)","(12.0, 14.5, 14.140625)","(21.0, 28.0, 26.555555555555557)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.266101694915254)","(21.0, 34.0, 33.81818181818182)","(5.5, 6.2, 6.183412322274882)","(12.0, 13.5, 13.286324786324787)","(71.0, 110.0, 106.91780821917808)","(7.0, 7.8, 7.713043478260869)","(20.0, 25.0, 24.597014925373134)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:34:07.266277,"(5.5, 6.4, 6.311961722488038)","(12.0, 14.5, 14.140625)","(21.0, 28.0, 26.555555555555557)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.266101694915254)","(21.0, 34.0, 33.80952380952381)","(5.5, 6.2, 6.183412322274882)","(12.0, 13.5, 13.286324786324787)","(71.0, 110.0, 106.64179104477611)","(7.0, 7.8, 7.70625)","(20.0, 25.0, 24.597014925373134)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:34:08.857420,"(5.5, 6.4, 6.311961722488038)","(12.0, 14.5, 14.125)","(21.0, 28.0, 26.555555555555557)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.266101694915254)","(21.0, 34.0, 33.80952380952381)","(5.5, 6.2, 6.183412322274882)","(12.0, 13.5, 13.286324786324787)","(71.0, 110.0, 106.64179104477611)","(7.0, 7.8, 7.70625)","(20.0, 25.0, 24.597014925373134)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:34:10.487005,"(5.5, 6.4, 6.311961722488038)","(12.0, 14.5, 14.125)","(21.0, 28.0, 26.555555555555557)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.266101694915254)","(21.0, 34.0, 33.80952380952381)","(5.5, 6.2, 6.183412322274882)","(12.0, 13.5, 13.286324786324787)","(71.0, 110.0, 106.91780821917808)","(7.0, 7.8, 7.70625)","(20.0, 25.0, 24.597014925373134)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:34:12.106191,"(5.5, 6.4, 6.317488789237668)","(12.0, 14.5, 14.125)","(21.0, 28.0, 26.555555555555557)","(51.0, 60.0, 57.09090909090909)","(4.6, 5.3, 5.266101694915254)","(21.0, 34.0, 33.80952380952381)","(5.5, 6.2, 6.185611510791367)","(12.0, 13.5, 13.286324786324787)","(71.0, 110.0, 106.91780821917808)","(7.0, 7.8, 7.70625)","(20.0, 25.0, 24.597014925373134)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:34:13.734005,"(5.5, 6.4, 6.280519480519481)","(12.0, 14.5, 14.45)","(21.0, 28.0, 26.555555555555557)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.3, 5.292424242424242)","(21.0, 34.0, 33.851851851851855)","(5.5, 6.2, 6.112043301759134)","(12.0, 13.5, 12.704225352112676)","(71.0, 110.0, 102.85714285714286)","(7.0, 7.8, 7.722155688622754)","(20.0, 25.0, 24.597014925373134)","(11.0, 13.0, 12.96629213483146)"
08-12-2022 15:34:15.358683,"(5.5, 6.4, 6.280519480519481)","(12.0, 14.5, 14.45)","(21.0, 28.0, 26.555555555555557)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.3, 5.298387096774193)","(21.0, 34.0, 33.851851851851855)","(5.5, 6.2, 6.112043301759134)","(12.0, 13.0, 12.681818181818182)","(71.0, 110.0, 102.85714285714286)","(7.0, 7.8, 7.722155688622754)","(20.0, 25.0, 24.643939393939394)","(11.0, 13.0, 13.15612648221344)"
08-12-2022 15:34:16.974157,"(5.5, 6.4, 6.270422535211268)","(12.0, 14.5, 14.409090909090908)","(21.0, 28.0, 26.555555555555557)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.3, 5.298387096774193)","(21.0, 34.0, 33.851851851851855)","(5.5, 6.2, 6.112043301759134)","(12.0, 13.0, 12.681818181818182)","(71.0, 110.0, 102.85714285714286)","(7.0, 7.8, 7.722155688622754)","(20.0, 25.0, 24.643939393939394)","(11.0, 13.5, 13.15612648221344)"
08-12-2022 15:34:18.554778,"(5.5, 6.4, 6.274626865671642)","(12.0, 14.5, 14.409090909090908)","(21.0, 28.0, 26.555555555555557)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.3, 5.298387096774193)","(21.0, 34.0, 33.851851851851855)","(5.5, 6.2, 6.112043301759134)","(12.0, 13.0, 12.681818181818182)","(71.0, 110.0, 102.85714285714286)","(7.0, 7.8, 7.722155688622754)","(20.0, 25.0, 24.62992125984252)","(11.0, 13.5, 13.15612648221344)"
08-12-2022 15:34:20.206357,"(5.5, 6.4, 6.274626865671642)","(12.0, 14.5, 14.409090909090908)","(21.0, 28.0, 26.703703703703702)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.3, 5.298387096774193)","(21.0, 34.0, 33.851851851851855)","(5.5, 6.2, 6.112043301759134)","(12.0, 13.0, 12.758064516129032)","(71.0, 110.0, 102.85714285714286)","(7.0, 7.8, 7.722155688622754)","(20.0, 25.0, 24.62992125984252)","(11.0, 13.5, 13.15612648221344)"
08-12-2022 15:34:22.145491,"(5.5, 6.4, 6.274626865671642)","(12.0, 14.5, 14.409090909090908)","(21.0, 27.0, 26.53333333333333)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.3, 5.298387096774193)","(21.0, 34.0, 33.851851851851855)","(5.5, 6.2, 6.112043301759134)","(11.0, 13.0, 12.758064516129032)","(71.0, 110.0, 102.85714285714286)","(6.5, 7.8, 7.722155688622754)","(20.0, 25.0, 24.62992125984252)","(11.0, 13.5, 13.15612648221344)"
08-12-2022 15:34:23.982751,"(5.5, 6.4, 6.274626865671642)","(12.0, 14.5, 14.056962025316455)","(21.0, 27.0, 26.393939393939394)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.3, 5.297499999999999)","(21.0, 34.0, 33.6231884057971)","(5.5, 6.2, 6.112043301759134)","(11.0, 13.0, 12.758064516129032)","(71.0, 110.0, 102.85714285714286)","(6.5, 7.8, 7.722155688622754)","(20.0, 25.0, 24.62992125984252)","(11.0, 13.5, 13.15612648221344)"
08-12-2022 15:34:25.911944,"(5.5, 6.4, 6.301176470588236)","(12.0, 15.0, 14.056962025316455)","(21.0, 27.0, 26.375)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.3, 5.297499999999999)","(21.0, 36.0, 33.6231884057971)","(5.5, 6.2, 6.112043301759134)","(11.0, 13.0, 12.691780821917808)","(71.0, 110.0, 102.85714285714286)","(6.5, 7.8, 7.719753086419753)","(20.0, 25.0, 24.62992125984252)","(11.0, 13.5, 13.15612648221344)"
08-12-2022 15:34:27.914690,"(5.5, 6.4, 6.356363636363636)","(12.0, 15.0, 14.056962025316455)","(21.0, 27.0, 26.375)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.3, 5.297499999999999)","(21.0, 36.0, 33.6231884057971)","(5.5, 6.2, 6.112043301759134)","(11.0, 13.0, 12.691780821917808)","(71.0, 110.0, 102.85714285714286)","(6.5, 7.8, 7.719753086419753)","(20.0, 25.0, 24.62992125984252)","(11.0, 13.5, 13.15612648221344)"
08-12-2022 15:34:29.820540,"(5.5, 6.4, 6.352)","(12.0, 15.0, 14.056962025316455)","(21.0, 27.0, 26.375)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.3, 5.297499999999999)","(21.0, 36.0, 33.333333333333336)","(5.5, 6.2, 6.112043301759134)","(11.0, 13.0, 12.712121212121213)","(71.0, 110.0, 102.85714285714286)","(6.5, 7.8, 7.719753086419753)","(20.0, 25.0, 24.62992125984252)","(11.0, 13.5, 13.15612648221344)"
08-12-2022 15:34:31.804307,"(5.5, 6.4, 6.394871794871795)","(12.0, 15.0, 14.056962025316455)","(21.0, 27.0, 26.375)","(51.0, 60.0, 57.241379310344826)","(4.6, 5.3, 5.297499999999999)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.112043301759134)","(11.0, 13.0, 12.712121212121213)","(71.0, 110.0, 102.85714285714286)","(6.5, 7.8, 7.719753086419753)","(20.0, 25.0, 24.643939393939394)","(11.0, 13.5, 13.15612648221344)"
08-12-2022 15:34:33.658938,"(5.5, 6.4, 6.394871794871795)","(12.0, 15.0, 14.056962025316455)","(21.0, 27.0, 26.523809523809526)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.3, 5.297499999999999)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.112043301759134)","(11.0, 13.0, 12.768292682926829)","(71.0, 110.0, 102.85714285714286)","(6.5, 7.8, 7.719753086419753)","(20.0, 25.0, 24.643939393939394)","(11.0, 13.5, 13.15612648221344)"
08-12-2022 15:34:35.363888,"(5.5, 6.4, 6.394871794871795)","(12.0, 15.0, 14.056962025316455)","(21.0, 27.0, 26.523809523809526)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.3, 5.297499999999999)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.112043301759134)","(11.0, 13.0, 12.768292682926829)","(71.0, 110.0, 99.73684210526315)","(6.5, 7.8, 7.719753086419753)","(20.0, 25.0, 24.643939393939394)","(11.0, 13.5, 13.15612648221344)"
08-12-2022 15:34:37.075678,"(5.5, 6.4, 6.394871794871795)","(12.0, 15.0, 14.056962025316455)","(21.0, 27.0, 26.523809523809526)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.3, 5.297499999999999)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.112043301759134)","(11.0, 13.0, 12.768292682926829)","(71.0, 100.0, 99.64912280701755)","(6.5, 7.8, 7.719753086419753)","(20.0, 25.0, 24.643939393939394)","(11.0, 13.5, 13.15612648221344)"
08-12-2022 15:34:38.692020,"(5.5, 6.4, 6.394871794871795)","(12.0, 15.0, 14.056962025316455)","(21.0, 27.0, 26.523809523809526)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.3, 5.297499999999999)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.112043301759134)","(11.0, 13.0, 12.768292682926829)","(71.0, 100.0, 99.56896551724138)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.643939393939394)","(11.0, 13.5, 13.15612648221344)"
08-12-2022 15:34:40.392701,"(5.5, 6.4, 6.394871794871795)","(12.0, 15.0, 14.056962025316455)","(21.0, 27.0, 26.523809523809526)","(51.0, 60.0, 57.74647887323944)","(4.6, 5.3, 5.297499999999999)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.2, 6.112043301759134)","(11.0, 13.0, 12.768292682926829)","(71.0, 100.0, 99.90196078431373)","(6.5, 7.8, 7.7192546583850925)","(20.0, 25.0, 24.643939393939394)","(11.0, 13.5, 13.15612648221344)"
