,Long Gully Brown,Burning Fee,Bailey The Rock,Bruces Angel,Ballroom Belle,Emerley Cougar
04-01-2023 11:02:40.861057,"(2.05, 3.1, 2.18125)","(14.0, 46.0, 23.454545454545453)","(14.0, 38.0, 24.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 12.654545454545454)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:41.777748,"(2.05, 3.1, 2.18125)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.22222222222222)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:42.642008,"(2.05, 3.1, 2.18125)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.22222222222222)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:43.569208,"(2.05, 3.1, 2.18125)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.22222222222222)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:44.678525,"(2.05, 3.1, 2.18125)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.22222222222222)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:45.628971,"(2.05, 3.1, 2.18125)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.22222222222222)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:46.551678,"(2.05, 3.1, 2.18125)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 24.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:47.461697,"(2.05, 3.1, 2.18125)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 24.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:48.387664,"(2.05, 3.1, 2.18125)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:49.271728,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 34.0, 24.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:50.187919,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 34.0, 24.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:51.099072,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 34.0, 24.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:51.997310,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 34.0, 24.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:53.007482,"(2.05, 3.15, 2.1805882352941177)","(14.0, 46.0, 25.333333333333336)","(14.0, 34.0, 24.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:53.982206,"(2.05, 3.1, 2.18125)","(14.0, 46.0, 25.333333333333336)","(14.0, 34.0, 30.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:54.928696,"(2.05, 3.1, 2.18125)","(14.0, 46.0, 25.333333333333336)","(14.0, 34.0, 30.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:55.837303,"(2.05, 3.1, 2.18125)","(14.0, 46.0, 25.333333333333336)","(14.0, 34.0, 30.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:56.768543,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 22.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:57.668553,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 22.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:58.583940,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 22.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:02:59.463452,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 22.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:00.325039,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 22.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:01.244594,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 22.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:02.141215,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 22.0)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:03.045632,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:03.964880,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:04.900452,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:05.810345,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:06.757159,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:07.707412,"(2.05, 2.86, 2.157)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:08.666152,"(2.05, 2.86, 2.1446666666666667)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:09.584873,"(2.05, 2.86, 2.1446666666666667)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:10.563234,"(2.05, 2.86, 2.1446666666666667)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:11.523371,"(2.05, 2.86, 2.1446666666666667)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:12.413137,"(2.05, 2.86, 2.1446666666666667)","(14.0, 46.0, 25.333333333333336)","(14.0, 38.0, 16.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:13.305470,"(2.05, 2.86, 2.1446666666666667)","(14.0, 46.0, 25.333333333333336)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:14.138148,"(2.05, 2.86, 2.1446666666666667)","(14.0, 46.0, 25.333333333333336)","(14.0, 36.0, 21.3125)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:14.986028,"(2.05, 2.86, 2.1446666666666667)","(14.0, 46.0, 25.333333333333336)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:15.841450,"(2.05, 2.86, 2.1446666666666667)","(14.0, 46.0, 25.333333333333336)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:16.751318,"(2.05, 2.86, 2.1446666666666667)","(14.0, 46.0, 25.333333333333336)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:17.649385,"(2.05, 2.86, 2.1446666666666667)","(14.0, 46.0, 21.6)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 9.6)","(8.5, 18.0, 9.942857142857143)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:18.558879,"(2.05, 2.86, 2.1446666666666667)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 10.075)","(8.5, 18.0, 13.3)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:19.517651,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 10.1)","(8.5, 18.0, 13.3)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:20.417880,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.75)","(8.5, 18.0, 11.866666666666667)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:21.301993,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 10.125)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:22.223786,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 10.125)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:23.080746,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 10.05)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:23.928947,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:24.847314,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:25.787146,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:26.687641,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:27.604055,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:28.592575,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:29.543263,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:30.571701,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:31.510909,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.16)"
04-01-2023 11:03:32.460957,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.0060000000000002)"
04-01-2023 11:03:33.394454,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.02)"
04-01-2023 11:03:34.311063,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.02)"
04-01-2023 11:03:35.218321,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:36.052447,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:36.922042,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:37.823335,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:38.687329,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:39.605674,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:40.493863,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 8.95)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:41.356745,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.6)","(14.0, 34.0, 19.375)","(5.5, 11.5, 10.1)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:42.304296,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 8.75)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:43.143259,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 20.583333333333332)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 8.75)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:44.034147,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 20.583333333333332)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 8.75)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:44.894237,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 8.75)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:45.749458,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 8.75)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:46.642631,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 8.75)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:47.571395,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 10.533333333333333)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:48.531249,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:49.525769,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:50.487080,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:51.443100,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:52.342685,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:53.256650,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 20.583333333333332)","(14.0, 36.0, 18.083333333333332)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:54.148601,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 20.583333333333332)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:55.034400,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:55.903899,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:56.746644,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:57.690325,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:58.578076,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:03:59.546325,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:00.476038,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:01.416086,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:02.315234,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:03.246238,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.214285714285715)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:04.141703,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 20.583333333333332)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:05.014848,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 34.75)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:05.871579,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:06.724170,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:07.617553,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:08.523091,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:09.413813,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:10.371290,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:11.277696,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:12.285662,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:13.193019,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 17.666666666666668)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:14.102222,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.0)","(14.0, 36.0, 21.3125)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:15.037748,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 21.0)","(14.0, 36.0, 25.318181818181817)","(5.5, 11.5, 8.65)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:15.890238,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 25.318181818181817)","(5.5, 11.5, 9.633333333333333)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:16.755406,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 25.318181818181817)","(5.5, 11.5, 10.075)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:17.626188,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 25.318181818181817)","(5.5, 11.5, 10.075)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:18.538006,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 25.318181818181817)","(5.5, 11.5, 10.075)","(8.5, 18.0, 11.25)","(2.5, 4.0, 3.1090909090909093)"
04-01-2023 11:04:19.475705,"(2.05, 2.86, 2.167741935483871)","(14.0, 46.0, 24.57142857142857)","(14.0, 36.0, 25.318181818181817)","(5.5, 11.5, 10.075)","(8.5, 18.0, 11.25)","(2.5, 4.0, 2.9375)"
04-01-2023 11:04:20.443064,"(2.05, 2.74, 2.1763636363636363)","(14.0, 46.0, 22.0)","(14.0, 34.0, 28.625)","(5.5, 11.5, 10.075)","(8.5, 18.0, 11.25)","(2.5, 3.95, 2.9375)"
