,Quick Entry,Brother Skye,Too Legit,Deep Mind,Roses Galaxy,Attuck
08-12-2022 12:51:14.866521,"(4.4, 4.8, 4.569230769230769)","(11.0, 13.5, 13.277777777777779)","(10.0, 13.0, 12.571428571428571)","(26.0, 85.0, 69.33333333333333)","(2.6, 3.4, 3.1999999999999997)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:16.079389,"(4.4, 4.8, 4.569230769230769)","(11.0, 13.5, 13.277777777777779)","(10.0, 12.5, 12.1)","(26.0, 85.0, 69.33333333333333)","(2.6, 3.4, 3.1999999999999997)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:17.290833,"(4.4, 4.8, 4.569230769230769)","(11.0, 13.0, 12.6)","(10.0, 12.5, 12.1)","(26.0, 85.0, 73.75)","(2.6, 3.4, 3.1999999999999997)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:18.497558,"(4.4, 4.8, 4.569230769230769)","(11.0, 13.0, 12.6)","(10.0, 12.5, 12.1)","(26.0, 85.0, 73.75)","(2.6, 3.4, 3.1999999999999997)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:19.605620,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 14.0)","(10.0, 12.5, 11.868421052631579)","(26.0, 85.0, 70.0)","(2.6, 3.4, 3.1999999999999997)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:20.751578,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 14.277777777777779)","(10.0, 12.5, 11.868421052631579)","(26.0, 85.0, 70.0)","(2.6, 3.4, 3.1999999999999997)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:21.902050,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 14.357142857142858)","(10.0, 12.5, 11.846153846153847)","(26.0, 85.0, 70.0)","(2.6, 3.4, 3.1999999999999997)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:23.039716,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 14.357142857142858)","(10.0, 12.0, 11.825)","(26.0, 85.0, 70.0)","(2.6, 3.4, 3.2153846153846155)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:24.088328,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 14.357142857142858)","(10.0, 12.5, 12.03125)","(26.0, 85.0, 70.0)","(2.6, 3.4, 3.1892857142857145)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:25.247191,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 14.277777777777779)","(10.0, 12.0, 11.6875)","(26.0, 85.0, 70.0)","(2.6, 3.35, 3.1892857142857145)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:26.344113,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 14.277777777777779)","(10.0, 12.0, 11.6875)","(26.0, 85.0, 70.0)","(2.6, 3.35, 3.178125)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:27.445575,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 13.666666666666666)","(10.0, 12.0, 11.6875)","(26.0, 85.0, 70.0)","(2.6, 3.35, 3.178125)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:28.589061,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 13.666666666666666)","(10.0, 12.0, 11.6875)","(26.0, 85.0, 70.0)","(2.6, 3.35, 3.178125)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:29.763318,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.5, 13.0)","(10.0, 12.0, 11.375)","(26.0, 85.0, 67.5)","(2.6, 3.35, 3.2785714285714285)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:30.932662,"(4.4, 4.8, 4.569230769230769)","(11.0, 14.0, 13.25)","(10.0, 12.0, 11.375)","(26.0, 80.0, 67.5)","(2.6, 3.35, 3.314285714285714)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:32.078132,"(4.4, 4.8, 4.657142857142857)","(11.0, 14.0, 13.25)","(10.0, 12.0, 11.375)","(26.0, 80.0, 67.5)","(2.6, 3.4, 3.2026315789473685)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:33.214833,"(4.4, 4.8, 4.657142857142857)","(11.0, 14.0, 13.25)","(10.0, 12.0, 11.375)","(26.0, 80.0, 67.5)","(2.6, 3.4, 3.216666666666667)","(3.0, 3.4, 3.3625)"
08-12-2022 12:51:34.354607,"(4.4, 4.8, 4.657142857142857)","(11.0, 14.0, 13.25)","(10.0, 12.0, 11.375)","(26.0, 80.0, 63.333333333333336)","(2.6, 3.4, 3.35)","(3.0, 3.4, 3.2625)"
08-12-2022 12:51:35.468533,"(4.4, 4.8, 4.657142857142857)","(11.0, 14.0, 12.666666666666666)","(10.0, 12.0, 11.277777777777779)","(26.0, 80.0, 63.333333333333336)","(2.6, 3.4, 3.335185185185185)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:36.599614,"(4.4, 4.7, 4.566666666666666)","(11.0, 14.0, 13.615384615384615)","(10.0, 11.5, 11.277777777777779)","(26.0, 80.0, 63.333333333333336)","(2.6, 3.4, 3.335185185185185)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:37.697908,"(4.4, 4.7, 4.566666666666666)","(11.0, 14.0, 13.615384615384615)","(10.0, 11.5, 11.277777777777779)","(26.0, 80.0, 75.0)","(2.6, 3.4, 3.2884615384615383)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:38.901168,"(4.4, 4.7, 4.566666666666666)","(11.0, 14.5, 14.142857142857142)","(10.0, 11.5, 11.435483870967742)","(26.0, 95.0, 75.0)","(2.6, 3.45, 3.2884615384615383)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:40.078325,"(4.4, 4.7, 4.566666666666666)","(11.0, 14.5, 13.666666666666666)","(10.0, 11.5, 11.435483870967742)","(26.0, 95.0, 77.5)","(2.6, 3.45, 3.25)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:41.174080,"(4.4, 4.7, 4.566666666666666)","(11.0, 14.0, 13.0)","(10.0, 12.0, 11.522727272727273)","(26.0, 100.0, 77.5)","(2.6, 3.45, 3.25)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:42.250290,"(4.4, 4.7, 4.566666666666666)","(11.0, 14.0, 12.121212121212121)","(10.0, 12.0, 11.522727272727273)","(26.0, 100.0, 77.5)","(2.6, 3.45, 3.25)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:43.370056,"(4.4, 4.7, 4.566666666666666)","(11.0, 14.0, 12.121212121212121)","(10.0, 12.0, 11.3)","(26.0, 100.0, 77.5)","(2.6, 3.45, 3.3625)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:44.559920,"(4.4, 4.6, 4.523076923076923)","(11.0, 14.0, 12.121212121212121)","(10.0, 12.0, 11.3)","(26.0, 100.0, 77.5)","(2.6, 3.4, 3.3249999999999997)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:45.726556,"(4.4, 4.7, 4.58)","(11.0, 14.0, 12.6)","(10.0, 12.0, 11.3)","(26.0, 95.0, 75.0)","(2.6, 3.4, 3.360526315789474)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:46.865326,"(4.4, 4.7, 4.58)","(11.0, 13.5, 12.6)","(10.0, 12.0, 11.3)","(26.0, 95.0, 65.5)","(2.6, 3.4, 3.360526315789474)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:48.045223,"(4.4, 4.7, 4.58)","(11.0, 13.5, 12.6)","(10.0, 12.0, 11.3)","(26.0, 95.0, 83.2)","(2.6, 3.4, 3.360526315789474)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:49.243633,"(4.4, 4.7, 4.58)","(11.0, 13.5, 12.6)","(10.0, 12.0, 11.3)","(26.0, 95.0, 85.16666666666667)","(2.6, 3.4, 3.3142857142857145)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:50.516115,"(4.4, 4.7, 4.58)","(11.0, 13.5, 12.833333333333334)","(10.0, 12.0, 11.3)","(26.0, 95.0, 65.5)","(2.6, 3.4, 3.3142857142857145)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:51.947136,"(4.4, 4.7, 4.58)","(11.0, 13.5, 12.625)","(10.0, 12.0, 11.3)","(26.0, 95.0, 83.2)","(2.6, 3.4, 3.309090909090909)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:53.225533,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.625)","(10.0, 12.0, 11.3)","(26.0, 95.0, 80.25)","(2.6, 3.5, 3.271428571428572)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:54.493476,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.625)","(10.0, 12.0, 11.3)","(26.0, 95.0, 83.2)","(2.6, 3.45, 3.3346153846153848)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:55.771056,"(4.4, 4.7, 4.58)","(11.0, 13.0, 13.214285714285714)","(10.0, 12.0, 11.3)","(26.0, 95.0, 83.2)","(2.6, 3.45, 3.3710526315789475)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:57.057350,"(4.4, 4.7, 4.58)","(11.0, 13.5, 13.1)","(10.0, 12.0, 11.3)","(31.0, 95.0, 75.33333333333334)","(2.7, 3.5, 3.3710526315789475)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:58.265754,"(4.4, 4.7, 4.58)","(11.0, 13.5, 13.1)","(10.0, 12.0, 11.481481481481481)","(31.0, 95.0, 75.33333333333334)","(2.7, 3.5, 3.36)","(3.0, 3.3, 3.2625)"
08-12-2022 12:51:59.407992,"(4.4, 4.7, 4.58)","(11.0, 13.5, 13.1)","(10.0, 12.0, 11.481481481481481)","(31.0, 95.0, 71.4)","(2.7, 3.5, 3.36)","(3.0, 3.3, 3.2625)"
08-12-2022 12:52:00.506032,"(4.4, 4.7, 4.58)","(11.0, 13.5, 13.1)","(9.0, 12.0, 11.481481481481481)","(31.0, 95.0, 80.25)","(2.7, 3.5, 3.36)","(3.0, 3.3, 3.2625)"
08-12-2022 12:52:01.697284,"(4.4, 4.7, 4.55)","(11.0, 13.5, 12.733333333333334)","(9.0, 12.0, 11.481481481481481)","(31.0, 95.0, 72.2)","(2.7, 3.5, 3.36)","(3.0, 3.3, 3.2590909090909093)"
08-12-2022 12:52:02.965674,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.733333333333334)","(9.0, 12.0, 11.481481481481481)","(31.0, 95.0, 65.5)","(2.7, 3.5, 3.3884615384615384)","(3.0, 3.3, 3.257142857142857)"
08-12-2022 12:52:04.229833,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.727272727272727)","(9.0, 12.0, 11.481481481481481)","(31.0, 95.0, 70.6)","(2.7, 3.45, 3.3323529411764707)","(3.0, 3.3, 3.271875)"
08-12-2022 12:52:05.505960,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.727272727272727)","(9.0, 12.0, 12.857142857142858)","(31.0, 95.0, 82.8)","(2.7, 3.45, 3.3323529411764707)","(3.0, 3.3, 3.271875)"
08-12-2022 12:52:06.693691,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.727272727272727)","(9.0, 13.0, 12.25)","(31.0, 95.0, 65.5)","(2.7, 3.45, 3.3323529411764707)","(3.0, 3.3, 3.271875)"
08-12-2022 12:52:08.205784,"(4.4, 4.7, 4.58)","(11.0, 13.0, 13.366666666666667)","(9.0, 13.0, 12.0)","(31.0, 95.0, 65.5)","(2.7, 3.45, 3.3323529411764707)","(3.0, 3.3, 3.271875)"
08-12-2022 12:52:09.622330,"(4.4, 4.7, 4.58)","(11.0, 13.5, 13.366666666666667)","(9.0, 12.5, 12.0)","(31.0, 95.0, 65.5)","(2.7, 3.45, 3.318421052631579)","(3.0, 3.3, 3.271875)"
08-12-2022 12:52:10.841757,"(4.4, 4.7, 4.58)","(11.0, 13.5, 12.717391304347826)","(9.0, 12.5, 12.0)","(31.0, 95.0, 63.0)","(2.7, 3.45, 3.318421052631579)","(3.0, 3.3, 3.271875)"
08-12-2022 12:52:12.119725,"(4.4, 4.7, 4.58)","(11.0, 13.5, 12.272727272727273)","(9.0, 12.5, 12.25)","(31.0, 90.0, 63.0)","(2.7, 3.45, 3.318421052631579)","(3.0, 3.3, 3.271875)"
08-12-2022 12:52:13.758041,"(4.4, 4.7, 4.58)","(11.0, 13.5, 12.272727272727273)","(9.0, 13.0, 12.857142857142858)","(31.0, 90.0, 63.0)","(2.7, 3.45, 3.318421052631579)","(3.0, 3.3, 3.271875)"
08-12-2022 12:52:15.040138,"(4.4, 4.7, 4.58)","(11.0, 13.5, 12.272727272727273)","(9.0, 13.0, 12.733333333333334)","(31.0, 90.0, 72.0)","(2.7, 3.45, 3.318421052631579)","(3.0, 3.3, 3.271875)"
08-12-2022 12:52:16.233625,"(4.4, 4.7, 4.58)","(11.0, 13.5, 12.272727272727273)","(9.0, 13.0, 12.862068965517242)","(31.0, 90.0, 55.33333333333333)","(2.7, 3.45, 3.3111111111111113)","(3.0, 3.3, 3.271875)"
08-12-2022 12:52:17.602296,"(4.4, 4.7, 4.58)","(11.0, 13.5, 12.5)","(9.0, 13.0, 12.0)","(31.0, 90.0, 73.33333333333334)","(2.7, 3.45, 3.318421052631579)","(3.0, 3.3, 3.271875)"
08-12-2022 12:52:18.895195,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.5)","(9.0, 12.5, 12.0)","(31.0, 90.0, 58.0)","(2.7, 3.45, 3.318421052631579)","(3.0, 3.3, 3.2659090909090907)"
08-12-2022 12:52:20.154754,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.5)","(9.0, 12.5, 12.0)","(31.0, 90.0, 58.0)","(2.7, 3.45, 3.318421052631579)","(3.0, 3.3, 3.2659090909090907)"
08-12-2022 12:52:21.373323,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.733333333333334)","(9.0, 12.5, 12.862068965517242)","(31.0, 90.0, 58.0)","(2.7, 3.45, 3.318421052631579)","(3.0, 3.3, 3.2659090909090907)"
08-12-2022 12:52:22.530904,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.733333333333334)","(9.0, 13.0, 12.862068965517242)","(31.0, 90.0, 58.0)","(2.7, 3.45, 3.318421052631579)","(3.0, 3.3, 3.2583333333333333)"
08-12-2022 12:52:23.744447,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.733333333333334)","(9.0, 13.0, 12.862068965517242)","(31.0, 90.0, 58.0)","(2.7, 3.45, 3.3058823529411767)","(3.0, 3.3, 3.2583333333333333)"
08-12-2022 12:52:24.902263,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.733333333333334)","(9.0, 13.0, 12.862068965517242)","(31.0, 90.0, 58.0)","(2.7, 3.4, 3.3058823529411767)","(3.0, 3.3, 3.2583333333333333)"
08-12-2022 12:52:26.097775,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.733333333333334)","(9.0, 13.0, 14.191176470588236)","(31.0, 90.0, 58.0)","(2.7, 3.4, 3.3058823529411767)","(3.0, 3.3, 3.2583333333333333)"
08-12-2022 12:52:27.362792,"(4.4, 4.7, 4.58)","(11.0, 13.0, 12.733333333333334)","(9.0, 14.5, 13.0)","(31.0, 90.0, 58.0)","(2.7, 3.4, 3.3058823529411767)","(3.0, 3.3, 3.2583333333333333)"
08-12-2022 12:52:29.403932,"(4.4, 4.7, 4.590909090909091)","(11.0, 13.0, 12.733333333333334)","(9.0, 11.5, 11.065727699530516)","(31.0, 90.0, 58.0)","(2.7, 3.4, 3.331034482758621)","(3.0, 3.3, 3.2625)"
08-12-2022 12:52:30.832231,"(4.4, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.057416267942584)","(31.0, 90.0, 58.0)","(2.7, 3.4, 3.3464285714285715)","(3.0, 3.3, 3.2625)"
08-12-2022 12:52:32.332279,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.044334975369457)","(31.0, 90.0, 58.0)","(2.8, 3.4, 3.3636363636363638)","(2.9, 3.3, 3.2625)"
08-12-2022 12:52:34.899685,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.044334975369457)","(31.0, 90.0, 58.0)","(2.8, 3.4, 3.364705882352941)","(2.9, 3.3, 3.2625)"
08-12-2022 12:52:36.131931,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.03888888888889)","(31.0, 90.0, 73.33333333333333)","(2.8, 3.4, 3.32)","(2.9, 3.3, 3.2625)"
08-12-2022 12:52:37.633027,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.733333333333334)","(9.0, 11.5, 11.03888888888889)","(31.0, 90.0, 73.33333333333333)","(2.8, 3.4, 3.32)","(2.9, 3.3, 3.276315789473684)"
08-12-2022 12:52:39.039125,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.03888888888889)","(31.0, 90.0, 73.33333333333333)","(2.8, 3.4, 3.32)","(2.9, 3.3, 3.2526315789473683)"
08-12-2022 12:52:40.265919,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.03888888888889)","(31.0, 90.0, 73.33333333333333)","(2.8, 3.4, 3.32)","(2.9, 3.3, 3.283333333333333)"
08-12-2022 12:52:41.446868,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.03888888888889)","(31.0, 90.0, 73.33333333333333)","(2.8, 3.4, 3.32)","(2.9, 3.3, 3.2325)"
08-12-2022 12:52:42.740166,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.03888888888889)","(31.0, 90.0, 73.33333333333333)","(2.8, 3.4, 3.32)","(2.9, 3.3, 3.248076923076923)"
08-12-2022 12:52:43.905933,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.03888888888889)","(31.0, 90.0, 73.33333333333333)","(2.8, 3.4, 3.32)","(2.9, 3.3, 3.248076923076923)"
08-12-2022 12:52:45.047863,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 10.75)","(31.0, 90.0, 73.33333333333333)","(2.8, 3.4, 3.32)","(2.9, 3.3, 3.257142857142857)"
08-12-2022 12:52:46.298014,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.10377358490566)","(31.0, 90.0, 73.33333333333333)","(2.8, 3.4, 3.3333333333333335)","(2.9, 3.3, 3.235)"
08-12-2022 12:52:47.645681,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.10377358490566)","(31.0, 90.0, 77.5)","(2.8, 3.4, 3.3478260869565215)","(2.9, 3.25, 3.220833333333333)"
08-12-2022 12:52:48.906221,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.10377358490566)","(31.0, 90.0, 77.5)","(2.8, 3.4, 3.327272727272727)","(2.9, 3.25, 3.1925000000000003)"
08-12-2022 12:52:50.171424,"(4.2, 4.7, 4.607692307692308)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.10377358490566)","(31.0, 90.0, 77.5)","(2.8, 3.4, 3.3714285714285714)","(2.9, 3.2, 3.2)"
08-12-2022 12:52:51.339701,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.10377358490566)","(31.0, 90.0, 76.66666666666667)","(2.8, 3.45, 3.3964285714285714)","(2.9, 3.25, 3.2)"
08-12-2022 12:52:52.476072,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.10377358490566)","(31.0, 90.0, 73.33333333333333)","(2.8, 3.45, 3.346153846153846)","(2.9, 3.25, 3.2346153846153847)"
08-12-2022 12:52:53.727839,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.10377358490566)","(31.0, 90.0, 73.33333333333333)","(2.8, 3.6, 3.439285714285714)","(2.9, 3.25, 3.2346153846153847)"
08-12-2022 12:52:54.876165,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 10.951612903225806)","(31.0, 90.0, 73.33333333333333)","(2.8, 3.6, 3.4783783783783786)","(2.9, 3.25, 3.2346153846153847)"
08-12-2022 12:52:56.092100,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.25)","(31.0, 90.0, 83.33333333333334)","(2.8, 3.6, 3.5142857142857142)","(2.9, 3.25, 3.2214285714285715)"
08-12-2022 12:52:57.314954,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.25)","(31.0, 90.0, 83.33333333333334)","(2.8, 3.55, 3.425)","(2.9, 3.25, 3.226923076923077)"
08-12-2022 12:52:58.499742,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.166666666666666)","(31.0, 90.0, 82.5)","(2.8, 3.55, 3.425)","(2.9, 3.35, 3.283333333333333)"
08-12-2022 12:52:59.664426,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.625)","(9.0, 11.5, 11.166666666666666)","(31.0, 90.0, 82.5)","(2.8, 3.55, 3.355555555555555)","(2.9, 3.35, 3.312790697674419)"
08-12-2022 12:53:00.763508,"(4.2, 4.7, 4.590909090909091)","(11.0, 13.0, 12.789473684210526)","(9.0, 11.5, 11.166666666666666)","(31.0, 90.0, 82.5)","(2.8, 3.55, 3.355555555555555)","(2.9, 3.35, 3.3391891891891894)"
08-12-2022 12:53:01.924537,"(4.2, 4.7, 4.55)","(11.0, 13.0, 12.777777777777779)","(9.0, 11.5, 11.166666666666666)","(31.0, 90.0, 81.42857142857143)","(2.8, 3.55, 3.355555555555555)","(2.9, 3.35, 3.3214285714285716)"
08-12-2022 12:53:03.097668,"(4.2, 4.8, 4.714285714285714)","(11.0, 13.0, 12.789473684210526)","(9.0, 11.5, 11.2)","(31.0, 90.0, 85.0)","(2.8, 3.55, 3.355555555555555)","(2.9, 3.35, 3.293939393939394)"
08-12-2022 12:53:04.303334,"(4.2, 4.8, 4.714285714285714)","(11.0, 13.0, 12.666666666666666)","(9.0, 11.5, 11.2)","(31.0, 90.0, 85.0)","(2.8, 3.55, 3.355555555555555)","(2.9, 3.3, 3.283333333333333)"
08-12-2022 12:53:05.523488,"(4.2, 4.8, 4.796153846153846)","(11.0, 13.0, 12.666666666666666)","(9.0, 11.5, 11.209677419354838)","(31.0, 90.0, 87.5)","(2.8, 3.55, 3.355555555555555)","(2.9, 3.3, 3.283333333333333)"
08-12-2022 12:53:06.759348,"(4.2, 4.8, 4.796153846153846)","(11.0, 13.0, 12.842105263157894)","(9.0, 11.5, 11.209677419354838)","(31.0, 90.0, 87.5)","(2.8, 3.55, 3.355555555555555)","(2.9, 3.3, 3.283333333333333)"
08-12-2022 12:53:07.967103,"(4.2, 4.8, 4.796153846153846)","(11.0, 13.0, 12.842105263157894)","(9.0, 11.5, 11.209677419354838)","(31.0, 90.0, 87.5)","(2.8, 3.55, 3.355555555555555)","(2.9, 3.3, 3.283333333333333)"
08-12-2022 12:53:09.105198,"(4.2, 4.8, 4.796153846153846)","(10.0, 13.0, 12.842105263157894)","(9.0, 11.5, 11.209677419354838)","(31.0, 90.0, 87.5)","(2.8, 3.55, 3.355555555555555)","(2.9, 3.3, 3.283333333333333)"
08-12-2022 12:53:10.331254,"(4.2, 4.8, 4.796153846153846)","(10.0, 13.0, 12.842105263157894)","(9.0, 11.5, 11.2)","(31.0, 90.0, 87.5)","(2.8, 3.55, 3.355555555555555)","(2.9, 3.3, 3.283333333333333)"
08-12-2022 12:53:11.520788,"(4.2, 5.0, 4.942857142857143)","(10.0, 13.0, 12.842105263157894)","(9.0, 11.5, 11.1875)","(31.0, 90.0, 87.5)","(2.8, 3.55, 3.355555555555555)","(2.9, 3.3, 3.283333333333333)"
08-12-2022 12:53:12.764293,"(4.2, 5.0, 4.942857142857143)","(10.0, 13.0, 12.842105263157894)","(9.0, 11.5, 11.1875)","(31.0, 90.0, 87.5)","(2.8, 3.55, 3.355555555555555)","(2.9, 3.3, 3.283333333333333)"
08-12-2022 12:53:14.005119,"(4.2, 5.0, 4.942857142857143)","(10.0, 13.0, 12.842105263157894)","(9.0, 11.5, 11.1875)","(31.0, 90.0, 87.5)","(2.8, 3.55, 3.4875)","(2.9, 3.3, 3.283333333333333)"
08-12-2022 12:53:15.253328,"(4.2, 5.0, 4.942857142857143)","(10.0, 13.0, 12.842105263157894)","(9.0, 11.5, 11.083333333333334)","(31.0, 90.0, 65.0)","(2.8, 3.55, 3.4875)","(2.9, 3.3, 3.283333333333333)"
08-12-2022 12:53:16.484300,"(4.2, 5.1, 5.071212121212121)","(10.0, 13.0, 12.842105263157894)","(9.0, 11.5, 11.083333333333334)","(31.0, 90.0, 88.125)","(2.8, 3.55, 3.4875)","(2.9, 3.3, 3.283333333333333)"
08-12-2022 12:53:17.942354,"(4.2, 5.1, 4.8652173913043475)","(10.0, 13.0, 12.666666666666666)","(9.0, 11.5, 11.217948717948717)","(31.0, 90.0, 88.125)","(2.8, 3.55, 3.4875)","(2.9, 3.3, 3.283333333333333)"
08-12-2022 12:53:19.231834,"(4.2, 5.1, 4.8652173913043475)","(10.0, 13.0, 12.333333333333334)","(9.0, 11.5, 10.966666666666667)","(31.0, 90.0, 88.125)","(2.8, 3.55, 3.5386363636363636)","(2.9, 3.3, 3.29)"
08-12-2022 12:53:20.594298,"(4.2, 5.1, 4.8652173913043475)","(10.0, 13.0, 12.333333333333334)","(9.0, 11.0, 10.966666666666667)","(31.0, 90.0, 88.125)","(2.8, 3.55, 3.5386363636363636)","(2.9, 3.3, 3.29)"
08-12-2022 12:53:21.921321,"(4.2, 5.1, 4.8652173913043475)","(10.0, 13.0, 12.0)","(9.0, 11.0, 10.966666666666667)","(31.0, 90.0, 88.125)","(2.8, 3.55, 3.5386363636363636)","(2.9, 3.3, 3.29)"
08-12-2022 12:53:23.198588,"(4.2, 5.1, 4.8652173913043475)","(10.0, 12.5, 12.0)","(9.0, 11.0, 10.966666666666667)","(31.0, 90.0, 88.125)","(2.8, 3.55, 3.5386363636363636)","(2.9, 3.3, 3.29)"
08-12-2022 12:53:24.386087,"(4.2, 5.1, 4.8652173913043475)","(10.0, 12.5, 12.0)","(9.0, 11.0, 10.966666666666667)","(31.0, 90.0, 88.125)","(2.8, 3.55, 3.5042553191489363)","(2.9, 3.3, 3.29)"
08-12-2022 12:53:25.617004,"(4.2, 5.1, 4.8652173913043475)","(10.0, 12.5, 12.0)","(9.0, 11.0, 10.966666666666667)","(31.0, 90.0, 88.125)","(2.8, 3.6, 3.5042553191489363)","(2.9, 3.3, 3.29)"
08-12-2022 12:53:26.889027,"(4.2, 5.1, 4.89375)","(10.0, 12.5, 12.0)","(9.0, 11.0, 10.977777777777778)","(31.0, 90.0, 85.71428571428572)","(2.8, 3.6, 3.4545454545454546)","(2.9, 3.3, 3.29)"
08-12-2022 12:53:28.162533,"(4.2, 5.1, 4.89375)","(10.0, 12.5, 12.0)","(9.0, 11.0, 10.977777777777778)","(31.0, 90.0, 85.71428571428572)","(2.8, 3.55, 3.4574074074074073)","(2.9, 3.3, 3.29)"
08-12-2022 12:53:29.368406,"(4.2, 5.1, 4.89375)","(10.0, 12.5, 12.0)","(9.0, 11.0, 10.977777777777778)","(31.0, 90.0, 85.71428571428572)","(2.8, 3.55, 3.4574074074074073)","(2.9, 3.3, 3.29)"
