,Yarraman Rocky,Rockslide,Favreau,Rocknroll Max Nz,The Weekend,Bejiggity,Raani,Ideal Tiger Nz
05-01-2023 15:44:18.492255,"(31.0, 60.0, 47.2)","(2.5, 3.15, 3.0346153846153845)","(10.0, 16.0, 14.194444444444445)","(61.0, 99999, 99990)","(3.1, 4.2, 3.975)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.035294117647059)","(8.5, 99999, 99990)"
05-01-2023 15:44:19.563640,"(31.0, 60.0, 47.2)","(2.5, 3.15, 3.0346153846153845)","(10.0, 16.0, 14.194444444444445)","(61.0, 99999, 99990)","(3.1, 4.1, 4.036363636363636)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.035294117647059)","(8.5, 99999, 99990)"
05-01-2023 15:44:20.556711,"(31.0, 60.0, 47.2)","(2.5, 3.15, 3.0346153846153845)","(10.0, 16.0, 14.194444444444445)","(61.0, 99999, 99990)","(3.1, 4.1, 4.036363636363636)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.035294117647059)","(8.5, 99999, 99990)"
05-01-2023 15:44:21.586396,"(31.0, 60.0, 47.2)","(2.5, 3.15, 3.0346153846153845)","(10.0, 16.0, 14.194444444444445)","(61.0, 99999, 99990)","(3.1, 4.2, 4.155)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.035294117647059)","(9.0, 99999, 99990)"
05-01-2023 15:44:22.663733,"(31.0, 60.0, 47.2)","(2.5, 3.15, 3.0346153846153845)","(10.0, 15.0, 14.571428571428571)","(61.0, 99999, 99990)","(3.1, 4.1, 4.012499999999999)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.035294117647059)","(9.0, 99999, 99990)"
05-01-2023 15:44:23.785596,"(31.0, 60.0, 47.2)","(2.5, 3.05, 2.9875)","(10.0, 15.0, 14.571428571428571)","(61.0, 99999, 99990)","(3.1, 4.1, 4.012499999999999)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.035294117647059)","(9.0, 99999, 99990)"
05-01-2023 15:44:24.932795,"(31.0, 60.0, 47.2)","(2.5, 3.05, 2.9666666666666663)","(10.0, 15.0, 14.571428571428571)","(61.0, 99999, 99990)","(3.1, 4.1, 4.13)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.035294117647059)","(9.0, 99999, 99990)"
05-01-2023 15:44:26.071534,"(31.0, 60.0, 47.2)","(2.5, 3.05, 2.9666666666666663)","(10.0, 16.0, 14.916666666666666)","(61.0, 99999, 99990)","(3.1, 4.2, 4.1125)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.035294117647059)","(9.0, 99999, 99990)"
05-01-2023 15:44:27.238960,"(31.0, 60.0, 47.2)","(2.5, 3.05, 2.9666666666666663)","(10.0, 16.0, 14.916666666666666)","(61.0, 99999, 99990)","(3.1, 4.2, 4.1125)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.035294117647059)","(9.0, 99999, 99990)"
05-01-2023 15:44:28.358954,"(31.0, 60.0, 47.2)","(2.5, 3.05, 2.9666666666666663)","(10.0, 16.0, 14.916666666666666)","(61.0, 99999, 99990)","(3.1, 4.2, 4.1125)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.035294117647059)","(9.0, 99999, 99990)"
05-01-2023 15:44:29.504382,"(31.0, 60.0, 47.2)","(2.5, 3.05, 2.9666666666666663)","(10.0, 16.0, 15.113636363636363)","(61.0, 99999, 99990)","(3.1, 4.2, 4.1125)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.035294117647059)","(9.0, 99999, 99990)"
05-01-2023 15:44:30.601107,"(31.0, 60.0, 47.2)","(2.5, 3.05, 2.9666666666666663)","(10.0, 16.0, 15.113636363636363)","(61.0, 99999, 99990)","(3.1, 4.2, 4.1125)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.035294117647059)","(9.0, 99999, 99990)"
05-01-2023 15:44:31.645052,"(31.0, 60.0, 47.2)","(2.5, 3.05, 2.9666666666666663)","(10.0, 16.0, 15.113636363636363)","(61.0, 99999, 99990)","(3.1, 4.2, 4.1125)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.03)","(9.0, 99999, 99990)"
05-01-2023 15:44:32.706210,"(31.0, 60.0, 47.2)","(2.5, 3.05, 2.9666666666666663)","(10.0, 16.0, 15.113636363636363)","(61.0, 99999, 99990)","(3.1, 4.2, 4.1125)","(6.5, 8.4, 7.233333333333333)","(7.0, 8.2, 8.03)","(9.0, 99999, 99990)"
05-01-2023 15:44:33.762378,"(31.0, 60.0, 47.2)","(2.5, 3.05, 2.9666666666666663)","(10.0, 16.0, 15.113636363636363)","(61.0, 99999, 99990)","(3.1, 4.2, 4.1125)","(6.5, 8.2, 7.514285714285714)","(7.0, 8.2, 8.03)","(9.0, 99999, 99990)"
05-01-2023 15:44:34.783143,"(31.0, 60.0, 47.2)","(2.5, 3.05, 2.9666666666666663)","(10.0, 16.0, 15.113636363636363)","(61.0, 99999, 99990)","(3.1, 4.2, 4.1125)","(6.5, 8.2, 7.514285714285714)","(7.0, 8.2, 8.03)","(9.0, 99999, 99990)"
05-01-2023 15:44:35.748339,"(31.0, 60.0, 47.2)","(2.5, 3.05, 2.9666666666666663)","(10.0, 16.0, 14.916666666666666)","(61.0, 99999, 99990)","(3.1, 4.2, 4.1125)","(6.5, 8.2, 7.514285714285714)","(7.0, 8.2, 8.03)","(9.0, 99999, 99990)"
05-01-2023 15:44:36.798703,"(31.0, 60.0, 50.666666666666664)","(2.5, 3.05, 2.9666666666666663)","(10.0, 16.0, 14.916666666666666)","(61.0, 99999, 99990)","(3.1, 4.2, 4.1125)","(6.5, 8.2, 7.514285714285714)","(7.0, 8.2, 8.03)","(9.0, 99999, 99990)"
05-01-2023 15:44:37.889156,"(31.0, 60.0, 50.666666666666664)","(2.5, 3.05, 2.9666666666666663)","(10.0, 16.0, 14.916666666666666)","(61.0, 99999, 99990)","(3.1, 4.2, 4.022222222222222)","(6.5, 8.2, 7.514285714285714)","(7.0, 8.2, 8.03)","(9.0, 99999, 99990)"
05-01-2023 15:44:38.997148,"(31.0, 60.0, 54.85714285714286)","(2.5, 3.05, 2.9666666666666663)","(10.0, 16.0, 14.916666666666666)","(61.0, 99999, 99990)","(3.1, 4.1, 4.022222222222222)","(6.5, 8.2, 7.514285714285714)","(7.0, 8.2, 8.03)","(9.0, 99999, 99990)"
05-01-2023 15:44:40.121661,"(31.0, 60.0, 50.857142857142854)","(2.5, 3.05, 2.96875)","(11.0, 16.0, 15.113636363636363)","(61.0, 99999, 99990)","(3.0, 4.1, 4.14375)","(6.5, 8.2, 7.7555555555555555)","(7.0, 8.2, 8.035294117647059)","(10.0, 99999, 99990)"
05-01-2023 15:44:41.275518,"(31.0, 60.0, 50.666666666666664)","(2.5, 3.05, 2.96875)","(11.0, 16.0, 15.113636363636363)","(61.0, 99999, 99990)","(3.0, 4.2, 4.116666666666667)","(6.5, 8.2, 7.311111111111111)","(7.0, 8.2, 8.035294117647059)","(10.0, 99999, 99990)"
05-01-2023 15:44:42.442906,"(31.0, 60.0, 50.666666666666664)","(2.5, 3.05, 2.96875)","(11.0, 16.0, 14.916666666666666)","(61.0, 99999, 99990)","(3.0, 4.2, 4.041666666666666)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 8.035294117647059)","(10.0, 99999, 99990)"
05-01-2023 15:44:43.594747,"(31.0, 60.0, 54.85714285714286)","(2.5, 3.05, 2.96875)","(11.0, 16.0, 14.894736842105264)","(61.0, 99999, 99990)","(3.0, 4.1, 3.9999999999999996)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 8.035294117647059)","(10.0, 99999, 99990)"
05-01-2023 15:44:44.662277,"(31.0, 60.0, 54.18181818181818)","(2.5, 3.05, 2.9366666666666665)","(11.0, 16.0, 15.08695652173913)","(61.0, 99999, 99990)","(3.0, 4.1, 4.1781250000000005)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 8.033333333333333)","(10.0, 99999, 99990)"
05-01-2023 15:44:45.718370,"(31.0, 60.0, 52.0)","(2.5, 2.96, 2.9473684210526314)","(11.0, 16.0, 15.08695652173913)","(61.0, 99999, 99990)","(3.0, 4.2, 4.12)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 8.033333333333333)","(10.0, 99999, 99990)"
05-01-2023 15:44:46.771491,"(31.0, 60.0, 50.4)","(2.5, 2.96, 2.9257142857142857)","(11.0, 16.0, 15.08695652173913)","(61.0, 99999, 99990)","(3.0, 4.2, 4.12)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 7.726315789473683)","(10.0, 99999, 99990)"
05-01-2023 15:44:47.773130,"(31.0, 60.0, 54.85714285714286)","(2.5, 2.96, 2.9257142857142857)","(11.0, 16.0, 14.894736842105264)","(61.0, 99999, 99990)","(3.0, 4.2, 4.12)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 7.79090909090909)","(10.0, 99999, 99990)"
05-01-2023 15:44:48.749062,"(31.0, 60.0, 47.2)","(2.5, 2.96, 2.9257142857142857)","(11.0, 16.0, 15.08695652173913)","(61.0, 99999, 99990)","(3.0, 4.2, 4.12)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 7.79090909090909)","(10.0, 99999, 99990)"
05-01-2023 15:44:49.859563,"(31.0, 60.0, 50.666666666666664)","(2.5, 2.96, 2.9257142857142857)","(11.0, 16.0, 15.08695652173913)","(61.0, 99999, 99990)","(3.0, 4.2, 4.12)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 7.79090909090909)","(10.0, 99999, 99990)"
05-01-2023 15:44:50.842601,"(31.0, 60.0, 53.45454545454545)","(2.5, 2.96, 2.9257142857142857)","(11.0, 16.0, 14.894736842105264)","(61.0, 99999, 99990)","(3.0, 4.2, 4.12)","(6.5, 8.2, 7.666666666666666)","(7.0, 8.2, 7.79090909090909)","(10.0, 99999, 99990)"
05-01-2023 15:44:51.801793,"(31.0, 55.0, 52.111111111111114)","(2.5, 2.96, 2.9257142857142857)","(11.0, 16.0, 14.916666666666666)","(61.0, 99999, 99990)","(3.0, 4.2, 4.12)","(6.5, 8.2, 7.666666666666666)","(7.0, 8.2, 7.79090909090909)","(10.0, 99999, 99990)"
05-01-2023 15:44:52.815807,"(31.0, 55.0, 49.583333333333336)","(2.5, 2.96, 2.9569811320754718)","(11.0, 15.5, 14.777777777777779)","(61.0, 99999, 99990)","(3.0, 4.2, 4.12)","(6.5, 8.2, 7.666666666666666)","(7.0, 8.2, 7.79090909090909)","(10.0, 99999, 99990)"
05-01-2023 15:44:53.783076,"(31.0, 50.0, 48.22222222222222)","(2.5, 2.96, 2.9569811320754718)","(11.0, 15.5, 14.909090909090908)","(61.0, 99999, 99990)","(3.0, 4.2, 4.140000000000001)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 7.8538461538461535)","(10.0, 99999, 99990)"
05-01-2023 15:44:54.825229,"(31.0, 50.0, 46.30769230769231)","(2.5, 2.96, 2.9569811320754718)","(11.0, 15.5, 14.777777777777779)","(61.0, 99999, 99990)","(3.0, 4.2, 4.140000000000001)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 7.8538461538461535)","(10.0, 99999, 99990)"
05-01-2023 15:44:55.908181,"(31.0, 50.0, 46.30769230769231)","(2.5, 2.96, 2.9569811320754718)","(11.0, 15.5, 14.777777777777779)","(61.0, 99999, 99990)","(3.0, 4.2, 4.175)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 7.8538461538461535)","(10.0, 99999, 99990)"
05-01-2023 15:44:56.966297,"(31.0, 50.0, 46.30769230769231)","(2.5, 2.96, 2.9569811320754718)","(11.0, 15.5, 14.131578947368421)","(61.0, 99999, 99990)","(3.0, 4.2, 4.175)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 7.8538461538461535)","(10.0, 99999, 99990)"
05-01-2023 15:44:58.026023,"(31.0, 48.0, 46.666666666666664)","(2.5, 3.05, 3.040188679245283)","(11.0, 15.5, 14.131578947368421)","(61.0, 99999, 99990)","(3.0, 4.2, 4.18)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 7.827586206896552)","(10.0, 99999, 99990)"
05-01-2023 15:44:59.110462,"(31.0, 48.0, 38.0)","(2.5, 3.05, 3.040188679245283)","(11.0, 15.5, 14.131578947368421)","(61.0, 99999, 99990)","(3.0, 4.2, 4.18)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 7.827586206896552)","(10.0, 99999, 99990)"
05-01-2023 15:45:00.163942,"(31.0, 48.0, 46.0)","(2.5, 3.1, 2.947741935483871)","(11.0, 16.0, 15.578947368421053)","(61.0, 99999, 99990)","(3.0, 4.2, 4.18)","(6.5, 8.2, 7.461538461538462)","(7.0, 8.2, 7.827586206896552)","(10.0, 99999, 99990)"
05-01-2023 15:45:01.292981,"(31.0, 48.0, 46.5)","(2.5, 3.1, 2.9525)","(11.0, 15.0, 11.083333333333334)","(61.0, 99999, 99990)","(3.0, 4.2, 4.229411764705882)","(6.5, 8.0, 7.454545454545455)","(7.0, 8.2, 7.827586206896552)","(10.0, 99999, 99990)"
05-01-2023 15:45:02.359053,"(31.0, 55.0, 51.857142857142854)","(2.5, 3.1, 2.9842105263157896)","(11.0, 13.0, 11.083333333333334)","(61.0, 99999, 99990)","(3.0, 4.3, 4.2823529411764705)","(6.5, 8.0, 7.6923076923076925)","(7.0, 8.2, 8.007142857142856)","(10.0, 99999, 99990)"
05-01-2023 15:45:03.511638,"(31.0, 50.0, 47.0)","(2.5, 3.1, 2.99)","(11.0, 13.0, 11.357142857142858)","(61.0, 99999, 99990)","(3.0, 4.3, 4.285714285714286)","(6.5, 8.0, 7.699999999999999)","(7.0, 8.2, 8.030188679245283)","(10.0, 99999, 99990)"
05-01-2023 15:45:04.697094,"(31.0, 50.0, 46.72727272727273)","(2.5, 3.1, 2.9945205479452053)","(11.0, 13.0, 11.357142857142858)","(61.0, 99999, 99990)","(3.0, 4.3, 4.333333333333334)","(6.5, 8.2, 7.557142857142857)","(7.0, 8.2, 8.030188679245283)","(10.0, 99999, 99990)"
05-01-2023 15:45:05.852021,"(31.0, 50.0, 46.72727272727273)","(2.5, 3.15, 3.104761904761905)","(11.0, 13.0, 11.5625)","(61.0, 99999, 99990)","(3.0, 4.4, 4.333333333333334)","(6.5, 8.2, 7.644444444444445)","(7.0, 8.2, 8.030188679245283)","(10.0, 99999, 99990)"
05-01-2023 15:45:07.000589,"(31.0, 42.0, 36.75)","(2.5, 3.2, 3.112)","(11.0, 13.0, 11.5625)","(61.0, 99999, 99990)","(3.0, 4.3, 4.227272727272727)","(6.5, 8.0, 7.466666666666667)","(7.0, 8.2, 8.030188679245283)","(10.0, 99999, 99990)"
05-01-2023 15:45:08.145604,"(31.0, 42.0, 36.75)","(2.5, 3.2, 3.112)","(11.0, 13.0, 11.5625)","(61.0, 99999, 99990)","(3.0, 4.3, 4.227272727272727)","(6.5, 8.0, 7.466666666666667)","(7.0, 8.2, 8.030188679245283)","(10.0, 99999, 99990)"
05-01-2023 15:45:09.233393,"(31.0, 42.0, 36.666666666666664)","(2.5, 3.15, 3.126923076923077)","(11.0, 13.0, 11.5625)","(61.0, 99999, 99990)","(3.0, 4.3, 4.227272727272727)","(6.5, 8.0, 7.92)","(7.0, 8.2, 8.030188679245283)","(10.0, 99999, 99990)"
05-01-2023 15:45:10.417745,"(31.0, 42.0, 36.666666666666664)","(2.5, 3.15, 3.09)","(11.0, 13.0, 11.5625)","(61.0, 99999, 99990)","(3.0, 4.3, 4.366666666666667)","(6.5, 8.2, 7.699999999999999)","(7.0, 8.2, 8.030188679245283)","(10.0, 99999, 99990)"
05-01-2023 15:45:11.520502,"(31.0, 38.0, 37.0)","(2.5, 3.2, 3.1166666666666667)","(10.0, 13.0, 10.891891891891891)","(61.0, 99999, 99990)","(3.0, 4.4, 4.388888888888889)","(6.5, 8.2, 7.933333333333333)","(7.0, 8.2, 7.88421052631579)","(10.0, 99999, 99990)"
05-01-2023 15:45:12.688860,"(31.0, 38.0, 37.333333333333336)","(2.5, 3.2, 3.175806451612903)","(10.0, 13.0, 10.972972972972974)","(61.0, 99999, 99990)","(3.0, 4.4, 4.388888888888889)","(6.5, 8.2, 7.933333333333333)","(7.0, 8.2, 7.939130434782609)","(10.0, 99999, 99990)"
05-01-2023 15:45:13.876810,"(31.0, 38.0, 37.0)","(2.5, 3.2, 3.076923076923077)","(10.0, 13.0, 11.175675675675675)","(61.0, 99999, 99990)","(3.0, 4.4, 4.388888888888889)","(6.5, 8.2, 7.977777777777777)","(7.0, 8.2, 8.026923076923076)","(10.0, 99999, 99990)"
05-01-2023 15:45:15.048323,"(31.0, 38.0, 37.0)","(2.5, 3.2, 3.14)","(10.0, 13.0, 11.175675675675675)","(61.0, 99999, 99990)","(3.0, 4.4, 4.388888888888889)","(6.5, 8.2, 7.977777777777777)","(7.0, 8.2, 7.927272727272727)","(10.0, 99999, 99990)"
05-01-2023 15:45:16.107397,"(31.0, 42.0, 37.2)","(2.5, 3.2, 3.128260869565217)","(10.0, 13.0, 11.137931034482758)","(61.0, 99999, 99990)","(3.0, 4.4, 4.388888888888889)","(6.5, 8.2, 7.714285714285714)","(7.0, 8.2, 8.0125)","(10.0, 99999, 99990)"
05-01-2023 15:45:17.142687,"(31.0, 42.0, 37.2)","(2.5, 3.2, 3.1214285714285714)","(10.0, 14.0, 12.61111111111111)","(61.0, 99999, 99990)","(3.0, 4.4, 4.3545454545454545)","(6.5, 8.4, 7.694117647058823)","(7.0, 8.2, 8.0125)","(10.0, 99999, 99990)"
05-01-2023 15:45:18.125968,"(31.0, 42.0, 37.2)","(2.5, 3.2, 3.1214285714285714)","(10.0, 14.0, 12.947368421052632)","(61.0, 99999, 99990)","(3.0, 4.4, 4.3545454545454545)","(6.5, 8.4, 7.694117647058823)","(7.0, 8.2, 8.0125)","(10.0, 99999, 99990)"
05-01-2023 15:45:19.115325,"(31.0, 42.0, 37.2)","(2.5, 3.2, 3.1214285714285714)","(10.0, 14.0, 12.8)","(61.0, 99999, 99990)","(3.0, 4.4, 4.3545454545454545)","(6.5, 8.4, 7.694117647058823)","(7.0, 8.2, 8.0125)","(10.0, 99999, 99990)"
05-01-2023 15:45:20.072513,"(31.0, 42.0, 37.2)","(2.6, 3.2, 3.1214285714285714)","(10.0, 13.5, 12.75)","(61.0, 99999, 99990)","(3.2, 4.4, 4.3545454545454545)","(6.5, 8.4, 7.714285714285714)","(7.0, 8.2, 8.0125)","(10.0, 99999, 99990)"
05-01-2023 15:45:21.059430,"(31.0, 42.0, 37.2)","(2.6, 3.2, 3.13125)","(10.0, 13.5, 12.785714285714285)","(61.0, 99999, 99990)","(3.2, 4.4, 4.393548387096774)","(6.5, 8.4, 7.938461538461539)","(7.0, 8.2, 8.0125)","(10.0, 99999, 99990)"
05-01-2023 15:45:22.044979,"(31.0, 42.0, 37.2)","(2.6, 3.2, 3.13125)","(10.0, 13.5, 12.785714285714285)","(61.0, 99999, 99990)","(3.2, 4.4, 4.393548387096774)","(6.5, 8.4, 7.938461538461539)","(7.0, 8.2, 8.004347826086956)","(10.0, 99999, 99990)"
05-01-2023 15:45:23.250555,"(31.0, 42.0, 37.2)","(2.6, 3.2, 3.0736842105263156)","(10.0, 13.5, 12.428571428571429)","(61.0, 99999, 99990)","(3.2, 4.4, 4.393548387096774)","(6.5, 8.4, 7.894736842105263)","(7.0, 8.2, 8.004347826086956)","(10.0, 99999, 99990)"
05-01-2023 15:45:24.297267,"(31.0, 42.0, 38.8)","(2.6, 3.2, 3.0736842105263156)","(10.0, 13.5, 12.428571428571429)","(61.0, 99999, 99990)","(3.2, 4.3, 4.228571428571429)","(6.0, 8.4, 8.488888888888889)","(6.5, 8.2, 7.45)","(10.0, 99999, 99990)"
05-01-2023 15:45:25.406676,"(31.0, 42.0, 38.8)","(2.6, 3.2, 3.15)","(10.0, 13.5, 12.91304347826087)","(61.0, 99999, 99990)","(3.2, 4.3, 4.23)","(6.0, 8.8, 8.4)","(6.5, 7.6, 7.444897959183673)","(10.0, 99999, 99990)"
05-01-2023 15:45:26.582738,"(31.0, 42.0, 40.11764705882353)","(2.6, 3.2, 3.15)","(10.0, 13.5, 13.166666666666666)","(61.0, 99999, 99990)","(3.2, 4.3, 4.23)","(6.0, 8.8, 8.4)","(6.5, 7.6, 7.419047619047619)","(10.0, 99999, 99990)"
05-01-2023 15:45:27.779326,"(31.0, 42.0, 40.11764705882353)","(2.6, 3.2, 3.180263157894737)","(10.0, 13.5, 13.166666666666666)","(61.0, 99999, 99990)","(3.2, 4.3, 4.256923076923076)","(6.0, 8.8, 8.631578947368421)","(6.5, 7.6, 7.354838709677419)","(10.0, 99999, 99990)"
05-01-2023 15:45:28.939508,"(31.0, 42.0, 40.11764705882353)","(2.6, 3.2, 3.180263157894737)","(10.0, 13.5, 13.166666666666666)","(61.0, 99999, 99990)","(3.2, 4.3, 4.256923076923076)","(6.0, 8.8, 8.631578947368421)","(6.5, 7.6, 7.354838709677419)","(10.0, 99999, 99990)"
05-01-2023 15:45:30.145732,"(31.0, 42.0, 40.11764705882353)","(2.6, 3.2, 3.1880478087649404)","(10.0, 13.5, 13.166666666666666)","(61.0, 99999, 99990)","(3.2, 4.3, 4.223333333333333)","(6.0, 8.2, 8.022222222222222)","(6.5, 7.6, 7.376470588235294)","(10.0, 99999, 99990)"
05-01-2023 15:45:31.635388,"(31.0, 42.0, 40.76923076923077)","(2.6, 3.2, 3.140909090909091)","(10.0, 13.5, 13.166666666666666)","(61.0, 99999, 99990)","(3.2, 4.3, 4.223333333333333)","(6.0, 8.2, 8.022222222222222)","(6.5, 7.6, 7.376470588235294)","(10.0, 99999, 99990)"
05-01-2023 15:45:32.804953,"(31.0, 42.0, 40.11764705882353)","(2.6, 3.2, 3.1384615384615384)","(10.0, 13.5, 13.166666666666666)","(61.0, 99999, 99990)","(3.2, 4.3, 4.231343283582089)","(6.0, 8.2, 8.022222222222222)","(6.5, 7.6, 7.376470588235294)","(10.0, 99999, 99990)"
05-01-2023 15:45:34.001462,"(31.0, 40.0, 38.6)","(2.6, 3.2, 3.1454545454545455)","(10.0, 13.5, 13.166666666666666)","(61.0, 99999, 99990)","(3.2, 4.3, 4.225714285714285)","(6.0, 8.2, 8.018181818181818)","(6.5, 7.6, 7.376470588235294)","(10.0, 99999, 99990)"
05-01-2023 15:45:35.307068,"(31.0, 40.0, 38.6)","(2.6, 3.2, 3.142857142857143)","(10.0, 13.5, 13.666666666666666)","(61.0, 99999, 99990)","(3.2, 4.3, 4.225714285714285)","(6.0, 8.2, 8.018181818181818)","(6.5, 7.6, 7.2615384615384615)","(10.0, 99999, 99990)"
05-01-2023 15:45:36.421034,"(31.0, 40.0, 38.6)","(2.6, 3.2, 3.1921568627450982)","(10.0, 14.0, 13.666666666666666)","(61.0, 99999, 99990)","(3.2, 4.3, 4.225714285714285)","(6.0, 8.2, 8.018181818181818)","(6.5, 7.6, 7.283333333333333)","(10.0, 99999, 99990)"
05-01-2023 15:45:37.622608,"(31.0, 40.0, 38.6)","(2.6, 3.2, 3.1923728813559324)","(10.0, 14.5, 13.5625)","(61.0, 99999, 99990)","(3.2, 4.3, 4.225714285714285)","(6.0, 8.2, 8.018181818181818)","(6.5, 7.6, 7.283333333333333)","(10.0, 99999, 99990)"
05-01-2023 15:45:38.666619,"(31.0, 40.0, 38.6)","(2.6, 3.2, 3.1923728813559324)","(10.0, 14.5, 13.5625)","(61.0, 99999, 99990)","(3.2, 4.3, 4.225714285714285)","(6.0, 8.2, 8.018181818181818)","(6.5, 7.6, 7.283333333333333)","(10.0, 99999, 99990)"
05-01-2023 15:45:39.731913,"(31.0, 40.0, 38.5)","(2.6, 3.2, 3.1885350318471337)","(10.0, 14.5, 13.590909090909092)","(61.0, 99999, 99990)","(3.2, 4.3, 4.171698113207547)","(6.0, 8.2, 8.018181818181818)","(6.5, 7.6, 7.144827586206897)","(10.0, 99999, 99990)"
05-01-2023 15:45:40.788503,"(31.0, 40.0, 38.5)","(2.6, 3.2, 3.192274678111588)","(10.0, 14.5, 13.54)","(61.0, 99999, 99990)","(3.2, 4.3, 4.171698113207547)","(6.0, 8.2, 7.992)","(6.5, 7.6, 7.1049999999999995)","(10.0, 99999, 99990)"
05-01-2023 15:45:41.812632,"(31.0, 40.0, 38.5)","(2.6, 3.2, 3.12)","(10.0, 14.5, 13.54)","(61.0, 99999, 99990)","(3.2, 4.3, 4.169230769230769)","(6.0, 8.0, 8.018181818181818)","(6.5, 7.6, 7.1049999999999995)","(10.0, 99999, 99990)"
05-01-2023 15:45:42.862074,"(31.0, 38.0, 35.53846153846154)","(2.6, 3.2, 3.1634615384615383)","(10.0, 14.0, 13.20754716981132)","(61.0, 99999, 99990)","(3.2, 4.3, 4.209333333333333)","(6.0, 8.2, 8.018181818181818)","(6.5, 7.6, 7.272)","(10.0, 99999, 99990)"
05-01-2023 15:45:43.906955,"(31.0, 38.0, 34.0)","(2.6, 3.2, 3.1634615384615383)","(10.0, 14.0, 13.20754716981132)","(61.0, 99999, 99990)","(3.2, 4.3, 4.180701754385964)","(6.0, 8.2, 8.018181818181818)","(6.5, 7.8, 7.2518518518518515)","(10.0, 99999, 99990)"
05-01-2023 15:45:44.937424,"(31.0, 38.0, 32.35294117647059)","(2.6, 3.2, 3.1634615384615383)","(10.0, 14.0, 13.20754716981132)","(61.0, 99999, 99990)","(3.2, 4.3, 4.180701754385964)","(6.0, 8.2, 8.023255813953488)","(6.5, 7.8, 7.2518518518518515)","(10.0, 99999, 99990)"
05-01-2023 15:45:45.951315,"(31.0, 38.0, 32.35294117647059)","(2.6, 3.2, 3.1642487046632124)","(10.0, 14.0, 13.125)","(61.0, 99999, 99990)","(3.2, 4.3, 4.180701754385964)","(6.0, 8.2, 8.023255813953488)","(6.5, 7.8, 7.5040000000000004)","(10.0, 99999, 99990)"
05-01-2023 15:45:46.912708,"(31.0, 38.0, 32.35294117647059)","(2.6, 3.2, 3.1757042253521126)","(10.0, 14.0, 13.125)","(61.0, 99999, 99990)","(3.2, 4.3, 4.180701754385964)","(6.0, 8.2, 8.023255813953488)","(6.5, 7.8, 7.5040000000000004)","(10.0, 99999, 99990)"
05-01-2023 15:45:48.085736,"(31.0, 38.0, 32.35294117647059)","(2.6, 3.2, 3.1056603773584905)","(10.0, 14.0, 13.048076923076923)","(61.0, 99999, 99990)","(3.2, 4.3, 4.180701754385964)","(6.0, 8.2, 8.023255813953488)","(6.5, 7.8, 7.615384615384615)","(10.0, 99999, 99990)"
05-01-2023 15:45:49.144206,"(31.0, 38.0, 32.4)","(2.6, 3.3, 3.2579225352112675)","(10.0, 14.0, 12.92)","(61.0, 99999, 99990)","(3.2, 4.3, 4.176666666666667)","(6.0, 8.4, 8.2)","(6.5, 7.8, 7.51304347826087)","(10.0, 99999, 99990)"
05-01-2023 15:45:50.229744,"(31.0, 38.0, 33.0)","(2.6, 3.3, 3.206746031746032)","(10.0, 14.0, 13.375)","(61.0, 99999, 99990)","(3.2, 4.3, 4.160377358490566)","(6.0, 8.4, 8.163636363636364)","(6.5, 7.8, 7.51304347826087)","(10.0, 99999, 99990)"
05-01-2023 15:45:51.270740,"(31.0, 36.0, 34.8)","(2.6, 3.25, 3.2086206896551728)","(10.0, 13.5, 13.071428571428571)","(61.0, 99999, 99990)","(3.2, 4.3, 4.164)","(6.0, 8.4, 8.163636363636364)","(6.5, 7.8, 7.51304347826087)","(10.0, 99999, 99990)"
