,White Star Village,Keayang Alex,Well Thats Alright,All Good,Moreartsthanclass,Didshedoit Nz,Be The One,Charisma King,Heart Of Oaklands,Tallaras Shadow,Markleigh Caz,Clarenden Legacy
14-12-2022 19:22:28.771266,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:30.335863,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:31.865484,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:33.387854,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:34.896944,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:36.539917,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:38.490327,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:40.207935,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:41.908487,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:43.672990,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:45.349921,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:46.974376,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:48.599153,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:50.333863,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:52.017129,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:53.665049,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:55.320298,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:56.847934,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:58.364273,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:22:59.923208,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:01.638914,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:03.320866,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:04.939121,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:06.603228,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:08.311266,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:09.954731,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:11.557204,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:13.249213,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:14.844064,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:16.545196,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:18.157416,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:19.915985,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:21.483940,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:23.109265,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:24.679628,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 150.90909090909093)","(101.0, 320.0, 278.0)","(13.0, 99999, 99990)","(26.0, 42.0, 35.666666666666664)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 272.0)","(26.0, 60.0, 49.142857142857146)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:26.361570,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:27.922261,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:29.615169,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:31.342962,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:32.979075,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:34.547038,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
14-12-2022 19:23:36.188113,"(12.0, 18.5, 15.833333333333332)","(3.1, 4.9, 3.8800000000000003)","(6.0, 10.5, 9.2)","(71.0, 260.0, 202.85714285714286)","(101.0, 320.0, 260.0)","(13.0, 99999, 99990)","(26.0, 42.0, 32.0)","(3.3, 5.4, 4.300000000000001)","(91.0, 320.0, 251.42857142857142)","(26.0, 60.0, 34.666666666666664)","(10.0, 19.0, 15.16)","(6.0, 10.5, 9.0375)"
