,Aston Bier,Afro Puff,Gypsy Warrior,Bad Bailey,Maximum Sophie,Myola Dawn,Crazy Old Fool,War Of Words
26,"[datetime.datetime(2022, 11, 28, 17, 54, 37, 831722), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 831722), 8.0, 8.8]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 831722), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 831722), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 831722), 2.8, 3.1]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 831722), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 831722), 12.0, 20.0]","[datetime.datetime(2022, 11, 28, 17, 54, 37, 831722), 10.0, 13.5]"
27,"[datetime.datetime(2022, 11, 28, 17, 54, 38, 967621), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 17, 54, 38, 967621), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 38, 967621), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 38, 967621), 3.1, 3.95]","[datetime.datetime(2022, 11, 28, 17, 54, 38, 967621), 2.8, 3.1]","[datetime.datetime(2022, 11, 28, 17, 54, 38, 967621), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 38, 967621), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 38, 967621), 10.0, 13.0]"
28,"[datetime.datetime(2022, 11, 28, 17, 54, 40, 130051), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 130051), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 130051), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 130051), 3.1, 3.95]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 130051), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 130051), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 130051), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 40, 130051), 10.0, 13.0]"
29,"[datetime.datetime(2022, 11, 28, 17, 54, 41, 277249), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 277249), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 277249), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 277249), 3.1, 3.95]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 277249), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 277249), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 277249), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 41, 277249), 10.0, 13.0]"
30,"[datetime.datetime(2022, 11, 28, 17, 54, 42, 429920), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 429920), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 429920), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 429920), 3.1, 3.95]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 429920), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 429920), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 429920), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 42, 429920), 10.0, 13.0]"
31,"[datetime.datetime(2022, 11, 28, 17, 54, 43, 586217), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 586217), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 586217), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 586217), 3.1, 3.95]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 586217), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 586217), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 586217), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 43, 586217), 10.0, 13.0]"
32,"[datetime.datetime(2022, 11, 28, 17, 54, 44, 740223), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 740223), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 740223), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 740223), 3.1, 3.95]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 740223), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 740223), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 740223), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 44, 740223), 10.0, 13.0]"
33,"[datetime.datetime(2022, 11, 28, 17, 54, 45, 879854), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 879854), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 879854), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 879854), 3.1, 3.95]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 879854), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 879854), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 879854), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 45, 879854), 10.0, 13.0]"
34,"[datetime.datetime(2022, 11, 28, 17, 54, 47, 34905), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 34905), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 34905), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 34905), 3.1, 3.95]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 34905), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 34905), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 34905), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 47, 34905), 10.0, 13.0]"
35,"[datetime.datetime(2022, 11, 28, 17, 54, 48, 181407), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 181407), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 181407), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 181407), 3.1, 3.95]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 181407), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 181407), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 181407), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 48, 181407), 10.0, 13.0]"
36,"[datetime.datetime(2022, 11, 28, 17, 54, 49, 349171), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 349171), 8.0, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 349171), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 349171), 3.1, 3.95]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 349171), 2.7, 3.1]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 349171), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 349171), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 49, 349171), 10.0, 13.0]"
37,"[datetime.datetime(2022, 11, 28, 17, 54, 50, 537421), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 537421), 7.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 537421), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 537421), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 537421), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 537421), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 537421), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 50, 537421), 10.0, 13.0]"
38,"[datetime.datetime(2022, 11, 28, 17, 54, 51, 670457), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 54, 51, 670457), 7.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 54, 51, 670457), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 51, 670457), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 54, 51, 670457), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 54, 51, 670457), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 51, 670457), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 51, 670457), 10.0, 13.0]"
39,"[datetime.datetime(2022, 11, 28, 17, 54, 52, 814464), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 814464), 7.5, 8.4]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 814464), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 814464), 3.1, 3.9]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 814464), 2.7, 3.15]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 814464), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 814464), 12.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 54, 52, 814464), 10.0, 13.0]"
