,Fayetteville,Studley,Bold Contender,Kiwi Turtle,Lights Strike
08-01-2023 19:39:19.943639,"(5.0, 9.6, 9.461538461538462)","(1.45, 1.57, 1.5633333333333335)","(3.9, 4.9, 4.818181818181818)","(51.0, 190.0, 147.14285714285714)","(19.0, 28.0, 25.142857142857142)"
08-01-2023 19:39:20.725083,"(5.0, 9.6, 9.461538461538462)","(1.45, 1.57, 1.5633333333333335)","(3.9, 4.9, 4.818181818181818)","(51.0, 180.0, 160.0)","(19.0, 28.0, 25.142857142857142)"
08-01-2023 19:39:21.500504,"(5.0, 9.6, 9.461538461538462)","(1.45, 1.57, 1.5623529411764707)","(3.9, 4.9, 4.818181818181818)","(51.0, 170.0, 152.0)","(19.0, 28.0, 25.142857142857142)"
08-01-2023 19:39:22.289749,"(5.0, 9.6, 9.461538461538462)","(1.45, 1.57, 1.5623529411764707)","(3.9, 4.9, 4.818181818181818)","(51.0, 170.0, 152.0)","(19.0, 28.0, 25.142857142857142)"
08-01-2023 19:39:23.090875,"(5.0, 9.6, 9.461538461538462)","(1.45, 1.57, 1.5623529411764707)","(3.9, 4.9, 4.818181818181818)","(51.0, 170.0, 152.0)","(19.0, 28.0, 25.894736842105264)"
08-01-2023 19:39:23.908819,"(5.0, 9.6, 9.461538461538462)","(1.45, 1.57, 1.5623529411764707)","(3.9, 4.9, 4.818181818181818)","(51.0, 170.0, 152.0)","(19.0, 28.0, 25.894736842105264)"
08-01-2023 19:39:24.676224,"(5.0, 9.6, 9.461538461538462)","(1.45, 1.57, 1.5623529411764707)","(3.9, 4.9, 4.818181818181818)","(51.0, 170.0, 150.0)","(19.0, 28.0, 25.894736842105264)"
08-01-2023 19:39:25.454554,"(5.0, 9.6, 9.461538461538462)","(1.45, 1.57, 1.5633333333333335)","(3.9, 4.9, 4.818181818181818)","(51.0, 170.0, 146.0)","(19.0, 28.0, 25.894736842105264)"
08-01-2023 19:39:26.240596,"(5.0, 10.5, 9.439285714285715)","(1.45, 1.49, 1.489915611814346)","(3.9, 5.2, 4.896)","(51.0, 170.0, 130.0)","(19.0, 34.0, 30.0)"
08-01-2023 19:39:27.032840,"(5.0, 10.0, 9.88)","(1.45, 1.52, 1.5033333333333334)","(3.9, 5.2, 5.021052631578947)","(51.0, 170.0, 150.0)","(19.0, 34.0, 30.0)"
08-01-2023 19:39:27.825991,"(5.0, 10.0, 9.672727272727274)","(1.45, 1.52, 1.5084615384615385)","(3.9, 5.2, 5.036363636363636)","(51.0, 170.0, 150.0)","(19.0, 34.0, 28.666666666666668)"
08-01-2023 19:39:28.615500,"(5.0, 10.0, 9.65)","(1.45, 1.52, 1.5111764705882353)","(3.9, 5.2, 5.076923076923077)","(51.0, 170.0, 154.0)","(19.0, 34.0, 28.666666666666668)"
08-01-2023 19:39:29.388918,"(5.0, 9.8, 9.3)","(1.45, 1.57, 1.5605263157894738)","(3.9, 5.1, 4.833333333333333)","(51.0, 170.0, 150.0)","(19.0, 34.0, 26.285714285714285)"
08-01-2023 19:39:30.165549,"(5.0, 9.0, 8.96)","(1.45, 1.55, 1.5415204678362573)","(3.9, 5.0, 4.957142857142857)","(51.0, 170.0, 143.33333333333334)","(19.0, 32.0, 27.333333333333332)"
08-01-2023 19:39:30.971009,"(5.5, 9.2, 9.133333333333333)","(1.4, 1.55, 1.5327428571428572)","(4.0, 5.0, 4.957142857142857)","(61.0, 170.0, 143.33333333333334)","(20.0, 32.0, 27.333333333333332)"
08-01-2023 19:39:31.766513,"(5.5, 9.2, 9.12)","(1.4, 1.55, 1.523139534883721)","(4.0, 5.1, 4.972340425531915)","(61.0, 170.0, 143.33333333333334)","(20.0, 30.0, 28.0)"
08-01-2023 19:39:32.547890,"(5.5, 9.2, 9.133333333333333)","(1.4, 1.54, 1.5355)","(4.0, 5.1, 4.9884615384615385)","(61.0, 170.0, 150.0)","(20.0, 34.0, 28.0)"
08-01-2023 19:39:33.341126,"(5.5, 9.2, 9.1)","(1.4, 1.54, 1.5384615384615385)","(4.0, 5.1, 5.004166666666666)","(61.0, 170.0, 123.33333333333333)","(20.0, 34.0, 28.0)"
08-01-2023 19:39:34.124898,"(5.5, 9.2, 9.149999999999999)","(1.4, 1.54, 1.5384615384615385)","(4.0, 5.1, 5.0)","(61.0, 170.0, 123.33333333333333)","(20.0, 34.0, 28.666666666666668)"
08-01-2023 19:39:34.893611,"(5.5, 9.0, 8.95)","(1.4, 1.54, 1.5309615384615385)","(4.0, 5.1, 5.021875)","(61.0, 170.0, 130.0)","(20.0, 34.0, 30.8)"
08-01-2023 19:39:35.689222,"(5.5, 9.2, 9.1)","(1.4, 1.54, 1.5269444444444444)","(4.0, 5.1, 5.020689655172414)","(61.0, 170.0, 123.33333333333333)","(20.0, 34.0, 30.8)"
08-01-2023 19:39:36.494278,"(5.5, 9.2, 9.1)","(1.4, 1.54, 1.5269444444444444)","(4.0, 5.1, 5.020689655172414)","(61.0, 170.0, 123.33333333333333)","(20.0, 34.0, 30.8)"
08-01-2023 19:39:37.300417,"(5.5, 9.2, 9.1)","(1.4, 1.55, 1.5414201183431953)","(4.0, 5.1, 5.019354838709678)","(61.0, 170.0, 143.33333333333334)","(20.0, 34.0, 28.4)"
08-01-2023 19:39:38.075642,"(5.5, 9.2, 9.149999999999999)","(1.4, 1.54, 1.5362222222222222)","(4.0, 5.1, 5.027272727272727)","(61.0, 170.0, 143.33333333333334)","(20.0, 34.0, 28.4)"
08-01-2023 19:39:38.854307,"(5.5, 9.2, 9.149999999999999)","(1.4, 1.54, 1.5362222222222222)","(4.0, 5.1, 5.027272727272727)","(61.0, 170.0, 143.33333333333334)","(20.0, 34.0, 28.4)"
08-01-2023 19:39:39.630752,"(5.5, 9.2, 9.149999999999999)","(1.4, 1.54, 1.535774647887324)","(4.0, 5.1, 5.035483870967742)","(61.0, 170.0, 143.33333333333334)","(20.0, 34.0, 28.4)"
08-01-2023 19:39:40.430732,"(5.5, 9.2, 9.149999999999999)","(1.4, 1.54, 1.53672131147541)","(4.0, 5.1, 5.035483870967742)","(61.0, 170.0, 143.33333333333334)","(20.0, 34.0, 28.4)"
08-01-2023 19:39:41.225168,"(5.5, 9.2, 9.149999999999999)","(1.4, 1.54, 1.536078431372549)","(4.0, 5.1, 5.035483870967742)","(61.0, 170.0, 143.33333333333334)","(20.0, 34.0, 28.4)"
08-01-2023 19:39:42.028551,"(5.5, 9.2, 9.149999999999999)","(1.4, 1.54, 1.5354716981132075)","(4.0, 5.1, 5.038888888888889)","(61.0, 170.0, 136.66666666666666)","(20.0, 34.0, 27.41176470588235)"
08-01-2023 19:39:42.793376,"(5.5, 9.2, 9.163636363636362)","(1.4, 1.54, 1.5354716981132075)","(4.0, 5.1, 5.033333333333333)","(61.0, 170.0, 123.33333333333333)","(20.0, 34.0, 27.41176470588235)"
08-01-2023 19:39:43.572420,"(5.5, 9.2, 9.163636363636362)","(1.4, 1.54, 1.5342857142857143)","(4.0, 5.1, 5.074999999999999)","(61.0, 170.0, 123.33333333333333)","(20.0, 34.0, 27.41176470588235)"
08-01-2023 19:39:44.357517,"(5.5, 9.2, 9.163636363636362)","(1.4, 1.54, 1.5342857142857143)","(4.0, 5.1, 5.074999999999999)","(61.0, 170.0, 130.0)","(20.0, 34.0, 28.4)"
08-01-2023 19:39:45.153407,"(5.5, 9.2, 9.166666666666666)","(1.4, 1.53, 1.5275)","(4.0, 5.2, 5.14)","(61.0, 170.0, 145.0)","(20.0, 34.0, 28.4)"
08-01-2023 19:39:45.942983,"(5.5, 9.2, 9.163636363636362)","(1.4, 1.53, 1.5265625)","(4.0, 5.2, 5.16)","(61.0, 170.0, 145.0)","(20.0, 34.0, 30.266666666666666)"
08-01-2023 19:39:46.735028,"(5.5, 9.2, 9.169230769230769)","(1.4, 1.53, 1.5233333333333334)","(4.0, 5.3, 5.25)","(61.0, 170.0, 161.42857142857142)","(20.0, 34.0, 31.55)"
08-01-2023 19:39:47.508791,"(5.5, 9.2, 9.174999999999999)","(1.4, 1.52, 1.5143478260869565)","(4.0, 5.3, 5.242105263157894)","(61.0, 170.0, 162.5)","(20.0, 34.0, 30.76923076923077)"
08-01-2023 19:39:48.279254,"(5.5, 9.2, 9.176470588235293)","(1.4, 1.51, 1.5090196078431373)","(4.0, 5.3, 5.22)","(61.0, 170.0, 156.66666666666666)","(20.0, 34.0, 31.857142857142858)"
08-01-2023 19:39:49.101525,"(5.5, 9.2, 9.174999999999999)","(1.4, 1.52, 1.5157894736842106)","(4.2, 5.3, 5.2444444444444445)","(61.0, 170.0, 158.88888888888889)","(20.0, 34.0, 32.0)"
08-01-2023 19:39:49.917200,"(5.5, 9.2, 9.174999999999999)","(1.4, 1.52, 1.513090909090909)","(4.2, 5.3, 5.2444444444444445)","(61.0, 170.0, 145.0)","(20.0, 36.0, 30.857142857142858)"
08-01-2023 19:39:50.689984,"(5.5, 9.2, 9.174999999999999)","(1.4, 1.52, 1.511875)","(4.2, 5.4, 5.333333333333334)","(61.0, 170.0, 130.0)","(20.0, 36.0, 30.857142857142858)"
08-01-2023 19:39:51.462282,"(5.5, 9.2, 9.169230769230769)","(1.4, 1.51, 1.5045098039215685)","(4.2, 5.4, 5.33939393939394)","(61.0, 170.0, 156.66666666666666)","(20.0, 38.0, 30.25)"
08-01-2023 19:39:52.248240,"(5.5, 9.2, 9.169230769230769)","(1.4, 1.51, 1.502258064516129)","(4.2, 5.4, 5.3545454545454545)","(71.0, 170.0, 130.0)","(20.0, 36.0, 32.0)"
08-01-2023 19:39:53.041099,"(5.5, 9.2, 9.173333333333332)","(1.4, 1.51, 1.5009859154929577)","(4.2, 5.3, 5.2894736842105265)","(71.0, 170.0, 130.0)","(20.0, 36.0, 32.0)"
08-01-2023 19:39:53.825115,"(5.5, 9.2, 9.173333333333332)","(1.4, 1.51, 1.5013513513513514)","(4.2, 5.3, 5.270833333333333)","(71.0, 170.0, 168.57142857142858)","(20.0, 36.0, 32.0)"
08-01-2023 19:39:54.628184,"(5.5, 9.2, 9.173333333333332)","(1.4, 1.51, 1.499873417721519)","(4.2, 5.3, 5.2894736842105265)","(71.0, 170.0, 168.57142857142858)","(20.0, 36.0, 32.0)"
08-01-2023 19:39:55.422095,"(5.5, 9.2, 9.173333333333332)","(1.4, 1.51, 1.5002439024390244)","(4.2, 5.3, 5.270833333333333)","(81.0, 170.0, 168.57142857142858)","(21.0, 36.0, 32.0)"
08-01-2023 19:39:56.199778,"(5.5, 9.2, 9.173333333333332)","(1.4, 1.51, 1.500632911392405)","(4.2, 5.3, 5.2894736842105265)","(81.0, 170.0, 168.57142857142858)","(21.0, 34.0, 33.77777777777778)"
08-01-2023 19:39:56.982132,"(5.5, 9.2, 9.173333333333332)","(1.4, 1.51, 1.502439024390244)","(4.2, 5.3, 5.262962962962963)","(81.0, 170.0, 168.57142857142858)","(21.0, 36.0, 35.2)"
08-01-2023 19:39:57.780873,"(5.5, 9.2, 9.173333333333332)","(1.4, 1.51, 1.5021518987341773)","(4.2, 5.3, 5.262962962962963)","(81.0, 170.0, 168.57142857142858)","(21.0, 36.0, 34.666666666666664)"
08-01-2023 19:39:58.567892,"(5.5, 9.2, 9.173333333333332)","(1.4, 1.51, 1.501014492753623)","(4.2, 5.3, 5.270833333333333)","(81.0, 170.0, 168.57142857142858)","(21.0, 36.0, 34.5)"
08-01-2023 19:39:59.358705,"(5.5, 9.2, 9.173333333333332)","(1.4, 1.5, 1.497560975609756)","(4.2, 5.4, 5.3375)","(81.0, 170.0, 168.33333333333334)","(21.0, 36.0, 34.666666666666664)"
08-01-2023 19:40:00.181335,"(5.5, 9.2, 9.177777777777777)","(1.4, 1.51, 1.4994545454545454)","(4.2, 5.4, 5.331034482758621)","(81.0, 170.0, 168.33333333333334)","(21.0, 36.0, 34.5)"
08-01-2023 19:40:00.957107,"(5.5, 9.2, 9.169230769230769)","(1.4, 1.51, 1.4994545454545454)","(4.2, 5.4, 5.331034482758621)","(81.0, 170.0, 168.33333333333334)","(21.0, 36.0, 34.666666666666664)"
08-01-2023 19:40:01.736601,"(5.5, 9.0, 8.95)","(1.4, 1.51, 1.501186440677966)","(4.2, 5.4, 5.331034482758621)","(81.0, 170.0, 143.33333333333334)","(21.0, 36.0, 34.5)"
08-01-2023 19:40:02.541474,"(5.5, 9.0, 8.95)","(1.4, 1.5, 1.4927777777777778)","(4.2, 5.4, 5.316666666666666)","(81.0, 170.0, 160.0)","(21.0, 36.0, 34.666666666666664)"
08-01-2023 19:40:03.331710,"(5.5, 9.0, 8.966666666666667)","(1.4, 1.5, 1.4906)","(4.2, 5.4, 5.309090909090909)","(81.0, 170.0, 143.33333333333334)","(21.0, 36.0, 34.666666666666664)"
08-01-2023 19:40:04.120000,"(5.5, 9.0, 8.933333333333334)","(1.4, 1.5, 1.4905607476635514)","(4.2, 5.4, 5.348387096774194)","(81.0, 170.0, 143.33333333333334)","(21.0, 40.0, 39.42857142857143)"
08-01-2023 19:40:04.904592,"(5.5, 8.6, 8.552941176470588)","(1.4, 1.51, 1.5004166666666667)","(4.2, 5.4, 5.361538461538462)","(81.0, 170.0, 150.0)","(21.0, 42.0, 36.8936170212766)"
08-01-2023 19:40:05.678807,"(5.5, 8.6, 8.436363636363636)","(1.4, 1.52, 1.5104347826086957)","(4.2, 5.4, 5.383333333333334)","(81.0, 170.0, 150.0)","(21.0, 42.0, 37.08)"
08-01-2023 19:40:06.454625,"(5.5, 8.4, 8.311111111111112)","(1.4, 1.52, 1.5127868852459017)","(4.2, 5.4, 5.3625)","(81.0, 170.0, 150.0)","(21.0, 42.0, 36.857142857142854)"
08-01-2023 19:40:07.251618,"(5.5, 8.6, 8.28)","(1.4, 1.52, 1.5060344827586207)","(4.2, 5.5, 5.453846153846154)","(81.0, 170.0, 145.0)","(21.0, 42.0, 36.40909090909091)"
08-01-2023 19:40:08.065594,"(5.5, 8.4, 8.36)","(1.4, 1.51, 1.501891891891892)","(4.2, 5.5, 5.458823529411765)","(81.0, 170.0, 165.625)","(21.0, 42.0, 36.857142857142854)"
08-01-2023 19:40:08.845159,"(5.5, 8.6, 8.578571428571427)","(1.4, 1.51, 1.5040625)","(4.2, 5.5, 5.458620689655173)","(81.0, 170.0, 140.0)","(21.0, 40.0, 39.57142857142857)"
08-01-2023 19:40:09.621423,"(5.5, 8.6, 8.42)","(1.4, 1.51, 1.5035135135135136)","(4.2, 5.5, 5.448387096774193)","(81.0, 160.0, 135.0)","(21.0, 42.0, 35.733333333333334)"
08-01-2023 19:40:10.408941,"(5.5, 8.4, 8.273684210526316)","(1.4, 1.51, 1.5072881355932204)","(4.2, 5.5, 5.4875)","(81.0, 160.0, 150.0)","(21.0, 42.0, 35.733333333333334)"
08-01-2023 19:40:11.196525,"(5.5, 8.4, 8.266666666666667)","(1.4, 1.51, 1.5043283582089553)","(4.2, 5.6, 5.5212121212121215)","(81.0, 160.0, 153.33333333333334)","(21.0, 42.0, 35.733333333333334)"
08-01-2023 19:40:11.975832,"(5.5, 8.4, 8.188235294117646)","(1.4, 1.51, 1.5072058823529413)","(4.2, 5.6, 5.54)","(81.0, 160.0, 157.5)","(21.0, 42.0, 36.872727272727275)"
08-01-2023 19:40:12.771554,"(5.5, 8.2, 8.142857142857142)","(1.4, 1.51, 1.5073972602739727)","(4.2, 5.6, 5.54)","(81.0, 160.0, 153.33333333333334)","(21.0, 42.0, 37.220338983050844)"
08-01-2023 19:40:13.559742,"(5.5, 8.2, 8.109677419354838)","(1.35, 1.51, 1.5059459459459459)","(4.2, 5.6, 5.56)","(81.0, 160.0, 157.5)","(21.0, 42.0, 37.220338983050844)"
08-01-2023 19:40:14.335100,"(5.5, 8.0, 7.992)","(1.35, 1.51, 1.5063414634146342)","(4.2, 5.6, 5.57037037037037)","(81.0, 160.0, 153.33333333333334)","(21.0, 42.0, 37.220338983050844)"
08-01-2023 19:40:15.109476,"(5.5, 8.0, 7.991304347826087)","(1.35, 1.51, 1.5063414634146342)","(4.2, 5.6, 5.551612903225807)","(81.0, 200.0, 172.30769230769232)","(21.0, 42.0, 37.220338983050844)"
08-01-2023 19:40:15.911317,"(5.5, 8.0, 7.991304347826087)","(1.35, 1.51, 1.5048598130841122)","(4.2, 5.6, 5.5675)","(81.0, 200.0, 181.1764705882353)","(21.0, 42.0, 37.220338983050844)"
08-01-2023 19:40:16.704835,"(5.5, 8.0, 7.991304347826087)","(1.35, 1.51, 1.5048598130841122)","(4.2, 5.6, 5.568292682926829)","(81.0, 200.0, 173.33333333333334)","(21.0, 42.0, 37.220338983050844)"
08-01-2023 19:40:17.482450,"(5.5, 8.0, 7.991304347826087)","(1.35, 1.51, 1.5048598130841122)","(4.2, 5.6, 5.568292682926829)","(81.0, 200.0, 181.1764705882353)","(21.0, 42.0, 36.964285714285715)"
08-01-2023 19:40:18.266752,"(5.5, 8.0, 7.992592592592593)","(1.35, 1.51, 1.5061176470588236)","(4.2, 5.6, 5.573684210526316)","(81.0, 200.0, 178.94736842105263)","(21.0, 42.0, 36.964285714285715)"
08-01-2023 19:40:19.054529,"(5.5, 8.0, 7.955555555555556)","(1.35, 1.51, 1.5057983193277311)","(4.2, 5.6, 5.584848484848485)","(81.0, 200.0, 172.72727272727272)","(21.0, 42.0, 36.964285714285715)"
08-01-2023 19:40:19.835649,"(5.5, 8.0, 7.902325581395349)","(1.35, 1.51, 1.5054128440366972)","(4.2, 5.6, 5.58)","(91.0, 200.0, 181.8181818181818)","(21.0, 42.0, 36.964285714285715)"
08-01-2023 19:40:20.631224,"(5.5, 8.0, 7.8933333333333335)","(1.35, 1.51, 1.5021259842519685)","(4.2, 5.7, 5.663333333333333)","(91.0, 200.0, 181.8181818181818)","(21.0, 42.0, 36.981818181818184)"
08-01-2023 19:40:21.424395,"(5.5, 8.0, 7.870967741935484)","(1.35, 1.51, 1.5021259842519685)","(4.2, 5.7, 5.66764705882353)","(91.0, 200.0, 181.8181818181818)","(21.0, 42.0, 36.981818181818184)"
08-01-2023 19:40:22.210440,"(5.5, 8.0, 7.8625)","(1.35, 1.51, 1.5021259842519685)","(4.2, 5.7, 5.66764705882353)","(91.0, 200.0, 182.85714285714286)","(21.0, 42.0, 37.241379310344826)"
08-01-2023 19:40:22.978293,"(5.5, 8.0, 7.8625)","(1.35, 1.51, 1.5084210526315789)","(4.2, 5.8, 5.738888888888889)","(91.0, 200.0, 182.85714285714286)","(21.0, 42.0, 37.241379310344826)"
08-01-2023 19:40:23.762647,"(5.5, 8.0, 7.841269841269841)","(1.35, 1.51, 1.5077215189873419)","(4.2, 5.7, 5.675757575757576)","(91.0, 200.0, 182.85714285714286)","(21.0, 42.0, 37.241379310344826)"
08-01-2023 19:40:24.545237,"(5.5, 8.0, 7.832258064516129)","(1.35, 1.51, 1.5072727272727273)","(4.2, 5.7, 5.673469387755102)","(91.0, 200.0, 185.0)","(21.0, 42.0, 37.220338983050844)"
08-01-2023 19:40:25.342442,"(5.5, 8.0, 7.829508196721311)","(1.35, 1.51, 1.5082222222222221)","(4.2, 5.7, 5.669387755102041)","(91.0, 200.0, 178.1818181818182)","(21.0, 42.0, 37.220338983050844)"
08-01-2023 19:40:26.145142,"(5.5, 7.8, 7.766666666666667)","(1.35, 1.51, 1.5084615384615385)","(4.4, 5.7, 5.669387755102041)","(91.0, 200.0, 185.0)","(21.0, 42.0, 37.220338983050844)"
08-01-2023 19:40:26.928045,"(5.5, 8.2, 8.113043478260868)","(1.35, 1.51, 1.5080952380952382)","(4.4, 5.6, 5.5375)","(91.0, 200.0, 176.0)","(21.0, 42.0, 37.220338983050844)"
08-01-2023 19:40:27.699235,"(5.5, 8.4, 8.282352941176471)","(1.35, 1.51, 1.5091935483870969)","(4.4, 5.5, 5.391666666666667)","(91.0, 200.0, 180.0)","(21.0, 42.0, 36.872727272727275)"
08-01-2023 19:40:28.480309,"(5.5, 8.4, 8.282352941176471)","(1.35, 1.52, 1.518108108108108)","(4.4, 5.5, 5.381481481481481)","(91.0, 200.0, 173.33333333333334)","(21.0, 42.0, 36.872727272727275)"
08-01-2023 19:40:29.279116,"(5.5, 8.4, 8.38888888888889)","(1.35, 1.52, 1.5)","(4.4, 5.5, 5.4375)","(91.0, 200.0, 180.0)","(21.0, 42.0, 36.905660377358494)"
08-01-2023 19:40:30.102485,"(5.5, 8.4, 8.233333333333333)","(1.35, 1.51, 1.5057142857142858)","(4.4, 5.5, 5.468421052631579)","(91.0, 200.0, 185.0)","(21.0, 42.0, 38.08695652173913)"
08-01-2023 19:40:30.900526,"(5.5, 8.4, 8.233333333333334)","(1.35, 1.51, 1.5057142857142858)","(4.4, 5.5, 5.465217391304348)","(91.0, 200.0, 185.0)","(21.0, 42.0, 36.888888888888886)"
08-01-2023 19:40:31.702183,"(5.5, 8.4, 8.324528301886792)","(1.35, 1.52, 1.5151304347826087)","(4.4, 5.5, 5.414285714285715)","(91.0, 200.0, 185.0)","(21.0, 36.0, 35.333333333333336)"
08-01-2023 19:40:32.478157,"(5.5, 8.4, 8.324528301886792)","(1.35, 1.52, 1.515912408759124)","(4.4, 5.5, 5.38)","(91.0, 200.0, 185.0)","(21.0, 36.0, 35.333333333333336)"
08-01-2023 19:40:33.272254,"(5.5, 8.4, 8.330769230769231)","(1.35, 1.52, 1.5152272727272726)","(4.4, 5.5, 5.4)","(91.0, 200.0, 196.36363636363637)","(21.0, 36.0, 35.07692307692308)"
08-01-2023 19:40:34.080895,"(5.5, 8.4, 8.330769230769231)","(1.35, 1.52, 1.516842105263158)","(4.4, 5.5, 5.386956521739131)","(91.0, 200.0, 193.33333333333334)","(21.0, 36.0, 35.07692307692308)"
08-01-2023 19:40:34.889123,"(5.5, 8.4, 8.35)","(1.35, 1.52, 1.5154545454545454)","(4.4, 5.5, 5.386956521739131)","(91.0, 200.0, 185.0)","(21.0, 36.0, 35.07692307692308)"
08-01-2023 19:40:35.668115,"(5.5, 8.6, 8.408)","(1.35, 1.51, 1.505438596491228)","(4.4, 5.6, 5.419047619047619)","(91.0, 200.0, 185.0)","(21.0, 36.0, 35.07692307692308)"
08-01-2023 19:40:36.452932,"(5.5, 8.6, 8.416666666666666)","(1.35, 1.51, 1.5045833333333334)","(4.4, 5.5, 5.4)","(91.0, 200.0, 185.0)","(21.0, 36.0, 35.07692307692308)"
08-01-2023 19:40:37.260553,"(5.5, 8.6, 8.408)","(1.35, 1.52, 1.5126086956521738)","(4.4, 5.4, 5.325)","(91.0, 200.0, 185.0)","(21.0, 36.0, 35.333333333333336)"
08-01-2023 19:40:38.051001,"(5.5, 8.6, 8.37142857142857)","(1.35, 1.52, 1.5167741935483872)","(4.4, 5.4, 5.316666666666666)","(91.0, 200.0, 185.0)","(21.0, 40.0, 35.77272727272727)"
08-01-2023 19:40:38.845635,"(5.5, 8.6, 8.37142857142857)","(1.35, 1.52, 1.5171098265895955)","(4.4, 5.4, 5.294736842105263)","(91.0, 200.0, 185.0)","(21.0, 40.0, 35.733333333333334)"
08-01-2023 19:40:39.657864,"(5.5, 8.8, 8.523076923076923)","(1.35, 1.53, 1.5156521739130435)","(4.4, 5.3, 5.166666666666666)","(91.0, 200.0, 185.0)","(21.0, 40.0, 35.733333333333334)"
08-01-2023 19:40:40.436129,"(5.5, 8.8, 8.66)","(1.35, 1.52, 1.5185365853658537)","(4.4, 5.2, 5.19)","(91.0, 200.0, 185.0)","(21.0, 40.0, 35.733333333333334)"
08-01-2023 19:40:41.212154,"(5.5, 8.8, 8.65263157894737)","(1.35, 1.52, 1.5152238805970148)","(4.6, 5.2, 5.19)","(91.0, 200.0, 193.33333333333334)","(21.0, 40.0, 35.77272727272727)"
08-01-2023 19:40:42.012963,"(5.5, 8.8, 8.65263157894737)","(1.35, 1.52, 1.5156451612903226)","(4.6, 5.2, 5.19)","(91.0, 200.0, 196.36363636363637)","(21.0, 40.0, 35.77272727272727)"
08-01-2023 19:40:42.812148,"(5.5, 8.8, 8.682352941176472)","(1.35, 1.52, 1.5156451612903226)","(4.6, 5.2, 5.19)","(91.0, 200.0, 188.57142857142858)","(21.0, 40.0, 35.86666666666667)"
08-01-2023 19:40:43.591058,"(5.5, 8.8, 8.682352941176472)","(1.35, 1.52, 1.5156451612903226)","(4.6, 5.2, 5.19)","(91.0, 200.0, 193.33333333333334)","(21.0, 40.0, 35.86666666666667)"
08-01-2023 19:40:44.392189,"(5.5, 9.0, 8.858823529411765)","(1.35, 1.52, 1.5158252427184467)","(4.6, 5.2, 5.135483870967742)","(91.0, 200.0, 180.0)","(21.0, 40.0, 35.63636363636363)"
08-01-2023 19:40:45.203099,"(5.5, 9.0, 8.815384615384616)","(1.35, 1.52, 1.5145)","(4.6, 5.2, 5.126315789473685)","(91.0, 200.0, 186.66666666666666)","(21.0, 38.0, 37.42857142857143)"
08-01-2023 19:40:46.001524,"(5.5, 9.0, 8.742857142857142)","(1.35, 1.52, 1.5145)","(4.6, 5.2, 5.117073170731707)","(91.0, 200.0, 177.77777777777777)","(21.0, 38.0, 37.69230769230769)"
08-01-2023 19:40:46.792365,"(5.5, 9.0, 8.742857142857142)","(1.35, 1.52, 1.5175)","(4.6, 5.2, 5.1)","(91.0, 200.0, 185.71428571428572)","(21.0, 40.0, 35.674418604651166)"
08-01-2023 19:40:47.597308,"(5.5, 9.0, 8.742857142857142)","(1.35, 1.52, 1.514871794871795)","(4.6, 5.3, 5.18235294117647)","(91.0, 200.0, 180.0)","(21.0, 40.0, 35.674418604651166)"
08-01-2023 19:40:48.389643,"(5.5, 9.0, 8.742857142857142)","(1.35, 1.52, 1.5142622950819673)","(4.6, 5.3, 5.233333333333333)","(91.0, 200.0, 185.71428571428572)","(21.0, 38.0, 37.2)"
08-01-2023 19:40:49.185828,"(5.5, 9.0, 8.742857142857142)","(1.35, 1.52, 1.5132824427480915)","(4.6, 5.3, 5.254545454545455)","(91.0, 200.0, 177.77777777777777)","(21.0, 38.0, 37.0)"
08-01-2023 19:40:49.989294,"(5.5, 9.0, 8.742857142857142)","(1.35, 1.51, 1.507938144329897)","(4.6, 5.4, 5.275862068965518)","(91.0, 200.0, 175.0)","(21.0, 38.0, 37.0)"
08-01-2023 19:40:50.784617,"(5.5, 9.0, 8.742857142857142)","(1.35, 1.51, 1.5077777777777779)","(4.6, 5.4, 5.275862068965518)","(91.0, 200.0, 184.6153846153846)","(21.0, 38.0, 37.0)"
08-01-2023 19:40:51.570040,"(5.5, 9.0, 8.742857142857142)","(1.35, 1.51, 1.5092134831460675)","(4.6, 5.4, 5.273333333333333)","(91.0, 200.0, 175.0)","(21.0, 38.0, 37.05882352941177)"
08-01-2023 19:40:52.378005,"(5.5, 9.0, 8.742857142857142)","(1.35, 1.51, 1.5092134831460675)","(4.6, 5.4, 5.273333333333333)","(91.0, 200.0, 184.6153846153846)","(21.0, 38.0, 37.05882352941177)"
08-01-2023 19:40:53.186660,"(5.5, 9.0, 8.742857142857142)","(1.35, 1.51, 1.5092134831460675)","(4.6, 5.4, 5.273333333333333)","(91.0, 200.0, 175.0)","(21.0, 38.0, 37.05882352941177)"
08-01-2023 19:40:53.961665,"(5.5, 9.0, 8.742857142857142)","(1.35, 1.51, 1.5091358024691357)","(4.6, 5.4, 5.3047619047619055)","(91.0, 200.0, 184.6153846153846)","(21.0, 38.0, 37.05882352941177)"
08-01-2023 19:40:54.774939,"(5.5, 9.0, 8.742857142857142)","(1.35, 1.52, 1.5130973451327434)","(4.6, 5.4, 5.329411764705883)","(91.0, 200.0, 175.0)","(21.0, 38.0, 37.05882352941177)"
08-01-2023 19:40:55.577087,"(5.5, 9.0, 8.754545454545454)","(1.35, 1.52, 1.5140909090909092)","(4.6, 5.4, 5.357142857142858)","(91.0, 200.0, 184.6153846153846)","(21.0, 38.0, 37.05882352941177)"
