,Magical Trav,Wheres The Ford,Two Jabs,Magical Len,Ferocity
08-01-2023 14:17:55.653229,"(13.0, 27.0, 25.24)","(3.7, 5.3, 5.214705882352941)","(41.0, 80.0, 77.5)","(19.0, 50.0, 44.88)","(1.28, 1.36, 1.356857142857143)"
08-01-2023 14:17:56.492371,"(13.0, 27.0, 25.24)","(3.7, 5.3, 5.214705882352941)","(41.0, 80.0, 77.5)","(19.0, 50.0, 44.88)","(1.28, 1.36, 1.356857142857143)"
08-01-2023 14:17:57.392354,"(13.0, 27.0, 25.24)","(3.7, 5.3, 5.214705882352941)","(41.0, 80.0, 77.5)","(19.0, 50.0, 44.88)","(1.28, 1.36, 1.356857142857143)"
08-01-2023 14:17:58.183071,"(13.0, 27.0, 25.24)","(3.7, 5.3, 5.214705882352941)","(41.0, 80.0, 77.5)","(19.0, 50.0, 44.88)","(1.28, 1.36, 1.356857142857143)"
08-01-2023 14:17:59.053523,"(13.0, 27.0, 25.24)","(3.7, 5.3, 5.229268292682927)","(41.0, 80.0, 77.5)","(19.0, 50.0, 44.88)","(1.28, 1.36, 1.3586250000000002)"
08-01-2023 14:17:59.891007,"(13.0, 27.0, 25.24)","(3.7, 5.3, 5.221621621621622)","(41.0, 80.0, 77.5)","(19.0, 50.0, 44.88)","(1.28, 1.36, 1.3586250000000002)"
08-01-2023 14:18:00.728444,"(13.0, 27.0, 25.24)","(3.7, 5.3, 5.221621621621622)","(41.0, 80.0, 77.5)","(19.0, 50.0, 44.88)","(1.28, 1.36, 1.3586250000000002)"
08-01-2023 14:18:01.597656,"(13.0, 27.0, 25.24)","(3.7, 5.3, 5.221621621621622)","(41.0, 80.0, 77.5)","(19.0, 50.0, 44.88)","(1.28, 1.36, 1.3586250000000002)"
08-01-2023 14:18:02.406860,"(13.0, 27.0, 25.24)","(3.7, 5.3, 5.2093750000000005)","(41.0, 80.0, 77.5)","(19.0, 50.0, 43.6)","(1.28, 1.36, 1.3593243243243245)"
08-01-2023 14:18:03.286754,"(13.0, 27.0, 25.307692307692307)","(3.7, 5.2, 5.1571428571428575)","(41.0, 80.0, 77.5)","(19.0, 50.0, 42.888888888888886)","(1.28, 1.37, 1.3644186046511628)"
08-01-2023 14:18:04.174902,"(13.0, 27.0, 25.307692307692307)","(3.7, 5.2, 5.178571428571429)","(41.0, 80.0, 77.5)","(19.0, 50.0, 44.88)","(1.28, 1.37, 1.3655140186915888)"
08-01-2023 14:18:05.041624,"(13.0, 27.0, 25.307692307692307)","(3.7, 5.2, 5.176923076923077)","(41.0, 80.0, 77.5)","(19.0, 50.0, 44.88)","(1.28, 1.37, 1.3655140186915888)"
08-01-2023 14:18:05.886244,"(13.0, 27.0, 25.307692307692307)","(3.7, 5.2, 5.178571428571429)","(41.0, 80.0, 77.5)","(19.0, 50.0, 44.88)","(1.28, 1.37, 1.3655140186915888)"
08-01-2023 14:18:06.728235,"(13.0, 27.0, 25.307692307692307)","(3.7, 5.2, 5.178571428571429)","(41.0, 80.0, 77.5)","(19.0, 50.0, 44.88)","(1.28, 1.37, 1.366158940397351)"
08-01-2023 14:18:07.692445,"(13.0, 27.0, 25.307692307692307)","(3.7, 5.2, 5.143478260869565)","(41.0, 80.0, 77.5)","(19.0, 50.0, 44.88)","(1.28, 1.37, 1.3662820512820515)"
08-01-2023 14:18:08.567202,"(13.0, 27.0, 25.307692307692307)","(3.7, 5.2, 5.144)","(41.0, 80.0, 77.14285714285714)","(19.0, 50.0, 44.88)","(1.28, 1.37, 1.3647826086956523)"
08-01-2023 14:18:09.353041,"(13.0, 27.0, 24.36)","(3.7, 5.1, 5.071428571428571)","(41.0, 100.0, 95.0)","(20.0, 50.0, 38.705882352941174)","(1.28, 1.37, 1.3647826086956523)"
08-01-2023 14:18:10.274885,"(13.0, 27.0, 24.36)","(3.7, 5.1, 5.053846153846154)","(41.0, 100.0, 91.66666666666667)","(20.0, 50.0, 38.705882352941174)","(1.28, 1.37, 1.3691666666666666)"
08-01-2023 14:18:11.123277,"(13.0, 27.0, 24.36)","(3.7, 5.1, 5.025)","(41.0, 100.0, 94.54545454545455)","(20.0, 50.0, 38.705882352941174)","(1.28, 1.38, 1.3658000000000001)"
08-01-2023 14:18:11.940441,"(13.0, 27.0, 25.307692307692307)","(3.7, 5.1, 5.06)","(41.0, 100.0, 94.54545454545455)","(20.0, 50.0, 44.434782608695656)","(1.28, 1.37, 1.3658000000000001)"
08-01-2023 14:18:12.759059,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.031578947368421)","(41.0, 100.0, 94.54545454545455)","(20.0, 50.0, 44.88)","(1.28, 1.37, 1.3649152542372882)"
08-01-2023 14:18:13.598333,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.030769230769231)","(41.0, 100.0, 96.875)","(20.0, 50.0, 44.88)","(1.28, 1.37, 1.3649152542372882)"
08-01-2023 14:18:14.440115,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.030769230769231)","(41.0, 120.0, 96.52173913043478)","(20.0, 50.0, 44.05714285714286)","(1.28, 1.37, 1.3649152542372882)"
08-01-2023 14:18:15.308182,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.030769230769231)","(41.0, 120.0, 96.52173913043478)","(20.0, 50.0, 44.05714285714286)","(1.28, 1.37, 1.3656521739130436)"
08-01-2023 14:18:16.207224,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.030769230769231)","(41.0, 120.0, 96.52173913043478)","(20.0, 50.0, 44.05714285714286)","(1.28, 1.37, 1.3656521739130436)"
08-01-2023 14:18:17.054486,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.030769230769231)","(41.0, 120.0, 102.5)","(20.0, 50.0, 44.05714285714286)","(1.28, 1.37, 1.3682978723404255)"
08-01-2023 14:18:17.937027,"(13.0, 27.0, 24.257142857142856)","(3.7, 5.1, 4.965)","(41.0, 120.0, 102.5)","(20.0, 50.0, 38.25806451612903)","(1.28, 1.37, 1.3684782608695654)"
08-01-2023 14:18:18.832206,"(13.0, 27.0, 24.257142857142856)","(3.7, 5.1, 4.950980392156863)","(41.0, 120.0, 102.5)","(20.0, 50.0, 38.25806451612903)","(1.28, 1.37, 1.3748148148148147)"
08-01-2023 14:18:19.633061,"(13.0, 27.0, 24.257142857142856)","(3.7, 5.1, 4.944897959183674)","(41.0, 120.0, 102.5)","(20.0, 50.0, 38.25806451612903)","(1.28, 1.38, 1.3748148148148147)"
08-01-2023 14:18:20.507143,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.011627906976744)","(41.0, 120.0, 106.30434782608695)","(20.0, 50.0, 43.696969696969695)","(1.28, 1.38, 1.3658000000000001)"
08-01-2023 14:18:21.294843,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.019148936170213)","(41.0, 120.0, 106.30434782608695)","(20.0, 50.0, 44.05714285714286)","(1.28, 1.37, 1.3658000000000001)"
08-01-2023 14:18:22.193878,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.026923076923077)","(41.0, 120.0, 106.30434782608695)","(20.0, 50.0, 44.05714285714286)","(1.28, 1.37, 1.3658000000000001)"
08-01-2023 14:18:23.056819,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.026923076923077)","(41.0, 120.0, 106.30434782608695)","(20.0, 50.0, 44.05714285714286)","(1.28, 1.37, 1.3657142857142859)"
08-01-2023 14:18:23.901820,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.026923076923077)","(41.0, 110.0, 106.11111111111111)","(20.0, 50.0, 44.05714285714286)","(1.28, 1.37, 1.3657142857142859)"
08-01-2023 14:18:24.762300,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.026923076923077)","(41.0, 110.0, 106.11111111111111)","(20.0, 50.0, 44.05714285714286)","(1.28, 1.37, 1.3657142857142859)"
08-01-2023 14:18:25.778138,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.026923076923077)","(41.0, 95.0, 87.5)","(20.0, 50.0, 44.05714285714286)","(1.28, 1.37, 1.3657142857142859)"
08-01-2023 14:18:26.606482,"(13.0, 27.0, 24.257142857142856)","(3.7, 5.1, 5.017391304347826)","(41.0, 95.0, 87.5)","(20.0, 50.0, 38.625)","(1.28, 1.37, 1.3657142857142859)"
08-01-2023 14:18:27.444453,"(13.0, 27.0, 24.257142857142856)","(3.7, 5.1, 5.017391304347826)","(41.0, 95.0, 93.75)","(20.0, 50.0, 38.625)","(1.28, 1.37, 1.3675675675675676)"
08-01-2023 14:18:28.261497,"(13.0, 27.0, 24.257142857142856)","(3.7, 5.1, 5.017391304347826)","(41.0, 95.0, 92.6923076923077)","(20.0, 50.0, 38.625)","(1.28, 1.37, 1.3675675675675676)"
08-01-2023 14:18:29.126924,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.033333333333333)","(41.0, 95.0, 93.75)","(20.0, 50.0, 43.28)","(1.28, 1.37, 1.3644444444444446)"
08-01-2023 14:18:29.934434,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.033333333333333)","(41.0, 95.0, 92.6923076923077)","(20.0, 50.0, 42.69565217391305)","(1.28, 1.37, 1.3644444444444446)"
08-01-2023 14:18:30.734923,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.033333333333333)","(41.0, 95.0, 93.75)","(20.0, 50.0, 43.28)","(1.28, 1.37, 1.3644444444444446)"
08-01-2023 14:18:31.528843,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.033333333333333)","(41.0, 95.0, 92.6923076923077)","(20.0, 50.0, 42.69565217391305)","(1.28, 1.37, 1.3644444444444446)"
08-01-2023 14:18:32.354647,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.033333333333333)","(41.0, 95.0, 93.63636363636364)","(20.0, 50.0, 43.28)","(1.28, 1.37, 1.3644444444444446)"
08-01-2023 14:18:33.172334,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.033333333333333)","(41.0, 95.0, 92.5)","(20.0, 50.0, 42.69565217391305)","(1.28, 1.37, 1.3644444444444446)"
08-01-2023 14:18:33.968771,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.033333333333333)","(41.0, 95.0, 93.75)","(20.0, 50.0, 43.28)","(1.28, 1.37, 1.3644444444444446)"
08-01-2023 14:18:34.777730,"(13.0, 27.0, 24.257142857142856)","(3.7, 5.1, 5.015555555555555)","(41.0, 95.0, 90.0)","(20.0, 50.0, 42.36363636363637)","(1.28, 1.37, 1.3653125000000002)"
08-01-2023 14:18:35.797198,"(13.0, 27.0, 24.257142857142856)","(3.7, 5.1, 4.950980392156863)","(41.0, 95.0, 88.33333333333333)","(20.0, 50.0, 39.111111111111114)","(1.28, 1.37, 1.3665384615384617)"
08-01-2023 14:18:36.629509,"(13.0, 27.0, 24.257142857142856)","(3.7, 5.1, 4.950980392156863)","(41.0, 95.0, 90.0)","(20.0, 50.0, 39.111111111111114)","(1.28, 1.37, 1.3665384615384617)"
08-01-2023 14:18:37.445326,"(13.0, 27.0, 25.22222222222222)","(3.7, 5.1, 5.011627906976744)","(41.0, 95.0, 88.33333333333333)","(20.0, 50.0, 46.18181818181818)","(1.28, 1.37, 1.362857142857143)"
08-01-2023 14:18:38.357468,"(13.0, 27.0, 24.333333333333332)","(3.7, 5.1, 5.019148936170213)","(41.0, 95.0, 94.16666666666667)","(20.0, 50.0, 46.18181818181818)","(1.28, 1.37, 1.3662500000000002)"
08-01-2023 14:18:39.252086,"(13.0, 27.0, 24.333333333333332)","(3.7, 5.1, 5.019148936170213)","(41.0, 95.0, 93.33333333333333)","(20.0, 50.0, 46.18181818181818)","(1.28, 1.37, 1.3660975609756099)"
08-01-2023 14:18:40.091447,"(13.0, 27.0, 24.333333333333332)","(3.7, 5.1, 5.019148936170213)","(41.0, 95.0, 94.0909090909091)","(20.0, 50.0, 46.18181818181818)","(1.28, 1.37, 1.3660975609756099)"
08-01-2023 14:18:40.946944,"(13.0, 26.0, 24.88888888888889)","(3.7, 5.1, 5.024)","(41.0, 95.0, 93.33333333333333)","(20.0, 50.0, 46.18181818181818)","(1.28, 1.37, 1.368987341772152)"
08-01-2023 14:18:41.861595,"(13.0, 26.0, 24.695652173913043)","(3.7, 5.1, 5.024)","(41.0, 95.0, 94.0909090909091)","(20.0, 50.0, 42.69565217391305)","(1.28, 1.37, 1.368987341772152)"
08-01-2023 14:18:42.794738,"(13.0, 26.0, 24.64)","(3.7, 5.1, 5.023529411764706)","(41.0, 95.0, 94.0909090909091)","(20.0, 50.0, 42.69565217391305)","(1.28, 1.37, 1.3691111111111112)"
08-01-2023 14:18:43.631735,"(13.0, 26.0, 24.64)","(3.7, 5.1, 4.958181818181818)","(41.0, 95.0, 93.33333333333333)","(20.0, 50.0, 38.54545454545455)","(1.28, 1.37, 1.368864864864865)"
08-01-2023 14:18:44.478748,"(13.0, 25.0, 24.571428571428573)","(3.7, 5.0, 4.961111111111111)","(41.0, 95.0, 94.0909090909091)","(20.0, 50.0, 38.54545454545455)","(1.28, 1.38, 1.3769565217391304)"
08-01-2023 14:18:45.411054,"(13.0, 25.0, 24.333333333333332)","(3.7, 5.0, 4.957894736842105)","(41.0, 95.0, 93.33333333333333)","(20.0, 50.0, 38.54545454545455)","(1.28, 1.38, 1.3769565217391304)"
08-01-2023 14:18:46.286904,"(13.0, 25.0, 24.27777777777778)","(3.7, 5.0, 4.944444444444445)","(41.0, 95.0, 94.16666666666667)","(20.0, 50.0, 43.28)","(1.28, 1.38, 1.3779)"
08-01-2023 14:18:47.149187,"(13.0, 25.0, 24.208333333333332)","(3.7, 5.0, 4.966666666666667)","(41.0, 95.0, 94.16666666666667)","(20.0, 50.0, 42.69565217391305)","(1.28, 1.38, 1.378780487804878)"
08-01-2023 14:18:47.956881,"(13.0, 24.0, 23.529411764705884)","(3.7, 5.0, 4.958536585365854)","(41.0, 95.0, 94.16666666666667)","(20.0, 50.0, 43.23076923076923)","(1.28, 1.38, 1.378972602739726)"
08-01-2023 14:18:48.816583,"(13.0, 24.0, 23.416666666666668)","(3.7, 5.0, 4.958536585365854)","(41.0, 95.0, 94.16666666666667)","(20.0, 50.0, 42.666666666666664)","(1.28, 1.38, 1.378972602739726)"
08-01-2023 14:18:49.729311,"(13.0, 24.0, 23.294117647058822)","(3.7, 5.0, 4.955813953488372)","(41.0, 95.0, 94.16666666666667)","(20.0, 50.0, 43.23076923076923)","(1.28, 1.38, 1.3792105263157894)"
08-01-2023 14:18:50.537869,"(13.0, 24.0, 22.689655172413794)","(3.7, 5.0, 4.945283018867925)","(41.0, 95.0, 94.16666666666667)","(20.0, 50.0, 42.666666666666664)","(1.28, 1.38, 1.3792105263157894)"
08-01-2023 14:18:51.404823,"(13.0, 24.0, 23.033333333333335)","(3.7, 5.0, 4.944230769230769)","(41.0, 95.0, 94.54545454545455)","(20.0, 50.0, 42.666666666666664)","(1.28, 1.38, 1.3791071428571429)"
08-01-2023 14:18:52.325887,"(13.0, 24.0, 23.033333333333335)","(3.7, 5.0, 4.935897435897436)","(41.0, 120.0, 115.0)","(20.0, 48.0, 38.476190476190474)","(1.28, 1.39, 1.3829268292682926)"
08-01-2023 14:18:53.318286,"(13.0, 24.0, 23.033333333333335)","(3.7, 5.0, 4.9270270270270276)","(41.0, 120.0, 115.0)","(20.0, 48.0, 38.76923076923077)","(1.28, 1.39, 1.3829268292682926)"
08-01-2023 14:18:54.322205,"(13.0, 24.0, 23.033333333333335)","(3.7, 5.0, 4.9270270270270276)","(41.0, 120.0, 115.0)","(20.0, 48.0, 38.76923076923077)","(1.28, 1.39, 1.3829268292682926)"
08-01-2023 14:18:55.222378,"(13.0, 24.0, 23.033333333333335)","(3.7, 5.0, 4.945714285714286)","(41.0, 120.0, 115.0)","(20.0, 48.0, 42.285714285714285)","(1.28, 1.39, 1.3867777777777777)"
08-01-2023 14:18:56.193588,"(13.0, 24.0, 23.033333333333335)","(3.7, 5.0, 4.945714285714286)","(41.0, 120.0, 111.42857142857143)","(20.0, 48.0, 42.285714285714285)","(1.28, 1.39, 1.3867777777777777)"
08-01-2023 14:18:57.169211,"(13.0, 24.0, 23.033333333333335)","(3.7, 5.0, 4.945714285714286)","(41.0, 120.0, 111.42857142857143)","(20.0, 46.0, 37.92307692307692)","(1.28, 1.39, 1.3819444444444444)"
08-01-2023 14:18:58.068522,"(13.0, 24.0, 23.033333333333335)","(3.7, 5.0, 4.94)","(41.0, 120.0, 111.42857142857143)","(20.0, 46.0, 37.92307692307692)","(1.28, 1.39, 1.3870854271356783)"
08-01-2023 14:18:58.964012,"(13.0, 24.0, 23.033333333333335)","(3.7, 5.0, 4.94)","(41.0, 120.0, 111.42857142857143)","(20.0, 46.0, 37.92307692307692)","(1.28, 1.39, 1.3870854271356783)"
08-01-2023 14:18:59.913198,"(13.0, 24.0, 23.033333333333335)","(3.7, 5.0, 4.94)","(41.0, 120.0, 111.42857142857143)","(20.0, 46.0, 37.92307692307692)","(1.28, 1.39, 1.3870854271356783)"
08-01-2023 14:19:00.823833,"(13.0, 24.0, 23.033333333333335)","(3.7, 5.0, 4.94)","(41.0, 120.0, 111.42857142857143)","(20.0, 46.0, 37.92307692307692)","(1.28, 1.39, 1.3870854271356783)"
08-01-2023 14:19:01.663832,"(13.0, 24.0, 23.033333333333335)","(3.7, 5.0, 4.94)","(41.0, 120.0, 111.42857142857143)","(20.0, 44.0, 39.0)","(1.28, 1.39, 1.3870854271356783)"
08-01-2023 14:19:02.654986,"(13.0, 24.0, 23.033333333333335)","(3.7, 5.0, 4.948484848484848)","(41.0, 120.0, 111.42857142857143)","(20.0, 44.0, 38.666666666666664)","(1.28, 1.39, 1.3853398058252426)"
08-01-2023 14:19:03.526585,"(13.0, 24.0, 23.03448275862069)","(3.7, 5.1, 5.005263157894737)","(41.0, 120.0, 111.42857142857143)","(20.0, 42.0, 38.0)","(1.28, 1.39, 1.400095238095238)"
08-01-2023 14:19:04.475466,"(13.0, 25.0, 24.058823529411764)","(3.7, 4.9, 4.726923076923077)","(41.0, 130.0, 112.5)","(20.0, 44.0, 39.2)","(1.28, 1.41, 1.405505617977528)"
08-01-2023 14:19:05.404154,"(13.0, 28.0, 25.818181818181817)","(3.7, 4.8, 4.699999999999999)","(41.0, 130.0, 112.5)","(20.0, 44.0, 39.2)","(1.28, 1.41, 1.3969999999999998)"
08-01-2023 14:19:06.244799,"(13.0, 27.0, 26.75)","(3.7, 4.8, 4.746666666666667)","(41.0, 130.0, 103.75)","(20.0, 44.0, 39.2)","(1.28, 1.41, 1.3949586776859504)"
08-01-2023 14:19:07.109840,"(13.0, 28.0, 26.0)","(3.7, 4.7, 4.641666666666667)","(41.0, 130.0, 103.75)","(20.0, 44.0, 40.0)","(1.28, 1.41, 1.400574712643678)"
08-01-2023 14:19:08.024552,"(13.0, 28.0, 27.75)","(3.7, 4.6, 4.59047619047619)","(41.0, 130.0, 103.75)","(20.0, 44.0, 39.2)","(1.28, 1.41, 1.4013684210526316)"
08-01-2023 14:19:08.926610,"(13.0, 28.0, 26.736842105263158)","(3.7, 4.7, 4.635714285714286)","(41.0, 130.0, 118.33333333333333)","(20.0, 44.0, 40.0)","(1.28, 1.41, 1.400574712643678)"
08-01-2023 14:19:09.826230,"(13.0, 28.0, 26.833333333333332)","(3.7, 4.7, 4.633333333333334)","(41.0, 130.0, 118.33333333333333)","(20.0, 44.0, 39.2)","(1.28, 1.41, 1.400574712643678)"
08-01-2023 14:19:10.756305,"(13.0, 28.0, 26.434782608695652)","(3.7, 4.7, 4.633333333333334)","(41.0, 130.0, 118.33333333333333)","(20.0, 44.0, 40.0)","(1.28, 1.41, 1.4013684210526316)"
08-01-2023 14:19:11.655174,"(13.0, 28.0, 26.434782608695652)","(3.7, 4.6, 4.566666666666666)","(41.0, 130.0, 118.33333333333333)","(20.0, 44.0, 41.333333333333336)","(1.28, 1.41, 1.4016666666666666)"
08-01-2023 14:19:12.560088,"(13.0, 28.0, 26.5)","(3.7, 4.6, 4.5633333333333335)","(41.0, 130.0, 118.33333333333333)","(20.0, 44.0, 41.6)","(1.28, 1.41, 1.397017543859649)"
08-01-2023 14:19:13.492969,"(15.0, 28.0, 26.77777777777778)","(3.8, 4.7, 4.616666666666666)","(51.0, 130.0, 118.33333333333333)","(21.0, 44.0, 41.6)","(1.24, 1.4, 1.397017543859649)"
08-01-2023 14:19:14.424261,"(15.0, 28.0, 26.625)","(3.8, 4.7, 4.616666666666666)","(51.0, 130.0, 118.33333333333333)","(21.0, 44.0, 41.6)","(1.24, 1.4, 1.397017543859649)"
08-01-2023 14:19:15.291798,"(15.0, 28.0, 26.625)","(3.8, 4.7, 4.616666666666666)","(51.0, 130.0, 118.33333333333333)","(21.0, 44.0, 41.6)","(1.24, 1.4, 1.397017543859649)"
08-01-2023 14:19:16.147422,"(15.0, 28.0, 26.705882352941178)","(3.8, 4.7, 4.609090909090909)","(51.0, 130.0, 118.33333333333333)","(21.0, 60.0, 46.285714285714285)","(1.24, 1.4, 1.3951666666666667)"
08-01-2023 14:19:17.082246,"(15.0, 28.0, 26.705882352941178)","(3.8, 4.7, 4.609090909090909)","(51.0, 130.0, 118.33333333333333)","(21.0, 60.0, 44.666666666666664)","(1.24, 1.4, 1.3951666666666667)"
08-01-2023 14:19:18.002093,"(15.0, 28.0, 26.833333333333332)","(3.8, 4.7, 4.591891891891892)","(51.0, 130.0, 118.33333333333333)","(21.0, 60.0, 44.666666666666664)","(1.24, 1.4, 1.391470588235294)"
08-01-2023 14:19:18.857890,"(15.0, 30.0, 29.555555555555557)","(3.8, 4.7, 4.591891891891892)","(51.0, 130.0, 125.0)","(21.0, 60.0, 44.666666666666664)","(1.24, 1.4, 1.3879166666666665)"
08-01-2023 14:19:19.716589,"(15.0, 29.0, 27.470588235294116)","(3.8, 4.8, 4.684615384615384)","(51.0, 120.0, 115.45454545454545)","(21.0, 60.0, 48.25806451612903)","(1.24, 1.38, 1.378)"
08-01-2023 14:19:20.641218,"(15.0, 29.0, 27.347826086956523)","(3.8, 4.8, 4.751612903225807)","(51.0, 110.0, 107.27272727272727)","(21.0, 55.0, 53.75)","(1.24, 1.38, 1.3707142857142858)"
08-01-2023 14:19:21.629373,"(15.0, 29.0, 27.347826086956523)","(3.8, 4.9, 4.828571428571428)","(51.0, 110.0, 107.27272727272727)","(21.0, 55.0, 50.5)","(1.24, 1.38, 1.3652380952380954)"
08-01-2023 14:19:22.467552,"(15.0, 29.0, 27.32)","(3.8, 4.9, 4.885185185185185)","(51.0, 110.0, 107.27272727272727)","(21.0, 55.0, 50.5)","(1.24, 1.37, 1.3646774193548388)"
08-01-2023 14:19:23.321993,"(15.0, 29.0, 27.32)","(3.8, 4.9, 4.891304347826087)","(51.0, 110.0, 107.27272727272727)","(21.0, 55.0, 52.0)","(1.24, 1.37, 1.3646774193548388)"
08-01-2023 14:19:24.236165,"(15.0, 29.0, 27.32)","(3.8, 4.9, 4.884)","(51.0, 110.0, 107.27272727272727)","(21.0, 55.0, 52.0)","(1.24, 1.37, 1.3661176470588237)"
08-01-2023 14:19:25.207411,"(15.0, 29.0, 27.32)","(3.8, 4.9, 4.884)","(51.0, 110.0, 107.27272727272727)","(21.0, 55.0, 52.0)","(1.24, 1.37, 1.3661176470588237)"
08-01-2023 14:19:26.113763,"(15.0, 29.0, 27.32)","(3.8, 4.9, 4.884)","(51.0, 110.0, 107.27272727272727)","(21.0, 55.0, 50.0)","(1.24, 1.37, 1.3661176470588237)"
08-01-2023 14:19:26.976935,"(15.0, 29.0, 27.32)","(3.8, 4.9, 4.886206896551724)","(51.0, 110.0, 107.27272727272727)","(21.0, 55.0, 48.57142857142857)","(1.24, 1.37, 1.3661176470588237)"
08-01-2023 14:19:27.901411,"(15.0, 29.0, 27.32)","(3.8, 4.9, 4.886206896551724)","(51.0, 110.0, 107.27272727272727)","(21.0, 55.0, 51.5)","(1.24, 1.37, 1.3661176470588237)"
08-01-2023 14:19:28.723458,"(15.0, 29.0, 27.32)","(3.8, 4.9, 4.893103448275863)","(51.0, 130.0, 126.81818181818181)","(21.0, 55.0, 52.666666666666664)","(1.24, 1.37, 1.3656578947368423)"
08-01-2023 14:19:29.581574,"(15.0, 29.0, 27.32)","(3.8, 5.0, 4.884507042253521)","(51.0, 130.0, 126.81818181818181)","(21.0, 55.0, 49.75)","(1.24, 1.37, 1.364246575342466)"
08-01-2023 14:19:30.485982,"(15.0, 29.0, 27.32)","(3.8, 5.0, 4.884507042253521)","(51.0, 130.0, 126.81818181818181)","(21.0, 55.0, 49.75)","(1.24, 1.37, 1.364246575342466)"
08-01-2023 14:19:31.397180,"(15.0, 29.0, 27.32)","(3.8, 5.0, 4.884507042253521)","(51.0, 130.0, 126.81818181818181)","(21.0, 55.0, 49.75)","(1.24, 1.37, 1.364246575342466)"
08-01-2023 14:19:32.236464,"(15.0, 29.0, 27.470588235294116)","(3.8, 4.9, 4.873170731707317)","(51.0, 130.0, 126.81818181818181)","(21.0, 55.0, 53.125)","(1.24, 1.37, 1.3668269230769232)"
08-01-2023 14:19:33.063952,"(15.0, 29.0, 27.470588235294116)","(3.8, 4.9, 4.868292682926829)","(51.0, 130.0, 126.81818181818181)","(21.0, 55.0, 53.125)","(1.24, 1.37, 1.3662162162162164)"
08-01-2023 14:19:34.065733,"(15.0, 29.0, 27.58823529411765)","(3.8, 4.9, 4.86578947368421)","(51.0, 130.0, 126.81818181818181)","(21.0, 55.0, 52.375)","(1.24, 1.37, 1.3665573770491803)"
08-01-2023 14:19:35.060786,"(15.0, 29.0, 27.58823529411765)","(3.8, 4.9, 4.8566666666666665)","(51.0, 130.0, 126.81818181818181)","(21.0, 55.0, 52.3)","(1.24, 1.37, 1.3665573770491803)"
08-01-2023 14:19:35.955369,"(15.0, 29.0, 27.58823529411765)","(3.8, 4.9, 4.8566666666666665)","(51.0, 130.0, 126.81818181818181)","(21.0, 55.0, 53.0)","(1.24, 1.37, 1.3598076923076925)"
08-01-2023 14:19:36.967584,"(15.0, 29.0, 28.428571428571427)","(3.8, 5.0, 4.905263157894737)","(51.0, 120.0, 115.83333333333334)","(21.0, 55.0, 53.25)","(1.24, 1.36, 1.3618840579710145)"
08-01-2023 14:19:37.925013,"(15.0, 29.0, 27.533333333333335)","(3.8, 5.0, 4.9185185185185185)","(51.0, 120.0, 115.83333333333334)","(21.0, 55.0, 51.666666666666664)","(1.24, 1.37, 1.368041958041958)"
08-01-2023 14:19:38.962583,"(15.0, 29.0, 27.533333333333335)","(3.8, 4.9, 4.8428571428571425)","(51.0, 120.0, 112.85714285714286)","(21.0, 55.0, 51.666666666666664)","(1.24, 1.37, 1.368041958041958)"
08-01-2023 14:19:39.983319,"(15.0, 29.0, 27.625)","(3.8, 4.9, 4.8428571428571425)","(51.0, 120.0, 104.0)","(21.0, 55.0, 51.666666666666664)","(1.24, 1.37, 1.3691666666666669)"
08-01-2023 14:19:40.911109,"(15.0, 29.0, 27.625)","(3.8, 4.9, 4.7926829268292686)","(51.0, 120.0, 104.0)","(21.0, 55.0, 51.666666666666664)","(1.24, 1.37, 1.3712820512820514)"
08-01-2023 14:19:41.788740,"(15.0, 29.0, 27.625)","(3.8, 4.9, 4.810204081632653)","(51.0, 120.0, 104.0)","(21.0, 55.0, 51.666666666666664)","(1.24, 1.38, 1.3712820512820514)"
08-01-2023 14:19:42.842234,"(15.0, 29.0, 27.533333333333335)","(3.8, 4.9, 4.810204081632653)","(51.0, 120.0, 110.0)","(21.0, 55.0, 53.333333333333336)","(1.24, 1.38, 1.376862745098039)"
