,Alta Billy,Southbound Train Nz,Uncle Jay,Selsey Bill Nz,Our Money Rocks,Red Reactor Nz,Carlo Gambino Nz,Father Bob,Soho Sinatra,Blue Chip Delight Nz
07-01-2023 17:15:56.490804,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:15:57.846041,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:15:59.239881,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:00.625412,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:01.852121,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:03.092288,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:04.270532,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:05.537523,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:06.843347,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:08.194499,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:09.464381,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:10.810080,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:12.139250,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:13.400552,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:14.642176,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 9.933333333333334)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:15.867169,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 10.857142857142858)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:17.084652,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 10.857142857142858)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:18.367633,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 10.857142857142858)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:19.527202,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 10.857142857142858)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:20.735926,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 10.857142857142858)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:22.035183,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 22.357142857142858)","(26.0, 99999, 99990)","(7.5, 11.5, 10.857142857142858)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.421428571428571)","(5.5, 99999, 99990)"
07-01-2023 17:16:23.375826,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 10.857142857142858)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:24.767518,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 10.857142857142858)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:26.025790,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 10.857142857142858)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:27.323322,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 10.857142857142858)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:28.576163,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 10.857142857142858)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:29.858478,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 10.857142857142858)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:31.162555,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 10.857142857142858)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:32.432758,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 11.09090909090909)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:33.727020,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 11.09090909090909)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:34.972915,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 11.09090909090909)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:36.248232,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 11.09090909090909)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:37.566670,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 11.09090909090909)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:38.846369,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 11.09090909090909)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:40.241754,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 11.09090909090909)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:41.631700,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 21.8)","(26.0, 99999, 99990)","(7.5, 11.5, 11.09090909090909)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:42.982693,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 11.09090909090909)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:44.416958,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:45.845682,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:47.250551,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:48.689694,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:50.072345,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:51.420179,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:52.835596,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:54.169071,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:55.513589,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:56.787548,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:58.056181,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:16:59.313180,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:00.637171,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:02.024258,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:03.405211,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:04.779014,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:06.128175,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:07.523475,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:08.903091,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:10.219514,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:11.486075,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:12.698848,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:13.953688,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:15.229680,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:16.535128,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:17.854114,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:19.196833,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:20.552548,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:21.986754,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:23.398421,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:24.771382,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:26.068282,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:27.364458,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:28.626733,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:29.884633,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:31.226356,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:32.595878,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:34.585047,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
07-01-2023 17:17:36.249357,"(9.0, 17.0, 11.3)","(51.0, 99999, 99990)","(13.0, 24.0, 18.75)","(26.0, 99999, 99990)","(7.5, 11.5, 10.066666666666666)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.0, 9.6, 8.914285714285715)","(3.5, 6.6, 4.905555555555555)","(5.5, 99999, 99990)"
