,Two Bit Kid,Franco,Likeable,Torontotoro,Black Candy,My Buddy B
14-12-2022 12:32:21.582130,"(4.8, 5.4, 5.306896551724138)","(19.0, 40.0, 32.27272727272727)","(8.5, 11.0, 10.774193548387096)","(3.3, 3.9, 3.8559055118110237)","(41.0, 230.0, 216.95652173913044)","(2.1, 2.42, 2.3875675675675674)"
14-12-2022 12:32:22.635533,"(4.8, 5.4, 5.306896551724138)","(19.0, 40.0, 32.27272727272727)","(8.5, 11.0, 10.923076923076923)","(3.3, 3.9, 3.8559055118110237)","(41.0, 230.0, 207.82608695652175)","(2.1, 2.42, 2.3875675675675674)"
14-12-2022 12:32:23.736705,"(4.8, 5.4, 5.306896551724138)","(19.0, 40.0, 32.27272727272727)","(8.5, 11.0, 10.923076923076923)","(3.3, 3.9, 3.8559055118110237)","(41.0, 220.0, 207.82608695652175)","(2.1, 2.42, 2.3809756097560975)"
14-12-2022 12:32:24.818242,"(4.8, 5.4, 5.306896551724138)","(19.0, 40.0, 32.27272727272727)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.827272727272727)","(41.0, 220.0, 195.55555555555554)","(2.1, 2.42, 2.3648275862068964)"
14-12-2022 12:32:25.978735,"(4.8, 5.4, 5.306896551724138)","(19.0, 40.0, 32.94117647058823)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.827272727272727)","(41.0, 210.0, 195.55555555555554)","(2.1, 2.42, 2.3648275862068964)"
14-12-2022 12:32:27.029151,"(4.8, 5.4, 5.306896551724138)","(19.0, 40.0, 32.94117647058823)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.827272727272727)","(41.0, 210.0, 176.0)","(2.1, 2.42, 2.3648275862068964)"
14-12-2022 12:32:28.031269,"(4.8, 5.4, 5.306896551724138)","(19.0, 40.0, 32.94117647058823)","(8.5, 11.0, 10.923076923076923)","(3.3, 3.9, 3.8065217391304347)","(41.0, 200.0, 176.0)","(2.1, 2.42, 2.3648275862068964)"
14-12-2022 12:32:29.058502,"(4.8, 5.4, 5.306896551724138)","(19.0, 40.0, 32.94117647058823)","(8.5, 11.0, 10.923076923076923)","(3.3, 3.9, 3.8065217391304347)","(41.0, 200.0, 176.0)","(2.1, 2.42, 2.3648275862068964)"
14-12-2022 12:32:30.097828,"(4.8, 5.4, 5.306896551724138)","(19.0, 40.0, 32.94117647058823)","(8.5, 11.0, 10.923076923076923)","(3.3, 3.9, 3.8065217391304347)","(41.0, 200.0, 177.77777777777777)","(2.1, 2.42, 2.363076923076923)"
14-12-2022 12:32:31.208975,"(4.8, 5.4, 5.306896551724138)","(19.0, 40.0, 36.4)","(8.5, 11.0, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 190.0, 160.0)","(2.1, 2.4, 2.375384615384615)"
14-12-2022 12:32:32.550361,"(4.8, 5.4, 5.275609756097561)","(19.0, 40.0, 36.4)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 180.0, 160.0)","(2.1, 2.4, 2.375384615384615)"
14-12-2022 12:32:33.794173,"(4.8, 5.3, 5.275609756097561)","(19.0, 40.0, 36.4)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 180.0, 160.0)","(2.1, 2.4, 2.38987012987013)"
14-12-2022 12:32:35.131221,"(4.8, 5.3, 5.275609756097561)","(19.0, 40.0, 36.4)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 180.0, 160.0)","(2.1, 2.42, 2.38987012987013)"
14-12-2022 12:32:36.331544,"(4.8, 5.4, 5.3319148936170215)","(19.0, 40.0, 38.36363636363636)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 180.0, 170.0)","(2.1, 2.42, 2.3762264150943393)"
14-12-2022 12:32:37.549970,"(4.8, 5.4, 5.3319148936170215)","(19.0, 40.0, 38.36363636363636)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 180.0, 157.14285714285714)","(2.1, 2.42, 2.3762264150943393)"
14-12-2022 12:32:38.654543,"(4.8, 5.4, 5.3319148936170215)","(19.0, 40.0, 38.36363636363636)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 170.0, 157.14285714285714)","(2.1, 2.42, 2.3762264150943393)"
14-12-2022 12:32:39.974215,"(4.8, 5.4, 5.260869565217392)","(19.0, 40.0, 38.36363636363636)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 150.0, 118.0)","(2.1, 2.42, 2.3762264150943393)"
14-12-2022 12:32:41.326172,"(4.8, 5.4, 5.260869565217392)","(19.0, 40.0, 38.5)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 140.0, 118.0)","(2.1, 2.42, 2.3762264150943393)"
14-12-2022 12:32:42.524505,"(4.8, 5.4, 5.260869565217392)","(19.0, 40.0, 38.5)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 140.0, 112.0)","(2.1, 2.42, 2.3762264150943393)"
14-12-2022 12:32:43.823352,"(4.8, 5.4, 5.260869565217392)","(19.0, 40.0, 38.5)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 130.0, 112.0)","(2.1, 2.42, 2.3762264150943393)"
14-12-2022 12:32:45.015979,"(4.8, 5.4, 5.260869565217392)","(19.0, 40.0, 38.5)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 130.0, 113.0)","(2.1, 2.42, 2.3726530612244896)"
14-12-2022 12:32:46.116435,"(4.8, 5.4, 5.293333333333334)","(19.0, 40.0, 38.5)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 120.0, 113.0)","(2.1, 2.42, 2.3726530612244896)"
14-12-2022 12:32:47.320019,"(4.8, 5.4, 5.293333333333334)","(19.0, 40.0, 38.5)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 120.0, 105.0)","(2.1, 2.42, 2.3726530612244896)"
14-12-2022 12:32:48.517228,"(4.8, 5.4, 5.293333333333334)","(19.0, 40.0, 38.5)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 110.0, 105.0)","(2.1, 2.42, 2.3726530612244896)"
14-12-2022 12:32:49.711127,"(4.8, 5.4, 5.293333333333334)","(19.0, 40.0, 35.5)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.8065217391304347)","(41.0, 110.0, 97.0)","(2.1, 2.42, 2.3726530612244896)"
14-12-2022 12:32:50.897559,"(4.8, 5.4, 5.293333333333334)","(19.0, 40.0, 37.6)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.816504854368932)","(41.0, 100.0, 95.71428571428571)","(2.1, 2.42, 2.3726530612244896)"
14-12-2022 12:32:51.930275,"(4.8, 5.4, 5.293333333333334)","(19.0, 40.0, 37.6)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.816504854368932)","(41.0, 100.0, 95.71428571428571)","(2.1, 2.42, 2.3726530612244896)"
14-12-2022 12:32:53.132825,"(4.8, 5.4, 5.293333333333334)","(19.0, 40.0, 37.6)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.816504854368932)","(41.0, 100.0, 95.71428571428571)","(2.1, 2.42, 2.3726530612244896)"
14-12-2022 12:32:54.232828,"(4.8, 5.4, 5.293333333333334)","(19.0, 40.0, 37.6)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.816504854368932)","(41.0, 100.0, 95.71428571428571)","(2.1, 2.42, 2.3726530612244896)"
14-12-2022 12:32:55.409160,"(4.8, 5.4, 5.293333333333334)","(19.0, 40.0, 37.6)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.816504854368932)","(41.0, 95.0, 91.66666666666667)","(2.1, 2.42, 2.3726530612244896)"
14-12-2022 12:32:56.669065,"(4.8, 5.4, 5.293333333333334)","(19.0, 40.0, 35.733333333333334)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.782191780821918)","(41.0, 110.0, 105.23809523809524)","(2.1, 2.42, 2.3726530612244896)"
14-12-2022 12:32:57.833556,"(4.8, 5.4, 5.293333333333334)","(19.0, 40.0, 35.733333333333334)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.782191780821918)","(41.0, 110.0, 105.23809523809524)","(2.1, 2.42, 2.3726530612244896)"
14-12-2022 12:32:59.060180,"(4.8, 5.4, 5.293333333333334)","(19.0, 40.0, 33.6)","(8.5, 11.5, 11.384615384615385)","(3.3, 3.9, 3.782191780821918)","(41.0, 100.0, 98.42105263157895)","(2.1, 2.42, 2.3726530612244896)"
14-12-2022 12:33:00.179148,"(4.6, 5.4, 5.293333333333334)","(19.0, 40.0, 33.6)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8065217391304347)","(41.0, 100.0, 98.42105263157895)","(2.05, 2.42, 2.3726530612244896)"
14-12-2022 12:33:01.222574,"(4.6, 5.4, 5.293333333333334)","(19.0, 40.0, 33.6)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8065217391304347)","(41.0, 100.0, 98.42105263157895)","(2.05, 2.42, 2.3726530612244896)"
14-12-2022 12:33:02.465954,"(4.6, 5.4, 5.293333333333334)","(19.0, 40.0, 33.6)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8065217391304347)","(41.0, 100.0, 106.66666666666667)","(2.05, 2.42, 2.3726530612244896)"
14-12-2022 12:33:03.658968,"(4.6, 5.4, 5.293333333333334)","(19.0, 40.0, 33.6)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8065217391304347)","(41.0, 110.0, 106.66666666666667)","(2.05, 2.42, 2.3971428571428572)"
14-12-2022 12:33:04.902749,"(4.6, 5.4, 5.293333333333334)","(19.0, 40.0, 33.6)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8065217391304347)","(41.0, 110.0, 106.55172413793103)","(2.05, 2.4, 2.3971428571428572)"
14-12-2022 12:33:06.191005,"(4.6, 5.4, 5.293333333333334)","(19.0, 40.0, 32.94117647058823)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8065217391304347)","(41.0, 110.0, 106.42857142857143)","(2.05, 2.4, 2.3971428571428572)"
14-12-2022 12:33:07.388315,"(4.6, 5.4, 5.293333333333334)","(19.0, 40.0, 32.94117647058823)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8065217391304347)","(41.0, 110.0, 106.42857142857143)","(2.05, 2.4, 2.3971428571428572)"
14-12-2022 12:33:08.646257,"(4.6, 5.4, 5.293333333333334)","(19.0, 40.0, 32.94117647058823)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8065217391304347)","(41.0, 110.0, 106.42857142857143)","(2.05, 2.4, 2.3971428571428572)"
14-12-2022 12:33:10.005659,"(4.6, 5.4, 5.293333333333334)","(19.0, 40.0, 32.94117647058823)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8065217391304347)","(41.0, 110.0, 106.42857142857143)","(2.05, 2.4, 2.3971428571428572)"
14-12-2022 12:33:11.253640,"(4.6, 5.4, 5.293333333333334)","(19.0, 40.0, 32.94117647058823)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8065217391304347)","(41.0, 110.0, 106.42857142857143)","(2.05, 2.4, 2.3971428571428572)"
14-12-2022 12:33:12.520510,"(4.6, 5.4, 5.20952380952381)","(19.0, 40.0, 32.94117647058823)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8096774193548386)","(41.0, 110.0, 106.42857142857143)","(2.05, 2.4, 2.3971428571428572)"
14-12-2022 12:33:13.697294,"(4.6, 5.4, 5.24)","(19.0, 40.0, 32.94117647058823)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8096774193548386)","(41.0, 110.0, 106.42857142857143)","(2.05, 2.4, 2.3971428571428572)"
14-12-2022 12:33:15.012669,"(4.6, 5.2, 5.045714285714286)","(19.0, 40.0, 32.72727272727273)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8096774193548386)","(41.0, 110.0, 104.73684210526315)","(2.05, 2.4, 2.393333333333333)"
14-12-2022 12:33:16.174516,"(4.6, 5.2, 5.05)","(19.0, 40.0, 34.54545454545455)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8096774193548386)","(41.0, 110.0, 104.73684210526315)","(2.05, 2.4, 2.393333333333333)"
14-12-2022 12:33:17.380919,"(4.6, 5.2, 5.05)","(19.0, 40.0, 32.72727272727273)","(9.0, 11.5, 11.384615384615385)","(3.2, 3.9, 3.8096774193548386)","(41.0, 110.0, 98.57142857142857)","(2.05, 2.4, 2.393333333333333)"
14-12-2022 12:33:18.619221,"(4.6, 5.2, 5.0285714285714285)","(19.0, 40.0, 32.72727272727273)","(9.0, 11.5, 11.2)","(3.2, 3.9, 3.8096774193548386)","(41.0, 110.0, 98.57142857142857)","(2.05, 2.4, 2.357297297297297)"
14-12-2022 12:33:19.791848,"(4.6, 5.2, 5.0285714285714285)","(19.0, 40.0, 32.72727272727273)","(9.0, 11.5, 11.2)","(3.2, 3.9, 3.8096774193548386)","(41.0, 110.0, 98.57142857142857)","(2.05, 2.42, 2.357297297297297)"
14-12-2022 12:33:21.074594,"(4.6, 5.2, 5.0285714285714285)","(19.0, 40.0, 32.72727272727273)","(9.0, 11.5, 11.2)","(3.2, 3.9, 3.8096774193548386)","(41.0, 110.0, 98.57142857142857)","(2.05, 2.42, 2.357297297297297)"
14-12-2022 12:33:22.244283,"(4.6, 5.3, 5.24)","(19.0, 40.0, 32.421052631578945)","(9.0, 12.0, 11.75)","(3.2, 3.9, 3.792307692307692)","(41.0, 110.0, 103.33333333333333)","(2.05, 2.42, 2.382978723404255)"
14-12-2022 12:33:23.598462,"(4.6, 5.4, 5.1230769230769235)","(19.0, 40.0, 31.818181818181817)","(9.0, 12.0, 11.894736842105264)","(3.2, 3.9, 3.792307692307692)","(41.0, 110.0, 103.33333333333333)","(2.05, 2.42, 2.406111111111111)"
14-12-2022 12:33:24.884194,"(4.6, 5.4, 5.256)","(19.0, 40.0, 31.818181818181817)","(9.0, 12.0, 11.5)","(3.2, 3.9, 3.792307692307692)","(41.0, 110.0, 103.33333333333333)","(2.05, 2.44, 2.3366666666666664)"
14-12-2022 12:33:26.461701,"(4.6, 5.4, 5.256)","(19.0, 40.0, 33.07692307692308)","(9.0, 12.0, 11.5)","(3.2, 3.9, 3.8096774193548386)","(41.0, 110.0, 107.77777777777777)","(2.05, 2.42, 2.3836363636363633)"
14-12-2022 12:33:27.773151,"(4.6, 5.4, 5.256)","(19.0, 40.0, 33.07692307692308)","(9.0, 12.0, 11.5)","(3.2, 3.9, 3.8096774193548386)","(41.0, 110.0, 107.77777777777777)","(2.05, 2.42, 2.413220338983051)"
14-12-2022 12:33:28.934931,"(4.6, 5.4, 5.256)","(19.0, 40.0, 33.07692307692308)","(9.0, 12.0, 11.833333333333334)","(3.2, 3.9, 3.870212765957447)","(41.0, 110.0, 107.77777777777777)","(2.05, 2.42, 2.413220338983051)"
14-12-2022 12:33:30.226548,"(4.6, 5.4, 5.256)","(19.0, 40.0, 33.07692307692308)","(9.0, 12.0, 11.833333333333334)","(3.2, 3.9, 3.870212765957447)","(41.0, 110.0, 107.77777777777777)","(2.05, 2.42, 2.413220338983051)"
14-12-2022 12:33:31.468084,"(4.6, 5.4, 5.256)","(19.0, 40.0, 29.2)","(9.0, 12.0, 11.91304347826087)","(3.2, 3.9, 3.870212765957447)","(41.0, 110.0, 107.77777777777777)","(2.05, 2.42, 2.3825)"
14-12-2022 12:33:32.644475,"(4.6, 5.4, 5.256)","(19.0, 40.0, 29.2)","(9.0, 12.0, 11.91304347826087)","(3.2, 3.9, 3.870212765957447)","(41.0, 110.0, 107.77777777777777)","(2.05, 2.42, 2.395)"
14-12-2022 12:33:33.799339,"(4.6, 5.4, 5.256)","(19.0, 40.0, 32.63157894736842)","(9.0, 12.0, 11.91304347826087)","(3.2, 3.9, 3.870212765957447)","(41.0, 110.0, 107.77777777777777)","(2.05, 2.42, 2.395)"
14-12-2022 12:33:34.976413,"(4.6, 5.4, 5.355555555555556)","(19.0, 40.0, 32.63157894736842)","(9.0, 12.0, 11.91304347826087)","(3.2, 3.9, 3.8540983606557377)","(41.0, 110.0, 109.0909090909091)","(2.05, 2.42, 2.395)"
14-12-2022 12:33:36.133094,"(4.6, 5.3, 5.1125)","(19.0, 40.0, 29.0)","(9.0, 12.0, 11.91304347826087)","(3.2, 3.9, 3.8540983606557377)","(41.0, 110.0, 408.3333333333333)","(2.05, 2.42, 2.395)"
14-12-2022 12:33:37.340864,"(4.6, 5.3, 5.1125)","(19.0, 40.0, 35.111111111111114)","(9.0, 12.0, 11.91304347826087)","(3.2, 3.9, 3.8540983606557377)","(41.0, 470.0, 408.3333333333333)","(2.05, 2.42, 2.395)"
14-12-2022 12:33:38.595663,"(4.6, 5.3, 5.1125)","(19.0, 40.0, 35.111111111111114)","(9.0, 12.0, 11.91304347826087)","(3.2, 3.9, 3.8540983606557377)","(41.0, 470.0, 436.3636363636363)","(2.05, 2.42, 2.395)"
14-12-2022 12:33:40.014663,"(4.6, 5.2, 5.184615384615385)","(19.0, 40.0, 35.111111111111114)","(9.0, 12.0, 11.818181818181818)","(3.2, 3.9, 3.8846153846153846)","(41.0, 470.0, 436.3636363636363)","(2.05, 2.42, 2.395)"
14-12-2022 12:33:41.216898,"(4.6, 5.2, 5.16)","(19.0, 40.0, 35.111111111111114)","(9.0, 12.0, 11.818181818181818)","(3.2, 3.9, 3.8846153846153846)","(41.0, 470.0, 436.3636363636363)","(2.05, 2.42, 2.395)"
14-12-2022 12:33:42.434964,"(4.6, 5.2, 5.16)","(19.0, 40.0, 35.111111111111114)","(9.0, 12.0, 11.818181818181818)","(3.2, 3.9, 3.8846153846153846)","(41.0, 470.0, 436.3636363636363)","(2.05, 2.42, 2.395)"
14-12-2022 12:33:43.590484,"(4.6, 5.2, 5.16)","(19.0, 40.0, 35.111111111111114)","(9.0, 12.0, 11.818181818181818)","(3.2, 3.9, 3.8846153846153846)","(41.0, 470.0, 436.3636363636363)","(2.05, 2.42, 2.395)"
14-12-2022 12:33:44.763390,"(4.6, 5.2, 5.16)","(19.0, 40.0, 38.22222222222222)","(9.0, 12.0, 11.818181818181818)","(3.2, 3.9, 3.8846153846153846)","(41.0, 470.0, 436.3636363636363)","(2.05, 2.42, 2.402)"
14-12-2022 12:33:45.951695,"(4.6, 5.3, 5.05)","(19.0, 40.0, 35.5)","(9.0, 12.5, 11.666666666666666)","(3.2, 3.9, 3.8846153846153846)","(41.0, 470.0, 448.2352941176471)","(2.05, 2.42, 2.4028571428571426)"
14-12-2022 12:33:47.401135,"(4.6, 5.3, 5.118181818181818)","(19.0, 40.0, 35.5)","(9.0, 12.5, 11.666666666666666)","(3.2, 3.9, 3.8846153846153846)","(41.0, 470.0, 410.0)","(2.05, 2.42, 2.395)"
14-12-2022 12:33:48.638581,"(4.6, 5.3, 5.118181818181818)","(19.0, 40.0, 35.5)","(9.0, 12.5, 11.666666666666666)","(3.2, 3.9, 3.8846153846153846)","(41.0, 470.0, 410.0)","(2.05, 2.42, 2.390285714285714)"
14-12-2022 12:33:49.858530,"(4.6, 5.3, 5.095121951219513)","(19.0, 40.0, 35.5)","(9.0, 12.5, 11.666666666666666)","(3.2, 3.9, 3.8625)","(41.0, 470.0, 410.0)","(2.05, 2.42, 2.390285714285714)"
14-12-2022 12:33:51.036213,"(4.6, 5.3, 5.095121951219513)","(19.0, 40.0, 35.5)","(9.0, 12.5, 11.666666666666666)","(3.2, 3.9, 3.8625)","(41.0, 470.0, 410.0)","(2.05, 2.42, 2.38)"
14-12-2022 12:33:52.203467,"(4.6, 5.3, 5.095121951219513)","(19.0, 40.0, 35.5)","(9.0, 12.5, 11.956521739130435)","(3.2, 3.9, 3.8625)","(41.0, 470.0, 410.0)","(2.05, 2.42, 2.3968421052631577)"
14-12-2022 12:33:53.412707,"(4.6, 5.3, 5.095121951219513)","(19.0, 40.0, 35.5)","(9.0, 12.5, 11.956521739130435)","(3.2, 3.9, 3.8625)","(41.0, 470.0, 410.0)","(2.05, 2.42, 2.3968421052631577)"
14-12-2022 12:33:54.560985,"(4.6, 5.3, 5.095121951219513)","(19.0, 40.0, 35.5)","(9.0, 12.5, 11.956521739130435)","(3.2, 3.9, 3.8625)","(41.0, 470.0, 410.0)","(2.05, 2.42, 2.3968421052631577)"
14-12-2022 12:33:55.823413,"(4.6, 5.3, 5.095121951219513)","(19.0, 40.0, 38.22222222222222)","(9.0, 12.5, 11.956521739130435)","(3.2, 3.9, 3.8625)","(41.0, 470.0, 450.0)","(2.05, 2.4, 2.387142857142857)"
14-12-2022 12:33:56.995401,"(4.6, 5.3, 5.095121951219513)","(19.0, 40.0, 29.263157894736842)","(9.0, 12.5, 11.956521739130435)","(3.2, 3.9, 3.8625)","(41.0, 470.0, 450.0)","(2.05, 2.4, 2.387142857142857)"
14-12-2022 12:33:58.206496,"(4.6, 5.3, 5.095121951219513)","(19.0, 40.0, 29.263157894736842)","(9.0, 12.5, 11.956521739130435)","(3.2, 3.9, 3.8625)","(41.0, 470.0, 450.0)","(2.05, 2.4, 2.387142857142857)"
14-12-2022 12:33:59.313497,"(4.4, 5.3, 5.095121951219513)","(19.0, 40.0, 29.263157894736842)","(9.0, 12.5, 11.956521739130435)","(3.2, 3.9, 3.8625)","(51.0, 470.0, 450.0)","(2.05, 2.4, 2.387142857142857)"
14-12-2022 12:34:00.465173,"(4.4, 5.3, 5.095121951219513)","(19.0, 40.0, 29.263157894736842)","(9.0, 12.5, 11.956521739130435)","(3.2, 3.9, 3.8625)","(51.0, 470.0, 450.0)","(2.05, 2.4, 2.394)"
14-12-2022 12:34:01.644163,"(4.4, 5.3, 5.095121951219513)","(19.0, 40.0, 29.263157894736842)","(9.0, 12.5, 11.956521739130435)","(3.2, 3.9, 3.8625)","(51.0, 470.0, 450.0)","(2.05, 2.4, 2.394)"
14-12-2022 12:34:02.866764,"(4.4, 5.3, 5.095121951219513)","(19.0, 40.0, 29.263157894736842)","(9.0, 12.5, 11.956521739130435)","(3.2, 3.9, 3.666891891891892)","(51.0, 470.0, 450.0)","(2.05, 2.4, 2.394)"
14-12-2022 12:34:04.186210,"(4.4, 5.3, 5.095121951219513)","(19.0, 40.0, 29.263157894736842)","(9.0, 12.5, 11.956521739130435)","(3.2, 3.9, 3.665243902439024)","(51.0, 470.0, 353.33333333333337)","(2.05, 2.4, 2.3666666666666667)"
14-12-2022 12:34:05.413721,"(4.4, 5.3, 5.095121951219513)","(19.0, 40.0, 34.0)","(9.0, 12.5, 11.785714285714285)","(3.2, 3.9, 3.7249999999999996)","(51.0, 470.0, 353.33333333333337)","(2.05, 2.38, 2.3596363636363633)"
14-12-2022 12:34:06.549416,"(4.4, 5.3, 5.095121951219513)","(19.0, 40.0, 30.4)","(9.0, 12.5, 11.785714285714285)","(3.2, 3.8, 3.7249999999999996)","(51.0, 470.0, 353.33333333333337)","(2.05, 2.38, 2.406285714285714)"
14-12-2022 12:34:07.751044,"(4.4, 5.3, 5.1090909090909085)","(19.0, 40.0, 32.0)","(9.0, 12.5, 11.785714285714285)","(3.2, 3.8, 3.7249999999999996)","(51.0, 470.0, 353.33333333333337)","(2.05, 2.42, 2.406285714285714)"
14-12-2022 12:34:09.051503,"(4.4, 5.3, 5.1090909090909085)","(19.0, 40.0, 32.0)","(9.0, 12.5, 11.785714285714285)","(3.2, 3.8, 3.7249999999999996)","(51.0, 470.0, 353.33333333333337)","(2.05, 2.42, 2.406285714285714)"
14-12-2022 12:34:10.424943,"(4.4, 5.3, 5.1090909090909085)","(19.0, 40.0, 33.06666666666666)","(9.0, 12.5, 12.065217391304348)","(3.2, 3.8, 3.7249999999999996)","(51.0, 470.0, 353.33333333333337)","(2.05, 2.42, 2.4058823529411764)"
14-12-2022 12:34:11.703436,"(4.4, 5.3, 5.1090909090909085)","(19.0, 40.0, 33.06666666666666)","(9.0, 12.5, 12.065217391304348)","(3.2, 3.8, 3.7951923076923073)","(51.0, 470.0, 419.0909090909091)","(2.05, 2.42, 2.410204081632653)"
14-12-2022 12:34:12.953177,"(4.4, 5.3, 5.09)","(19.0, 38.0, 34.666666666666664)","(9.0, 12.5, 12.023809523809524)","(3.2, 3.8, 3.7951923076923073)","(51.0, 450.0, 393.3333333333333)","(2.05, 2.42, 2.410204081632653)"
14-12-2022 12:34:14.326210,"(4.4, 5.3, 5.09)","(19.0, 38.0, 34.666666666666664)","(9.0, 12.5, 12.023809523809524)","(3.2, 3.8, 3.7951923076923073)","(51.0, 450.0, 393.3333333333333)","(2.05, 2.42, 2.410204081632653)"
14-12-2022 12:34:15.852993,"(4.4, 5.3, 5.09)","(19.0, 38.0, 36.8)","(9.0, 12.5, 12.023809523809524)","(3.2, 3.8, 3.76875)","(51.0, 450.0, 260.0)","(2.05, 2.42, 2.3628571428571425)"
14-12-2022 12:34:17.282914,"(4.4, 5.3, 4.934782608695652)","(19.0, 38.0, 36.8)","(9.0, 12.5, 11.428571428571429)","(3.2, 3.8, 3.76875)","(51.0, 440.0, 338.57142857142856)","(2.05, 2.42, 2.3628571428571425)"
14-12-2022 12:34:18.851478,"(4.4, 5.3, 5.0375)","(19.0, 38.0, 36.625)","(9.0, 12.5, 11.428571428571429)","(3.2, 3.8, 3.76875)","(51.0, 430.0, 243.33333333333334)","(2.05, 2.42, 2.3628571428571425)"
14-12-2022 12:34:20.233869,"(4.4, 5.3, 5.0375)","(19.0, 38.0, 36.625)","(9.0, 12.5, 11.428571428571429)","(3.2, 3.8, 3.76875)","(51.0, 430.0, 243.33333333333334)","(2.05, 2.42, 2.3628571428571425)"
14-12-2022 12:34:21.718052,"(4.4, 5.3, 5.0375)","(19.0, 38.0, 34.666666666666664)","(9.0, 12.5, 11.428571428571429)","(3.2, 3.8, 3.76875)","(51.0, 430.0, 303.75)","(2.05, 2.42, 2.3628571428571425)"
14-12-2022 12:34:22.930414,"(4.4, 5.3, 5.0375)","(19.0, 38.0, 34.666666666666664)","(9.0, 12.5, 11.428571428571429)","(3.2, 3.8, 3.76875)","(51.0, 420.0, 303.75)","(2.05, 2.42, 2.3628571428571425)"
14-12-2022 12:34:24.128762,"(4.4, 5.3, 5.0375)","(19.0, 38.0, 34.666666666666664)","(9.0, 12.5, 11.428571428571429)","(3.2, 3.8, 3.7893617021276595)","(51.0, 420.0, 324.2857142857143)","(2.05, 2.42, 2.3628571428571425)"
14-12-2022 12:34:25.619770,"(4.4, 5.3, 5.045454545454546)","(19.0, 38.0, 34.333333333333336)","(9.0, 11.5, 11.153846153846153)","(3.2, 3.9, 3.775675675675676)","(51.0, 400.0, 362.0)","(2.05, 2.42, 2.4023529411764706)"
14-12-2022 12:34:27.030764,"(4.4, 5.3, 5.118181818181818)","(19.0, 38.0, 34.333333333333336)","(9.0, 11.5, 11.153846153846153)","(3.2, 3.9, 3.775675675675676)","(51.0, 390.0, 330.90909090909093)","(2.05, 2.42, 2.4023529411764706)"
14-12-2022 12:34:28.356895,"(4.4, 5.3, 5.152631578947369)","(19.0, 38.0, 34.333333333333336)","(9.0, 11.5, 10.877777777777778)","(3.2, 3.9, 3.775675675675676)","(51.0, 380.0, 330.90909090909093)","(2.05, 2.42, 2.4023529411764706)"
