,Double Standards,Frozen Jewel,Kalypso Sam,Shes An Artist,Switchem All In,Preachers Daughter,Llanfair Llewellan,Rusty Mccool
11-01-2023 20:23:24.714159,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:26.124275,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:27.491975,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:28.890143,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:30.430641,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:31.893346,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:33.509406,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:35.026347,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:36.394401,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:37.745515,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:39.056807,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:40.340171,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:41.637426,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:42.924496,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 194.28571428571428)","(61.0, 220.0, 177.14285714285714)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:44.223349,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:45.731487,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:47.341851,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:48.617717,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:49.891190,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:51.216424,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:52.514557,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:53.836825,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:55.106760,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:56.336830,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:57.602263,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:23:58.842304,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:00.095991,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:01.426949,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:02.716391,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:04.005608,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:05.281151,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:06.513491,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:07.754234,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:09.042493,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:10.297025,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:11.615907,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:12.845306,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:14.045211,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:15.263787,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:16.475901,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:17.668030,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:18.798584,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:19.910521,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:21.037639,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:22.108992,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:23.188572,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:24.349536,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:25.530668,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:26.780790,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:28.117530,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:29.316490,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:30.664297,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:31.968496,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:33.007135,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:34.094322,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:35.267235,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:36.462972,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:37.722571,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:38.899416,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:40.068958,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:41.275146,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:42.489852,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:43.639312,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:44.755843,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:45.845441,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:46.934619,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:48.055261,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:49.163288,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
11-01-2023 20:24:50.307898,"(3.6, 7.4, 4.6)","(2.1, 3.95, 2.7833333333333337)","(12.0, 22.0, 18.8)","(101.0, 220.0, 202.0)","(61.0, 220.0, 192.72727272727275)","(6.0, 10.0, 7.333333333333333)","(101.0, 220.0, 166.66666666666666)","(3.4, 6.0, 4.3)"
