,Double Standards,Frozen Jewel,Kalypso Sam,Shes An Artist,Switchem All In,Preachers Daughter,Llanfair Llewellan,Rusty Mccool
11-01-2023 20:31:38.496523,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.5277777777777777)","(10.0, 13.0, 12.428571428571429)","(101.0, 220.0, 157.5)","(71.0, 230.0, 155.83333333333334)","(6.0, 7.2, 6.8307692307692305)","(101.0, 220.0, 157.5)","(3.4, 4.6, 4.511111111111111)"
11-01-2023 20:31:39.816094,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.5277777777777777)","(10.0, 13.0, 11.666666666666666)","(101.0, 220.0, 157.5)","(71.0, 210.0, 146.0)","(6.0, 7.2, 6.8307692307692305)","(101.0, 220.0, 157.5)","(3.4, 4.6, 4.4222222222222225)"
11-01-2023 20:31:41.115907,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.5277777777777777)","(10.0, 13.0, 11.666666666666666)","(101.0, 220.0, 195.0)","(71.0, 190.0, 147.5)","(6.0, 7.2, 7.0)","(101.0, 220.0, 195.0)","(3.4, 4.5, 4.333333333333334)"
11-01-2023 20:31:42.622805,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.5277777777777777)","(10.0, 13.0, 11.666666666666666)","(101.0, 220.0, 202.5)","(71.0, 170.0, 147.5)","(6.0, 7.2, 7.0)","(101.0, 220.0, 202.5)","(3.4, 4.4, 4.300000000000001)"
11-01-2023 20:31:44.108688,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.5277777777777777)","(10.0, 13.0, 11.666666666666666)","(101.0, 230.0, 202.5)","(71.0, 170.0, 140.0)","(6.0, 7.2, 7.0)","(101.0, 230.0, 200.0)","(3.4, 4.4, 4.300000000000001)"
11-01-2023 20:31:45.508035,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.5277777777777777)","(10.0, 13.0, 11.666666666666666)","(101.0, 230.0, 202.5)","(71.0, 180.0, 140.0)","(6.0, 7.2, 7.0)","(101.0, 230.0, 210.0)","(3.4, 4.4, 4.300000000000001)"
11-01-2023 20:31:46.772844,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.4954545454545456)","(10.0, 13.0, 11.666666666666666)","(101.0, 230.0, 180.0)","(71.0, 180.0, 132.5)","(6.0, 7.2, 7.0)","(101.0, 230.0, 188.57142857142856)","(3.4, 4.4, 4.125)"
11-01-2023 20:31:48.065771,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.4954545454545456)","(10.0, 13.0, 11.666666666666666)","(101.0, 220.0, 180.0)","(71.0, 180.0, 122.5)","(6.0, 7.2, 7.0)","(101.0, 220.0, 188.57142857142856)","(3.4, 4.4, 4.125)"
11-01-2023 20:31:49.420008,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.4954545454545456)","(10.0, 13.0, 11.666666666666666)","(101.0, 220.0, 180.0)","(71.0, 160.0, 122.5)","(6.0, 7.2, 7.0)","(101.0, 220.0, 188.57142857142856)","(3.4, 4.4, 4.125)"
11-01-2023 20:31:50.900134,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.5633333333333335)","(10.0, 13.0, 11.666666666666666)","(101.0, 220.0, 180.0)","(71.0, 160.0, 122.5)","(6.0, 7.2, 7.0)","(101.0, 220.0, 188.57142857142856)","(3.4, 4.4, 4.125)"
11-01-2023 20:31:52.255366,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.5633333333333335)","(10.0, 13.0, 11.75)","(101.0, 220.0, 180.0)","(71.0, 160.0, 122.5)","(6.0, 7.2, 7.0)","(101.0, 220.0, 185.71428571428572)","(3.4, 4.4, 4.125)"
11-01-2023 20:31:53.968762,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.5633333333333335)","(10.0, 13.0, 11.75)","(101.0, 220.0, 180.0)","(71.0, 160.0, 122.5)","(6.0, 7.2, 7.013333333333334)","(101.0, 220.0, 176.0)","(3.4, 4.4, 4.125)"
11-01-2023 20:31:55.606599,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.5633333333333335)","(10.0, 13.0, 11.75)","(101.0, 220.0, 180.0)","(71.0, 220.0, 139.0)","(6.0, 7.2, 7.013333333333334)","(101.0, 220.0, 176.0)","(3.4, 4.4, 4.125)"
11-01-2023 20:31:57.030118,"(4.0, 5.3, 4.8)","(2.15, 3.75, 3.6300000000000003)","(10.0, 13.0, 11.75)","(101.0, 220.0, 180.0)","(71.0, 220.0, 139.0)","(6.0, 7.2, 7.075)","(101.0, 220.0, 176.0)","(3.4, 4.4, 4.075)"
11-01-2023 20:31:58.511048,"(4.0, 5.3, 4.8)","(2.15, 3.7, 3.5633333333333335)","(10.0, 13.0, 11.75)","(101.0, 220.0, 180.0)","(71.0, 220.0, 147.5)","(6.0, 7.6, 7.142857142857143)","(101.0, 220.0, 176.0)","(3.4, 4.3, 4.125)"
11-01-2023 20:31:59.937319,"(4.0, 5.3, 4.8)","(2.2, 3.75, 3.5633333333333335)","(9.0, 13.0, 11.75)","(101.0, 220.0, 180.0)","(71.0, 210.0, 131.0)","(6.0, 7.4, 7.236363636363636)","(101.0, 220.0, 176.0)","(3.5, 4.4, 4.125)"
11-01-2023 20:32:01.292615,"(4.0, 5.3, 4.8)","(2.2, 3.75, 3.6300000000000003)","(9.0, 13.0, 11.75)","(101.0, 220.0, 180.0)","(71.0, 200.0, 131.0)","(6.0, 7.4, 7.236363636363636)","(101.0, 220.0, 176.0)","(3.5, 4.4, 4.15)"
11-01-2023 20:32:02.527772,"(4.0, 5.3, 4.8)","(2.2, 3.7, 3.6300000000000003)","(9.0, 13.0, 11.75)","(101.0, 220.0, 180.0)","(71.0, 200.0, 146.0)","(6.0, 7.4, 7.236363636363636)","(101.0, 220.0, 176.0)","(3.5, 4.4, 4.15)"
11-01-2023 20:32:03.800429,"(4.0, 5.3, 4.8)","(2.2, 3.7, 3.6300000000000003)","(9.0, 13.0, 11.75)","(101.0, 220.0, 180.0)","(71.0, 200.0, 146.0)","(6.0, 7.4, 7.236363636363636)","(101.0, 220.0, 176.0)","(3.5, 4.4, 4.15)"
11-01-2023 20:32:05.069633,"(4.0, 5.3, 4.966666666666667)","(2.2, 3.7, 3.6300000000000003)","(9.0, 13.0, 11.75)","(101.0, 220.0, 180.0)","(71.0, 200.0, 146.0)","(6.0, 7.4, 7.236363636363636)","(101.0, 220.0, 176.0)","(3.5, 4.4, 4.15)"
11-01-2023 20:32:06.343332,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.7, 3.6300000000000003)","(9.0, 13.0, 11.75)","(101.0, 220.0, 180.0)","(71.0, 200.0, 146.0)","(6.0, 7.4, 7.236363636363636)","(101.0, 220.0, 176.0)","(3.5, 4.4, 4.15)"
11-01-2023 20:32:07.697250,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.7, 3.6300000000000003)","(9.0, 13.0, 12.529411764705882)","(101.0, 220.0, 180.0)","(71.0, 200.0, 146.0)","(6.0, 7.4, 7.236363636363636)","(101.0, 220.0, 176.0)","(3.5, 4.4, 4.15)"
11-01-2023 20:32:08.987171,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.7, 3.6300000000000003)","(9.0, 13.0, 12.529411764705882)","(101.0, 220.0, 180.0)","(71.0, 200.0, 146.0)","(6.0, 7.4, 7.236363636363636)","(101.0, 220.0, 176.0)","(3.5, 4.4, 4.15)"
11-01-2023 20:32:10.344806,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.7, 3.6300000000000003)","(9.0, 13.0, 12.529411764705882)","(101.0, 220.0, 180.0)","(71.0, 200.0, 155.0)","(6.0, 7.4, 7.236363636363636)","(101.0, 220.0, 176.0)","(3.5, 4.4, 4.15)"
11-01-2023 20:32:11.633371,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.7, 3.6300000000000003)","(9.0, 13.0, 12.428571428571429)","(101.0, 220.0, 180.0)","(71.0, 200.0, 155.0)","(6.0, 7.4, 7.236363636363636)","(101.0, 220.0, 176.0)","(3.5, 4.4, 4.15)"
11-01-2023 20:32:12.877223,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.7, 3.6300000000000003)","(9.0, 13.0, 12.428571428571429)","(101.0, 220.0, 180.0)","(71.0, 200.0, 155.0)","(6.0, 7.4, 7.236363636363636)","(101.0, 220.0, 176.0)","(3.5, 4.4, 4.15)"
11-01-2023 20:32:14.211068,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.7, 3.6300000000000003)","(9.0, 13.0, 12.428571428571429)","(101.0, 220.0, 180.0)","(71.0, 200.0, 155.0)","(6.0, 7.4, 7.236363636363636)","(101.0, 220.0, 176.0)","(3.5, 4.4, 4.15)"
11-01-2023 20:32:15.479222,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.7, 3.6300000000000003)","(9.0, 13.0, 12.428571428571429)","(101.0, 220.0, 180.0)","(71.0, 200.0, 155.0)","(6.0, 7.4, 6.413636363636364)","(101.0, 220.0, 176.0)","(3.5, 4.4, 4.25)"
11-01-2023 20:32:16.718437,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.5961538461538463)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(71.0, 200.0, 135.0)","(6.0, 6.8, 6.76)","(101.0, 220.0, 176.0)","(3.5, 4.6, 4.075)"
11-01-2023 20:32:18.000950,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.5961538461538463)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(71.0, 200.0, 158.33333333333331)","(6.0, 7.6, 6.766666666666667)","(101.0, 220.0, 176.0)","(3.5, 4.6, 4.366666666666667)"
11-01-2023 20:32:19.179175,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.4954545454545456)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(71.0, 200.0, 158.33333333333331)","(6.0, 7.6, 6.766666666666667)","(101.0, 220.0, 176.0)","(3.5, 4.5, 4.366666666666667)"
11-01-2023 20:32:20.369072,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.4954545454545456)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(71.0, 200.0, 158.33333333333331)","(6.0, 7.6, 6.766666666666667)","(101.0, 220.0, 176.0)","(3.5, 4.5, 4.366666666666667)"
11-01-2023 20:32:21.545521,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.4954545454545456)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(71.0, 200.0, 151.66666666666669)","(6.0, 7.6, 6.766666666666667)","(101.0, 220.0, 176.0)","(3.5, 4.5, 4.366666666666667)"
11-01-2023 20:32:22.875104,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.4954545454545456)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(71.0, 190.0, 151.66666666666669)","(6.0, 7.6, 6.766666666666667)","(101.0, 220.0, 215.55555555555554)","(3.5, 4.5, 4.3375)"
11-01-2023 20:32:24.143441,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.473076923076923)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(71.0, 190.0, 145.0)","(6.0, 7.6, 6.933333333333333)","(101.0, 220.0, 215.55555555555554)","(3.5, 4.4, 4.3375)"
11-01-2023 20:32:25.332073,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.473076923076923)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(71.0, 180.0, 138.0)","(6.0, 7.6, 6.933333333333333)","(101.0, 220.0, 215.55555555555554)","(3.5, 4.4, 4.3375)"
11-01-2023 20:32:26.526186,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.473076923076923)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(71.0, 180.0, 145.0)","(6.0, 7.6, 6.933333333333333)","(101.0, 220.0, 215.55555555555554)","(3.5, 4.4, 4.3375)"
11-01-2023 20:32:27.711674,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.473076923076923)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(71.0, 180.0, 145.0)","(6.0, 7.6, 6.933333333333333)","(101.0, 220.0, 215.55555555555554)","(3.5, 4.4, 4.3375)"
11-01-2023 20:32:28.854617,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.473076923076923)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(71.0, 180.0, 145.0)","(6.0, 7.6, 6.933333333333333)","(101.0, 220.0, 215.55555555555554)","(3.5, 4.4, 4.3375)"
11-01-2023 20:32:29.979867,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.473076923076923)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(71.0, 180.0, 145.0)","(6.0, 7.6, 6.933333333333333)","(101.0, 220.0, 215.55555555555554)","(3.5, 4.4, 4.3375)"
11-01-2023 20:32:31.022596,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.473076923076923)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(81.0, 180.0, 145.0)","(6.0, 7.6, 6.933333333333333)","(101.0, 220.0, 217.5)","(3.5, 4.4, 4.3375)"
11-01-2023 20:32:32.020833,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.473076923076923)","(9.0, 13.0, 12.5)","(101.0, 220.0, 180.0)","(81.0, 180.0, 145.0)","(6.0, 7.6, 6.933333333333333)","(101.0, 220.0, 217.5)","(3.5, 4.4, 4.328571428571429)"
11-01-2023 20:32:33.145309,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.4954545454545456)","(9.0, 13.0, 10.555555555555555)","(101.0, 220.0, 205.33333333333331)","(81.0, 180.0, 199.0)","(6.0, 7.6, 6.933333333333333)","(101.0, 220.0, 226.25)","(3.5, 4.4, 4.328571428571429)"
11-01-2023 20:32:34.269046,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.4954545454545456)","(9.0, 12.5, 10.076923076923077)","(101.0, 220.0, 205.33333333333331)","(81.0, 230.0, 171.66666666666669)","(6.0, 7.6, 6.933333333333333)","(101.0, 230.0, 226.25)","(3.5, 4.4, 4.328571428571429)"
11-01-2023 20:32:35.457808,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.5277777777777777)","(9.0, 12.5, 10.894736842105264)","(101.0, 220.0, 205.33333333333331)","(81.0, 220.0, 171.66666666666669)","(6.0, 7.6, 6.933333333333333)","(101.0, 230.0, 226.25)","(3.5, 4.4, 4.407692307692308)"
11-01-2023 20:32:36.633892,"(4.0, 5.3, 5.136363636363637)","(2.2, 3.75, 3.5277777777777777)","(9.0, 12.0, 10.555555555555555)","(101.0, 220.0, 205.33333333333331)","(81.0, 220.0, 171.66666666666669)","(6.0, 7.6, 6.933333333333333)","(101.0, 230.0, 226.25)","(3.5, 5.0, 4.65)"
11-01-2023 20:32:37.877488,"(3.9, 5.3, 5.136363636363637)","(2.2, 3.75, 3.5277777777777777)","(9.0, 12.0, 11.0)","(101.0, 220.0, 205.33333333333331)","(81.0, 220.0, 171.66666666666669)","(6.0, 7.6, 6.933333333333333)","(101.0, 230.0, 226.25)","(3.5, 4.9, 4.65)"
11-01-2023 20:32:39.085336,"(3.9, 5.3, 5.136363636363637)","(2.2, 3.75, 3.5277777777777777)","(9.0, 12.0, 12.533333333333333)","(101.0, 220.0, 205.33333333333331)","(81.0, 220.0, 171.66666666666669)","(6.0, 7.6, 6.7272727272727275)","(101.0, 230.0, 226.25)","(3.5, 4.9, 4.4)"
11-01-2023 20:32:40.281431,"(3.9, 5.3, 5.042857142857143)","(2.2, 3.75, 3.5277777777777777)","(9.0, 14.0, 17.92)","(101.0, 220.0, 205.33333333333331)","(81.0, 220.0, 171.66666666666669)","(6.0, 7.6, 6.96)","(101.0, 230.0, 226.25)","(3.5, 4.9, 4.35)"
11-01-2023 20:32:41.516130,"(3.9, 5.3, 5.136363636363637)","(2.2, 3.75, 3.5277777777777777)","(9.0, 20.0, 15.0)","(101.0, 220.0, 205.33333333333331)","(81.0, 220.0, 171.66666666666669)","(6.0, 7.6, 6.7272727272727275)","(101.0, 230.0, 226.25)","(3.5, 4.8, 4.3)"
11-01-2023 20:32:42.796326,"(3.9, 5.3, 5.042857142857143)","(2.2, 3.75, 3.5961538461538463)","(9.0, 19.5, 15.6)","(101.0, 220.0, 205.33333333333331)","(81.0, 220.0, 171.66666666666669)","(6.0, 7.6, 6.7272727272727275)","(101.0, 230.0, 226.25)","(3.5, 4.7, 4.3)"
11-01-2023 20:32:44.039493,"(3.9, 5.2, 4.881818181818182)","(2.2, 3.75, 3.5961538461538463)","(9.0, 19.0, 14.5)","(101.0, 220.0, 205.33333333333331)","(81.0, 220.0, 165.0)","(6.0, 7.6, 6.85)","(101.0, 230.0, 226.25)","(3.5, 4.7, 4.25)"
11-01-2023 20:32:45.235471,"(3.9, 5.2, 4.881818181818182)","(2.2, 3.75, 3.5961538461538463)","(9.0, 18.0, 12.5)","(101.0, 220.0, 205.33333333333331)","(81.0, 210.0, 165.0)","(6.0, 7.0, 6.55)","(101.0, 230.0, 226.25)","(3.5, 4.6, 4.2)"
11-01-2023 20:32:46.429410,"(3.9, 5.2, 4.881818181818182)","(2.2, 3.75, 3.5633333333333335)","(9.0, 16.5, 15.375)","(101.0, 220.0, 205.33333333333331)","(81.0, 210.0, 158.33333333333331)","(6.0, 6.6, 6.7272727272727275)","(101.0, 230.0, 226.25)","(3.5, 4.5, 4.02)"
11-01-2023 20:32:47.682988,"(3.9, 5.2, 4.881818181818182)","(2.2, 3.75, 3.5633333333333335)","(9.0, 16.5, 13.038461538461538)","(101.0, 220.0, 205.33333333333331)","(81.0, 200.0, 142.5)","(6.0, 7.6, 6.7)","(101.0, 230.0, 226.25)","(3.5, 4.5, 4.1)"
11-01-2023 20:32:48.977477,"(3.9, 5.2, 5.1000000000000005)","(2.2, 3.65, 3.55)","(9.0, 16.5, 13.583333333333334)","(101.0, 220.0, 205.33333333333331)","(81.0, 200.0, 123.33333333333334)","(6.0, 6.8, 6.914285714285715)","(101.0, 230.0, 217.5)","(3.5, 4.3, 4.1)"
11-01-2023 20:32:50.306633,"(3.9, 5.3, 5.0)","(2.2, 3.65, 3.51)","(9.0, 16.5, 14.0)","(101.0, 220.0, 205.33333333333331)","(81.0, 200.0, 125.71428571428572)","(6.0, 7.6, 7.085714285714285)","(101.0, 230.0, 217.5)","(3.5, 4.3, 4.0)"
11-01-2023 20:32:51.544244,"(3.9, 5.2, 5.0)","(2.2, 3.55, 3.4833333333333334)","(9.0, 16.0, 14.444444444444445)","(101.0, 220.0, 205.33333333333331)","(81.0, 180.0, 121.42857142857143)","(6.0, 7.2, 7.085714285714285)","(101.0, 230.0, 217.5)","(3.5, 4.2, 4.0)"
11-01-2023 20:32:52.801196,"(3.9, 5.2, 5.0)","(2.2, 3.55, 3.4833333333333334)","(9.0, 16.0, 14.5)","(101.0, 220.0, 205.33333333333331)","(81.0, 170.0, 113.33333333333334)","(6.0, 7.2, 6.85)","(101.0, 230.0, 217.5)","(3.5, 4.2, 4.0)"
11-01-2023 20:32:54.080630,"(3.9, 5.2, 5.0)","(2.2, 3.55, 3.45)","(9.0, 15.5, 14.7)","(101.0, 220.0, 205.33333333333331)","(81.0, 170.0, 113.33333333333334)","(6.0, 7.0, 6.85)","(101.0, 230.0, 217.5)","(3.5, 4.2, 3.9666666666666663)"
11-01-2023 20:32:55.364977,"(3.9, 5.1, 4.949999999999999)","(2.2, 3.5, 3.45)","(9.0, 15.5, 14.7)","(101.0, 220.0, 205.33333333333331)","(81.0, 170.0, 113.33333333333334)","(6.0, 7.0, 6.925)","(101.0, 230.0, 217.5)","(3.5, 4.1, 3.9666666666666663)"
11-01-2023 20:32:56.575236,"(3.9, 5.1, 4.949999999999999)","(2.2, 3.5, 3.45)","(9.0, 15.5, 15.166666666666666)","(101.0, 220.0, 205.33333333333331)","(81.0, 170.0, 121.42857142857143)","(6.0, 7.0, 6.925)","(101.0, 230.0, 217.5)","(3.5, 4.1, 3.9666666666666663)"
11-01-2023 20:32:57.814795,"(3.9, 5.1, 4.949999999999999)","(2.2, 3.5, 3.45)","(9.0, 16.5, 14.875)","(101.0, 220.0, 205.33333333333331)","(81.0, 170.0, 121.42857142857143)","(6.0, 7.0, 6.945454545454545)","(101.0, 230.0, 217.5)","(3.5, 4.1, 3.9666666666666663)"
11-01-2023 20:32:59.014331,"(3.9, 5.1, 4.949999999999999)","(2.2, 3.5, 3.45)","(9.0, 16.0, 14.714285714285714)","(101.0, 220.0, 189.44444444444446)","(81.0, 170.0, 130.0)","(6.0, 7.0, 6.76)","(101.0, 230.0, 217.5)","(3.5, 4.1, 4.17)"
11-01-2023 20:33:00.213417,"(3.9, 5.9, 4.957142857142857)","(2.2, 3.55, 3.1566666666666667)","(9.0, 16.5, 13.583333333333334)","(101.0, 220.0, 202.85714285714286)","(81.0, 160.0, 113.125)","(6.0, 7.6, 6.914285714285715)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.5, 4.133333333333334)"
11-01-2023 20:33:01.459471,"(3.9, 5.3, 5.15)","(2.2, 3.55, 3.323076923076923)","(9.0, 13.5, 13.333333333333334)","(101.0, 210.0, 188.0)","(81.0, 160.0, 133.75)","(6.0, 7.6, 8.100000000000001)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.5, 4.133333333333334)"
11-01-2023 20:33:02.736894,"(3.9, 5.3, 5.15)","(2.2, 3.4, 3.2685714285714287)","(9.0, 13.5, 13.25)","(101.0, 200.0, 175.0)","(81.0, 150.0, 105.625)","(6.0, 8.8, 8.338461538461539)","(101.0, 230.0, 216.36363636363637)","(3.5, 4.5, 3.816666666666667)"
11-01-2023 20:33:03.996568,"(3.9, 5.3, 5.15)","(2.2, 3.5, 3.2685714285714287)","(9.0, 13.5, 13.25)","(101.0, 200.0, 175.0)","(81.0, 140.0, 118.75)","(6.0, 8.8, 7.628571428571428)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.4, 4.111538461538462)"
11-01-2023 20:33:05.156335,"(3.9, 5.3, 5.233333333333333)","(2.2, 3.5, 3.2685714285714287)","(9.0, 13.5, 13.25)","(101.0, 180.0, 153.33333333333334)","(81.0, 130.0, 101.875)","(6.0, 7.8, 8.0)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.4, 4.094444444444445)"
11-01-2023 20:33:06.505902,"(3.9, 5.3, 5.233333333333333)","(2.2, 3.5, 3.2685714285714287)","(9.0, 13.5, 13.25)","(101.0, 170.0, 153.33333333333334)","(81.0, 130.0, 107.5)","(6.0, 8.6, 7.984615384615385)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.4, 4.011111111111111)"
11-01-2023 20:33:07.874902,"(3.9, 5.3, 5.233333333333333)","(2.2, 3.5, 3.2685714285714287)","(9.0, 13.5, 11.5)","(101.0, 170.0, 153.33333333333334)","(81.0, 130.0, 107.5)","(6.0, 8.6, 7.571428571428571)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.4, 4.094444444444445)"
11-01-2023 20:33:09.187504,"(3.9, 5.3, 5.233333333333333)","(2.2, 3.5, 3.3094117647058825)","(9.0, 12.0, 11.666666666666666)","(101.0, 170.0, 153.33333333333334)","(81.0, 130.0, 107.5)","(6.0, 8.0, 6.55)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.4, 4.15)"
11-01-2023 20:33:10.785528,"(3.9, 5.3, 5.25)","(2.2, 3.5, 3.2685714285714287)","(9.0, 12.0, 11.666666666666666)","(101.0, 170.0, 153.33333333333334)","(81.0, 130.0, 116.5)","(6.0, 6.8, 7.08)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.4, 4.383333333333334)"
11-01-2023 20:33:12.221824,"(3.9, 5.3, 5.25)","(2.2, 3.5, 3.1)","(9.0, 12.0, 11.4)","(101.0, 170.0, 158.75)","(81.0, 130.0, 116.5)","(6.0, 7.8, 6.957142857142856)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.4, 4.1000000000000005)"
11-01-2023 20:33:13.423774,"(3.9, 5.3, 5.2)","(2.2, 3.5, 3.1)","(9.0, 12.0, 11.4)","(101.0, 170.0, 158.75)","(81.0, 130.0, 116.5)","(6.0, 7.6, 6.872727272727273)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.4, 3.966666666666667)"
11-01-2023 20:33:14.559121,"(3.9, 5.3, 5.175)","(2.2, 3.15, 3.08)","(9.0, 12.0, 11.4)","(101.0, 170.0, 158.75)","(81.0, 130.0, 116.5)","(6.0, 7.2, 6.872727272727273)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.3, 4.216666666666667)"
11-01-2023 20:33:15.694467,"(3.9, 5.3, 5.2)","(2.2, 3.15, 3.11875)","(9.0, 13.5, 13.0)","(101.0, 170.0, 140.0)","(81.0, 130.0, 116.5)","(6.0, 7.2, 7.6)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.3, 4.033333333333333)"
11-01-2023 20:33:16.893896,"(3.9, 5.3, 5.245454545454545)","(2.2, 3.15, 3.0524999999999998)","(9.0, 13.5, 12.875)","(101.0, 170.0, 146.0)","(81.0, 130.0, 106.42857142857143)","(6.0, 7.8, 7.1)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.5, 3.8583333333333334)"
11-01-2023 20:33:18.011605,"(3.9, 5.3, 5.225)","(2.2, 3.15, 2.955)","(9.0, 13.5, 13.0)","(101.0, 170.0, 146.0)","(81.0, 130.0, 106.42857142857143)","(6.0, 7.8, 7.1)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.4, 3.8583333333333334)"
11-01-2023 20:33:19.208548,"(3.9, 5.3, 5.2)","(2.2, 3.15, 3.02)","(9.0, 13.5, 13.0)","(101.0, 170.0, 146.0)","(81.0, 120.0, 101.25)","(6.0, 7.6, 6.957142857142856)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.4, 4.26)"
11-01-2023 20:33:20.419192,"(3.9, 5.3, 5.22)","(2.2, 3.15, 3.04)","(9.0, 13.5, 13.0)","(101.0, 170.0, 160.0)","(81.0, 120.0, 101.25)","(6.0, 7.6, 7.054545454545455)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.3, 4.24)"
11-01-2023 20:33:21.661635,"(3.9, 5.3, 5.22)","(2.2, 3.15, 3.04)","(9.0, 13.5, 13.1875)","(101.0, 170.0, 160.0)","(81.0, 120.0, 101.25)","(6.0, 7.6, 7.171428571428572)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.3, 4.16)"
11-01-2023 20:33:22.875992,"(3.9, 5.3, 5.22)","(2.2, 3.15, 3.0675)","(9.0, 13.5, 13.1)","(101.0, 170.0, 160.0)","(81.0, 120.0, 101.25)","(6.0, 7.4, 6.8)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.4, 4.2)"
11-01-2023 20:33:24.099413,"(3.9, 5.3, 5.22)","(2.2, 3.15, 3.0533333333333332)","(9.0, 13.5, 13.0)","(101.0, 170.0, 210.0)","(81.0, 120.0, 101.25)","(6.0, 7.2, 6.8)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.4, 4.228571428571429)"
11-01-2023 20:33:25.327149,"(3.9, 5.3, 5.15)","(2.2, 3.15, 2.985)","(9.0, 13.5, 13.0)","(101.0, 230.0, 192.0)","(81.0, 120.0, 101.25)","(6.0, 7.2, 6.8)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.3, 4.15)"
11-01-2023 20:33:26.553944,"(3.9, 5.3, 5.225)","(2.2, 3.15, 2.985)","(9.0, 13.5, 13.0)","(101.0, 220.0, 171.0)","(81.0, 120.0, 101.25)","(6.0, 7.2, 6.8)","(101.0, 230.0, 225.71428571428572)","(3.5, 4.5, 4.08)"
