,Claudys Secret,Southwind Chloe,Miss Avenger,Kyvalley Anthony,Grumpee,Romantic Nina
06-01-2023 16:50:46.146431,"(2.1, 2.94, 2.770769230769231)","(17.0, 34.0, 27.333333333333332)","(19.0, 44.0, 41.888888888888886)","(2.0, 3.0, 2.911578947368421)","(8.0, 8.4, 8.2)","(21.0, 44.0, 35.53846153846154)"
06-01-2023 16:50:47.228619,"(2.1, 2.94, 2.770769230769231)","(17.0, 34.0, 27.333333333333332)","(19.0, 44.0, 41.888888888888886)","(2.0, 3.0, 2.911578947368421)","(8.0, 8.4, 8.2)","(21.0, 44.0, 35.53846153846154)"
06-01-2023 16:50:48.470863,"(2.1, 2.94, 2.770769230769231)","(17.0, 34.0, 27.333333333333332)","(19.0, 44.0, 40.2)","(2.0, 3.0, 2.6866666666666665)","(8.0, 8.4, 8.333333333333334)","(21.0, 44.0, 35.53846153846154)"
06-01-2023 16:50:49.618451,"(2.1, 2.94, 2.770769230769231)","(17.0, 34.0, 27.333333333333332)","(19.0, 44.0, 40.2)","(2.0, 2.94, 2.7285714285714286)","(8.0, 8.4, 8.333333333333334)","(21.0, 44.0, 35.53846153846154)"
06-01-2023 16:50:50.676614,"(2.1, 2.94, 2.6955555555555555)","(17.0, 34.0, 27.333333333333332)","(19.0, 44.0, 40.2)","(2.0, 2.94, 2.7285714285714286)","(8.0, 8.4, 8.222222222222221)","(21.0, 44.0, 35.53846153846154)"
06-01-2023 16:50:51.690433,"(2.1, 2.94, 2.6955555555555555)","(17.0, 34.0, 27.333333333333332)","(20.0, 44.0, 40.2)","(2.0, 2.94, 2.7285714285714286)","(8.0, 8.6, 8.193548387096774)","(26.0, 44.0, 35.53846153846154)"
06-01-2023 16:50:52.775315,"(2.1, 2.94, 2.6955555555555555)","(17.0, 34.0, 25.11111111111111)","(20.0, 44.0, 40.2)","(2.0, 2.94, 2.7285714285714286)","(8.0, 8.6, 8.193548387096774)","(26.0, 44.0, 35.53846153846154)"
06-01-2023 16:50:53.902545,"(2.1, 2.94, 2.6955555555555555)","(17.0, 34.0, 25.11111111111111)","(20.0, 44.0, 40.2)","(2.0, 2.94, 2.7285714285714286)","(8.0, 8.6, 8.193548387096774)","(26.0, 44.0, 35.53846153846154)"
06-01-2023 16:50:55.059530,"(2.1, 2.94, 2.6955555555555555)","(17.0, 34.0, 25.11111111111111)","(20.0, 44.0, 40.2)","(2.0, 2.94, 2.7285714285714286)","(8.0, 8.6, 8.193548387096774)","(26.0, 44.0, 35.53846153846154)"
06-01-2023 16:50:56.115282,"(2.1, 2.94, 2.6955555555555555)","(17.0, 34.0, 25.11111111111111)","(20.0, 44.0, 40.2)","(2.0, 2.94, 2.7285714285714286)","(8.0, 8.6, 8.193548387096774)","(26.0, 44.0, 35.53846153846154)"
06-01-2023 16:50:57.206898,"(2.1, 2.94, 2.6955555555555555)","(17.0, 34.0, 25.11111111111111)","(20.0, 44.0, 40.2)","(2.0, 2.94, 2.783333333333333)","(8.0, 8.6, 8.193548387096774)","(26.0, 44.0, 35.53846153846154)"
06-01-2023 16:50:58.352815,"(2.1, 2.94, 2.7066666666666666)","(17.0, 34.0, 25.11111111111111)","(20.0, 44.0, 40.2)","(2.0, 2.9, 2.8057142857142856)","(8.0, 8.6, 8.193548387096774)","(26.0, 44.0, 35.53846153846154)"
06-01-2023 16:50:59.452701,"(2.1, 2.94, 2.7066666666666666)","(17.0, 34.0, 25.11111111111111)","(20.0, 44.0, 40.2)","(2.0, 2.9, 2.834)","(8.0, 8.6, 8.193548387096774)","(26.0, 44.0, 35.53846153846154)"
06-01-2023 16:51:00.502307,"(2.1, 2.94, 2.7066666666666666)","(17.0, 34.0, 25.11111111111111)","(20.0, 44.0, 40.2)","(2.0, 2.9, 2.834)","(8.0, 8.6, 8.193548387096774)","(26.0, 44.0, 35.53846153846154)"
06-01-2023 16:51:01.580369,"(2.1, 2.94, 2.71)","(17.0, 34.0, 25.11111111111111)","(20.0, 44.0, 40.2)","(2.0, 2.96, 2.61)","(8.0, 8.6, 8.193548387096774)","(26.0, 44.0, 35.53846153846154)"
06-01-2023 16:51:02.665538,"(2.1, 2.94, 2.71)","(17.0, 34.0, 25.11111111111111)","(20.0, 44.0, 40.2)","(2.0, 2.96, 2.8433333333333333)","(8.0, 8.6, 8.193548387096774)","(26.0, 44.0, 35.53846153846154)"
06-01-2023 16:51:03.748602,"(2.1, 2.94, 2.71)","(17.0, 34.0, 25.11111111111111)","(20.0, 44.0, 40.2)","(2.0, 2.96, 2.62)","(8.0, 8.6, 8.115384615384615)","(26.0, 44.0, 35.53846153846154)"
06-01-2023 16:51:04.821139,"(2.1, 2.94, 2.71)","(17.0, 34.0, 25.11111111111111)","(20.0, 44.0, 35.46153846153846)","(2.0, 2.96, 2.8466666666666667)","(8.0, 8.6, 8.115384615384615)","(26.0, 44.0, 34.30769230769231)"
06-01-2023 16:51:05.918318,"(2.1, 2.94, 2.775714285714286)","(17.0, 32.0, 26.166666666666668)","(20.0, 42.0, 32.55555555555556)","(2.0, 2.96, 2.8466666666666667)","(8.0, 8.6, 8.115384615384615)","(26.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:07.052855,"(2.1, 2.94, 2.775714285714286)","(17.0, 32.0, 24.22222222222222)","(20.0, 42.0, 32.55555555555556)","(2.0, 2.96, 2.63)","(8.0, 8.6, 8.115384615384615)","(26.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:08.133983,"(2.1, 2.94, 2.71)","(17.0, 32.0, 24.22222222222222)","(20.0, 42.0, 32.55555555555556)","(2.0, 2.96, 2.85)","(8.0, 8.6, 8.115384615384615)","(26.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:09.150765,"(2.1, 2.94, 2.7675)","(17.0, 32.0, 24.22222222222222)","(20.0, 42.0, 32.55555555555556)","(2.0, 2.96, 2.795)","(8.0, 8.6, 8.115384615384615)","(26.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:10.211787,"(2.1, 2.94, 2.7675)","(17.0, 32.0, 24.22222222222222)","(20.0, 42.0, 32.55555555555556)","(2.0, 2.96, 2.6399999999999997)","(8.0, 8.6, 8.115384615384615)","(26.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:11.255909,"(2.15, 2.94, 2.7675)","(17.0, 32.0, 24.22222222222222)","(21.0, 42.0, 32.55555555555556)","(2.0, 2.96, 2.8533333333333335)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:12.441021,"(2.15, 2.94, 2.7675)","(17.0, 32.0, 24.22222222222222)","(21.0, 42.0, 32.55555555555556)","(2.0, 2.96, 2.8533333333333335)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:13.568639,"(2.15, 2.94, 2.7675)","(17.0, 32.0, 24.22222222222222)","(21.0, 42.0, 32.55555555555556)","(2.0, 2.96, 2.8533333333333335)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:14.718329,"(2.15, 2.94, 2.7675)","(17.0, 32.0, 24.22222222222222)","(21.0, 42.0, 32.55555555555556)","(2.0, 2.96, 2.8533333333333335)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:15.759703,"(2.15, 2.94, 2.7675)","(17.0, 32.0, 24.22222222222222)","(21.0, 42.0, 32.55555555555556)","(2.0, 2.96, 2.8533333333333335)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:16.808852,"(2.15, 2.94, 2.7675)","(17.0, 32.0, 24.22222222222222)","(21.0, 42.0, 32.55555555555556)","(2.0, 2.96, 2.7039999999999997)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:17.993378,"(2.15, 2.94, 2.7675)","(17.0, 32.0, 24.22222222222222)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.7039999999999997)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:19.167500,"(2.15, 2.94, 2.7675)","(17.0, 32.0, 24.22222222222222)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.7039999999999997)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:20.301972,"(2.15, 2.94, 2.7675)","(17.0, 32.0, 24.22222222222222)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.7039999999999997)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:21.435827,"(2.15, 2.94, 2.7675)","(17.0, 32.0, 24.22222222222222)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.7533333333333334)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:22.567409,"(2.15, 2.94, 2.7675)","(17.0, 32.0, 26.0)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8825)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:23.592299,"(2.15, 2.94, 2.7675)","(17.0, 30.0, 26.0)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8825)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:24.670896,"(2.15, 2.94, 2.7675)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8825)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:25.950458,"(2.15, 2.94, 2.7675)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8825)","(7.5, 8.6, 8.115384615384615)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:27.169841,"(2.15, 2.94, 2.7675)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.822222222222222)","(7.5, 8.6, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:28.395675,"(2.15, 2.94, 2.7675)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.822222222222222)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:29.652033,"(2.15, 2.94, 2.7675)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.822222222222222)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:30.816405,"(2.15, 2.94, 2.7675)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.7119999999999997)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:31.823473,"(2.15, 2.94, 2.7675)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.7119999999999997)","(7.5, 8.4, 8.181818181818182)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:32.858193,"(2.15, 2.94, 2.7675)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.815)","(7.5, 8.4, 8.181818181818182)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:33.994205,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8771428571428572)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:35.158487,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8771428571428572)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:36.226797,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8771428571428572)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:37.267952,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8771428571428572)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:38.400484,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8771428571428572)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:39.696913,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8771428571428572)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:41.366898,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8771428571428572)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:42.580705,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8771428571428572)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:43.727696,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8771428571428572)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:44.746473,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.8771428571428572)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 30.75)"
06-01-2023 16:51:46.109739,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.94, 2.86)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 30.75)"
06-01-2023 16:51:47.246344,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.94, 2.8771428571428572)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 32.0)"
06-01-2023 16:51:48.358619,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.96, 2.86)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 32.0)"
06-01-2023 16:51:49.488969,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.94, 2.86)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:50.593373,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.94, 2.86)","(7.5, 8.4, 8.285714285714286)","(21.0, 42.0, 30.75)"
06-01-2023 16:51:51.695757,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.94, 2.842857142857143)","(7.5, 8.4, 8.391111111111112)","(21.0, 42.0, 30.75)"
06-01-2023 16:51:52.837172,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.92, 2.842857142857143)","(7.5, 8.4, 8.391111111111112)","(21.0, 42.0, 30.75)"
06-01-2023 16:51:53.927461,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.92, 2.8257142857142856)","(7.5, 8.4, 8.391111111111112)","(21.0, 42.0, 32.0)"
06-01-2023 16:51:55.042224,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.9, 2.8257142857142856)","(7.5, 8.4, 8.391111111111112)","(21.0, 42.0, 32.0)"
06-01-2023 16:51:56.180413,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.9, 2.8257142857142856)","(7.5, 8.4, 8.391111111111112)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:57.241975,"(2.15, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 35.18181818181818)","(2.0, 2.9, 2.8257142857142856)","(7.5, 8.4, 8.391111111111112)","(21.0, 42.0, 34.30769230769231)"
06-01-2023 16:51:58.333150,"(2.1, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 29.5)","(2.05, 2.9, 2.8257142857142856)","(8.0, 8.4, 8.391111111111112)","(21.0, 42.0, 35.214285714285715)"
06-01-2023 16:51:59.502696,"(2.1, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 29.5)","(2.05, 2.9, 2.8257142857142856)","(8.0, 8.4, 8.391111111111112)","(21.0, 42.0, 35.214285714285715)"
06-01-2023 16:52:00.712599,"(2.1, 2.62, 2.55)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 29.5)","(2.05, 2.9, 2.8057142857142856)","(8.0, 8.4, 8.411111111111111)","(21.0, 42.0, 32.0)"
06-01-2023 16:52:01.997049,"(2.1, 2.62, 2.566153846153846)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 29.5)","(2.05, 2.88, 2.745)","(8.0, 8.6, 9.0)","(21.0, 42.0, 32.0)"
06-01-2023 16:52:03.082074,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 29.5)","(2.05, 2.88, 2.76)","(8.0, 9.6, 9.424999999999999)","(21.0, 42.0, 32.0)"
06-01-2023 16:52:04.260186,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 29.5)","(2.05, 2.9, 2.65)","(8.0, 9.6, 9.424999999999999)","(21.0, 42.0, 30.88888888888889)"
06-01-2023 16:52:05.494263,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 23.333333333333332)","(21.0, 42.0, 29.5)","(2.05, 2.96, 2.65)","(8.0, 9.6, 9.169230769230769)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:06.895675,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 26.0)","(21.0, 42.0, 29.5)","(2.05, 2.96, 2.84)","(8.0, 9.4, 9.169230769230769)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:08.270434,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 26.0)","(21.0, 42.0, 29.5)","(2.05, 2.96, 2.84)","(8.0, 9.4, 9.169230769230769)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:09.399480,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 26.0)","(21.0, 42.0, 29.5)","(2.05, 2.96, 2.774)","(8.0, 9.4, 9.113043478260868)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:10.561655,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 26.0)","(21.0, 42.0, 29.5)","(2.05, 2.96, 2.8475)","(8.0, 9.2, 8.8)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:11.640286,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 26.0)","(21.0, 42.0, 29.5)","(2.05, 2.92, 2.8475)","(8.0, 9.2, 8.8)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:12.756851,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 26.0)","(21.0, 42.0, 29.5)","(2.05, 2.92, 2.8475)","(8.0, 9.2, 8.8)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:13.865647,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 26.0)","(21.0, 42.0, 29.5)","(2.05, 2.92, 2.8475)","(8.0, 9.2, 8.8)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:14.908983,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 26.0)","(21.0, 42.0, 29.5)","(2.05, 2.92, 2.8475)","(8.0, 9.2, 8.8)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:16.108810,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 26.0)","(21.0, 42.0, 29.5)","(2.05, 2.92, 2.8475)","(8.0, 9.2, 8.8)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:17.144168,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 26.0)","(21.0, 42.0, 29.5)","(2.05, 2.92, 2.837142857142857)","(8.0, 11.5, 9.728571428571428)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:18.217876,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 27.333333333333332)","(21.0, 42.0, 37.714285714285715)","(2.05, 2.92, 2.837142857142857)","(8.0, 11.5, 9.728571428571428)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:19.509396,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 27.333333333333332)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.92, 2.7266666666666666)","(8.0, 11.5, 9.728571428571428)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:20.697514,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 27.333333333333332)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.92, 2.452)","(8.0, 11.5, 9.8)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:21.960067,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 27.7)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.9, 2.448)","(8.0, 11.0, 9.350000000000001)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:23.041696,"(2.1, 2.6, 2.5345454545454547)","(17.0, 30.0, 27.7)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.88, 2.448)","(8.0, 11.0, 9.350000000000001)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:24.144657,"(2.1, 2.58, 2.535555555555556)","(17.0, 30.0, 27.7)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.88, 2.464)","(8.0, 11.0, 9.350000000000001)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:25.238238,"(2.1, 2.58, 2.535555555555556)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.88, 2.468)","(8.0, 11.0, 9.022222222222222)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:26.385494,"(2.1, 2.58, 2.535555555555556)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.9, 2.468)","(8.0, 10.5, 9.3)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:27.728864,"(2.1, 2.58, 2.535555555555556)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.9, 2.468)","(8.0, 10.0, 8.95)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:28.842218,"(2.1, 2.58, 2.535555555555556)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.9, 2.468)","(8.0, 10.0, 8.95)","(21.0, 42.0, 29.5)"
06-01-2023 16:52:29.976083,"(2.1, 2.58, 2.535555555555556)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.9, 2.468)","(8.0, 10.0, 9.236363636363636)","(21.0, 42.0, 33.66666666666667)"
06-01-2023 16:52:31.138177,"(2.1, 2.58, 2.535555555555556)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.9, 2.46)","(8.0, 10.0, 9.100000000000001)","(21.0, 42.0, 28.42857142857143)"
06-01-2023 16:52:32.219140,"(2.1, 2.58, 2.535555555555556)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.86, 2.46)","(8.0, 10.0, 9.100000000000001)","(21.0, 42.0, 28.42857142857143)"
06-01-2023 16:52:33.281905,"(2.1, 2.58, 2.535555555555556)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.86, 2.46)","(8.0, 10.0, 9.100000000000001)","(21.0, 42.0, 28.42857142857143)"
06-01-2023 16:52:34.467365,"(2.1, 2.58, 2.535555555555556)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.86, 2.48)","(8.0, 10.0, 9.100000000000001)","(21.0, 42.0, 28.42857142857143)"
06-01-2023 16:52:35.631617,"(2.1, 2.58, 2.54)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.84, 2.4749999999999996)","(8.0, 10.0, 9.100000000000001)","(21.0, 42.0, 30.75)"
06-01-2023 16:52:36.665868,"(2.1, 2.58, 2.54)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.82, 2.4749999999999996)","(8.0, 10.0, 9.100000000000001)","(21.0, 42.0, 34.5)"
06-01-2023 16:52:37.793494,"(2.1, 2.58, 2.54)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.82, 2.61)","(8.0, 10.0, 9.668965517241379)","(21.0, 42.0, 34.5)"
06-01-2023 16:52:38.907000,"(2.15, 2.58, 2.54)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.86, 2.4749999999999996)","(8.0, 10.0, 9.466666666666667)","(21.0, 42.0, 35.07692307692308)"
06-01-2023 16:52:40.038803,"(2.15, 2.58, 2.54)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.82, 2.4749999999999996)","(8.0, 9.8, 9.200000000000001)","(21.0, 42.0, 35.07692307692308)"
06-01-2023 16:52:41.169505,"(2.15, 2.58, 2.54)","(17.0, 30.0, 26.166666666666668)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.82, 2.4749999999999996)","(8.0, 9.8, 9.200000000000001)","(21.0, 42.0, 37.09090909090909)"
06-01-2023 16:52:42.174179,"(2.15, 2.58, 2.54)","(17.0, 29.0, 25.5)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.82, 2.4749999999999996)","(8.0, 9.8, 9.200000000000001)","(21.0, 42.0, 37.09090909090909)"
06-01-2023 16:52:43.246792,"(2.15, 2.58, 2.54)","(17.0, 29.0, 25.5)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.82, 2.57)","(8.0, 9.8, 9.22857142857143)","(21.0, 42.0, 37.09090909090909)"
06-01-2023 16:52:44.348780,"(2.15, 2.58, 2.54)","(17.0, 29.0, 25.5)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.8, 2.57)","(8.0, 9.8, 9.22857142857143)","(21.0, 42.0, 37.09090909090909)"
06-01-2023 16:52:45.416767,"(2.15, 2.58, 2.54)","(17.0, 29.0, 25.5)","(21.0, 42.0, 38.888888888888886)","(2.05, 2.8, 2.611428571428571)","(8.0, 9.8, 9.32)","(21.0, 42.0, 37.09090909090909)"
