,Game One,Stone Cold Blue,Set Sail,Lady Mcbeth,Flying Yumi,Tiger Vision,Flying Star
08-01-2023 17:46:40.511494,"(4.6, 5.1, 4.935294117647059)","(3.2, 3.95, 3.824074074074074)","(2.7, 3.3, 3.1975609756097563)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 52.66666666666667)","(26.0, 65.0, 60.0)","(3.8, 5.8, 5.733333333333333)"
08-01-2023 17:46:41.614303,"(4.6, 5.1, 4.972727272727273)","(3.2, 3.95, 3.824074074074074)","(2.7, 3.3, 3.211864406779661)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 52.66666666666667)","(26.0, 65.0, 60.0)","(3.8, 5.8, 5.733333333333333)"
08-01-2023 17:46:42.645726,"(4.6, 5.1, 4.935294117647059)","(3.2, 3.95, 3.824074074074074)","(2.7, 3.3, 3.2333333333333334)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 52.66666666666667)","(26.0, 65.0, 71.36363636363636)","(3.8, 5.8, 5.729411764705882)"
08-01-2023 17:46:43.722641,"(4.6, 5.1, 5.02)","(3.2, 3.95, 3.872727272727273)","(2.7, 3.3, 3.2263157894736842)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 52.66666666666667)","(26.0, 75.0, 64.64285714285714)","(3.8, 5.8, 5.729411764705882)"
08-01-2023 17:46:44.778963,"(4.6, 5.1, 5.06)","(3.2, 3.95, 3.872727272727273)","(2.7, 3.3, 3.2263157894736842)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 51.22222222222222)","(26.0, 70.0, 64.64285714285714)","(3.8, 5.8, 5.729411764705882)"
08-01-2023 17:46:45.797110,"(4.6, 5.1, 5.02)","(3.2, 3.95, 3.872727272727273)","(2.7, 3.3, 3.2263157894736842)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 51.22222222222222)","(26.0, 70.0, 64.64285714285714)","(3.8, 5.8, 5.74)"
08-01-2023 17:46:46.783768,"(4.6, 5.1, 5.02)","(3.2, 3.95, 3.872727272727273)","(2.7, 3.2, 3.167441860465116)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 48.875)","(26.0, 70.0, 64.64285714285714)","(3.8, 5.8, 5.74)"
08-01-2023 17:46:47.787321,"(4.6, 5.1, 5.06)","(3.2, 3.95, 3.896875)","(2.7, 3.2, 3.167441860465116)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 51.22222222222222)","(26.0, 70.0, 64.64285714285714)","(3.8, 5.8, 5.74)"
08-01-2023 17:46:48.855217,"(4.6, 5.1, 5.02)","(3.2, 3.95, 3.8870370370370373)","(2.7, 3.2, 3.167441860465116)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 48.875)","(26.0, 70.0, 64.64285714285714)","(3.8, 5.8, 5.76)"
08-01-2023 17:46:49.892912,"(4.6, 5.1, 5.06)","(3.2, 3.95, 3.8870370370370373)","(2.7, 3.2, 3.167441860465116)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 48.875)","(26.0, 70.0, 64.64285714285714)","(3.8, 5.8, 5.76)"
08-01-2023 17:46:50.850118,"(4.6, 5.1, 5.02)","(3.2, 3.95, 3.8870370370370373)","(2.7, 3.2, 3.167441860465116)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 48.875)","(26.0, 70.0, 61.666666666666664)","(3.8, 5.8, 5.6923076923076925)"
08-01-2023 17:46:51.818916,"(4.6, 5.3, 5.245454545454545)","(3.2, 3.95, 3.941666666666667)","(2.7, 3.2, 3.15625)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 48.875)","(26.0, 70.0, 61.666666666666664)","(3.8, 5.7, 5.6923076923076925)"
08-01-2023 17:46:52.831458,"(4.6, 5.4, 5.32)","(3.2, 3.95, 3.941666666666667)","(2.7, 3.2, 3.18)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 51.22222222222222)","(26.0, 70.0, 61.666666666666664)","(3.8, 5.7, 5.6923076923076925)"
08-01-2023 17:46:53.910856,"(4.4, 5.4, 5.371428571428572)","(3.2, 3.95, 3.941666666666667)","(2.7, 3.2, 3.165)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 48.875)","(26.0, 70.0, 61.666666666666664)","(3.9, 5.7, 5.6923076923076925)"
08-01-2023 17:46:54.917567,"(4.4, 5.4, 5.36923076923077)","(3.2, 3.95, 3.935714285714286)","(2.7, 3.2, 3.18)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 51.22222222222222)","(26.0, 70.0, 61.666666666666664)","(3.9, 5.7, 5.6923076923076925)"
08-01-2023 17:46:55.930271,"(4.4, 5.4, 5.36923076923077)","(3.2, 4.1, 4.02)","(2.7, 3.2, 3.1825)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 48.875)","(26.0, 70.0, 61.666666666666664)","(3.9, 5.7, 5.76)"
08-01-2023 17:46:56.995837,"(4.4, 5.4, 5.355555555555556)","(3.2, 4.1, 4.033333333333333)","(2.7, 3.2, 3.1923076923076925)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 51.22222222222222)","(26.0, 70.0, 63.75)","(3.9, 5.8, 5.76)"
08-01-2023 17:46:58.055013,"(4.4, 5.4, 5.266666666666667)","(3.2, 4.1, 3.9588235294117644)","(2.7, 3.15, 3.0428571428571427)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 48.875)","(26.0, 75.0, 63.75)","(3.9, 5.8, 5.76)"
08-01-2023 17:46:59.068104,"(4.4, 5.4, 5.2)","(3.2, 4.1, 3.9588235294117644)","(2.7, 3.15, 3.0428571428571427)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 48.875)","(26.0, 75.0, 63.75)","(3.9, 5.8, 5.76)"
08-01-2023 17:47:00.057016,"(4.4, 5.4, 5.2)","(3.2, 4.1, 3.9588235294117644)","(2.7, 3.15, 3.031578947368421)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 51.22222222222222)","(26.0, 75.0, 63.75)","(3.9, 5.8, 5.682758620689655)"
08-01-2023 17:47:01.009391,"(4.4, 5.4, 5.2)","(3.2, 4.1, 4.014285714285714)","(2.7, 3.15, 3.0749999999999997)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 51.22222222222222)","(26.0, 75.0, 63.75)","(3.9, 5.7, 5.682758620689655)"
08-01-2023 17:47:02.220702,"(4.4, 5.4, 5.2)","(3.2, 4.1, 4.036842105263157)","(2.7, 3.15, 3.1125)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 51.22222222222222)","(26.0, 75.0, 63.75)","(3.9, 5.7, 5.682758620689655)"
08-01-2023 17:47:03.200320,"(4.4, 5.4, 5.2)","(3.2, 4.1, 4.036842105263157)","(2.7, 3.15, 3.1125)","(31.0, 60.0, 46.15384615384615)","(31.0, 70.0, 51.22222222222222)","(26.0, 75.0, 63.75)","(3.9, 5.7, 5.682758620689655)"
08-01-2023 17:47:04.303065,"(4.4, 5.4, 5.2)","(3.2, 4.1, 4.036842105263157)","(2.7, 3.15, 3.1055555555555556)","(31.0, 60.0, 49.8)","(31.0, 70.0, 53.6)","(26.0, 75.0, 60.0)","(3.9, 5.7, 5.682758620689655)"
08-01-2023 17:47:05.458185,"(4.4, 5.4, 5.2)","(3.2, 4.1, 4.036842105263157)","(2.7, 3.15, 3.0999999999999996)","(31.0, 55.0, 49.8)","(31.0, 60.0, 55.42857142857143)","(26.0, 70.0, 60.0)","(3.9, 5.7, 5.76)"
08-01-2023 17:47:06.583014,"(4.4, 5.4, 5.2)","(3.2, 4.1, 4.029411764705882)","(2.7, 3.15, 3.075)","(31.0, 55.0, 49.8)","(31.0, 60.0, 55.42857142857143)","(26.0, 70.0, 60.0)","(3.9, 5.8, 5.76)"
08-01-2023 17:47:07.797737,"(4.4, 5.4, 5.2)","(3.2, 4.0, 3.88)","(2.7, 3.15, 3.075)","(31.0, 55.0, 45.9)","(31.0, 60.0, 50.666666666666664)","(26.0, 70.0, 60.0)","(3.9, 5.8, 5.76)"
08-01-2023 17:47:08.985951,"(4.4, 5.4, 5.2)","(3.2, 4.0, 3.8263157894736843)","(2.7, 3.15, 3.075)","(31.0, 55.0, 44.785714285714285)","(31.0, 60.0, 50.666666666666664)","(26.0, 70.0, 60.0)","(3.9, 5.8, 5.682758620689655)"
08-01-2023 17:47:10.287974,"(4.4, 5.4, 5.342857142857143)","(3.2, 4.0, 3.8777777777777778)","(2.7, 3.15, 3.0857142857142854)","(31.0, 55.0, 44.785714285714285)","(31.0, 60.0, 48.8)","(26.0, 70.0, 60.0)","(3.9, 5.7, 5.682758620689655)"
08-01-2023 17:47:11.603752,"(4.4, 5.4, 5.342857142857143)","(3.2, 4.0, 3.8777777777777778)","(2.7, 3.15, 3.1055555555555556)","(31.0, 55.0, 44.785714285714285)","(31.0, 60.0, 50.666666666666664)","(26.0, 70.0, 60.0)","(3.9, 5.7, 5.682758620689655)"
08-01-2023 17:47:12.780912,"(4.4, 5.4, 5.342857142857143)","(3.2, 4.0, 3.8777777777777778)","(2.7, 3.15, 3.1055555555555556)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 70.0, 60.0)","(3.9, 5.7, 5.682758620689655)"
08-01-2023 17:47:13.972782,"(4.4, 5.4, 5.258823529411765)","(3.2, 4.0, 3.896875)","(2.7, 3.15, 3.1026315789473684)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 70.0, 60.0)","(3.9, 5.7, 5.77)"
08-01-2023 17:47:15.146257,"(4.4, 5.4, 5.0)","(3.2, 4.0, 3.896875)","(2.7, 3.15, 3.1214285714285714)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 70.0, 60.0)","(3.9, 5.8, 5.77)"
08-01-2023 17:47:16.212576,"(4.4, 5.4, 5.0)","(3.2, 4.0, 3.896875)","(2.7, 3.15, 3.1409090909090907)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 70.0, 60.0)","(3.9, 5.8, 5.77)"
08-01-2023 17:47:17.297471,"(4.4, 5.4, 5.0)","(3.2, 4.0, 3.896875)","(2.7, 3.15, 3.14375)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 70.0, 60.0)","(3.9, 5.8, 5.687179487179487)"
08-01-2023 17:47:18.572858,"(4.4, 5.4, 5.188235294117647)","(3.2, 4.0, 3.9185185185185185)","(2.7, 3.15, 3.14375)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 70.0, 60.0)","(3.9, 5.7, 5.687179487179487)"
08-01-2023 17:47:19.627038,"(4.4, 5.4, 5.188235294117647)","(3.2, 4.0, 3.9185185185185185)","(2.7, 3.15, 3.14375)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 70.0, 60.0)","(3.9, 5.7, 5.687179487179487)"
08-01-2023 17:47:20.640952,"(4.4, 5.4, 5.188235294117647)","(3.2, 4.0, 3.9405405405405407)","(2.7, 3.15, 3.14375)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 70.0, 60.0)","(3.9, 5.7, 5.687179487179487)"
08-01-2023 17:47:21.704386,"(4.4, 5.4, 5.188235294117647)","(3.2, 4.0, 3.9405405405405407)","(2.7, 3.2, 3.168)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 70.0, 60.0)","(3.9, 5.7, 5.687179487179487)"
08-01-2023 17:47:22.776444,"(4.4, 5.4, 5.188235294117647)","(3.2, 4.0, 3.9405405405405407)","(2.7, 3.2, 3.168)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(3.9, 5.7, 5.77)"
08-01-2023 17:47:23.805888,"(4.4, 5.4, 5.0)","(3.2, 4.0, 3.93125)","(2.7, 3.2, 3.18)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(3.9, 5.8, 5.77)"
08-01-2023 17:47:24.836867,"(4.4, 5.4, 4.926315789473684)","(3.2, 4.0, 3.93125)","(2.7, 3.2, 3.18)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 75.0, 60.0)","(3.9, 5.8, 5.77)"
08-01-2023 17:47:25.956258,"(4.4, 5.4, 4.926315789473684)","(3.2, 4.0, 3.9434782608695653)","(2.7, 3.2, 3.1812500000000004)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(3.9, 5.8, 5.687179487179487)"
08-01-2023 17:47:27.054745,"(4.4, 5.4, 5.147368421052631)","(3.2, 4.0, 3.963888888888889)","(2.7, 3.2, 3.161904761904762)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 75.0, 60.0)","(3.9, 5.7, 5.686111111111111)"
08-01-2023 17:47:28.136048,"(4.4, 5.4, 5.147368421052631)","(3.2, 4.0, 3.961904761904762)","(2.7, 3.2, 3.161904761904762)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(3.9, 5.7, 5.686111111111111)"
08-01-2023 17:47:29.248369,"(4.4, 5.4, 5.147368421052631)","(3.2, 4.0, 3.961904761904762)","(2.7, 3.2, 3.1812500000000004)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(3.9, 5.7, 5.686111111111111)"
08-01-2023 17:47:30.379412,"(4.4, 5.4, 5.147368421052631)","(3.2, 4.0, 3.961904761904762)","(2.7, 3.2, 3.1812500000000004)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 75.0, 60.0)","(3.9, 5.7, 5.686111111111111)"
08-01-2023 17:47:31.521863,"(4.4, 5.4, 5.147368421052631)","(3.2, 4.0, 3.961904761904762)","(2.7, 3.2, 3.18)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(4.0, 5.7, 5.767567567567568)"
08-01-2023 17:47:32.655437,"(4.4, 5.4, 4.943478260869566)","(3.2, 4.0, 3.966666666666667)","(2.7, 3.2, 3.16)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 75.0, 60.0)","(4.0, 5.8, 5.767567567567568)"
08-01-2023 17:47:33.821319,"(4.4, 5.3, 5.05)","(3.2, 4.0, 3.9613636363636364)","(2.7, 3.2, 3.18)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(4.0, 5.8, 5.767567567567568)"
08-01-2023 17:47:34.857438,"(4.4, 5.3, 4.855555555555555)","(3.2, 4.0, 3.8068181818181817)","(2.7, 3.2, 3.18)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(4.0, 5.8, 5.686111111111111)"
08-01-2023 17:47:35.895630,"(4.4, 5.3, 5.115384615384615)","(3.2, 3.95, 3.9333333333333336)","(2.7, 3.2, 3.178571428571429)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 75.0, 60.0)","(4.0, 5.7, 5.686111111111111)"
08-01-2023 17:47:36.889870,"(4.4, 5.3, 5.115384615384615)","(3.2, 3.95, 3.9333333333333336)","(2.7, 3.2, 3.1666666666666665)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(4.0, 5.7, 5.686111111111111)"
08-01-2023 17:47:37.865069,"(4.4, 5.3, 5.115384615384615)","(3.2, 3.95, 3.9333333333333336)","(2.7, 3.2, 3.178571428571429)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(4.0, 5.7, 5.686111111111111)"
08-01-2023 17:47:38.885660,"(4.4, 5.3, 5.065217391304348)","(3.2, 3.95, 3.9333333333333336)","(2.7, 3.2, 3.178571428571429)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(4.0, 5.7, 5.686111111111111)"
08-01-2023 17:47:39.999071,"(4.4, 5.3, 5.065217391304348)","(3.2, 3.95, 3.9333333333333336)","(2.7, 3.2, 3.168918918918919)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(4.0, 5.7, 5.767567567567568)"
08-01-2023 17:47:41.084701,"(4.4, 5.3, 4.868)","(3.2, 3.95, 3.7833333333333337)","(2.7, 3.2, 3.168918918918919)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(4.0, 5.8, 5.767567567567568)"
08-01-2023 17:47:42.154915,"(4.4, 5.3, 4.868)","(3.2, 3.95, 3.7972222222222225)","(2.7, 3.2, 3.163157894736842)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 75.0, 60.0)","(4.0, 5.8, 5.767567567567568)"
08-01-2023 17:47:43.139071,"(4.4, 5.2, 5.0181818181818185)","(3.2, 3.95, 3.7972222222222225)","(2.7, 3.2, 3.1738095238095236)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 75.0, 60.0)","(4.0, 5.8, 5.767567567567568)"
08-01-2023 17:47:44.110322,"(4.4, 5.2, 5.036363636363637)","(3.2, 3.95, 3.846875)","(2.7, 3.2, 3.178846153846154)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 75.0, 60.0)","(4.0, 6.4, 6.27027027027027)"
08-01-2023 17:47:45.088575,"(4.4, 5.2, 5.036363636363637)","(3.2, 3.95, 3.846875)","(2.7, 3.2, 3.178846153846154)","(31.0, 55.0, 45.54545454545455)","(31.0, 60.0, 51.27272727272727)","(26.0, 75.0, 60.0)","(4.0, 6.4, 6.27027027027027)"
08-01-2023 17:47:46.089698,"(4.4, 5.2, 4.9714285714285715)","(3.2, 3.95, 3.9250000000000003)","(2.7, 3.2, 3.178846153846154)","(31.0, 44.0, 40.32)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(4.0, 6.6, 6.2727272727272725)"
08-01-2023 17:47:47.044650,"(4.4, 5.2, 4.9714285714285715)","(3.2, 3.95, 3.9250000000000003)","(2.7, 3.2, 3.178846153846154)","(31.0, 44.0, 34.48275862068966)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(4.0, 6.6, 6.2727272727272725)"
08-01-2023 17:47:48.091047,"(4.4, 5.2, 4.9714285714285715)","(3.2, 3.95, 3.9250000000000003)","(2.7, 3.2, 3.178846153846154)","(31.0, 44.0, 34.0)","(31.0, 60.0, 51.27272727272727)","(26.0, 75.0, 60.0)","(4.0, 6.6, 6.085714285714285)"
08-01-2023 17:47:49.100276,"(4.4, 5.2, 4.852173913043479)","(3.2, 3.95, 3.8875)","(2.7, 3.2, 3.1738095238095236)","(31.0, 44.0, 37.25)","(31.0, 60.0, 51.27272727272727)","(26.0, 75.0, 60.0)","(4.0, 6.4, 6.271052631578947)"
08-01-2023 17:47:50.140353,"(4.4, 5.2, 4.852173913043479)","(3.2, 3.95, 3.85)","(2.7, 3.2, 3.1738095238095236)","(31.0, 38.0, 35.111111111111114)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(4.0, 6.4, 6.271052631578947)"
08-01-2023 17:47:51.169372,"(4.4, 5.2, 4.852173913043479)","(3.2, 3.95, 3.85)","(2.7, 3.2, 3.1738095238095236)","(31.0, 40.0, 35.111111111111114)","(31.0, 60.0, 49.333333333333336)","(26.0, 75.0, 60.0)","(4.0, 6.4, 6.271052631578947)"
08-01-2023 17:47:52.345084,"(4.4, 5.2, 4.852173913043479)","(3.2, 3.95, 3.85)","(2.7, 3.2, 3.178846153846154)","(31.0, 40.0, 34.11764705882353)","(31.0, 60.0, 48.8)","(26.0, 75.0, 60.0)","(4.0, 6.4, 5.958333333333333)"
08-01-2023 17:47:53.626993,"(4.4, 5.2, 4.9714285714285715)","(3.2, 3.95, 3.9333333333333336)","(2.7, 3.2, 3.178846153846154)","(31.0, 38.0, 34.11764705882353)","(31.0, 60.0, 46.0)","(26.0, 75.0, 60.0)","(4.0, 6.0, 5.958333333333333)"
08-01-2023 17:47:54.695812,"(4.4, 5.2, 4.9714285714285715)","(3.2, 3.95, 3.9333333333333336)","(2.7, 3.2, 3.178846153846154)","(31.0, 38.0, 34.11764705882353)","(31.0, 60.0, 46.0)","(26.0, 75.0, 60.0)","(4.0, 6.0, 5.958333333333333)"
08-01-2023 17:47:55.977030,"(4.4, 5.2, 4.9714285714285715)","(3.2, 3.95, 3.9333333333333336)","(2.7, 3.2, 3.178846153846154)","(31.0, 38.0, 33.55555555555556)","(31.0, 60.0, 46.0)","(26.0, 75.0, 60.0)","(4.0, 6.0, 5.958333333333333)"
08-01-2023 17:47:57.243154,"(4.4, 5.2, 4.9714285714285715)","(3.2, 3.95, 3.8666666666666667)","(2.7, 3.2, 3.1738095238095236)","(31.0, 38.0, 33.55555555555556)","(31.0, 60.0, 46.0)","(26.0, 75.0, 60.0)","(4.0, 6.0, 5.944827586206896)"
08-01-2023 17:47:58.425673,"(4.4, 5.2, 4.941935483870968)","(3.2, 3.95, 3.7555555555555555)","(2.7, 3.2, 3.1738095238095236)","(31.0, 38.0, 33.55555555555556)","(31.0, 60.0, 46.0)","(26.0, 75.0, 60.0)","(4.0, 6.4, 6.11764705882353)"
08-01-2023 17:47:59.684600,"(4.4, 5.2, 4.941935483870968)","(3.2, 3.95, 3.790909090909091)","(2.7, 3.2, 3.1738095238095236)","(31.0, 38.0, 34.19047619047619)","(31.0, 60.0, 46.0)","(26.0, 75.0, 60.0)","(4.0, 6.4, 6.10625)"
08-01-2023 17:48:00.895695,"(4.4, 5.2, 4.9714285714285715)","(3.2, 3.95, 3.8625)","(2.7, 3.2, 3.1738095238095236)","(31.0, 38.0, 34.19047619047619)","(31.0, 60.0, 46.0)","(26.0, 75.0, 60.0)","(4.0, 6.2, 6.10625)"
08-01-2023 17:48:02.105437,"(4.4, 5.2, 4.9714285714285715)","(3.2, 3.95, 3.907142857142857)","(2.7, 3.2, 3.178846153846154)","(31.0, 38.0, 34.19047619047619)","(31.0, 60.0, 46.0)","(26.0, 75.0, 60.0)","(4.0, 6.2, 6.133333333333334)"
08-01-2023 17:48:03.232910,"(4.4, 5.2, 4.9714285714285715)","(3.2, 3.95, 3.8916666666666666)","(2.7, 3.2, 3.178846153846154)","(31.0, 38.0, 34.19047619047619)","(31.0, 60.0, 46.0)","(26.0, 75.0, 60.0)","(4.0, 6.2, 6.133333333333334)"
08-01-2023 17:48:04.326505,"(4.4, 5.2, 4.9714285714285715)","(3.2, 3.95, 3.926923076923077)","(2.7, 3.2, 3.178846153846154)","(31.0, 38.0, 34.19047619047619)","(31.0, 60.0, 46.0)","(26.0, 75.0, 60.0)","(4.0, 6.2, 6.151351351351352)"
08-01-2023 17:48:05.401213,"(4.4, 5.2, 4.981818181818182)","(3.2, 3.95, 3.926923076923077)","(2.7, 3.2, 3.178846153846154)","(31.0, 38.0, 34.19047619047619)","(31.0, 60.0, 46.0)","(26.0, 75.0, 60.0)","(4.0, 6.2, 6.222916666666667)"
08-01-2023 17:48:06.447843,"(4.4, 5.2, 4.866666666666667)","(3.2, 3.95, 3.8625)","(2.7, 3.2, 3.178846153846154)","(31.0, 38.0, 33.55555555555556)","(31.0, 60.0, 46.0)","(26.0, 75.0, 60.0)","(4.0, 6.4, 6.222916666666667)"
08-01-2023 17:48:07.486503,"(4.4, 5.2, 4.822222222222222)","(3.2, 3.95, 3.907142857142857)","(2.7, 3.2, 3.1738095238095236)","(31.0, 38.0, 33.55555555555556)","(31.0, 60.0, 46.0)","(26.0, 75.0, 60.0)","(4.0, 6.4, 6.1365384615384615)"
08-01-2023 17:48:08.544464,"(4.2, 5.2, 4.842105263157895)","(3.2, 3.95, 3.8625)","(2.6, 3.2, 3.1954545454545458)","(31.0, 38.0, 33.55555555555556)","(31.0, 60.0, 46.0)","(31.0, 75.0, 60.0)","(4.4, 6.2, 5.988095238095238)"
08-01-2023 17:48:09.592137,"(4.2, 5.2, 5.038095238095238)","(3.2, 3.95, 3.9333333333333336)","(2.6, 3.2, 3.1954545454545458)","(31.0, 38.0, 34.19047619047619)","(31.0, 60.0, 46.0)","(31.0, 75.0, 60.0)","(4.4, 6.0, 5.988095238095238)"
08-01-2023 17:48:10.547719,"(4.2, 5.2, 5.038095238095238)","(3.2, 3.95, 3.9333333333333336)","(2.6, 3.2, 3.1954545454545458)","(31.0, 38.0, 34.19047619047619)","(31.0, 60.0, 46.0)","(31.0, 75.0, 60.0)","(4.4, 6.0, 5.988095238095238)"
08-01-2023 17:48:11.556555,"(4.2, 5.2, 5.044444444444444)","(3.2, 3.95, 3.941666666666667)","(2.6, 3.2, 3.1760869565217393)","(31.0, 38.0, 34.19047619047619)","(31.0, 60.0, 48.8)","(31.0, 75.0, 66.11111111111111)","(4.4, 6.0, 5.98936170212766)"
08-01-2023 17:48:12.607580,"(4.2, 5.1, 5.0473684210526315)","(3.2, 3.95, 3.941666666666667)","(2.6, 3.2, 3.1760869565217393)","(31.0, 38.0, 34.19047619047619)","(31.0, 60.0, 48.8)","(31.0, 80.0, 66.66666666666667)","(4.4, 6.0, 6.137735849056604)"
08-01-2023 17:48:13.826415,"(4.2, 5.1, 5.026666666666666)","(3.2, 3.95, 3.935714285714286)","(2.6, 3.2, 3.124)","(31.0, 38.0, 34.25)","(31.0, 60.0, 52.0)","(31.0, 80.0, 66.66666666666667)","(4.4, 6.2, 6.137735849056604)"
08-01-2023 17:48:14.816696,"(4.2, 5.3, 5.214285714285714)","(3.2, 3.95, 3.935714285714286)","(2.6, 3.25, 3.124)","(31.0, 38.0, 34.25)","(31.0, 60.0, 52.0)","(31.0, 80.0, 66.66666666666667)","(4.4, 6.2, 6.137735849056604)"
08-01-2023 17:48:16.115490,"(4.2, 5.4, 5.355555555555556)","(3.2, 3.95, 3.7785714285714285)","(2.6, 3.1, 3.06)","(31.0, 38.0, 32.78260869565217)","(31.0, 60.0, 47.42857142857143)","(31.0, 80.0, 64.0)","(4.4, 6.2, 6.137735849056604)"
08-01-2023 17:48:17.536713,"(4.2, 5.4, 5.488888888888889)","(3.2, 3.95, 3.9214285714285717)","(2.6, 3.1, 3.05625)","(31.0, 38.0, 32.78260869565217)","(31.0, 60.0, 49.64705882352941)","(31.0, 80.0, 71.11111111111111)","(4.4, 6.2, 6.134)"
08-01-2023 17:48:18.777667,"(4.2, 5.6, 5.511111111111111)","(3.2, 3.95, 3.9214285714285717)","(2.6, 3.15, 3.05625)","(31.0, 38.0, 32.857142857142854)","(31.0, 60.0, 49.64705882352941)","(31.0, 80.0, 71.11111111111111)","(4.4, 6.2, 6.134)"
08-01-2023 17:48:19.973091,"(4.2, 5.6, 5.546666666666666)","(3.2, 3.95, 3.908823529411765)","(2.6, 3.15, 3.05625)","(31.0, 36.0, 33.142857142857146)","(31.0, 60.0, 47.42857142857143)","(31.0, 80.0, 67.6923076923077)","(4.4, 6.2, 6.134)"
