,Taking A Toll,Zamboras Girl,Kouta Marjen,Dance Mode,Mr Larson,Long Way Home
12-01-2023 14:53:03.322865,"(12.0, 21.0, 19.703703703703702)","(6.0, 8.0, 7.589473684210526)","(2.05, 2.12, 2.0646153846153847)","(7.5, 16.0, 14.666666666666666)","(5.5, 10.5, 10.125)","(4.6, 6.0, 5.785714285714286)"
12-01-2023 14:53:04.532546,"(12.0, 21.0, 19.703703703703702)","(6.0, 8.0, 7.589473684210526)","(2.05, 2.1, 2.055)","(7.5, 16.0, 15.11111111111111)","(5.5, 10.5, 10.35)","(4.6, 6.0, 5.75)"
12-01-2023 14:53:05.695772,"(12.0, 21.0, 19.703703703703702)","(6.0, 8.0, 7.625)","(2.05, 2.06, 2.035)","(7.5, 16.0, 15.11111111111111)","(5.5, 10.5, 10.470588235294118)","(4.6, 6.0, 5.75)"
12-01-2023 14:53:06.841913,"(12.0, 21.0, 19.703703703703702)","(6.0, 8.0, 7.556521739130435)","(2.05, 2.06, 2.0446153846153847)","(7.5, 16.0, 15.11111111111111)","(5.5, 10.5, 10.470588235294118)","(4.6, 6.0, 5.75)"
12-01-2023 14:53:08.182803,"(12.0, 21.0, 19.703703703703702)","(6.0, 8.0, 7.589473684210526)","(2.05, 2.06, 2.035)","(7.5, 16.0, 15.11111111111111)","(5.5, 10.5, 10.470588235294118)","(4.6, 6.0, 5.75)"
12-01-2023 14:53:09.283960,"(12.0, 21.0, 19.703703703703702)","(6.0, 8.0, 7.589473684210526)","(2.05, 2.06, 2.035)","(7.5, 16.0, 15.19047619047619)","(5.5, 10.5, 10.964285714285714)","(4.6, 6.0, 5.75)"
12-01-2023 14:53:10.339733,"(12.0, 21.0, 19.703703703703702)","(6.0, 8.0, 7.556521739130435)","(2.0, 2.1, 2.0437037037037036)","(7.5, 16.0, 14.363636363636363)","(5.5, 11.5, 11.125)","(4.6, 6.0, 5.75)"
12-01-2023 14:53:11.341133,"(12.0, 21.0, 19.703703703703702)","(6.0, 8.0, 7.589473684210526)","(2.0, 2.1, 2.051304347826087)","(7.5, 16.0, 14.363636363636363)","(5.5, 11.5, 11.125)","(4.6, 6.0, 5.75)"
12-01-2023 14:53:12.313696,"(12.0, 21.0, 19.703703703703702)","(6.0, 8.0, 7.541176470588235)","(2.0, 2.1, 2.037777777777778)","(7.5, 16.0, 14.363636363636363)","(5.5, 11.5, 11.125)","(4.6, 6.0, 5.75)"
12-01-2023 14:53:13.486550,"(12.0, 21.0, 19.37837837837838)","(6.0, 8.0, 7.541176470588235)","(2.0, 2.06, 2.036)","(7.5, 16.0, 15.052631578947368)","(5.5, 11.5, 11.214285714285714)","(4.6, 6.0, 5.75)"
12-01-2023 14:53:14.629571,"(12.0, 21.0, 19.37837837837838)","(6.0, 8.0, 7.589473684210526)","(2.0, 2.06, 2.0393103448275864)","(7.5, 16.0, 15.029411764705882)","(5.5, 11.5, 11.104166666666666)","(4.6, 6.0, 5.75)"
12-01-2023 14:53:15.730769,"(12.0, 21.0, 19.333333333333332)","(6.0, 8.0, 7.589473684210526)","(2.0, 2.06, 2.0393103448275864)","(7.5, 16.0, 15.03125)","(5.5, 11.5, 11.104166666666666)","(4.6, 6.0, 5.75)"
12-01-2023 14:53:16.918646,"(12.0, 21.0, 19.333333333333332)","(6.0, 8.0, 7.589473684210526)","(2.0, 2.06, 2.035)","(7.5, 16.0, 15.03125)","(5.5, 11.5, 11.104166666666666)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:18.030586,"(12.0, 21.0, 19.333333333333332)","(6.0, 8.0, 7.589473684210526)","(2.0, 2.06, 2.0314285714285716)","(7.5, 16.0, 14.8)","(5.5, 11.5, 11.025)","(4.6, 6.0, 5.8062499999999995)"
12-01-2023 14:53:19.269391,"(12.0, 21.0, 19.333333333333332)","(6.0, 8.0, 7.566666666666667)","(2.0, 2.06, 2.0446153846153847)","(7.5, 15.0, 14.19047619047619)","(5.5, 11.5, 10.88888888888889)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:20.470565,"(12.0, 21.0, 19.333333333333332)","(6.0, 8.0, 7.536363636363637)","(2.0, 2.06, 2.037777777777778)","(7.5, 15.0, 14.068965517241379)","(5.5, 11.5, 10.791666666666666)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:21.787630,"(12.0, 21.0, 19.333333333333332)","(6.0, 8.0, 7.622222222222223)","(2.0, 2.06, 2.037777777777778)","(7.5, 15.0, 14.068965517241379)","(5.5, 11.0, 10.785714285714286)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:22.898871,"(12.0, 21.0, 19.333333333333332)","(6.0, 8.0, 7.622222222222223)","(2.0, 2.06, 2.037777777777778)","(7.5, 15.0, 14.068965517241379)","(5.5, 11.0, 10.75)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:23.999851,"(12.0, 21.0, 19.333333333333332)","(6.0, 8.0, 7.8)","(2.0, 2.06, 2.037777777777778)","(7.5, 15.0, 14.068965517241379)","(5.5, 11.0, 10.6)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:25.159639,"(12.0, 21.0, 19.333333333333332)","(6.0, 8.0, 7.630769230769231)","(2.0, 2.06, 2.037777777777778)","(7.5, 15.0, 14.068965517241379)","(5.5, 11.0, 10.6)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:26.350362,"(12.0, 21.0, 19.42105263157895)","(6.0, 8.0, 7.733333333333333)","(2.0, 2.06, 2.0442105263157897)","(7.5, 15.0, 14.129032258064516)","(5.5, 11.0, 10.6)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:27.499550,"(12.0, 21.0, 19.42105263157895)","(6.0, 8.0, 7.733333333333333)","(2.0, 2.06, 2.0446153846153847)","(7.5, 15.0, 14.129032258064516)","(5.5, 11.0, 10.6)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:28.561134,"(12.0, 21.0, 19.72222222222222)","(6.0, 8.0, 7.630769230769231)","(2.0, 2.06, 2.0446153846153847)","(7.5, 15.0, 14.129032258064516)","(5.5, 11.0, 10.75)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:29.548367,"(12.0, 21.0, 19.921875)","(6.0, 8.0, 7.685714285714286)","(2.0, 2.06, 2.037777777777778)","(7.5, 15.0, 14.15625)","(5.5, 11.0, 10.85)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:30.664987,"(12.0, 21.0, 19.72222222222222)","(6.0, 8.0, 7.630769230769231)","(2.0, 2.04, 2.017777777777778)","(7.5, 15.0, 14.15625)","(5.5, 11.0, 10.88888888888889)","(4.6, 6.0, 5.811627906976744)"
12-01-2023 14:53:32.039838,"(12.0, 21.0, 19.985294117647058)","(6.0, 8.0, 7.733333333333333)","(2.0, 2.04, 2.0276923076923077)","(7.5, 15.0, 14.15625)","(5.5, 11.0, 10.88888888888889)","(4.6, 6.0, 5.811627906976744)"
12-01-2023 14:53:33.130005,"(12.0, 21.0, 19.985294117647058)","(6.0, 8.0, 7.733333333333333)","(2.0, 2.04, 2.02)","(7.5, 15.0, 14.15625)","(5.5, 11.0, 10.88888888888889)","(4.6, 6.0, 5.811627906976744)"
12-01-2023 14:53:34.530603,"(12.0, 21.0, 20.1875)","(6.0, 8.0, 7.630769230769231)","(2.0, 2.04, 2.048)","(7.5, 15.0, 14.129032258064516)","(5.5, 11.0, 10.846153846153847)","(4.6, 6.0, 5.811627906976744)"
12-01-2023 14:53:35.742334,"(12.0, 21.0, 20.1875)","(6.0, 8.0, 7.733333333333333)","(1.95, 2.06, 2.0533333333333332)","(8.0, 15.0, 14.129032258064516)","(6.0, 11.0, 10.8)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:36.734199,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.733333333333333)","(1.95, 2.06, 2.0533333333333332)","(8.0, 15.0, 14.129032258064516)","(6.0, 11.0, 10.705882352941176)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:37.828621,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.630769230769231)","(1.95, 2.06, 2.0246153846153847)","(8.0, 15.0, 14.15625)","(6.0, 11.0, 10.846153846153847)","(4.6, 6.0, 5.802127659574468)"
12-01-2023 14:53:38.944396,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.733333333333333)","(1.95, 2.04, 2.0246153846153847)","(8.0, 15.0, 14.15625)","(6.0, 11.0, 10.875)","(4.6, 6.0, 5.811627906976744)"
12-01-2023 14:53:40.096804,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.630769230769231)","(1.95, 2.04, 2.017777777777778)","(8.0, 15.0, 14.129032258064516)","(6.0, 11.0, 10.875)","(4.6, 6.0, 5.811627906976744)"
12-01-2023 14:53:41.224682,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.630769230769231)","(1.95, 2.04, 2.017777777777778)","(8.0, 15.0, 14.129032258064516)","(6.0, 11.0, 10.875)","(4.6, 6.0, 5.811627906976744)"
12-01-2023 14:53:42.240551,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.733333333333333)","(1.95, 2.04, 2.0246153846153847)","(8.0, 15.0, 14.25)","(6.0, 11.0, 10.875)","(4.6, 6.0, 5.811627906976744)"
12-01-2023 14:53:43.352298,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.630769230769231)","(1.95, 2.04, 2.04)","(8.0, 15.0, 14.25)","(6.0, 11.0, 10.818181818181818)","(4.6, 6.0, 5.811627906976744)"
12-01-2023 14:53:44.503098,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.68)","(1.95, 2.06, 2.05)","(8.0, 15.0, 14.129032258064516)","(6.0, 11.0, 10.705882352941176)","(4.6, 6.0, 5.865)"
12-01-2023 14:53:45.447047,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.68)","(1.95, 2.06, 2.05)","(8.0, 15.0, 14.129032258064516)","(6.0, 11.0, 10.705882352941176)","(4.6, 6.0, 5.865)"
12-01-2023 14:53:46.431071,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.6000000000000005)","(1.95, 2.02, 2.016153846153846)","(8.0, 15.0, 14.129032258064516)","(6.0, 11.0, 10.857142857142858)","(4.6, 6.0, 5.865)"
12-01-2023 14:53:47.507745,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.6000000000000005)","(1.95, 2.02, 2.0428571428571427)","(8.0, 15.0, 14.228571428571428)","(6.0, 11.0, 10.882352941176471)","(4.6, 6.0, 5.865)"
12-01-2023 14:53:48.459223,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.733333333333333)","(1.95, 2.06, 2.0428571428571427)","(8.0, 15.0, 14.228571428571428)","(6.0, 11.0, 10.882352941176471)","(4.6, 6.0, 5.865)"
12-01-2023 14:53:49.483296,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.630769230769231)","(1.95, 2.06, 2.0300000000000002)","(8.0, 15.0, 14.228571428571428)","(6.0, 11.0, 10.882352941176471)","(4.6, 6.0, 5.865)"
12-01-2023 14:53:50.640394,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.630769230769231)","(1.95, 2.06, 2.028421052631579)","(8.0, 15.0, 14.228571428571428)","(6.0, 11.0, 10.882352941176471)","(4.6, 6.0, 5.865)"
12-01-2023 14:53:51.655805,"(12.0, 21.0, 20.303571428571427)","(6.0, 8.0, 7.630769230769231)","(1.95, 2.06, 2.028421052631579)","(8.0, 15.0, 13.84375)","(6.0, 11.0, 10.733333333333333)","(4.6, 6.0, 5.874074074074074)"
12-01-2023 14:53:52.925719,"(12.0, 21.0, 20.235294117647058)","(6.0, 8.0, 7.630769230769231)","(1.95, 2.06, 2.0575)","(8.0, 14.0, 13.166666666666666)","(6.0, 11.0, 10.6)","(4.6, 6.0, 5.874074074074074)"
12-01-2023 14:53:54.059675,"(12.0, 21.0, 20.1)","(6.0, 8.0, 7.733333333333333)","(1.95, 2.06, 2.0729411764705885)","(8.0, 13.5, 13.166666666666666)","(6.0, 11.0, 10.8)","(4.6, 6.0, 5.865)"
12-01-2023 14:53:55.047563,"(12.0, 21.0, 20.25)","(6.0, 8.0, 7.5200000000000005)","(1.95, 2.08, 2.075)","(8.0, 13.5, 13.464285714285714)","(6.0, 11.0, 11.4)","(4.6, 5.9, 5.71)"
12-01-2023 14:53:56.194413,"(12.0, 21.0, 20.357142857142858)","(6.0, 8.0, 7.733333333333333)","(1.95, 2.08, 2.074)","(8.0, 14.0, 13.166666666666666)","(6.0, 11.5, 11.28125)","(4.6, 5.8, 5.779999999999999)"
12-01-2023 14:53:57.430716,"(12.0, 21.0, 20.379310344827587)","(6.0, 8.0, 7.630769230769231)","(1.95, 2.08, 2.074)","(8.0, 14.0, 13.166666666666666)","(6.0, 11.5, 11.409090909090908)","(4.6, 5.8, 5.71)"
12-01-2023 14:53:58.672106,"(12.0, 21.0, 20.379310344827587)","(6.0, 8.0, 7.630769230769231)","(1.95, 2.08, 2.0628571428571427)","(8.0, 14.0, 13.166666666666666)","(6.0, 11.5, 11.333333333333334)","(4.6, 5.8, 5.71)"
12-01-2023 14:53:59.849098,"(12.0, 21.0, 20.379310344827587)","(6.0, 8.0, 7.68)","(1.95, 2.08, 2.064)","(8.0, 14.0, 13.166666666666666)","(6.0, 11.5, 11.181818181818182)","(4.6, 5.8, 5.716666666666667)"
12-01-2023 14:54:00.991457,"(12.0, 24.0, 22.666666666666668)","(6.0, 8.0, 7.68)","(1.95, 2.08, 2.052857142857143)","(8.0, 14.0, 13.320512820512821)","(6.0, 11.5, 11.11111111111111)","(4.6, 5.8, 5.716666666666667)"
12-01-2023 14:54:01.956313,"(12.0, 24.0, 23.25)","(6.0, 8.0, 7.633333333333334)","(1.95, 2.06, 2.052857142857143)","(8.0, 13.5, 13.320512820512821)","(6.0, 11.5, 11.25)","(4.6, 5.8, 5.6695652173913045)"
12-01-2023 14:54:02.958667,"(12.0, 24.0, 23.11764705882353)","(6.0, 8.0, 7.5200000000000005)","(1.95, 2.06, 2.0516666666666667)","(8.0, 13.5, 13.25)","(6.0, 11.5, 11.25)","(4.6, 5.8, 5.716666666666667)"
12-01-2023 14:54:04.049234,"(12.0, 24.0, 23.11764705882353)","(6.0, 8.0, 7.7)","(1.95, 2.04, 2.038095238095238)","(8.0, 13.5, 13.636363636363637)","(6.0, 11.5, 11.416666666666666)","(4.6, 5.8, 5.705263157894737)"
12-01-2023 14:54:05.085595,"(12.0, 24.0, 23.166666666666668)","(6.0, 8.0, 7.6000000000000005)","(1.95, 2.04, 2.0376470588235294)","(8.0, 14.0, 13.636363636363637)","(6.0, 11.5, 11.416666666666666)","(4.6, 5.8, 5.705263157894737)"
12-01-2023 14:54:06.247754,"(12.0, 24.0, 22.772727272727273)","(6.0, 8.0, 7.6000000000000005)","(1.95, 2.04, 2.0371428571428574)","(8.0, 14.5, 13.944444444444445)","(6.0, 11.5, 11.416666666666666)","(4.6, 5.8, 5.705263157894737)"
12-01-2023 14:54:07.231655,"(12.0, 24.0, 22.772727272727273)","(6.0, 8.0, 7.5600000000000005)","(1.95, 2.06, 2.044)","(8.0, 14.5, 13.944444444444445)","(6.0, 11.5, 11.384615384615385)","(4.6, 5.8, 5.7785714285714285)"
12-01-2023 14:54:08.308506,"(14.0, 24.0, 22.772727272727273)","(6.0, 8.0, 7.6000000000000005)","(1.85, 2.06, 2.0533333333333332)","(9.0, 14.5, 13.785714285714286)","(7.0, 11.5, 11.384615384615385)","(4.6, 5.8, 5.7785714285714285)"
12-01-2023 14:54:09.426187,"(14.0, 24.0, 22.772727272727273)","(6.0, 8.0, 7.6000000000000005)","(1.85, 2.04, 2.033333333333333)","(9.0, 14.5, 13.810344827586206)","(7.0, 11.5, 11.2)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:10.475500,"(14.0, 24.0, 23.347826086956523)","(6.0, 8.0, 7.5636363636363635)","(1.85, 2.04, 2.035)","(9.0, 14.5, 13.833333333333334)","(7.0, 11.5, 11.1)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:11.522642,"(14.0, 24.0, 23.347826086956523)","(6.0, 8.0, 7.7)","(1.85, 2.04, 2.035)","(9.0, 14.5, 13.725)","(7.0, 11.5, 11.2)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:12.659616,"(14.0, 24.0, 23.347826086956523)","(6.0, 8.0, 7.550000000000001)","(1.85, 2.04, 2.034666666666667)","(9.0, 14.5, 13.7)","(7.0, 11.5, 11.264705882352942)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:13.831352,"(14.0, 24.0, 23.347826086956523)","(6.0, 8.0, 7.682352941176471)","(1.85, 2.04, 2.034666666666667)","(9.0, 14.5, 13.727272727272727)","(7.0, 11.5, 11.954545454545455)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:14.851629,"(14.0, 24.0, 23.347826086956523)","(6.0, 8.0, 7.682352941176471)","(1.85, 2.04, 2.034666666666667)","(9.0, 14.0, 13.727272727272727)","(7.0, 12.5, 11.807692307692308)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:15.974449,"(14.0, 24.0, 23.347826086956523)","(6.0, 8.0, 7.550000000000001)","(1.85, 2.04, 2.03375)","(9.0, 14.0, 13.727272727272727)","(7.0, 12.5, 11.7)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:17.117221,"(14.0, 24.0, 23.347826086956523)","(6.0, 8.0, 7.550000000000001)","(1.85, 2.04, 2.03375)","(9.0, 14.0, 13.55)","(7.0, 12.5, 11.7)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:18.138106,"(14.0, 24.0, 23.347826086956523)","(6.0, 8.0, 7.682352941176471)","(1.85, 2.04, 2.03375)","(9.0, 14.0, 13.55)","(7.0, 12.5, 11.576923076923077)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:19.087618,"(14.0, 24.0, 23.347826086956523)","(6.0, 8.0, 7.550000000000001)","(1.85, 2.04, 2.03375)","(9.0, 14.0, 13.526315789473685)","(7.0, 12.5, 11.576923076923077)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:20.183402,"(14.0, 24.0, 23.347826086956523)","(6.0, 8.0, 7.682352941176471)","(1.85, 2.04, 2.03375)","(9.0, 14.0, 13.526315789473685)","(7.0, 12.5, 11.576923076923077)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:21.305800,"(14.0, 24.0, 23.347826086956523)","(6.0, 8.0, 7.550000000000001)","(1.85, 2.04, 2.0428571428571427)","(9.0, 14.0, 13.526315789473685)","(7.0, 12.5, 11.884615384615385)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:22.444674,"(14.0, 24.0, 23.347826086956523)","(6.0, 8.0, 7.550000000000001)","(1.85, 2.06, 2.036)","(9.0, 14.0, 13.473684210526315)","(7.0, 12.5, 11.884615384615385)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:23.466639,"(14.0, 24.0, 23.23076923076923)","(6.0, 8.0, 7.682352941176471)","(1.85, 2.06, 2.036)","(9.0, 14.0, 13.473684210526315)","(7.0, 12.5, 11.884615384615385)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:24.683794,"(14.0, 24.0, 23.41176470588235)","(6.0, 8.0, 7.550000000000001)","(1.85, 2.06, 2.0300000000000002)","(9.0, 14.0, 13.473684210526315)","(7.0, 12.5, 11.884615384615385)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:25.924791,"(14.0, 24.0, 23.41176470588235)","(6.0, 8.0, 7.682352941176471)","(1.85, 2.04, 2.033333333333333)","(9.0, 14.0, 13.473684210526315)","(7.0, 12.5, 11.884615384615385)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:27.004864,"(14.0, 24.0, 23.41176470588235)","(6.0, 8.0, 7.550000000000001)","(1.85, 2.04, 2.0352941176470587)","(9.0, 14.0, 13.588235294117647)","(7.0, 12.5, 11.7)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:28.025783,"(14.0, 24.0, 23.41176470588235)","(6.0, 8.0, 7.550000000000001)","(1.85, 2.04, 2.0352941176470587)","(9.0, 14.0, 13.588235294117647)","(7.0, 12.5, 11.7)","(4.6, 5.8, 5.6625)"
12-01-2023 14:54:29.178441,"(14.0, 24.0, 23.41176470588235)","(6.0, 8.0, 7.682352941176471)","(1.85, 2.04, 2.055)","(9.0, 14.0, 13.555555555555555)","(7.0, 12.5, 10.708333333333334)","(4.6, 5.8, 5.636842105263158)"
12-01-2023 14:54:30.273784,"(14.0, 24.0, 23.41176470588235)","(6.0, 8.0, 7.550000000000001)","(1.85, 2.1, 2.075555555555556)","(9.0, 14.0, 13.714285714285714)","(7.0, 11.0, 10.68421052631579)","(4.6, 5.7, 5.684615384615385)"
12-01-2023 14:54:31.313248,"(14.0, 24.0, 23.41176470588235)","(6.0, 8.0, 7.550000000000001)","(1.85, 2.08, 2.075555555555556)","(9.0, 14.0, 13.714285714285714)","(7.0, 11.0, 10.657142857142857)","(4.6, 5.7, 5.684615384615385)"
12-01-2023 14:54:32.421289,"(14.0, 24.0, 23.41176470588235)","(6.0, 8.0, 7.682352941176471)","(1.85, 2.08, 2.0552380952380953)","(9.0, 14.0, 13.75)","(7.0, 11.0, 10.657142857142857)","(4.6, 5.7, 5.684615384615385)"
12-01-2023 14:54:33.719191,"(14.0, 24.0, 23.41176470588235)","(6.0, 8.0, 7.584615384615385)","(1.85, 2.06, 2.0552380952380953)","(9.0, 14.0, 13.777777777777779)","(7.0, 11.0, 10.657142857142857)","(4.6, 5.7, 5.685714285714286)"
12-01-2023 14:54:35.081117,"(14.0, 24.0, 23.41176470588235)","(6.0, 8.0, 7.584615384615385)","(1.85, 2.06, 2.0552380952380953)","(9.0, 14.0, 13.777777777777779)","(7.0, 11.0, 10.657142857142857)","(4.6, 5.7, 5.685714285714286)"
12-01-2023 14:54:36.193437,"(14.0, 24.0, 23.41176470588235)","(6.0, 8.0, 7.7)","(1.85, 2.06, 2.045714285714286)","(9.0, 14.0, 13.714285714285714)","(7.0, 11.0, 11.12962962962963)","(4.6, 5.7, 5.65)"
12-01-2023 14:54:37.256558,"(14.0, 24.0, 23.263157894736842)","(6.0, 8.0, 7.682352941176471)","(1.85, 2.06, 2.0568750000000002)","(9.0, 14.0, 13.733333333333333)","(7.0, 11.5, 11.015151515151516)","(4.6, 5.7, 5.618181818181818)"
12-01-2023 14:54:38.558071,"(14.0, 24.0, 23.263157894736842)","(6.0, 8.0, 7.82)","(1.85, 2.06, 2.057297297297297)","(9.0, 14.0, 13.733333333333333)","(7.0, 11.5, 11.119047619047619)","(4.6, 5.7, 5.609090909090909)"
12-01-2023 14:54:39.771386,"(14.0, 24.0, 23.263157894736842)","(6.0, 8.0, 7.82)","(1.85, 2.06, 2.0747368421052634)","(9.0, 14.0, 13.647058823529411)","(7.0, 11.5, 11.176470588235293)","(4.6, 5.7, 5.609090909090909)"
12-01-2023 14:54:40.896754,"(14.0, 24.0, 23.263157894736842)","(6.0, 8.0, 7.810526315789474)","(1.85, 2.08, 2.0747368421052634)","(9.0, 14.0, 13.647058823529411)","(7.0, 11.5, 11.176470588235293)","(4.6, 5.7, 5.609090909090909)"
12-01-2023 14:54:42.032025,"(14.0, 24.0, 23.263157894736842)","(6.0, 8.0, 7.810526315789474)","(1.85, 2.08, 2.0747368421052634)","(9.0, 14.0, 13.647058823529411)","(7.0, 11.5, 11.176470588235293)","(4.6, 5.7, 5.609090909090909)"
12-01-2023 14:54:43.314912,"(14.0, 24.0, 23.263157894736842)","(6.0, 8.0, 7.810526315789474)","(1.85, 2.08, 2.0747368421052634)","(9.0, 14.0, 13.647058823529411)","(7.0, 11.5, 11.176470588235293)","(4.6, 5.7, 5.609090909090909)"
12-01-2023 14:54:44.421938,"(14.0, 24.0, 23.263157894736842)","(6.0, 8.0, 7.85)","(1.85, 2.08, 2.0681818181818183)","(9.0, 14.0, 13.478260869565217)","(7.0, 11.5, 11.147058823529411)","(4.6, 5.7, 5.573333333333333)"
12-01-2023 14:54:45.770982,"(14.0, 24.0, 23.416666666666668)","(6.0, 8.0, 7.810526315789474)","(1.85, 2.08, 2.071764705882353)","(9.0, 14.0, 13.478260869565217)","(7.0, 11.5, 11.0)","(4.6, 5.6, 5.473684210526316)"
12-01-2023 14:54:46.858053,"(14.0, 24.0, 23.416666666666668)","(6.0, 8.0, 7.810526315789474)","(1.85, 2.08, 2.0722222222222224)","(9.0, 14.0, 13.478260869565217)","(7.0, 11.5, 11.0)","(4.6, 5.6, 5.473684210526316)"
12-01-2023 14:54:47.955108,"(14.0, 24.0, 23.416666666666668)","(6.0, 8.0, 7.85)","(1.85, 2.08, 2.068)","(9.0, 14.0, 13.478260869565217)","(7.0, 11.5, 11.18421052631579)","(4.6, 5.6, 5.4875)"
12-01-2023 14:54:49.067241,"(14.0, 24.0, 23.416666666666668)","(6.0, 8.0, 7.85)","(1.85, 2.08, 2.068)","(9.0, 14.0, 13.478260869565217)","(7.0, 11.5, 11.25)","(4.6, 5.5, 5.4875)"
12-01-2023 14:54:50.159830,"(14.0, 24.0, 23.5)","(6.0, 8.0, 7.811764705882353)","(1.85, 2.08, 2.0700000000000003)","(9.0, 14.0, 13.478260869565217)","(7.0, 11.5, 11.4375)","(4.6, 5.5, 5.4875)"
12-01-2023 14:54:51.271966,"(14.0, 24.0, 23.5)","(6.0, 8.0, 7.752380952380952)","(1.85, 2.08, 2.0694117647058823)","(9.0, 14.0, 13.56)","(7.0, 11.5, 11.333333333333334)","(4.6, 5.5, 5.4875)"
12-01-2023 14:54:52.357712,"(14.0, 24.0, 23.5)","(6.0, 8.0, 7.763636363636364)","(1.85, 2.08, 2.0733333333333333)","(9.0, 14.0, 13.633333333333333)","(7.0, 11.5, 11.333333333333334)","(4.6, 5.5, 5.4875)"
12-01-2023 14:54:53.328161,"(14.0, 24.0, 23.5)","(6.0, 8.0, 7.752380952380952)","(1.85, 2.08, 2.0733333333333333)","(9.0, 14.0, 13.73404255319149)","(7.0, 11.5, 11.055555555555555)","(4.6, 5.5, 5.488888888888889)"
12-01-2023 14:54:54.404650,"(14.0, 24.0, 23.5)","(6.0, 7.8, 7.655555555555555)","(1.85, 2.08, 2.0733333333333333)","(9.0, 14.5, 13.73404255319149)","(7.0, 11.5, 10.86)","(4.6, 5.5, 5.47741935483871)"
12-01-2023 14:54:55.603810,"(14.0, 24.0, 23.5)","(6.0, 8.0, 7.752380952380952)","(1.85, 2.08, 2.0684444444444443)","(9.0, 14.5, 13.78)","(7.0, 11.5, 10.833333333333334)","(4.6, 5.6, 5.485714285714286)"
12-01-2023 14:54:56.994413,"(14.0, 24.0, 25.08823529411765)","(6.0, 8.0, 7.807407407407407)","(1.85, 2.08, 2.0684444444444443)","(9.0, 14.5, 13.78)","(7.0, 11.5, 10.75)","(4.6, 5.6, 5.489655172413793)"
12-01-2023 14:54:58.186248,"(14.0, 27.0, 25.227272727272727)","(6.0, 8.0, 7.816216216216216)","(1.85, 2.08, 2.0684444444444443)","(9.0, 14.5, 13.583333333333334)","(7.5, 11.0, 10.78125)","(4.4, 5.6, 5.489655172413793)"
12-01-2023 14:54:59.306449,"(15.0, 27.0, 25.65)","(6.0, 8.0, 7.816216216216216)","(1.85, 2.08, 2.068235294117647)","(9.0, 14.0, 13.772727272727273)","(7.5, 11.0, 10.833333333333334)","(4.4, 5.6, 5.489655172413793)"
12-01-2023 14:55:00.511099,"(15.0, 25.0, 24.916666666666668)","(6.0, 8.0, 7.746666666666666)","(1.85, 2.08, 2.072857142857143)","(9.0, 14.0, 13.821428571428571)","(7.5, 11.0, 10.714285714285714)","(4.4, 5.6, 5.489655172413793)"
