,Tolkowsky,Storm Attack,Drop The Pilot,Giveitallali,Heleva Deel,Harmony Nation,Lexis Choice,Kings Row,Inside Information,The Angels Kiss
05-01-2023 14:59:16.821432,"(2.1, 2.46, 2.4476923076923076)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.714285714285715)","(3.0, 3.3, 3.2904109589041095)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 65.0, 61.66666666666667)","(31.0, 70.0, 65.29411764705883)","(61.0, 210.0, 176.66666666666666)"
05-01-2023 14:59:18.059140,"(2.1, 2.46, 2.4447619047619047)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.714285714285715)","(3.0, 3.3, 3.2904109589041095)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 65.0, 61.66666666666667)","(31.0, 70.0, 65.29411764705883)","(61.0, 210.0, 176.66666666666666)"
05-01-2023 14:59:19.402326,"(2.1, 2.46, 2.4447619047619047)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.714285714285715)","(3.0, 3.3, 3.2904109589041095)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.235294117647058)","(26.0, 65.0, 61.66666666666667)","(31.0, 70.0, 65.29411764705883)","(61.0, 210.0, 176.66666666666666)"
05-01-2023 14:59:20.696891,"(2.1, 2.46, 2.4447619047619047)","(12.0, 20.0, 19.625)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.714285714285715)","(3.0, 3.3, 3.2904109589041095)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.5)","(26.0, 65.0, 57.0)","(31.0, 70.0, 58.0)","(61.0, 210.0, 185.0)"
05-01-2023 14:59:21.970214,"(2.1, 2.46, 2.456)","(12.0, 20.0, 19.75)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.714285714285715)","(3.0, 3.3, 3.2904109589041095)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.5)","(26.0, 65.0, 57.0)","(31.0, 70.0, 58.0)","(61.0, 210.0, 185.0)"
05-01-2023 14:59:23.211871,"(2.1, 2.46, 2.456)","(12.0, 20.0, 19.75)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.47872340425532)","(3.0, 3.3, 3.2904109589041095)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.5)","(26.0, 65.0, 57.0)","(31.0, 70.0, 58.0)","(61.0, 210.0, 185.0)"
05-01-2023 14:59:24.424171,"(2.1, 2.46, 2.456)","(12.0, 20.0, 19.75)","(12.0, 14.5, 14.0)","(11.0, 16.5, 16.558823529411764)","(3.0, 3.3, 3.2904109589041095)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.5)","(26.0, 65.0, 57.0)","(31.0, 70.0, 58.0)","(61.0, 210.0, 185.0)"
05-01-2023 14:59:25.678396,"(2.1, 2.46, 2.4543859649122806)","(12.0, 20.0, 19.75)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.558823529411764)","(3.0, 3.3, 3.2904109589041095)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.5)","(26.0, 65.0, 57.0)","(31.0, 70.0, 58.0)","(61.0, 210.0, 185.0)"
05-01-2023 14:59:26.912332,"(2.1, 2.46, 2.4562962962962964)","(12.0, 20.0, 19.75)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.558823529411764)","(3.0, 3.3, 3.2904109589041095)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.5)","(26.0, 65.0, 57.0)","(31.0, 70.0, 58.0)","(61.0, 210.0, 185.0)"
05-01-2023 14:59:28.177701,"(2.1, 2.46, 2.4562962962962964)","(12.0, 20.0, 19.75)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.566666666666666)","(3.0, 3.3, 3.1934782608695653)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.5)","(26.0, 65.0, 57.0)","(31.0, 70.0, 58.0)","(61.0, 210.0, 185.0)"
05-01-2023 14:59:29.601591,"(2.1, 2.46, 2.4475)","(12.0, 20.0, 19.75)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.682926829268293)","(3.0, 3.2, 3.1863636363636365)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.75)","(26.0, 65.0, 57.0)","(31.0, 70.0, 58.0)","(61.0, 210.0, 185.0)"
05-01-2023 14:59:31.018786,"(2.1, 2.48, 2.4675)","(12.0, 20.0, 19.75)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.682926829268293)","(3.0, 3.2, 3.1869565217391305)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.75)","(26.0, 65.0, 57.0)","(31.0, 70.0, 58.0)","(61.0, 210.0, 185.0)"
05-01-2023 14:59:32.349217,"(2.1, 2.48, 2.457777777777778)","(12.0, 20.0, 19.75)","(12.0, 14.5, 14.0)","(11.0, 17.0, 16.682926829268293)","(3.0, 3.2, 3.1869565217391305)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.75)","(26.0, 65.0, 57.0)","(31.0, 70.0, 58.0)","(61.0, 210.0, 185.0)"
05-01-2023 14:59:33.664528,"(2.1, 2.48, 2.457777777777778)","(12.0, 20.0, 19.75)","(12.0, 14.5, 13.8)","(11.0, 17.0, 16.682926829268293)","(3.0, 3.2, 3.1869565217391305)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.4)","(26.0, 65.0, 57.0)","(31.0, 70.0, 58.0)","(61.0, 210.0, 185.0)"
05-01-2023 14:59:34.986803,"(2.1, 2.48, 2.4675)","(12.0, 20.0, 19.75)","(12.0, 14.5, 13.8)","(11.0, 17.0, 16.682926829268293)","(3.0, 3.2, 3.1782608695652175)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.333333333333332)","(26.0, 65.0, 57.0)","(31.0, 70.0, 58.0)","(61.0, 210.0, 185.0)"
05-01-2023 14:59:36.308474,"(2.1, 2.48, 2.4675)","(12.0, 20.0, 19.75)","(12.0, 14.5, 13.66)","(11.0, 17.0, 16.682926829268293)","(3.0, 3.2, 3.185294117647059)","(31.0, 75.0, 60.5)","(14.0, 25.0, 23.333333333333332)","(26.0, 65.0, 57.0)","(31.0, 70.0, 58.0)","(61.0, 210.0, 185.0)"
05-01-2023 14:59:37.629408,"(2.1, 2.48, 2.4675)","(12.0, 20.0, 19.75)","(12.0, 14.5, 14.833333333333334)","(11.0, 17.0, 16.75)","(3.0, 3.2, 3.1791666666666667)","(31.0, 75.0, 58.0)","(14.0, 25.0, 26.0)","(26.0, 65.0, 62.142857142857146)","(31.0, 70.0, 66.66666666666667)","(61.0, 210.0, 183.33333333333334)"
05-01-2023 14:59:38.965789,"(2.1, 2.48, 2.457777777777778)","(12.0, 20.0, 19.75)","(12.0, 15.0, 13.736842105263158)","(11.0, 17.0, 17.2)","(3.0, 3.2, 3.1791666666666667)","(31.0, 70.0, 64.0)","(14.0, 28.0, 25.5)","(26.0, 65.0, 62.142857142857146)","(31.0, 70.0, 65.55555555555556)","(61.0, 210.0, 183.33333333333334)"
05-01-2023 14:59:40.330776,"(2.1, 2.46, 2.4565714285714284)","(12.0, 20.0, 19.75)","(12.0, 15.0, 14.076923076923077)","(11.0, 17.5, 17.2)","(3.0, 3.2, 3.1791666666666667)","(31.0, 70.0, 53.2)","(14.0, 28.0, 26.636363636363637)","(26.0, 65.0, 62.142857142857146)","(31.0, 70.0, 65.55555555555556)","(61.0, 210.0, 183.33333333333334)"
05-01-2023 14:59:41.660312,"(2.1, 2.48, 2.455)","(12.0, 20.0, 19.75)","(12.0, 15.0, 14.217391304347826)","(11.0, 17.5, 17.2)","(3.0, 3.2, 3.1791666666666667)","(31.0, 70.0, 53.2)","(14.0, 28.0, 26.636363636363637)","(26.0, 65.0, 62.142857142857146)","(31.0, 70.0, 65.55555555555556)","(61.0, 210.0, 183.33333333333334)"
05-01-2023 14:59:42.999198,"(2.1, 2.48, 2.455)","(12.0, 20.0, 19.75)","(12.0, 15.0, 14.217391304347826)","(11.0, 17.5, 17.2)","(3.0, 3.2, 3.1791666666666667)","(31.0, 70.0, 53.2)","(14.0, 28.0, 26.636363636363637)","(26.0, 65.0, 62.142857142857146)","(31.0, 70.0, 65.55555555555556)","(61.0, 210.0, 183.33333333333334)"
05-01-2023 14:59:44.354537,"(2.1, 2.48, 2.455)","(12.0, 20.0, 19.75)","(12.0, 15.0, 14.875)","(11.0, 17.5, 17.285714285714285)","(3.0, 3.2, 3.184375)","(31.0, 70.0, 58.15384615384615)","(14.0, 28.0, 26.636363636363637)","(26.0, 65.0, 62.142857142857146)","(31.0, 70.0, 65.55555555555556)","(61.0, 210.0, 195.0)"
05-01-2023 14:59:45.747221,"(2.1, 2.44, 2.4299999999999997)","(12.0, 20.0, 19.857142857142858)","(12.0, 15.0, 14.75)","(11.0, 17.5, 17.285714285714285)","(3.0, 3.2, 3.184375)","(31.0, 70.0, 58.15384615384615)","(14.0, 28.0, 26.636363636363637)","(26.0, 65.0, 62.142857142857146)","(31.0, 70.0, 65.55555555555556)","(61.0, 210.0, 190.0)"
05-01-2023 14:59:47.156844,"(2.1, 2.44, 2.42)","(12.0, 20.0, 19.857142857142858)","(12.0, 15.0, 14.5)","(11.0, 17.5, 17.285714285714285)","(3.0, 3.2, 3.184375)","(31.0, 70.0, 58.15384615384615)","(14.0, 28.0, 26.636363636363637)","(26.0, 65.0, 62.142857142857146)","(31.0, 70.0, 65.55555555555556)","(61.0, 210.0, 190.0)"
05-01-2023 14:59:48.484296,"(2.1, 2.44, 2.41)","(12.0, 20.0, 19.857142857142858)","(12.0, 15.0, 14.5)","(11.0, 17.5, 17.285714285714285)","(3.0, 3.2, 3.184375)","(31.0, 70.0, 58.15384615384615)","(14.0, 28.0, 28.6)","(26.0, 65.0, 62.142857142857146)","(31.0, 70.0, 63.333333333333336)","(61.0, 210.0, 205.0)"
05-01-2023 14:59:49.749910,"(2.1, 2.44, 2.452)","(12.0, 20.0, 19.857142857142858)","(12.0, 15.0, 14.5)","(11.0, 17.5, 17.285714285714285)","(3.0, 3.2, 3.1026041666666666)","(31.0, 70.0, 62.57142857142857)","(14.0, 30.0, 26.733333333333334)","(26.0, 65.0, 60.55555555555556)","(31.0, 70.0, 60.76923076923077)","(61.0, 230.0, 205.0)"
05-01-2023 14:59:51.031801,"(2.1, 2.46, 2.456)","(12.0, 20.0, 19.857142857142858)","(12.0, 15.0, 14.289473684210526)","(11.0, 17.5, 17.285714285714285)","(3.0, 3.15, 3.087671232876712)","(31.0, 65.0, 63.3)","(14.0, 30.0, 27.869565217391305)","(26.0, 65.0, 61.25)","(31.0, 70.0, 60.76923076923077)","(61.0, 230.0, 205.0)"
05-01-2023 14:59:52.300731,"(2.1, 2.46, 2.456)","(12.0, 20.0, 19.857142857142858)","(12.0, 14.5, 14.289473684210526)","(11.0, 17.5, 17.285714285714285)","(3.0, 3.15, 3.0789062499999997)","(31.0, 65.0, 63.785714285714285)","(14.0, 30.0, 27.666666666666668)","(26.0, 65.0, 61.25)","(31.0, 70.0, 60.76923076923077)","(61.0, 230.0, 205.0)"
05-01-2023 14:59:53.534605,"(2.1, 2.46, 2.456)","(12.0, 20.0, 19.857142857142858)","(12.0, 14.5, 14.289473684210526)","(11.0, 17.5, 17.285714285714285)","(3.0, 3.15, 3.07189349112426)","(31.0, 65.0, 63.785714285714285)","(14.0, 30.0, 27.5)","(26.0, 65.0, 61.25)","(31.0, 70.0, 60.76923076923077)","(61.0, 230.0, 205.0)"
05-01-2023 14:59:54.821305,"(2.1, 2.46, 2.456)","(12.0, 20.0, 19.928571428571427)","(12.0, 14.5, 14.289473684210526)","(11.0, 17.5, 17.285714285714285)","(3.0, 3.15, 3.07189349112426)","(31.0, 65.0, 63.785714285714285)","(14.0, 30.0, 27.5)","(26.0, 65.0, 61.25)","(31.0, 70.0, 60.76923076923077)","(61.0, 230.0, 205.0)"
05-01-2023 14:59:56.155111,"(2.1, 2.46, 2.456)","(12.0, 20.0, 19.928571428571427)","(12.0, 14.5, 14.289473684210526)","(11.0, 17.5, 17.384615384615383)","(3.0, 3.15, 3.075)","(31.0, 65.0, 63.785714285714285)","(14.0, 30.0, 27.5)","(26.0, 65.0, 61.25)","(31.0, 70.0, 60.76923076923077)","(61.0, 230.0, 205.0)"
05-01-2023 14:59:57.558596,"(2.1, 2.46, 2.456)","(12.0, 23.0, 22.07894736842105)","(12.0, 14.5, 13.852941176470589)","(11.0, 18.0, 17.416666666666668)","(3.0, 3.1, 3.0703703703703704)","(31.0, 65.0, 63.785714285714285)","(14.0, 30.0, 27.391304347826086)","(26.0, 65.0, 61.25)","(31.0, 70.0, 59.09090909090909)","(61.0, 230.0, 205.0)"
05-01-2023 14:59:58.929088,"(2.1, 2.46, 2.449411764705882)","(12.0, 23.0, 22.07894736842105)","(12.0, 14.0, 13.852941176470589)","(11.0, 18.0, 17.416666666666668)","(3.0, 3.1, 3.0703703703703704)","(31.0, 65.0, 63.785714285714285)","(14.0, 30.0, 27.0)","(26.0, 65.0, 61.25)","(31.0, 70.0, 60.76923076923077)","(61.0, 230.0, 205.0)"
05-01-2023 15:00:00.271465,"(2.1, 2.46, 2.4547826086956523)","(12.0, 23.0, 22.07894736842105)","(12.0, 14.0, 13.852941176470589)","(11.0, 18.0, 17.416666666666668)","(3.0, 3.1, 3.0703703703703704)","(31.0, 65.0, 63.785714285714285)","(14.0, 29.0, 27.0)","(26.0, 65.0, 61.25)","(31.0, 70.0, 60.76923076923077)","(61.0, 230.0, 205.0)"
05-01-2023 15:00:01.599399,"(2.1, 2.46, 2.4547826086956523)","(12.0, 23.0, 22.318181818181817)","(12.0, 14.0, 13.852941176470589)","(11.0, 18.0, 17.666666666666668)","(3.0, 3.1, 3.0703703703703704)","(31.0, 65.0, 63.785714285714285)","(14.0, 29.0, 25.5)","(26.0, 65.0, 60.55555555555556)","(31.0, 70.0, 61.111111111111114)","(61.0, 230.0, 216.66666666666666)"
05-01-2023 15:00:02.931775,"(2.1, 2.46, 2.4547826086956523)","(12.0, 23.0, 22.318181818181817)","(12.0, 14.0, 13.852941176470589)","(11.0, 18.0, 17.666666666666668)","(3.0, 3.1, 3.0703703703703704)","(31.0, 65.0, 63.785714285714285)","(14.0, 29.0, 25.5)","(26.0, 65.0, 60.55555555555556)","(31.0, 70.0, 61.111111111111114)","(61.0, 230.0, 216.66666666666666)"
05-01-2023 15:00:04.305661,"(2.1, 2.46, 2.493846153846154)","(12.0, 23.0, 22.25)","(12.0, 14.0, 13.093023255813954)","(11.0, 18.0, 16.72222222222222)","(3.0, 3.1, 3.0108597285067873)","(31.0, 65.0, 63.785714285714285)","(14.0, 29.0, 25.5)","(26.0, 65.0, 60.55555555555556)","(31.0, 70.0, 61.111111111111114)","(61.0, 230.0, 216.66666666666666)"
05-01-2023 15:00:05.675701,"(2.1, 2.5, 2.517391304347826)","(12.0, 23.0, 21.333333333333332)","(12.0, 13.5, 12.722222222222221)","(11.0, 17.0, 16.6)","(3.0, 3.05, 3.0190298507462687)","(31.0, 65.0, 64.42307692307692)","(14.0, 29.0, 25.818181818181817)","(26.0, 65.0, 63.57142857142857)","(31.0, 70.0, 67.6470588235294)","(61.0, 230.0, 224.0)"
05-01-2023 15:00:06.998673,"(2.1, 2.54, 2.533333333333333)","(12.0, 23.0, 21.333333333333332)","(12.0, 13.5, 12.646341463414634)","(11.0, 17.0, 16.6)","(3.0, 3.05, 3.0142241379310346)","(31.0, 65.0, 64.42307692307692)","(14.0, 29.0, 25.818181818181817)","(26.0, 65.0, 63.57142857142857)","(31.0, 70.0, 61.0)","(61.0, 230.0, 224.0)"
05-01-2023 15:00:08.302090,"(2.1, 2.56, 2.54)","(12.0, 23.0, 21.333333333333332)","(12.0, 13.5, 12.646341463414634)","(11.0, 17.0, 16.6)","(3.0, 3.05, 3.0142241379310346)","(31.0, 65.0, 64.42307692307692)","(14.0, 29.0, 25.818181818181817)","(26.0, 65.0, 63.57142857142857)","(31.0, 65.0, 61.0)","(61.0, 230.0, 222.5)"
05-01-2023 15:00:09.540097,"(2.1, 2.58, 2.558181818181818)","(12.0, 23.0, 21.333333333333332)","(12.0, 13.5, 12.646341463414634)","(11.0, 17.0, 16.6)","(3.0, 3.05, 3.0142241379310346)","(31.0, 65.0, 64.42307692307692)","(14.0, 29.0, 25.818181818181817)","(26.0, 65.0, 72.5)","(31.0, 65.0, 61.0)","(61.0, 230.0, 222.5)"
05-01-2023 15:00:10.793882,"(2.1, 2.56, 2.5404347826086955)","(12.0, 23.0, 21.333333333333332)","(12.0, 13.5, 12.646341463414634)","(11.0, 17.0, 16.6)","(3.0, 3.05, 3.0142241379310346)","(31.0, 65.0, 64.42307692307692)","(14.0, 29.0, 25.818181818181817)","(26.0, 75.0, 72.5)","(31.0, 65.0, 61.0)","(61.0, 230.0, 224.0)"
05-01-2023 15:00:12.050620,"(2.1, 2.54, 2.5254545454545454)","(12.0, 23.0, 21.333333333333332)","(12.0, 13.5, 12.646341463414634)","(11.0, 17.0, 16.466666666666665)","(3.0, 3.05, 3.0142241379310346)","(31.0, 65.0, 64.42307692307692)","(14.0, 29.0, 26.22222222222222)","(26.0, 75.0, 72.5)","(31.0, 65.0, 61.0)","(61.0, 230.0, 224.0)"
05-01-2023 15:00:13.403612,"(2.1, 2.54, 2.522608695652174)","(12.0, 23.0, 21.333333333333332)","(12.0, 13.5, 12.630434782608695)","(11.0, 16.5, 16.475)","(3.0, 3.05, 3.0142241379310346)","(31.0, 65.0, 64.42307692307692)","(14.0, 29.0, 26.22222222222222)","(26.0, 75.0, 72.5)","(31.0, 65.0, 61.0)","(61.0, 230.0, 224.0)"
05-01-2023 15:00:14.843396,"(2.1, 2.54, 2.522608695652174)","(12.0, 23.0, 21.333333333333332)","(12.0, 13.5, 12.630434782608695)","(11.0, 16.5, 16.475)","(3.0, 3.05, 3.0142241379310346)","(31.0, 65.0, 64.42307692307692)","(14.0, 29.0, 26.22222222222222)","(26.0, 75.0, 72.5)","(31.0, 65.0, 61.0)","(61.0, 230.0, 224.0)"
05-01-2023 15:00:16.187931,"(2.1, 2.54, 2.522608695652174)","(12.0, 23.0, 22.166666666666668)","(12.0, 13.5, 12.745283018867925)","(11.0, 16.5, 16.2375)","(3.0, 3.05, 3.0142241379310346)","(31.0, 65.0, 64.42307692307692)","(14.0, 29.0, 25.875)","(26.0, 75.0, 72.5)","(31.0, 65.0, 60.45454545454545)","(71.0, 230.0, 224.0)"
05-01-2023 15:00:17.489826,"(2.1, 2.54, 2.5251851851851854)","(12.0, 23.0, 22.166666666666668)","(12.0, 13.5, 12.745283018867925)","(11.0, 16.5, 16.2375)","(3.0, 3.05, 3.0142241379310346)","(31.0, 65.0, 64.42307692307692)","(14.0, 29.0, 25.875)","(26.0, 75.0, 72.5)","(31.0, 65.0, 60.45454545454545)","(71.0, 230.0, 224.0)"
05-01-2023 15:00:18.872972,"(2.1, 2.54, 2.5336363636363637)","(12.0, 23.0, 22.285714285714285)","(12.0, 13.5, 12.681818181818182)","(11.0, 16.5, 16.193877551020407)","(3.0, 3.05, 3.0134146341463413)","(31.0, 65.0, 64.42307692307692)","(14.0, 29.0, 25.5)","(26.0, 75.0, 72.5)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:20.208867,"(2.1, 2.54, 2.533170731707317)","(12.0, 23.0, 22.5)","(12.0, 13.5, 12.7)","(11.0, 16.5, 17.166666666666668)","(3.0, 3.05, 3.0134146341463413)","(31.0, 65.0, 64.42307692307692)","(14.0, 29.0, 25.5)","(26.0, 75.0, 72.5)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:21.543618,"(2.1, 2.54, 2.533170731707317)","(12.0, 23.0, 22.5)","(12.0, 13.5, 12.7)","(11.0, 17.5, 17.3125)","(3.0, 3.05, 3.0134146341463413)","(31.0, 65.0, 64.42307692307692)","(14.0, 29.0, 25.5)","(26.0, 75.0, 73.33333333333333)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:22.904078,"(2.1, 2.52, 2.508947368421053)","(12.0, 23.0, 22.5)","(12.0, 13.5, 12.7)","(11.0, 18.0, 17.833333333333332)","(3.0, 3.05, 3.0134146341463413)","(41.0, 65.0, 64.42307692307692)","(14.0, 29.0, 25.5)","(26.0, 75.0, 73.33333333333333)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:24.311957,"(2.1, 2.52, 2.508947368421053)","(12.0, 23.0, 22.17241379310345)","(12.0, 13.5, 12.7)","(11.0, 18.0, 18.0)","(3.0, 3.05, 3.0134146341463413)","(41.0, 65.0, 64.42307692307692)","(14.0, 29.0, 25.5)","(26.0, 75.0, 73.33333333333333)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:25.676178,"(2.1, 2.52, 2.508169014084507)","(12.0, 23.0, 22.17241379310345)","(12.0, 13.5, 12.7)","(11.0, 18.5, 17.928571428571427)","(3.0, 3.05, 3.0134146341463413)","(41.0, 65.0, 63.888888888888886)","(14.0, 29.0, 25.5)","(26.0, 75.0, 73.33333333333333)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:27.102594,"(2.1, 2.52, 2.509714285714286)","(12.0, 23.0, 22.17241379310345)","(12.0, 13.5, 12.7)","(11.0, 18.5, 17.928571428571427)","(3.0, 3.05, 3.0134146341463413)","(41.0, 65.0, 64.16666666666667)","(14.0, 29.0, 25.5)","(26.0, 75.0, 73.33333333333333)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:28.571287,"(2.1, 2.52, 2.509714285714286)","(12.0, 23.0, 22.17241379310345)","(12.0, 13.5, 12.722222222222221)","(11.0, 18.5, 17.928571428571427)","(3.0, 3.05, 3.0142241379310346)","(41.0, 65.0, 64.16666666666667)","(14.0, 29.0, 25.666666666666668)","(26.0, 75.0, 73.33333333333333)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:30.268104,"(2.1, 2.5, 2.508)","(12.0, 23.0, 22.17241379310345)","(12.0, 13.5, 12.722222222222221)","(11.0, 18.5, 17.636363636363637)","(3.0, 3.05, 3.0142241379310346)","(41.0, 65.0, 62.5)","(14.0, 28.0, 25.428571428571427)","(26.0, 75.0, 69.64285714285714)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:31.794394,"(2.1, 2.52, 2.5129411764705885)","(12.0, 23.0, 22.17241379310345)","(12.0, 13.5, 12.703703703703704)","(11.0, 18.0, 17.75)","(3.0, 3.05, 3.0135245901639345)","(41.0, 65.0, 62.5)","(14.0, 28.0, 25.428571428571427)","(26.0, 75.0, 65.78947368421052)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:33.394714,"(2.1, 2.52, 2.5129411764705885)","(12.0, 23.0, 22.17241379310345)","(12.0, 13.5, 12.7)","(11.0, 18.0, 17.857142857142858)","(3.0, 3.05, 3.0135245901639345)","(41.0, 65.0, 62.5)","(14.0, 28.0, 25.428571428571427)","(26.0, 75.0, 62.5)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:34.830232,"(2.1, 2.52, 2.5129411764705885)","(12.0, 23.0, 22.17241379310345)","(12.0, 13.5, 12.7)","(11.0, 18.5, 17.72)","(3.0, 3.05, 3.0135245901639345)","(41.0, 65.0, 62.5)","(14.0, 28.0, 25.428571428571427)","(26.0, 75.0, 62.5)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:36.360124,"(2.1, 2.52, 2.5129411764705885)","(12.0, 23.0, 22.17241379310345)","(12.0, 13.5, 12.7)","(11.0, 18.5, 17.72)","(3.0, 3.05, 2.998723404255319)","(41.0, 65.0, 62.5)","(14.0, 28.0, 25.428571428571427)","(26.0, 75.0, 62.5)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:37.848375,"(2.1, 2.52, 2.5129411764705885)","(12.0, 23.0, 22.17241379310345)","(12.0, 13.5, 12.7)","(11.0, 18.5, 17.72)","(3.0, 3.0, 3.0072727272727273)","(41.0, 65.0, 62.5)","(14.0, 28.0, 25.428571428571427)","(26.0, 75.0, 62.5)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:39.292394,"(2.1, 2.52, 2.4982142857142855)","(12.0, 23.0, 22.17241379310345)","(12.0, 13.5, 12.7)","(11.0, 18.5, 17.72)","(2.9, 3.05, 3.0072727272727273)","(41.0, 65.0, 62.5)","(15.0, 28.0, 25.0)","(31.0, 75.0, 62.5)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:40.711646,"(2.1, 2.5, 2.497826086956522)","(12.0, 23.0, 22.17241379310345)","(12.0, 13.5, 12.744444444444444)","(11.0, 18.5, 17.857142857142858)","(2.9, 3.05, 2.996603773584906)","(41.0, 65.0, 63.888888888888886)","(15.0, 28.0, 25.0)","(31.0, 75.0, 62.5)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:42.090146,"(2.1, 2.5, 2.497826086956522)","(12.0, 23.0, 22.17241379310345)","(12.0, 13.5, 12.744444444444444)","(11.0, 18.5, 17.857142857142858)","(2.9, 3.0, 2.996603773584906)","(41.0, 65.0, 63.888888888888886)","(15.0, 28.0, 25.0)","(31.0, 75.0, 62.5)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:43.533637,"(2.1, 2.5, 2.494285714285714)","(12.0, 23.0, 21.857142857142858)","(12.0, 13.5, 12.744444444444444)","(11.0, 18.5, 17.857142857142858)","(2.9, 3.0, 2.996603773584906)","(41.0, 65.0, 63.888888888888886)","(15.0, 28.0, 25.6)","(31.0, 75.0, 63.333333333333336)","(31.0, 65.0, 59.61538461538461)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:44.916571,"(2.1, 2.5, 2.494285714285714)","(12.0, 23.0, 22.0)","(11.0, 13.5, 12.72)","(11.0, 18.5, 17.857142857142858)","(2.9, 3.0, 2.995575221238938)","(31.0, 65.0, 63.888888888888886)","(15.0, 28.0, 24.8)","(31.0, 75.0, 63.333333333333336)","(31.0, 65.0, 56.25)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:46.332590,"(2.1, 2.5, 2.4966666666666666)","(12.0, 23.0, 22.333333333333332)","(11.0, 13.5, 12.72)","(11.0, 18.5, 17.428571428571427)","(2.9, 3.0, 2.9957142857142856)","(31.0, 65.0, 63.888888888888886)","(15.0, 28.0, 24.8)","(31.0, 75.0, 63.333333333333336)","(31.0, 65.0, 55.90909090909091)","(71.0, 230.0, 220.0)"
05-01-2023 15:00:47.668453,"(2.1, 2.5, 2.505)","(12.0, 23.0, 22.666666666666668)","(11.0, 13.5, 12.805555555555555)","(11.0, 18.0, 17.65)","(2.9, 3.0, 3.0110294117647056)","(31.0, 65.0, 63.888888888888886)","(15.0, 28.0, 25.23076923076923)","(31.0, 75.0, 63.333333333333336)","(31.0, 65.0, 56.666666666666664)","(71.0, 230.0, 220.0)"
