,Im Harvey Specter Nz,Crime Time,Dust To Diamonds,Billy Glanvill,Miami Surf,Ellas Reason,Bundle Of Notes,Guy Looks Good,Jimmy Beach,Weman Macha
06-01-2023 14:13:39.402155,"(21.0, 99999, 99990)","(71.0, 95.0, 80.0)","(3.7, 4.8, 4.6)","(101.0, 200.0, 188.42105263157896)","(61.0, 120.0, 113.0)","(51.0, 210.0, 180.9090909090909)","(6.0, 9.4, 8.875)","(6.0, 6.8, 6.56)","(5.0, 7.8, 7.4)","(2.6, 3.9, 3.664285714285714)"
06-01-2023 14:13:40.624742,"(21.0, 99999, 99990)","(71.0, 95.0, 80.0)","(3.7, 4.8, 4.6)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 180.9090909090909)","(6.0, 9.4, 8.875)","(6.0, 6.8, 6.800000000000001)","(5.0, 7.8, 7.3)","(2.6, 3.9, 3.7399999999999998)"
06-01-2023 14:13:41.861181,"(21.0, 99999, 99990)","(71.0, 95.0, 80.0)","(3.7, 4.8, 4.6)","(101.0, 200.0, 150.0)","(61.0, 120.0, 107.0)","(51.0, 210.0, 180.9090909090909)","(6.0, 9.4, 8.875)","(6.0, 7.2, 6.800000000000001)","(5.0, 7.8, 7.085714285714285)","(2.6, 3.8, 3.6714285714285713)"
06-01-2023 14:13:43.229159,"(21.0, 99999, 99990)","(71.0, 95.0, 80.0)","(3.7, 4.8, 4.6)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 180.9090909090909)","(6.0, 9.4, 8.875)","(6.0, 7.2, 6.575)","(5.0, 7.8, 7.085714285714285)","(2.6, 3.8, 3.6714285714285713)"
06-01-2023 14:13:44.530039,"(21.0, 99999, 99990)","(71.0, 95.0, 78.33333333333333)","(3.8, 4.8, 4.6)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 180.9090909090909)","(6.0, 9.4, 9.181818181818182)","(6.0, 7.2, 6.56)","(5.0, 7.8, 7.085714285714285)","(2.6, 3.8, 3.269626168224299)"
06-01-2023 14:13:45.885723,"(21.0, 99999, 99990)","(71.0, 95.0, 78.33333333333333)","(3.8, 4.8, 4.6)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 180.9090909090909)","(6.0, 9.4, 9.0)","(6.0, 6.8, 6.626666666666667)","(5.0, 7.8, 7.3)","(2.6, 3.35, 3.6)"
06-01-2023 14:13:47.305271,"(21.0, 99999, 99990)","(71.0, 95.0, 78.33333333333333)","(3.8, 4.8, 4.6)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 180.9090909090909)","(6.0, 9.4, 9.110344827586207)","(6.0, 7.0, 6.490909090909091)","(5.0, 7.8, 7.3)","(2.6, 3.75, 3.566666666666667)"
06-01-2023 14:13:48.423929,"(21.0, 99999, 99990)","(71.0, 95.0, 78.33333333333333)","(3.8, 4.8, 4.6)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 132.5)","(6.0, 9.4, 9.110344827586207)","(6.0, 7.0, 6.490909090909091)","(5.0, 7.8, 7.4)","(2.6, 3.7, 3.569230769230769)"
06-01-2023 14:13:49.585048,"(21.0, 99999, 99990)","(71.0, 95.0, 78.33333333333333)","(3.8, 4.8, 4.6)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 132.5)","(6.0, 9.4, 9.1375)","(6.0, 7.0, 6.490909090909091)","(5.0, 7.8, 7.4)","(2.6, 3.65, 3.5307692307692307)"
06-01-2023 14:13:50.766450,"(21.0, 99999, 99990)","(71.0, 95.0, 78.33333333333333)","(3.8, 4.8, 4.6)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 132.5)","(6.0, 9.4, 9.1375)","(6.0, 7.0, 6.6)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.5318181818181817)"
06-01-2023 14:13:51.959312,"(21.0, 99999, 99990)","(71.0, 95.0, 78.33333333333333)","(3.8, 4.8, 4.72)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 132.5)","(6.0, 9.4, 9.1375)","(6.0, 6.8, 6.666666666666666)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.560526315789474)"
06-01-2023 14:13:53.230135,"(21.0, 99999, 99990)","(71.0, 95.0, 78.33333333333333)","(3.8, 4.8, 4.72)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 132.5)","(6.0, 9.4, 9.166666666666666)","(6.0, 6.8, 6.783333333333333)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.5732142857142857)"
06-01-2023 14:13:54.485871,"(21.0, 99999, 99990)","(71.0, 95.0, 78.33333333333333)","(3.8, 4.8, 4.72)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 132.5)","(6.0, 9.4, 9.166666666666666)","(6.0, 7.2, 6.733333333333333)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.54)"
06-01-2023 14:13:55.872020,"(21.0, 99999, 99990)","(71.0, 95.0, 88.75)","(3.8, 4.8, 4.72)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 132.5)","(6.0, 9.4, 9.166666666666666)","(6.0, 7.0, 6.6)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.54)"
06-01-2023 14:13:57.171248,"(21.0, 99999, 99990)","(71.0, 95.0, 88.75)","(3.8, 4.8, 4.72)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 132.5)","(6.0, 9.4, 9.166666666666666)","(6.0, 6.8, 6.9)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.54)"
06-01-2023 14:13:58.484976,"(21.0, 99999, 99990)","(71.0, 95.0, 96.25)","(3.8, 4.8, 4.72)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 132.5)","(6.0, 9.4, 9.166666666666666)","(6.0, 7.2, 6.822222222222222)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.54)"
06-01-2023 14:13:59.732773,"(21.0, 99999, 99990)","(71.0, 140.0, 107.5)","(3.8, 4.8, 4.7)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 132.5)","(6.0, 9.4, 9.166666666666666)","(6.0, 7.0, 6.6)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.54)"
06-01-2023 14:14:00.841902,"(21.0, 99999, 99990)","(71.0, 120.0, 107.5)","(3.8, 4.8, 4.7)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 132.5)","(6.0, 9.4, 9.166666666666666)","(6.0, 6.8, 6.232)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.5775)"
06-01-2023 14:14:02.125286,"(21.0, 99999, 99990)","(71.0, 110.0, 94.0)","(3.8, 4.8, 4.7)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 132.5)","(6.0, 9.4, 9.166666666666666)","(6.0, 6.6, 6.224489795918368)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.5775)"
06-01-2023 14:14:03.329400,"(21.0, 99999, 99990)","(71.0, 110.0, 94.0)","(3.8, 4.8, 4.7)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 180.9090909090909)","(6.0, 9.4, 9.129032258064516)","(6.0, 6.6, 6.048)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.5775)"
06-01-2023 14:14:04.533807,"(21.0, 99999, 99990)","(71.0, 110.0, 94.0)","(3.8, 4.8, 4.7)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 180.9090909090909)","(6.0, 9.4, 8.974193548387097)","(6.0, 6.6, 6.079245283018868)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.5775)"
06-01-2023 14:14:05.657313,"(21.0, 99999, 99990)","(71.0, 110.0, 94.0)","(3.8, 4.8, 4.7)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 180.9090909090909)","(6.0, 9.4, 9.123076923076923)","(6.0, 6.6, 6.079245283018868)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.5775)"
06-01-2023 14:14:06.818405,"(21.0, 99999, 99990)","(71.0, 110.0, 94.0)","(3.8, 4.8, 4.7)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 210.0, 96.0)","(6.0, 9.4, 9.123076923076923)","(6.0, 6.6, 6.079245283018868)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.5775)"
06-01-2023 14:14:08.182207,"(21.0, 99999, 99990)","(71.0, 110.0, 94.0)","(3.8, 4.8, 4.746428571428571)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 200.0, 118.0)","(6.0, 9.4, 9.123076923076923)","(6.0, 6.6, 6.079245283018868)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.5820000000000003)"
06-01-2023 14:14:09.418653,"(21.0, 99999, 99990)","(71.0, 110.0, 94.0)","(3.8, 4.8, 4.684615384615385)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 190.0, 68.54545454545455)","(6.0, 9.4, 9.123076923076923)","(6.0, 6.6, 6.079245283018868)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.5820000000000003)"
06-01-2023 14:14:10.701761,"(21.0, 99999, 99990)","(71.0, 110.0, 102.72727272727272)","(3.8, 4.8, 4.7375)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 170.0, 68.54545454545455)","(6.0, 9.4, 9.223529411764707)","(6.0, 6.6, 6.079245283018868)","(5.0, 7.8, 7.4)","(2.6, 3.6, 3.685714285714286)"
06-01-2023 14:14:11.900150,"(21.0, 99999, 99990)","(71.0, 110.0, 102.72727272727272)","(3.8, 4.8, 4.756521739130434)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 170.0, 126.28571428571429)","(6.0, 9.4, 9.223529411764707)","(6.0, 6.6, 6.048)","(5.0, 7.8, 7.533333333333333)","(2.6, 3.75, 3.714)"
06-01-2023 14:14:13.198057,"(21.0, 99999, 99990)","(71.0, 110.0, 101.11111111111111)","(3.8, 4.7, 4.665217391304348)","(101.0, 200.0, 150.0)","(61.0, 120.0, 98.33333333333334)","(51.0, 160.0, 98.0)","(6.0, 9.4, 9.223529411764707)","(6.0, 6.6, 6.079245283018868)","(5.0, 7.8, 8.0)","(2.6, 3.75, 3.6923076923076925)"
06-01-2023 14:14:14.508750,"(21.0, 99999, 99990)","(71.0, 110.0, 90.0)","(3.8, 4.7, 4.6230769230769235)","(101.0, 200.0, 150.0)","(61.0, 120.0, 110.0)","(51.0, 150.0, 93.0)","(6.0, 9.4, 8.971428571428572)","(6.0, 6.6, 5.751923076923077)","(5.0, 8.6, 7.742857142857143)","(2.6, 3.75, 3.6923076923076925)"
06-01-2023 14:14:15.723379,"(21.0, 99999, 99990)","(71.0, 110.0, 90.0)","(3.8, 4.7, 4.6230769230769235)","(101.0, 200.0, 150.0)","(61.0, 120.0, 110.0)","(51.0, 140.0, 92.28571428571428)","(6.0, 9.4, 8.8)","(6.0, 6.6, 6.15)","(5.0, 8.6, 7.9)","(2.6, 3.75, 3.6923076923076925)"
06-01-2023 14:14:16.993140,"(21.0, 99999, 99990)","(71.0, 100.0, 76.25)","(3.8, 4.7, 4.13103448275862)","(101.0, 200.0, 125.0)","(61.0, 120.0, 109.16666666666667)","(51.0, 130.0, 71.6)","(6.0, 9.4, 8.8)","(6.0, 6.4, 6.042857142857144)","(5.0, 8.4, 7.8)","(2.6, 3.75, 3.6923076923076925)"
06-01-2023 14:14:18.166889,"(21.0, 99999, 99990)","(61.0, 110.0, 76.25)","(3.8, 4.3, 4.066666666666666)","(101.0, 200.0, 140.0)","(61.0, 120.0, 102.85714285714286)","(51.0, 110.0, 54.5)","(6.0, 9.4, 9.0)","(6.0, 6.4, 6.142857142857143)","(5.0, 8.2, 7.971428571428571)","(2.6, 3.75, 3.6551724137931036)"
06-01-2023 14:14:19.353550,"(21.0, 99999, 99990)","(61.0, 110.0, 76.25)","(3.8, 4.3, 4.066666666666666)","(101.0, 180.0, 140.0)","(61.0, 120.0, 102.85714285714286)","(51.0, 100.0, 62.0)","(6.0, 9.4, 8.8)","(6.0, 6.4, 6.142857142857143)","(5.0, 8.2, 8.566666666666666)","(2.6, 3.95, 3.7666666666666666)"
06-01-2023 14:14:20.555930,"(21.0, 99999, 99990)","(61.0, 110.0, 80.0)","(3.8, 4.3, 4.062903225806451)","(101.0, 170.0, 125.0)","(61.0, 120.0, 100.0)","(51.0, 90.0, 69.4)","(6.0, 9.4, 8.8)","(6.0, 6.4, 6.142857142857143)","(5.0, 8.8, 8.0)","(2.6, 3.9, 3.7333333333333334)"
06-01-2023 14:14:21.721011,"(21.0, 99999, 99990)","(61.0, 110.0, 76.25)","(3.8, 4.3, 4.062903225806451)","(101.0, 150.0, 120.0)","(61.0, 120.0, 100.0)","(51.0, 85.0, 69.8)","(6.0, 9.4, 8.8)","(6.0, 6.4, 6.3886792452830194)","(5.0, 8.6, 8.114285714285714)","(2.6, 3.85, 3.730769230769231)"
06-01-2023 14:14:22.923586,"(21.0, 99999, 99990)","(61.0, 110.0, 76.25)","(3.8, 4.3, 4.062903225806451)","(101.0, 140.0, 107.5)","(61.0, 120.0, 100.0)","(51.0, 80.0, 54.0)","(6.0, 9.4, 8.8)","(6.0, 6.4, 6.3886792452830194)","(5.0, 8.4, 8.114285714285714)","(2.6, 3.8, 3.75)"
06-01-2023 14:14:24.217722,"(21.0, 99999, 99990)","(61.0, 110.0, 76.25)","(3.7, 4.3, 4.062903225806451)","(91.0, 130.0, 107.5)","(61.0, 120.0, 100.0)","(51.0, 75.0, 59.0)","(6.0, 9.4, 8.8)","(6.0, 6.4, 7.098305084745763)","(5.0, 8.4, 8.0)","(2.7, 3.8, 3.75)"
06-01-2023 14:14:25.385564,"(21.0, 99999, 99990)","(61.0, 110.0, 76.25)","(3.7, 4.3, 4.0209677419354835)","(91.0, 130.0, 114.44444444444444)","(61.0, 120.0, 100.0)","(51.0, 70.0, 54.285714285714285)","(6.0, 9.4, 8.8)","(6.0, 7.2, 6.628571428571429)","(5.0, 8.4, 7.714285714285714)","(2.7, 3.8, 3.75)"
06-01-2023 14:14:26.590873,"(21.0, 99999, 99990)","(61.0, 110.0, 76.25)","(3.7, 4.1, 4.025842696629214)","(91.0, 130.0, 110.0)","(61.0, 120.0, 90.0)","(51.0, 70.0, 60.0)","(6.0, 9.4, 8.88)","(6.0, 7.2, 6.733333333333333)","(5.0, 8.0, 7.7)","(2.7, 3.8, 3.6875)"
06-01-2023 14:14:28.008345,"(20.0, 99999, 99990)","(51.0, 110.0, 76.25)","(3.6, 4.1, 4.025842696629214)","(91.0, 130.0, 110.0)","(51.0, 120.0, 90.0)","(41.0, 70.0, 54.285714285714285)","(6.5, 9.0, 8.88)","(5.5, 7.2, 6.68)","(5.5, 8.0, 8.054545454545455)","(2.7, 3.8, 3.75)"
06-01-2023 14:14:29.249720,"(20.0, 99999, 99990)","(51.0, 110.0, 76.25)","(3.6, 4.1, 4.025842696629214)","(91.0, 130.0, 110.0)","(51.0, 120.0, 90.0)","(41.0, 70.0, 55.714285714285715)","(6.5, 9.0, 8.88)","(5.5, 7.2, 6.68)","(5.5, 9.0, 8.218181818181819)","(2.7, 3.8, 3.75)"
06-01-2023 14:14:30.462462,"(21.0, 99999, 99990)","(61.0, 110.0, 76.25)","(3.7, 4.1, 4.025842696629214)","(91.0, 130.0, 110.0)","(61.0, 120.0, 90.0)","(51.0, 70.0, 58.0)","(6.0, 9.0, 8.88)","(6.0, 7.2, 6.911111111111111)","(5.5, 8.4, 8.218181818181819)","(2.7, 3.8, 3.7318181818181815)"
06-01-2023 14:14:31.954850,"(21.0, 99999, 99990)","(61.0, 110.0, 86.66666666666667)","(3.7, 4.1, 4.025842696629214)","(91.0, 130.0, 110.0)","(61.0, 120.0, 90.0)","(51.0, 70.0, 58.0)","(6.0, 9.0, 8.88)","(6.0, 7.2, 6.911111111111111)","(5.5, 8.4, 8.17142857142857)","(2.7, 3.8, 3.65)"
06-01-2023 14:14:33.308404,"(21.0, 99999, 99990)","(61.0, 130.0, 97.5)","(3.7, 4.1, 4.025842696629214)","(91.0, 130.0, 106.66666666666667)","(61.0, 120.0, 120.625)","(51.0, 70.0, 61.75)","(6.0, 9.0, 8.88)","(6.0, 7.2, 6.911111111111111)","(5.5, 8.4, 8.24)","(2.7, 3.8, 3.6923076923076925)"
06-01-2023 14:14:34.597174,"(21.0, 99999, 99990)","(61.0, 130.0, 97.5)","(3.7, 4.1, 4.025842696629214)","(91.0, 130.0, 110.0)","(61.0, 160.0, 122.85714285714286)","(51.0, 70.0, 61.75)","(6.0, 9.0, 8.88)","(6.0, 7.2, 6.81)","(5.5, 8.4, 8.24)","(2.7, 3.75, 3.6818181818181817)"
06-01-2023 14:14:36.010531,"(21.0, 99999, 99990)","(61.0, 130.0, 123.0)","(3.7, 4.1, 4.025842696629214)","(91.0, 130.0, 110.0)","(61.0, 150.0, 122.85714285714286)","(51.0, 70.0, 58.0)","(6.0, 9.0, 8.88)","(6.0, 7.2, 6.81)","(5.5, 8.4, 8.24)","(2.7, 3.75, 3.6818181818181817)"
06-01-2023 14:14:37.181314,"(20.0, 99999, 99990)","(51.0, 130.0, 123.0)","(3.7, 4.1, 4.004347826086956)","(91.0, 130.0, 110.0)","(51.0, 150.0, 105.0)","(41.0, 70.0, 58.0)","(6.5, 9.0, 8.88)","(5.5, 7.2, 6.81)","(5.5, 8.4, 8.24)","(2.8, 3.75, 3.6818181818181817)"
06-01-2023 14:14:38.476508,"(20.0, 99999, 99990)","(51.0, 120.0, 71.25)","(3.7, 4.1, 4.325)","(91.0, 130.0, 110.0)","(51.0, 150.0, 105.0)","(41.0, 70.0, 58.0)","(6.5, 9.0, 8.907692307692308)","(5.5, 7.2, 6.81)","(5.5, 8.4, 8.266666666666667)","(2.8, 3.75, 3.6818181818181817)"
06-01-2023 14:14:39.664595,"(20.0, 99999, 99990)","(51.0, 120.0, 71.25)","(3.7, 4.7, 4.325)","(91.0, 130.0, 110.0)","(51.0, 150.0, 135.0)","(41.0, 70.0, 58.0)","(6.5, 9.0, 8.907692307692308)","(5.5, 7.2, 6.81)","(5.5, 8.4, 8.2)","(2.8, 3.75, 3.6818181818181817)"
06-01-2023 14:14:40.886457,"(20.0, 99999, 99990)","(51.0, 120.0, 71.25)","(3.7, 4.7, 4.485714285714286)","(91.0, 130.0, 110.0)","(51.0, 210.0, 135.0)","(41.0, 70.0, 62.5)","(6.5, 9.0, 8.907692307692308)","(5.5, 7.2, 6.860869565217391)","(5.5, 8.4, 8.266666666666667)","(2.8, 3.75, 3.6818181818181817)"
06-01-2023 14:14:42.127571,"(20.0, 99999, 99990)","(51.0, 120.0, 71.25)","(3.7, 4.6, 4.179166666666667)","(91.0, 130.0, 112.5)","(51.0, 210.0, 135.0)","(41.0, 70.0, 62.5)","(6.5, 9.0, 8.907692307692308)","(5.5, 7.2, 6.860869565217391)","(5.5, 8.4, 8.24)","(2.8, 3.75, 3.7291666666666665)"
06-01-2023 14:14:43.444326,"(20.0, 99999, 99990)","(51.0, 120.0, 68.75)","(3.7, 4.5, 3.990909090909091)","(91.0, 130.0, 112.5)","(51.0, 210.0, 130.0)","(41.0, 70.0, 62.5)","(6.5, 9.0, 8.907692307692308)","(5.5, 7.2, 6.933333333333334)","(5.5, 8.4, 8.24)","(2.8, 3.75, 3.7333333333333334)"
06-01-2023 14:14:44.914068,"(20.0, 99999, 99990)","(51.0, 110.0, 90.91666666666666)","(3.7, 4.4, 4.066666666666666)","(91.0, 130.0, 112.5)","(51.0, 200.0, 144.28571428571428)","(41.0, 70.0, 60.0)","(6.5, 9.0, 8.907692307692308)","(5.5, 7.0, 6.866666666666666)","(5.5, 8.4, 8.24)","(2.8, 3.75, 3.6799999999999997)"
06-01-2023 14:14:46.168112,"(20.0, 99999, 99990)","(51.0, 95.0, 90.91666666666666)","(3.7, 4.3, 4.008333333333334)","(91.0, 130.0, 112.5)","(51.0, 180.0, 144.28571428571428)","(41.0, 70.0, 60.4)","(6.5, 9.0, 8.907692307692308)","(5.5, 7.0, 6.75)","(5.5, 8.4, 8.24)","(2.8, 4.1, 3.723529411764706)"
06-01-2023 14:14:47.470808,"(20.0, 99999, 99990)","(51.0, 95.0, 90.91666666666666)","(3.7, 4.3, 4.008333333333334)","(91.0, 130.0, 112.5)","(51.0, 180.0, 123.84615384615385)","(41.0, 65.0, 56.15384615384615)","(6.5, 9.0, 8.907692307692308)","(5.5, 7.0, 6.75)","(5.5, 8.4, 8.24)","(2.8, 3.9, 3.723529411764706)"
06-01-2023 14:14:48.835514,"(20.0, 99999, 99990)","(51.0, 95.0, 90.91666666666666)","(3.6, 4.3, 3.9099999999999997)","(91.0, 130.0, 110.0)","(51.0, 130.0, 105.0)","(41.0, 65.0, 50.0)","(6.5, 9.0, 8.666666666666666)","(5.5, 7.0, 6.930769230769231)","(5.5, 8.4, 8.24)","(2.8, 3.9, 3.723529411764706)"
06-01-2023 14:14:50.133937,"(20.0, 99999, 99990)","(51.0, 95.0, 90.91666666666666)","(3.6, 4.3, 3.816666666666667)","(91.0, 130.0, 110.0)","(51.0, 130.0, 106.66666666666666)","(41.0, 65.0, 55.5)","(6.5, 9.0, 8.236363636363636)","(5.5, 7.0, 6.933333333333334)","(5.5, 8.4, 8.466666666666667)","(2.8, 3.9, 3.723529411764706)"
06-01-2023 14:14:51.438689,"(20.0, 99999, 99990)","(51.0, 95.0, 90.91666666666666)","(3.6, 3.95, 3.721052631578947)","(91.0, 130.0, 110.0)","(51.0, 130.0, 106.66666666666666)","(41.0, 65.0, 57.875)","(6.5, 9.0, 7.844444444444444)","(5.5, 7.0, 6.914285714285715)","(5.5, 8.6, 8.44)","(2.8, 3.9, 3.723529411764706)"
06-01-2023 14:14:52.682737,"(20.0, 99999, 99990)","(51.0, 95.0, 87.46153846153845)","(3.6, 3.95, 3.7447368421052634)","(91.0, 130.0, 110.0)","(51.0, 130.0, 106.66666666666666)","(41.0, 65.0, 57.875)","(6.5, 8.2, 7.876190476190476)","(5.5, 7.0, 6.748387096774193)","(5.5, 8.6, 9.120000000000001)","(2.8, 3.9, 3.723529411764706)"
06-01-2023 14:14:53.804788,"(20.0, 99999, 99990)","(51.0, 95.0, 87.46153846153845)","(3.6, 3.95, 3.7271428571428573)","(91.0, 130.0, 110.0)","(51.0, 130.0, 106.66666666666666)","(41.0, 65.0, 57.875)","(6.5, 8.2, 8.005714285714285)","(5.5, 7.0, 6.75702479338843)","(5.5, 9.4, 9.15)","(2.8, 3.9, 3.723529411764706)"
06-01-2023 14:14:54.950938,"(20.0, 99999, 99990)","(51.0, 90.0, 86.33333333333333)","(3.6, 3.95, 3.7271428571428573)","(91.0, 130.0, 110.0)","(51.0, 130.0, 106.66666666666666)","(41.0, 65.0, 57.875)","(6.5, 8.2, 8.005714285714285)","(5.5, 7.0, 6.75702479338843)","(5.5, 9.4, 9.15)","(2.8, 3.9, 3.6760416666666664)"
06-01-2023 14:14:56.048244,"(20.0, 99999, 99990)","(51.0, 85.0, 81.75)","(3.6, 3.9, 3.775)","(91.0, 130.0, 112.5)","(51.0, 130.0, 106.66666666666666)","(41.0, 65.0, 57.875)","(6.5, 8.2, 8.005714285714285)","(5.5, 7.0, 6.75702479338843)","(5.5, 9.4, 9.15)","(2.8, 3.9, 3.6777777777777776)"
06-01-2023 14:14:57.247305,"(20.0, 99999, 99990)","(51.0, 80.0, 77.16666666666667)","(3.6, 3.9, 3.8249999999999997)","(91.0, 130.0, 118.0)","(51.0, 130.0, 106.66666666666666)","(41.0, 65.0, 57.875)","(6.5, 8.2, 8.005714285714285)","(5.5, 7.0, 6.7873417721518985)","(5.5, 9.4, 9.15)","(2.8, 3.9, 3.7375000000000003)"
06-01-2023 14:14:58.627943,"(20.0, 99999, 99990)","(51.0, 75.0, 64.875)","(3.6, 3.95, 3.8230769230769233)","(91.0, 130.0, 118.0)","(51.0, 130.0, 106.66666666666666)","(41.0, 65.0, 57.875)","(6.5, 8.2, 7.842105263157895)","(5.5, 7.0, 6.7290322580645165)","(5.5, 9.4, 9.15)","(2.8, 3.85, 3.7916666666666665)"
06-01-2023 14:14:59.896693,"(20.0, 99999, 99990)","(51.0, 75.0, 64.875)","(3.6, 4.1, 3.9285714285714284)","(91.0, 130.0, 118.0)","(51.0, 130.0, 106.66666666666666)","(41.0, 65.0, 57.875)","(6.5, 8.2, 8.005714285714285)","(5.5, 7.0, 6.72)","(5.5, 9.4, 9.15)","(2.8, 3.85, 3.811111111111111)"
06-01-2023 14:15:01.222217,"(20.0, 99999, 99990)","(51.0, 75.0, 58.0)","(3.6, 4.1, 4.082558139534884)","(91.0, 130.0, 110.0)","(51.0, 130.0, 106.66666666666666)","(41.0, 65.0, 57.875)","(6.5, 8.2, 8.005714285714285)","(5.5, 6.8, 6.72)","(5.5, 9.4, 9.15)","(2.8, 3.85, 3.8379310344827586)"
06-01-2023 14:15:02.482174,"(20.0, 99999, 99990)","(51.0, 70.0, 58.0)","(3.5, 4.1, 4.082558139534884)","(91.0, 130.0, 110.0)","(51.0, 130.0, 106.66666666666666)","(41.0, 65.0, 55.5)","(6.5, 8.2, 8.005714285714285)","(5.5, 6.8, 6.7531531531531535)","(5.5, 9.4, 9.15)","(2.8, 3.85, 3.811111111111111)"
06-01-2023 14:15:03.675823,"(20.0, 99999, 99990)","(51.0, 70.0, 61.0)","(3.5, 4.1, 4.0175824175824175)","(91.0, 130.0, 117.27272727272728)","(51.0, 130.0, 114.0)","(41.0, 65.0, 76.0)","(6.5, 8.2, 8.005714285714285)","(5.5, 6.8, 6.594285714285714)","(5.5, 9.4, 8.914285714285715)","(2.8, 3.85, 3.8047619047619046)"
06-01-2023 14:15:05.126871,"(20.0, 99999, 99990)","(51.0, 70.0, 50.8)","(3.5, 4.1, 4.48)","(91.0, 130.0, 98.0)","(51.0, 130.0, 114.0)","(41.0, 80.0, 76.0)","(6.5, 8.2, 8.005714285714285)","(5.5, 6.6, 6.597101449275362)","(5.5, 9.6, 8.533333333333333)","(2.8, 3.85, 3.7842857142857143)"
06-01-2023 14:15:06.423822,"(20.0, 99999, 99990)","(51.0, 70.0, 48.714285714285715)","(3.5, 4.6, 4.45)","(91.0, 130.0, 98.18181818181819)","(51.0, 130.0, 114.0)","(41.0, 80.0, 76.0)","(6.5, 8.2, 8.005714285714285)","(5.5, 6.6, 6.597101449275362)","(5.5, 8.6, 8.988235294117647)","(2.8, 3.85, 3.6666666666666665)"
06-01-2023 14:15:07.681188,"(21.0, 99999, 99990)","(51.0, 65.0, 55.5)","(3.5, 4.8, 4.666666666666667)","(91.0, 120.0, 102.22222222222223)","(51.0, 130.0, 114.0)","(41.0, 80.0, 71.0)","(6.5, 8.2, 8.005714285714285)","(5.5, 6.6, 6.597101449275362)","(5.5, 9.4, 8.988235294117647)","(2.8, 3.8, 3.702)"
