,Opawa Eric,Got Faith,Know Effort,Captain Tim,Goofy Adobe,Texas Jewel,My Curly,Tomfoolery
10,"[datetime.datetime(2022, 11, 28, 9, 50, 25, 404964), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 404964), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 404964), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 404964), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 404964), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 404964), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 404964), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 404964), 13.0, 40.0]"
11,"[datetime.datetime(2022, 11, 28, 9, 50, 26, 530142), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 530142), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 530142), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 530142), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 530142), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 530142), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 530142), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 530142), 13.0, 40.0]"
12,"[datetime.datetime(2022, 11, 28, 9, 50, 27, 663898), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 663898), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 663898), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 663898), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 663898), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 663898), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 663898), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 663898), 13.0, 40.0]"
13,"[datetime.datetime(2022, 11, 28, 9, 50, 28, 803116), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 803116), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 803116), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 803116), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 803116), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 803116), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 803116), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 803116), 13.0, 40.0]"
14,"[datetime.datetime(2022, 11, 28, 9, 50, 29, 935041), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 935041), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 935041), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 935041), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 935041), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 935041), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 935041), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 935041), 13.0, 40.0]"
15,"[datetime.datetime(2022, 11, 28, 9, 50, 31, 68313), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 68313), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 68313), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 68313), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 68313), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 68313), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 68313), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 68313), 13.0, 40.0]"
16,"[datetime.datetime(2022, 11, 28, 9, 50, 32, 209252), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 209252), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 209252), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 209252), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 209252), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 209252), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 209252), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 209252), 13.0, 40.0]"
17,"[datetime.datetime(2022, 11, 28, 9, 50, 33, 350012), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 350012), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 350012), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 350012), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 350012), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 350012), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 350012), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 350012), 13.0, 40.0]"
18,"[datetime.datetime(2022, 11, 28, 9, 50, 34, 478163), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 478163), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 478163), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 478163), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 478163), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 478163), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 478163), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 478163), 13.0, 40.0]"
19,"[datetime.datetime(2022, 11, 28, 9, 50, 35, 622471), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 622471), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 622471), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 622471), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 622471), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 622471), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 622471), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 622471), 13.0, 40.0]"
20,"[datetime.datetime(2022, 11, 28, 9, 50, 36, 761600), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 761600), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 761600), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 761600), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 761600), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 761600), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 761600), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 761600), 13.0, 40.0]"
21,"[datetime.datetime(2022, 11, 28, 9, 50, 37, 893004), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 893004), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 893004), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 893004), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 893004), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 893004), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 893004), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 893004), 13.0, 40.0]"
22,"[datetime.datetime(2022, 11, 28, 9, 50, 39, 35689), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 35689), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 35689), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 35689), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 35689), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 35689), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 35689), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 35689), 13.0, 40.0]"
23,"[datetime.datetime(2022, 11, 28, 9, 50, 40, 166121), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 166121), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 166121), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 166121), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 166121), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 166121), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 166121), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 166121), 13.0, 40.0]"
24,"[datetime.datetime(2022, 11, 28, 9, 50, 41, 298989), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 298989), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 298989), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 298989), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 298989), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 298989), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 298989), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 298989), 13.0, 40.0]"
25,"[datetime.datetime(2022, 11, 28, 9, 50, 42, 433905), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 433905), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 433905), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 433905), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 433905), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 433905), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 433905), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 433905), 13.0, 40.0]"
26,"[datetime.datetime(2022, 11, 28, 9, 50, 43, 563605), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 563605), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 563605), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 563605), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 563605), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 563605), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 563605), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 563605), 13.0, 40.0]"
27,"[datetime.datetime(2022, 11, 28, 9, 50, 44, 693768), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 693768), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 693768), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 693768), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 693768), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 693768), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 693768), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 693768), 13.0, 40.0]"
28,"[datetime.datetime(2022, 11, 28, 9, 50, 45, 827877), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 827877), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 827877), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 827877), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 827877), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 827877), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 827877), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 45, 827877), 13.0, 40.0]"
29,"[datetime.datetime(2022, 11, 28, 9, 50, 46, 953552), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 953552), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 953552), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 953552), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 953552), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 953552), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 953552), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 953552), 13.0, 40.0]"
30,"[datetime.datetime(2022, 11, 28, 9, 50, 48, 83686), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 83686), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 83686), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 83686), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 83686), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 83686), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 83686), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 83686), 13.0, 40.0]"
31,"[datetime.datetime(2022, 11, 28, 9, 50, 49, 227544), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 227544), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 227544), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 227544), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 227544), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 227544), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 227544), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 227544), 13.0, 40.0]"
32,"[datetime.datetime(2022, 11, 28, 9, 50, 50, 355096), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 355096), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 355096), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 355096), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 355096), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 355096), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 355096), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 355096), 13.0, 40.0]"
33,"[datetime.datetime(2022, 11, 28, 9, 50, 51, 496314), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 496314), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 496314), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 496314), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 496314), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 496314), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 496314), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 496314), 13.0, 40.0]"
34,"[datetime.datetime(2022, 11, 28, 9, 50, 52, 622971), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 622971), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 622971), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 622971), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 622971), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 622971), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 622971), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 622971), 13.0, 40.0]"
35,"[datetime.datetime(2022, 11, 28, 9, 50, 53, 757413), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 757413), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 757413), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 757413), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 757413), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 757413), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 757413), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 53, 757413), 13.0, 40.0]"
36,"[datetime.datetime(2022, 11, 28, 9, 50, 54, 898380), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 898380), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 898380), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 898380), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 898380), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 898380), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 898380), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 898380), 13.0, 40.0]"
37,"[datetime.datetime(2022, 11, 28, 9, 50, 56, 41107), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 41107), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 41107), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 41107), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 41107), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 41107), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 41107), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 56, 41107), 13.0, 40.0]"
38,"[datetime.datetime(2022, 11, 28, 9, 50, 57, 182954), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 182954), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 182954), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 182954), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 182954), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 182954), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 182954), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 57, 182954), 13.0, 40.0]"
39,"[datetime.datetime(2022, 11, 28, 9, 50, 58, 326004), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 9, 50, 58, 326004), 13.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 58, 326004), 2.2, 3.55]","[datetime.datetime(2022, 11, 28, 9, 50, 58, 326004), 41.0, 390.0]","[datetime.datetime(2022, 11, 28, 9, 50, 58, 326004), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 50, 58, 326004), 5.5, 13.5]","[datetime.datetime(2022, 11, 28, 9, 50, 58, 326004), 15.0, 130.0]","[datetime.datetime(2022, 11, 28, 9, 50, 58, 326004), 13.0, 40.0]"
