,Peytons Wish,Rutland Patch,Saras Tiger,Clover,Lenny Boy,Rock Artist,La Axels Girl,Gozarn
12-01-2023 13:33:40.179023,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 25.0)","(26.0, 95.0, 32.785714285714285)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.8, 2.8, 1.9383333333333335)","(7.0, 15.0, 14.066666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:41.253266,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 25.0)","(26.0, 95.0, 32.785714285714285)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.8, 2.8, 1.9383333333333335)","(7.0, 15.0, 15.545454545454545)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:42.362012,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 25.0)","(26.0, 95.0, 32.785714285714285)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.8, 2.8, 1.9383333333333335)","(7.0, 16.0, 12.214285714285714)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:43.551068,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 25.0)","(26.0, 90.0, 34.888888888888886)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.8, 2.8, 2.371111111111111)","(7.0, 16.5, 12.214285714285714)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:44.651759,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 28.666666666666664)","(26.0, 90.0, 40.4)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.8, 2.78, 2.3857142857142857)","(7.0, 16.5, 12.75)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:45.812689,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 31.6)","(26.0, 90.0, 40.4)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.8, 2.78, 2.3857142857142857)","(7.0, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:46.969664,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 31.6)","(26.0, 90.0, 62.44444444444444)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.8, 2.78, 2.3857142857142857)","(7.0, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:48.177729,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 31.6)","(26.0, 90.0, 62.44444444444444)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.78, 2.436)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:49.407792,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 31.6)","(26.0, 90.0, 62.44444444444444)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.76, 2.436)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:50.732235,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 31.6)","(26.0, 90.0, 62.44444444444444)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.76, 2.436)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:51.992605,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 31.6)","(26.0, 90.0, 62.44444444444444)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.76, 2.436)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:53.205720,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 31.6)","(26.0, 90.0, 62.44444444444444)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.76, 2.6010526315789475)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:54.500019,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 21.333333333333332)","(26.0, 90.0, 62.44444444444444)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.74, 2.6010526315789475)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:55.980053,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 21.333333333333332)","(26.0, 90.0, 62.44444444444444)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.74, 2.6010526315789475)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:57.397588,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 21.333333333333332)","(26.0, 90.0, 43.95238095238095)","(26.0, 85.0, 35.125)","(26.0, 95.0, 38.8)","(1.75, 2.74, 2.4104)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:58.611792,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 21.333333333333332)","(26.0, 95.0, 43.95238095238095)","(26.0, 85.0, 35.125)","(26.0, 100.0, 64.5)","(1.75, 2.72, 2.4104)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:33:59.951305,"(4.0, 5.8, 4.633333333333334)","(11.0, 36.0, 21.333333333333332)","(26.0, 95.0, 43.95238095238095)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.72, 2.4104)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:01.204814,"(4.0, 5.8, 4.633333333333334)","(11.0, 34.0, 25.42857142857143)","(26.0, 95.0, 46.27272727272727)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.72, 2.4104)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:02.315603,"(4.0, 5.8, 4.615384615384616)","(11.0, 34.0, 25.42857142857143)","(26.0, 95.0, 46.27272727272727)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.72, 2.4104)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:03.452697,"(4.0, 5.8, 4.615384615384616)","(11.0, 34.0, 25.42857142857143)","(26.0, 95.0, 52.42857142857143)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.72, 2.29)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:04.766229,"(4.0, 5.8, 4.615384615384616)","(11.0, 34.0, 25.42857142857143)","(26.0, 85.0, 52.0)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.72, 2.29)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:05.903994,"(4.0, 5.8, 4.615384615384616)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.0)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.72, 2.29)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:07.009676,"(4.0, 5.8, 4.615384615384616)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 54.0)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.72, 2.29)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:08.156182,"(4.0, 5.8, 4.615384615384616)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 54.0)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.72, 2.29)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:09.265771,"(4.0, 5.8, 4.615384615384616)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 54.0)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.72, 2.29)","(7.5, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:10.549193,"(4.0, 5.8, 4.615384615384616)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 54.0)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.72, 2.29)","(7.5, 16.5, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:11.941924,"(4.0, 5.8, 4.615384615384616)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 54.0)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.72, 2.29)","(7.5, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:13.181583,"(4.0, 5.8, 4.615384615384616)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 54.0)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.72, 2.29)","(7.5, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:14.448041,"(4.0, 5.8, 4.615384615384616)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 54.0)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 64.5)","(1.75, 2.72, 2.29)","(7.5, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:15.672472,"(4.0, 5.8, 4.615384615384616)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 36.25)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 67.0)","(1.75, 2.72, 2.29)","(7.5, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:16.995766,"(4.0, 5.8, 4.615384615384616)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 50.833333333333336)","(26.0, 85.0, 34.333333333333336)","(26.0, 100.0, 67.0)","(1.75, 2.72, 2.29)","(7.5, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:18.293736,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 50.833333333333336)","(26.0, 85.0, 34.333333333333336)","(26.0, 100.0, 67.0)","(1.75, 2.72, 2.29)","(7.5, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:19.489694,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 50.833333333333336)","(26.0, 85.0, 34.333333333333336)","(26.0, 100.0, 67.0)","(1.75, 2.72, 2.29)","(7.5, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:20.784595,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 85.0, 34.333333333333336)","(26.0, 100.0, 47.2)","(1.75, 2.72, 2.3126315789473684)","(7.5, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:22.041995,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 85.0, 34.333333333333336)","(26.0, 100.0, 47.2)","(1.75, 2.72, 2.3126315789473684)","(8.0, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:23.395407,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 85.0, 34.333333333333336)","(26.0, 100.0, 47.2)","(1.75, 2.72, 2.3126315789473684)","(8.0, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:24.612668,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 85.0, 34.333333333333336)","(26.0, 100.0, 47.2)","(1.75, 2.72, 2.3126315789473684)","(8.0, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:25.849438,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 85.0, 34.333333333333336)","(26.0, 100.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:27.055958,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:28.136310,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:29.280138,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 85.0, 34.333333333333336)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:30.800026,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 75.0, 48.16666666666667)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:31.974675,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 75.0, 35.625)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:33.200920,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 75.0, 35.625)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 17.0, 12.875)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:34.499632,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 75.0, 35.625)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 17.0, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:35.642346,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 75.0, 35.625)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:36.856468,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 75.0, 35.625)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:38.269896,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 75.0, 35.625)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:39.558309,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 75.0, 35.625)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:40.762002,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 75.0, 35.625)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 16.5, 13.166666666666666)","(5.0, 8.8, 7.4)"
12-01-2023 13:34:41.961463,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 75.0, 35.625)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 16.5, 13.166666666666666)","(5.0, 8.8, 8.523076923076923)"
12-01-2023 13:34:43.215037,"(4.0, 5.8, 4.6000000000000005)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 75.0, 35.625)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 16.5, 13.5)","(5.0, 8.8, 7.1000000000000005)"
12-01-2023 13:34:44.413749,"(4.0, 5.7, 5.2387096774193544)","(11.0, 34.0, 25.42857142857143)","(26.0, 80.0, 52.727272727272734)","(26.0, 75.0, 35.625)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 16.5, 13.5)","(5.0, 8.8, 7.1000000000000005)"
12-01-2023 13:34:45.735223,"(4.0, 5.7, 4.8875)","(11.0, 34.0, 23.142857142857142)","(26.0, 80.0, 52.727272727272734)","(26.0, 75.0, 35.625)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.3126315789473684)","(8.0, 16.5, 13.5)","(5.0, 8.8, 7.1000000000000005)"
12-01-2023 13:34:47.026297,"(4.0, 5.7, 4.833333333333334)","(11.0, 30.0, 20.4)","(26.0, 80.0, 62.142857142857146)","(26.0, 75.0, 43.333333333333336)","(26.0, 95.0, 65.5)","(1.75, 2.72, 2.56)","(8.0, 16.5, 13.5)","(5.0, 8.8, 6.25)"
12-01-2023 13:34:48.326890,"(4.0, 5.7, 4.833333333333334)","(11.0, 30.0, 20.4)","(26.0, 75.0, 62.142857142857146)","(26.0, 70.0, 36.666666666666664)","(26.0, 95.0, 52.0)","(1.75, 2.7, 2.46)","(8.0, 16.5, 13.5)","(5.0, 8.8, 5.825)"
12-01-2023 13:34:49.531409,"(4.0, 5.7, 4.833333333333334)","(11.0, 30.0, 19.333333333333332)","(26.0, 65.0, 55.0)","(26.0, 65.0, 33.18181818181818)","(26.0, 100.0, 53.5)","(1.75, 2.7, 2.46)","(8.0, 16.5, 13.5)","(5.0, 8.8, 5.825)"
12-01-2023 13:34:50.846543,"(4.0, 5.7, 4.833333333333334)","(11.0, 30.0, 19.333333333333332)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.916666666666664)","(26.0, 100.0, 53.5)","(1.75, 2.7, 2.46)","(8.0, 16.5, 13.5)","(5.0, 8.8, 8.120000000000001)"
12-01-2023 13:34:53.245643,"(4.0, 5.7, 4.833333333333334)","(11.0, 30.0, 19.333333333333332)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.916666666666664)","(26.0, 100.0, 53.5)","(1.75, 2.7, 2.4314285714285715)","(8.0, 16.5, 13.5)","(5.0, 8.8, 6.0)"
12-01-2023 13:34:54.511880,"(4.0, 5.7, 4.88)","(11.0, 30.0, 19.333333333333332)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.916666666666664)","(26.0, 100.0, 49.0)","(1.75, 2.66, 2.4314285714285715)","(8.0, 16.5, 13.5)","(5.0, 8.8, 5.872727272727272)"
12-01-2023 13:34:55.910193,"(4.0, 5.6, 4.88)","(11.0, 30.0, 18.727272727272727)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.916666666666664)","(26.0, 100.0, 49.0)","(1.75, 2.66, 2.308888888888889)","(8.0, 16.5, 13.5)","(5.0, 8.6, 7.155555555555555)"
12-01-2023 13:34:57.232275,"(4.0, 5.6, 4.88)","(11.0, 30.0, 22.25)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.916666666666664)","(26.0, 100.0, 49.0)","(1.75, 2.66, 2.434285714285714)","(8.0, 16.5, 13.5)","(5.0, 8.4, 7.86)"
12-01-2023 13:34:58.528707,"(4.0, 5.6, 4.88)","(11.0, 30.0, 19.666666666666668)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.916666666666664)","(26.0, 100.0, 49.0)","(1.75, 2.66, 2.434285714285714)","(8.0, 16.5, 13.5)","(5.0, 8.4, 7.90909090909091)"
12-01-2023 13:34:59.867144,"(4.0, 5.6, 4.88)","(11.0, 30.0, 20.0)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.916666666666664)","(26.0, 100.0, 49.0)","(1.75, 2.66, 2.434285714285714)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.32)"
12-01-2023 13:35:01.270424,"(4.0, 5.6, 4.88)","(11.0, 30.0, 20.0)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.916666666666664)","(26.0, 100.0, 49.0)","(1.75, 2.66, 2.434285714285714)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.32)"
12-01-2023 13:35:02.630059,"(4.0, 5.6, 4.88)","(11.0, 30.0, 20.0)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.916666666666664)","(26.0, 100.0, 49.0)","(1.75, 2.66, 2.42)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.32)"
12-01-2023 13:35:03.901099,"(4.0, 5.6, 4.88)","(11.0, 30.0, 20.0)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.916666666666664)","(26.0, 100.0, 49.0)","(1.75, 2.64, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.32)"
12-01-2023 13:35:05.286810,"(4.0, 5.6, 4.88)","(11.0, 30.0, 20.0)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.69230769230769)","(26.0, 100.0, 49.0)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.32)"
12-01-2023 13:35:06.610988,"(4.0, 5.6, 4.88)","(11.0, 30.0, 20.0)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.69230769230769)","(26.0, 100.0, 49.0)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.32)"
12-01-2023 13:35:07.986739,"(4.0, 5.6, 4.88)","(11.0, 30.0, 20.0)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.69230769230769)","(26.0, 100.0, 49.0)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.32)"
12-01-2023 13:35:09.247548,"(4.0, 5.6, 4.88)","(11.0, 30.0, 20.0)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.69230769230769)","(26.0, 100.0, 49.0)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.32)"
12-01-2023 13:35:10.593412,"(4.0, 5.6, 4.88)","(11.0, 30.0, 20.0)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.69230769230769)","(26.0, 100.0, 49.0)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.32)"
12-01-2023 13:35:11.884202,"(4.0, 5.6, 4.88)","(11.0, 30.0, 20.0)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.69230769230769)","(26.0, 100.0, 49.0)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.32)"
12-01-2023 13:35:13.169704,"(4.0, 5.6, 4.88)","(11.0, 30.0, 20.0)","(26.0, 65.0, 55.0)","(26.0, 65.0, 32.69230769230769)","(26.0, 100.0, 49.0)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.32)"
12-01-2023 13:35:14.452550,"(4.0, 5.6, 4.88)","(11.0, 30.0, 20.0)","(26.0, 65.0, 49.44444444444444)","(26.0, 65.0, 32.69230769230769)","(26.0, 100.0, 44.6)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.32)"
12-01-2023 13:35:15.951340,"(4.0, 5.6, 4.88)","(11.0, 28.0, 23.666666666666664)","(26.0, 65.0, 49.44444444444444)","(26.0, 65.0, 32.69230769230769)","(26.0, 95.0, 41.666666666666664)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.32)"
12-01-2023 13:35:17.623163,"(4.0, 5.6, 4.88)","(11.0, 28.0, 24.0)","(26.0, 65.0, 49.44444444444444)","(26.0, 65.0, 32.69230769230769)","(26.0, 90.0, 40.285714285714285)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 7.706666666666667)"
12-01-2023 13:35:19.150279,"(4.0, 5.6, 4.88)","(11.0, 28.0, 24.0)","(26.0, 65.0, 49.44444444444444)","(26.0, 65.0, 45.90909090909091)","(26.0, 90.0, 40.285714285714285)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.4)"
12-01-2023 13:35:20.475710,"(4.0, 5.6, 4.88)","(11.0, 28.0, 24.0)","(26.0, 65.0, 49.44444444444444)","(26.0, 65.0, 46.73913043478261)","(26.0, 90.0, 44.0)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.4)"
12-01-2023 13:35:21.732592,"(4.0, 5.6, 4.88)","(11.0, 28.0, 24.0)","(26.0, 65.0, 49.44444444444444)","(26.0, 65.0, 34.53846153846154)","(26.0, 80.0, 40.0)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.4)"
12-01-2023 13:35:22.998246,"(4.0, 5.6, 4.88)","(11.0, 28.0, 24.0)","(26.0, 65.0, 49.44444444444444)","(26.0, 65.0, 34.53846153846154)","(26.0, 80.0, 38.857142857142854)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.4)"
12-01-2023 13:35:24.422155,"(4.0, 5.6, 4.88)","(11.0, 28.0, 24.0)","(26.0, 65.0, 49.44444444444444)","(26.0, 65.0, 34.53846153846154)","(26.0, 80.0, 38.857142857142854)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.4)"
12-01-2023 13:35:25.743687,"(4.0, 5.6, 4.88)","(11.0, 28.0, 24.0)","(26.0, 65.0, 49.44444444444444)","(26.0, 65.0, 34.53846153846154)","(26.0, 80.0, 38.857142857142854)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.4)"
12-01-2023 13:35:27.135809,"(4.0, 5.6, 4.88)","(11.0, 28.0, 24.0)","(26.0, 65.0, 49.44444444444444)","(26.0, 65.0, 34.53846153846154)","(26.0, 80.0, 38.857142857142854)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.4)"
12-01-2023 13:35:28.495330,"(4.0, 5.6, 4.88)","(11.0, 28.0, 24.0)","(26.0, 65.0, 49.44444444444444)","(26.0, 65.0, 34.53846153846154)","(26.0, 80.0, 38.857142857142854)","(1.75, 2.62, 2.4057142857142857)","(8.0, 16.5, 13.5)","(5.0, 8.4, 6.9)"
