,Peytons Wish,Rutland Patch,Saras Tiger,Clover,Lenny Boy,Rock Artist,La Axels Girl,Gozarn
12-01-2023 13:26:29.650526,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 71.92307692307692)","(1.8, 2.74, 1.9577777777777778)","(7.0, 15.0, 12.2)","(5.0, 9.6, 8.215384615384615)"
12-01-2023 13:26:31.099046,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 71.92307692307692)","(1.8, 2.74, 1.9577777777777778)","(7.0, 15.0, 12.2)","(5.0, 9.6, 5.92)"
12-01-2023 13:26:32.368761,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 71.92307692307692)","(1.8, 2.74, 1.9577777777777778)","(7.0, 15.0, 12.2)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:26:33.602858,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 71.92307692307692)","(1.8, 2.74, 1.9000000000000001)","(7.0, 15.0, 12.2)","(5.0, 9.6, 5.92)"
12-01-2023 13:26:34.821078,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 71.92307692307692)","(1.8, 2.74, 1.9000000000000001)","(7.0, 15.0, 12.2)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:26:35.936064,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 71.92307692307692)","(1.8, 2.74, 1.9000000000000001)","(7.0, 15.0, 12.2)","(5.0, 9.6, 8.215384615384615)"
12-01-2023 13:26:37.055414,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 71.92307692307692)","(1.8, 2.74, 1.9000000000000001)","(7.0, 15.0, 12.2)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:26:38.133816,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 71.92307692307692)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 12.2)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:26:39.272866,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 12.2)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:26:40.439093,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 12.2)","(5.0, 9.6, 8.215384615384615)"
12-01-2023 13:26:41.571448,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 12.2)","(5.0, 9.6, 8.215384615384615)"
12-01-2023 13:26:42.765885,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 12.2)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:26:43.946201,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 12.2)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:26:45.150407,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 12.2)","(5.0, 9.6, 8.215384615384615)"
12-01-2023 13:26:46.346391,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.333333333333334)","(5.0, 9.6, 7.555555555555555)"
12-01-2023 13:26:47.362128,"(4.0, 7.6, 5.522222222222222)","(11.0, 30.0, 21.25)","(26.0, 95.0, 45.54545454545455)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 9.933333333333334)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:26:48.547674,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 12.120000000000001)","(5.0, 9.6, 8.215384615384615)"
12-01-2023 13:26:49.727549,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:26:50.843608,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:26:51.938827,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 8.215384615384615)"
12-01-2023 13:26:53.098741,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 8.215384615384615)"
12-01-2023 13:26:54.325100,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:26:55.543698,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 8.215384615384615)"
12-01-2023 13:26:56.895025,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:26:58.092779,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 8.215384615384615)"
12-01-2023 13:26:59.232430,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:27:00.374374,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:27:01.443723,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 8.215384615384615)"
12-01-2023 13:27:02.474924,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:27:03.597002,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 8.215384615384615)"
12-01-2023 13:27:04.748892,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:27:05.943578,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 8.215384615384615)"
12-01-2023 13:27:07.097728,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:27:08.266915,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 7.085714285714285)"
12-01-2023 13:27:09.412255,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:10.512013,"(4.0, 7.6, 5.522222222222222)","(11.0, 32.0, 16.15625)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 13.830769230769231)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:11.524105,"(4.0, 7.6, 4.88)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.0)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:12.554961,"(4.0, 7.6, 4.88)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:13.715744,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:14.951939,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:16.083081,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:17.151773,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:18.323265,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:19.442096,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:20.508412,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:21.549889,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:22.607451,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:23.775273,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:24.867077,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:26.032633,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:27.111599,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:28.148324,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:29.143652,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:30.404904,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:31.440704,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:32.465980,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:33.500142,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:34.724822,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:36.004957,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:37.046233,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:38.098829,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:39.236593,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:40.277373,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:41.368942,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:42.371912,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:43.406107,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:44.593219,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
12-01-2023 13:27:45.587403,"(4.0, 7.6, 5.790322580645161)","(11.0, 32.0, 14.357142857142858)","(26.0, 95.0, 80.625)","(26.0, 100.0, 63.5)","(26.0, 100.0, 63.5)","(1.8, 2.74, 1.8982608695652174)","(7.0, 15.0, 10.066666666666666)","(5.0, 9.6, 7.84)"
