,Purple Flirt,Tuta Rose,Shaggy Rose,Seek And Strike,Beauty Edition,Aerobic System,Diamond Tina,Alpha Ruler
08-01-2023 14:51:35.152432,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.15, 3.05)","(101.0, 650.0, 425.0)","(5.0, 5.9, 5.6230769230769235)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(51.0, 100.0, 86.0)"
08-01-2023 14:51:36.314044,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.15, 3.05)","(101.0, 650.0, 425.0)","(5.0, 5.9, 5.6230769230769235)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(51.0, 100.0, 86.0)"
08-01-2023 14:51:37.477979,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.15, 3.05)","(101.0, 650.0, 425.0)","(5.0, 5.9, 5.6230769230769235)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(51.0, 100.0, 86.0)"
08-01-2023 14:51:38.649710,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.1, 3.0166666666666666)","(101.0, 650.0, 425.0)","(5.0, 5.9, 5.6230769230769235)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(51.0, 100.0, 86.0)"
08-01-2023 14:51:39.773995,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.1, 3.0166666666666666)","(101.0, 650.0, 425.0)","(5.0, 5.9, 5.681818181818182)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(51.0, 100.0, 86.0)"
08-01-2023 14:51:40.877756,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.15, 3.05)","(101.0, 650.0, 425.0)","(5.0, 5.9, 5.681818181818182)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(51.0, 100.0, 86.0)"
08-01-2023 14:51:42.048272,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.15, 3.05)","(101.0, 650.0, 425.0)","(5.0, 5.9, 5.681818181818182)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(51.0, 100.0, 86.0)"
08-01-2023 14:51:43.199069,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.15, 3.05)","(101.0, 650.0, 425.0)","(5.0, 5.9, 5.681818181818182)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(41.0, 100.0, 92.0)"
08-01-2023 14:51:44.342371,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.1, 3.0166666666666666)","(91.0, 650.0, 425.0)","(5.0, 5.9, 5.681818181818182)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(41.0, 100.0, 86.0)"
08-01-2023 14:51:45.429924,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.1, 3.0166666666666666)","(91.0, 650.0, 425.0)","(5.0, 5.9, 5.681818181818182)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(41.0, 100.0, 86.0)"
08-01-2023 14:51:46.576294,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.1, 3.0166666666666666)","(91.0, 650.0, 425.0)","(5.0, 5.9, 6.154285714285715)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.757142857142857)","(41.0, 100.0, 86.0)"
08-01-2023 14:51:47.695286,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.15, 3.05)","(91.0, 650.0, 425.0)","(5.0, 6.2, 6.04)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.78, 2.757142857142857)","(41.0, 100.0, 78.4)"
08-01-2023 14:51:48.770521,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.15, 3.05)","(91.0, 650.0, 425.0)","(5.0, 6.2, 6.04)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.78, 2.757142857142857)","(41.0, 100.0, 84.57142857142857)"
08-01-2023 14:51:49.903202,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.1, 3.0166666666666666)","(91.0, 650.0, 425.0)","(5.0, 6.2, 6.04)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.78, 2.757142857142857)","(41.0, 100.0, 89.2)"
08-01-2023 14:51:51.021871,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.1, 3.0166666666666666)","(91.0, 650.0, 425.0)","(5.0, 6.2, 6.0920000000000005)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.78, 2.7021052631578946)","(41.0, 100.0, 89.2)"
08-01-2023 14:51:52.107966,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.1, 3.0166666666666666)","(91.0, 650.0, 425.0)","(5.0, 6.2, 6.0920000000000005)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(41.0, 100.0, 89.2)"
08-01-2023 14:51:53.139253,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.15, 3.05)","(91.0, 650.0, 425.0)","(5.0, 6.2, 6.041176470588235)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(41.0, 100.0, 89.2)"
08-01-2023 14:51:54.232424,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.15, 3.05)","(91.0, 650.0, 425.0)","(5.0, 6.2, 6.041176470588235)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(41.0, 100.0, 89.2)"
08-01-2023 14:51:55.426241,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.15, 3.05)","(91.0, 650.0, 425.0)","(5.0, 6.2, 6.041176470588235)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(41.0, 100.0, 89.2)"
08-01-2023 14:51:56.556023,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.1, 3.0166666666666666)","(91.0, 650.0, 425.0)","(5.0, 6.2, 6.041176470588235)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(41.0, 100.0, 89.2)"
08-01-2023 14:51:57.612160,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.1, 3.0166666666666666)","(91.0, 650.0, 425.0)","(5.0, 6.2, 6.041176470588235)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(41.0, 100.0, 89.2)"
08-01-2023 14:51:58.722815,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.1, 3.0166666666666666)","(91.0, 650.0, 425.0)","(5.0, 6.2, 6.041176470588235)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(41.0, 100.0, 89.2)"
08-01-2023 14:51:59.723612,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.15, 3.05)","(91.0, 650.0, 425.0)","(5.0, 6.0, 5.766666666666667)","(21.0, 44.0, 35.5)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.7021052631578946)","(41.0, 100.0, 89.2)"
08-01-2023 14:52:00.742973,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.15, 3.05)","(91.0, 650.0, 425.0)","(5.0, 6.0, 5.726086956521739)","(21.0, 44.0, 35.5)","(41.0, 150.0, 102.85714285714286)","(2.0, 2.88, 2.7021052631578946)","(41.0, 100.0, 89.2)"
08-01-2023 14:52:01.894986,"(10.0, 18.5, 16.772727272727273)","(2.5, 3.1, 3.0166666666666666)","(91.0, 650.0, 425.0)","(5.0, 6.0, 5.676923076923077)","(21.0, 44.0, 35.5)","(41.0, 150.0, 102.85714285714286)","(2.0, 2.88, 2.7021052631578946)","(41.0, 100.0, 89.2)"
08-01-2023 14:52:03.004050,"(10.0, 18.5, 17.0)","(2.5, 3.1, 3.0166666666666666)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 33.925925925925924)","(41.0, 150.0, 102.85714285714286)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:04.108886,"(10.0, 18.5, 17.0)","(2.5, 3.1, 3.0076923076923077)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 33.925925925925924)","(41.0, 150.0, 102.85714285714286)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:05.176479,"(10.0, 18.5, 17.0)","(2.5, 3.1, 3.0125)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 33.925925925925924)","(41.0, 150.0, 102.85714285714286)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:06.215628,"(10.0, 18.5, 17.0)","(2.5, 3.1, 3.0125)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 33.925925925925924)","(41.0, 150.0, 102.85714285714286)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:07.311072,"(10.0, 18.5, 17.0)","(2.5, 3.1, 3.0125)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 33.925925925925924)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:08.331816,"(10.0, 18.5, 17.0)","(2.5, 3.05, 3.0083333333333333)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 33.925925925925924)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:09.390526,"(10.0, 18.5, 17.0)","(2.5, 3.05, 3.0083333333333333)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 33.925925925925924)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:10.796294,"(10.0, 18.5, 17.0)","(2.5, 3.05, 3.0125)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 33.925925925925924)","(41.0, 150.0, 98.57142857142857)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:11.954138,"(10.0, 18.5, 17.0)","(2.5, 3.1, 3.0125)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 34.480000000000004)","(41.0, 150.0, 100.0)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:13.116914,"(10.0, 18.5, 17.0)","(2.5, 3.1, 3.0166666666666666)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 34.480000000000004)","(41.0, 150.0, 100.0)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:14.406935,"(10.0, 18.5, 17.0)","(2.5, 3.05, 3.0083333333333333)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 34.480000000000004)","(41.0, 150.0, 100.0)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:15.592341,"(10.0, 18.5, 17.0)","(2.5, 3.05, 3.0083333333333333)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 34.480000000000004)","(41.0, 150.0, 100.0)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:16.631585,"(10.0, 18.5, 17.0)","(2.5, 3.05, 3.0083333333333333)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 34.480000000000004)","(41.0, 150.0, 100.0)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:17.736687,"(10.0, 18.5, 17.0)","(2.5, 3.1, 3.0125)","(91.0, 650.0, 560.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 34.480000000000004)","(41.0, 150.0, 100.0)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:18.825391,"(10.0, 18.5, 17.0)","(2.5, 3.1, 3.0125)","(91.0, 650.0, 430.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 34.480000000000004)","(41.0, 150.0, 100.0)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:19.863269,"(10.0, 18.5, 17.0)","(2.5, 3.1, 3.0125)","(91.0, 650.0, 430.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 34.480000000000004)","(41.0, 150.0, 100.0)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:21.052679,"(10.0, 18.5, 17.0)","(2.5, 3.05, 3.0083333333333333)","(91.0, 650.0, 430.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 34.480000000000004)","(41.0, 150.0, 100.0)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:22.214375,"(10.0, 18.5, 17.0)","(2.5, 3.05, 3.0083333333333333)","(91.0, 650.0, 430.0)","(5.0, 6.0, 5.729032258064516)","(21.0, 44.0, 34.480000000000004)","(41.0, 150.0, 100.0)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:23.381880,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.0125)","(91.0, 650.0, 503.3333333333333)","(5.0, 6.0, 5.624390243902439)","(21.0, 44.0, 34.480000000000004)","(41.0, 150.0, 110.0)","(2.0, 2.88, 2.685)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:24.487979,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.0611111111111113)","(91.0, 650.0, 503.3333333333333)","(5.0, 6.0, 5.624390243902439)","(21.0, 44.0, 39.69230769230769)","(41.0, 150.0, 110.0)","(2.0, 2.88, 2.6658823529411766)","(41.0, 100.0, 92.28571428571428)"
08-01-2023 14:52:25.477681,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.0695652173913044)","(91.0, 650.0, 503.3333333333333)","(5.0, 6.0, 5.624390243902439)","(21.0, 42.0, 34.17391304347826)","(41.0, 150.0, 110.0)","(2.0, 2.88, 2.668)","(41.0, 100.0, 95.5)"
08-01-2023 14:52:26.588585,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.074074074074074)","(91.0, 650.0, 435.0)","(5.0, 6.0, 5.624390243902439)","(21.0, 42.0, 34.17391304347826)","(41.0, 150.0, 110.0)","(2.0, 2.86, 2.668)","(41.0, 100.0, 90.54545454545455)"
08-01-2023 14:52:27.683897,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.074074074074074)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 34.17391304347826)","(41.0, 150.0, 110.0)","(2.05, 2.86, 2.682857142857143)","(41.0, 100.0, 79.2)"
08-01-2023 14:52:28.705354,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.074074074074074)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 34.17391304347826)","(41.0, 150.0, 110.0)","(2.05, 2.84, 2.670769230769231)","(41.0, 100.0, 92.57142857142857)"
08-01-2023 14:52:29.823906,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.0611111111111113)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 32.32258064516129)","(41.0, 150.0, 110.0)","(2.05, 2.84, 2.670769230769231)","(41.0, 100.0, 92.57142857142857)"
08-01-2023 14:52:30.949674,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.0611111111111113)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 32.32258064516129)","(41.0, 150.0, 110.0)","(2.05, 2.84, 2.670769230769231)","(41.0, 100.0, 96.0)"
08-01-2023 14:52:31.979640,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 32.32258064516129)","(41.0, 150.0, 110.0)","(2.05, 2.84, 2.6566666666666667)","(41.0, 100.0, 92.57142857142857)"
08-01-2023 14:52:33.095135,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.05)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.05, 2.84, 2.6566666666666667)","(41.0, 100.0, 95.65217391304347)"
08-01-2023 14:52:34.214734,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.05, 2.84, 2.695)","(41.0, 100.0, 82.5)"
08-01-2023 14:52:35.329832,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.05, 2.82, 2.66)","(41.0, 110.0, 96.25)"
08-01-2023 14:52:36.393476,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.05)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.05, 2.82, 2.6285714285714286)","(41.0, 110.0, 100.0)"
08-01-2023 14:52:37.498489,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.05, 2.8, 2.6285714285714286)","(41.0, 110.0, 102.3076923076923)"
08-01-2023 14:52:38.620977,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.05)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.05, 2.8, 2.6285714285714286)","(41.0, 110.0, 102.3076923076923)"
08-01-2023 14:52:39.678772,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.05, 2.8, 2.6285714285714286)","(41.0, 110.0, 92.0)"
08-01-2023 14:52:40.803764,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.05, 2.8, 2.5870967741935487)","(41.0, 110.0, 105.5)"
08-01-2023 14:52:41.975789,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.05)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.1, 2.78, 2.6085714285714285)","(41.0, 110.0, 105.5)"
08-01-2023 14:52:43.040934,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.1, 2.7, 2.586315789473684)","(41.0, 110.0, 98.75)"
08-01-2023 14:52:44.061208,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.1, 2.7, 2.586315789473684)","(41.0, 110.0, 98.75)"
08-01-2023 14:52:45.161692,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.05)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.1, 2.7, 2.586315789473684)","(41.0, 110.0, 98.75)"
08-01-2023 14:52:46.220166,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(91.0, 650.0, 435.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.1, 2.7, 2.6333333333333333)","(41.0, 110.0, 90.0)"
08-01-2023 14:52:47.324407,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.05)","(91.0, 650.0, 506.6666666666667)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(41.0, 150.0, 110.0)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 94.0)"
08-01-2023 14:52:48.431460,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(51.0, 150.0, 110.0)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 94.0)"
08-01-2023 14:52:49.581131,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.05)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(51.0, 150.0, 110.0)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 83.75)"
08-01-2023 14:52:50.650486,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.05)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.024390243902438)","(51.0, 150.0, 110.0)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 92.5)"
08-01-2023 14:52:51.653544,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 110.0)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 93.63636363636364)"
08-01-2023 14:52:52.941910,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.05)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 110.0)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 100.45454545454545)"
08-01-2023 14:52:54.251098,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 110.0)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 101.25)"
08-01-2023 14:52:55.479794,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 110.0)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 88.57142857142857)"
08-01-2023 14:52:56.798539,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.05)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 110.0)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 88.57142857142857)"
08-01-2023 14:52:58.143491,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 110.0)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 88.57142857142857)"
08-01-2023 14:52:59.202730,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 110.0)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 102.10526315789474)"
08-01-2023 14:53:00.350098,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 110.0)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 102.10526315789474)"
08-01-2023 14:53:01.403200,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.05)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 110.0)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 102.10526315789474)"
08-01-2023 14:53:02.482416,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 113.33333333333333)","(2.1, 2.7, 2.6058823529411765)","(41.0, 110.0, 102.10526315789474)"
08-01-2023 14:53:03.524248,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.05)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 113.33333333333333)","(2.1, 2.7, 2.6)","(41.0, 110.0, 102.10526315789474)"
08-01-2023 14:53:04.579703,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.022222222222222)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 113.33333333333333)","(2.1, 2.66, 2.6)","(41.0, 110.0, 102.10526315789474)"
08-01-2023 14:53:05.656130,"(10.0, 18.5, 17.3125)","(2.5, 3.1, 3.05)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 113.33333333333333)","(2.1, 2.66, 2.5842105263157897)","(41.0, 110.0, 102.10526315789474)"
08-01-2023 14:53:06.753056,"(10.0, 22.0, 21.78333333333333)","(2.5, 3.1, 3.022222222222222)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 113.33333333333333)","(2.1, 2.66, 2.5842105263157897)","(41.0, 110.0, 102.10526315789474)"
08-01-2023 14:53:07.877029,"(10.0, 22.0, 21.454545454545453)","(2.5, 3.1, 3.022222222222222)","(81.0, 650.0, 440.0)","(4.6, 6.0, 5.624390243902439)","(21.0, 42.0, 31.342105263157894)","(51.0, 150.0, 113.33333333333333)","(2.1, 2.66, 2.5842105263157897)","(41.0, 110.0, 102.10526315789474)"
