,You Turn Baby,Oriental Series,Spritely Glennis,Sweet Chana,Balmain Juror,Demon Kingsbrae,Triangle
15-12-2022 11:24:30.328331,"(3.3, 5.3, 4.346153846153846)","(7.0, 15.5, 14.20625)","(10.0, 23.0, 22.36111111111111)","(16.0, 38.0, 28.683333333333334)","(4.6, 6.8, 6.7)","(2.35, 2.88, 2.71)","(31.0, 160.0, 116.8695652173913)"
15-12-2022 11:24:31.287959,"(3.3, 5.3, 4.346153846153846)","(7.0, 15.5, 14.20625)","(10.0, 23.0, 22.36111111111111)","(16.0, 38.0, 28.683333333333334)","(4.6, 6.8, 6.7)","(2.35, 2.86, 2.5933333333333333)","(31.0, 160.0, 116.8695652173913)"
15-12-2022 11:24:32.404349,"(3.3, 5.3, 4.611111111111111)","(7.0, 15.5, 14.20625)","(10.0, 23.0, 22.36111111111111)","(16.0, 38.0, 28.683333333333334)","(4.6, 6.8, 6.666666666666666)","(2.35, 2.86, 2.5933333333333333)","(31.0, 160.0, 116.8695652173913)"
15-12-2022 11:24:33.509077,"(3.3, 5.3, 4.611111111111111)","(7.0, 15.5, 14.20625)","(10.0, 23.0, 22.36111111111111)","(16.0, 38.0, 28.683333333333334)","(4.6, 6.8, 6.9)","(2.35, 2.86, 2.517142857142857)","(31.0, 160.0, 116.8695652173913)"
15-12-2022 11:24:34.573668,"(3.3, 5.2, 4.8375)","(7.0, 15.5, 14.20625)","(10.0, 23.0, 22.36111111111111)","(16.0, 38.0, 28.683333333333334)","(4.6, 7.0, 6.9)","(2.35, 2.86, 2.3346666666666667)","(31.0, 160.0, 116.8695652173913)"
15-12-2022 11:24:35.633704,"(3.3, 5.2, 4.785714285714286)","(7.0, 15.5, 14.20625)","(10.0, 23.0, 22.36111111111111)","(16.0, 38.0, 28.683333333333334)","(4.6, 7.0, 6.9)","(2.35, 2.82, 2.353333333333333)","(31.0, 160.0, 116.8695652173913)"
15-12-2022 11:24:36.632982,"(3.3, 5.2, 4.785714285714286)","(7.0, 15.5, 14.20625)","(10.0, 23.0, 22.36111111111111)","(16.0, 38.0, 28.683333333333334)","(4.6, 7.0, 6.9)","(2.35, 2.82, 2.3346666666666667)","(31.0, 160.0, 116.8695652173913)"
15-12-2022 11:24:37.561810,"(3.3, 5.2, 4.4)","(7.0, 15.5, 14.20625)","(10.0, 23.0, 22.36111111111111)","(16.0, 38.0, 28.683333333333334)","(4.6, 7.0, 6.9)","(2.35, 2.82, 2.6119999999999997)","(31.0, 160.0, 62.4)"
15-12-2022 11:24:38.578876,"(3.3, 5.2, 4.640000000000001)","(7.0, 15.5, 14.20625)","(10.0, 24.0, 20.0)","(16.0, 38.0, 27.2)","(4.6, 7.0, 6.866666666666667)","(2.35, 2.82, 2.451578947368421)","(31.0, 160.0, 90.0)"
15-12-2022 11:24:39.566217,"(3.3, 5.2, 4.75)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 17.5)","(16.0, 34.0, 27.2)","(4.6, 7.0, 6.866666666666667)","(2.35, 2.82, 2.6079999999999997)","(31.0, 140.0, 100.0)"
15-12-2022 11:24:40.559136,"(3.3, 5.2, 4.12)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 17.5)","(16.0, 32.0, 28.25)","(4.6, 7.0, 6.9)","(2.35, 2.8, 2.6079999999999997)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:41.515080,"(3.3, 5.2, 4.12)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 17.5)","(16.0, 32.0, 28.25)","(4.6, 7.0, 6.9)","(2.35, 2.8, 2.512)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:42.506330,"(3.3, 5.2, 4.12)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 17.5)","(16.0, 32.0, 28.25)","(4.6, 7.0, 6.9)","(2.35, 2.8, 2.512)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:43.501423,"(3.3, 5.2, 4.12)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 17.5)","(16.0, 32.0, 28.25)","(4.6, 7.0, 6.9)","(2.35, 2.8, 2.4543999999999997)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:44.457061,"(3.3, 5.2, 4.16)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 17.5)","(16.0, 32.0, 28.25)","(4.6, 7.0, 6.9)","(2.35, 2.8, 2.424347826086956)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:45.694584,"(3.3, 5.2, 4.16)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 17.5)","(16.0, 32.0, 28.25)","(4.6, 7.0, 6.9)","(2.35, 2.8, 2.44)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:46.586090,"(3.3, 5.2, 4.16)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 20.375)","(16.0, 32.0, 28.25)","(4.6, 7.0, 6.9)","(2.35, 2.8, 2.44)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:47.465076,"(3.3, 5.2, 4.16)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 20.375)","(16.0, 32.0, 22.0)","(4.6, 7.0, 6.9)","(2.35, 2.8, 2.44)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:48.468699,"(3.3, 5.2, 4.16)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 20.375)","(16.0, 32.0, 22.333333333333336)","(4.6, 7.0, 6.9)","(2.35, 2.8, 2.569230769230769)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:49.413362,"(3.3, 5.2, 4.506666666666667)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 20.375)","(16.0, 32.0, 24.75)","(4.6, 7.0, 6.9)","(2.35, 2.8, 2.569230769230769)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:50.441906,"(3.3, 5.2, 4.506666666666667)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 20.375)","(16.0, 32.0, 24.75)","(4.6, 7.0, 6.945454545454545)","(2.35, 2.8, 2.404705882352941)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:51.369224,"(3.3, 5.2, 4.506666666666667)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 21.384615384615387)","(16.0, 32.0, 24.75)","(4.6, 7.0, 6.945454545454545)","(2.35, 2.78, 2.404705882352941)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:52.447173,"(3.3, 5.2, 4.506666666666667)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 21.384615384615387)","(16.0, 32.0, 22.61764705882353)","(4.6, 7.0, 6.945454545454545)","(2.35, 2.78, 2.404705882352941)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:53.387258,"(3.3, 5.2, 4.506666666666667)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 21.384615384615387)","(16.0, 32.0, 22.61764705882353)","(4.6, 7.0, 6.945454545454545)","(2.35, 2.78, 2.4899999999999998)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:54.312192,"(3.3, 5.2, 4.506666666666667)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 21.384615384615387)","(16.0, 32.0, 22.61764705882353)","(4.6, 7.0, 6.945454545454545)","(2.35, 2.78, 2.6028571428571428)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:55.467434,"(3.3, 5.2, 4.506666666666667)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 21.384615384615387)","(16.0, 32.0, 22.61764705882353)","(4.6, 7.0, 6.945454545454545)","(2.3, 2.76, 2.55)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:56.457773,"(3.3, 5.3, 4.716666666666667)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 21.384615384615387)","(16.0, 32.0, 22.61764705882353)","(4.6, 7.0, 6.945454545454545)","(2.3, 2.76, 2.55)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:57.448267,"(3.3, 5.3, 4.716666666666667)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 21.384615384615387)","(16.0, 32.0, 22.61764705882353)","(4.6, 7.0, 6.945454545454545)","(2.3, 2.76, 2.55)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:58.392217,"(3.3, 5.2, 4.506666666666667)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 21.384615384615387)","(16.0, 32.0, 22.61764705882353)","(4.6, 7.0, 6.945454545454545)","(2.3, 2.76, 2.55)","(31.0, 130.0, 100.0)"
15-12-2022 11:24:59.355130,"(3.3, 5.2, 4.68)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 21.384615384615387)","(16.0, 32.0, 22.61764705882353)","(4.6, 7.0, 6.945454545454545)","(2.3, 2.74, 2.62)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:00.293001,"(3.3, 5.2, 4.588235294117647)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 21.384615384615387)","(16.0, 32.0, 22.61764705882353)","(4.6, 7.0, 6.945454545454545)","(2.3, 2.72, 2.568)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:01.310140,"(3.3, 5.2, 4.588235294117647)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 21.833333333333336)","(16.0, 32.0, 22.61764705882353)","(4.8, 7.0, 6.945454545454545)","(2.3, 2.72, 2.568)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:02.273982,"(3.3, 5.2, 4.588235294117647)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 21.6)","(16.0, 32.0, 24.75)","(4.8, 7.0, 6.945454545454545)","(2.3, 2.72, 2.568)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:03.218006,"(3.3, 5.2, 4.588235294117647)","(7.0, 15.0, 14.146666666666667)","(10.0, 23.0, 21.6)","(16.0, 32.0, 26.092592592592595)","(4.8, 7.0, 6.945454545454545)","(2.3, 2.72, 2.378)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:04.135319,"(3.3, 5.2, 4.588235294117647)","(7.0, 15.0, 14.146666666666667)","(10.0, 25.0, 24.107142857142858)","(16.0, 32.0, 25.354166666666664)","(4.8, 7.0, 6.945454545454545)","(2.3, 2.72, 2.365333333333333)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:05.135404,"(3.3, 5.2, 4.588235294117647)","(7.0, 15.0, 14.146666666666667)","(10.0, 25.0, 24.107142857142858)","(16.0, 32.0, 25.354166666666664)","(4.8, 7.0, 6.945454545454545)","(2.3, 2.72, 2.4842105263157896)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:06.085293,"(3.3, 5.1, 4.730769230769231)","(7.0, 15.0, 14.146666666666667)","(10.0, 25.0, 24.107142857142858)","(16.0, 32.0, 25.354166666666664)","(4.8, 7.0, 6.945454545454545)","(2.3, 2.72, 2.4842105263157896)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:07.059010,"(3.3, 5.1, 4.730769230769231)","(7.0, 15.0, 14.146666666666667)","(10.0, 25.0, 24.107142857142858)","(16.0, 32.0, 25.354166666666664)","(4.8, 7.0, 6.945454545454545)","(2.3, 2.72, 2.4842105263157896)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:08.033660,"(3.3, 5.1, 4.730769230769231)","(7.0, 15.0, 14.146666666666667)","(10.0, 25.0, 24.107142857142858)","(16.0, 32.0, 25.354166666666664)","(4.8, 7.0, 6.945454545454545)","(2.3, 2.7, 2.475)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:08.963110,"(3.3, 5.2, 4.875)","(7.0, 15.0, 12.6)","(10.0, 25.0, 24.107142857142858)","(16.0, 32.0, 25.354166666666664)","(4.8, 7.0, 6.945454545454545)","(2.3, 2.68, 2.4299999999999997)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:10.134413,"(3.3, 5.2, 4.875)","(7.0, 15.0, 13.5)","(10.0, 25.0, 24.107142857142858)","(16.0, 32.0, 25.354166666666664)","(4.8, 7.0, 6.945454545454545)","(2.3, 2.68, 2.575)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:11.163722,"(3.3, 5.2, 4.875)","(7.0, 15.0, 14.076923076923077)","(10.0, 25.0, 24.107142857142858)","(16.0, 32.0, 25.354166666666664)","(4.8, 7.0, 6.945454545454545)","(2.3, 2.68, 2.575)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:12.129164,"(3.3, 5.1, 4.535294117647059)","(7.0, 15.0, 14.333333333333332)","(10.0, 26.0, 22.823529411764703)","(16.0, 32.0, 25.354166666666664)","(4.8, 7.0, 6.945454545454545)","(2.3, 2.68, 2.5076923076923077)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:13.138568,"(3.3, 5.1, 4.535294117647059)","(7.0, 15.0, 14.333333333333332)","(10.0, 26.0, 22.823529411764703)","(16.0, 32.0, 25.354166666666664)","(4.8, 7.0, 6.945454545454545)","(2.3, 2.68, 2.5076923076923077)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:14.266475,"(3.3, 5.1, 4.535294117647059)","(7.0, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.4014285714285712)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:15.307490,"(3.4, 5.1, 4.535294117647059)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.25, 2.68, 2.477777777777778)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:16.430810,"(3.4, 5.1, 4.535294117647059)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.25, 2.68, 2.493333333333333)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:17.551921,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.493333333333333)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:18.567120,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.455)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:19.478307,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.3527272727272726)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:20.565462,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.453333333333333)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:21.591591,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.453333333333333)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:22.604573,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.453333333333333)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:23.599524,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.453333333333333)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:24.567462,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.453333333333333)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:25.656294,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.3527272727272726)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:26.759539,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.453333333333333)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:27.836323,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.453333333333333)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:28.854874,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.453333333333333)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:29.816959,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.453333333333333)","(31.0, 130.0, 100.0)"
15-12-2022 11:25:30.849750,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.457777777777778)","(31.0, 130.0, 117.75)"
15-12-2022 11:25:31.903375,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.68, 2.4285714285714284)","(31.0, 130.0, 101.33333333333333)"
15-12-2022 11:25:32.996185,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.394736842105263)","(31.0, 110.0, 60.36363636363636)"
15-12-2022 11:25:34.074334,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.466153846153846)","(31.0, 110.0, 88.0)"
15-12-2022 11:25:35.145237,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.42)","(31.0, 95.0, 88.0)"
15-12-2022 11:25:36.159473,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.42)","(31.0, 95.0, 88.0)"
15-12-2022 11:25:37.167284,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 25.035714285714285)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.390833333333333)","(31.0, 95.0, 80.33333333333333)"
15-12-2022 11:25:38.188352,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 26.0, 23.46875)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.390833333333333)","(31.0, 90.0, 44.608695652173914)"
15-12-2022 11:25:39.278407,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 29.0, 25.90625)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.390833333333333)","(31.0, 90.0, 44.608695652173914)"
15-12-2022 11:25:40.274431,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 29.0, 25.90625)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.390833333333333)","(31.0, 90.0, 44.608695652173914)"
15-12-2022 11:25:41.315191,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 29.0, 25.90625)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.356)","(31.0, 90.0, 44.608695652173914)"
15-12-2022 11:25:42.386630,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 29.0, 25.90625)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.4225)","(31.0, 90.0, 62.0)"
15-12-2022 11:25:43.338046,"(3.4, 5.0, 4.725)","(7.5, 15.0, 14.2)","(10.0, 28.0, 26.708333333333336)","(16.0, 32.0, 25.354166666666664)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.4225)","(31.0, 80.0, 62.0)"
15-12-2022 11:25:44.380614,"(3.4, 5.0, 4.725)","(7.5, 16.5, 14.066666666666666)","(10.0, 28.0, 26.708333333333336)","(16.0, 32.0, 20.333333333333332)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.4225)","(31.0, 80.0, 56.0)"
15-12-2022 11:25:45.430547,"(3.4, 5.0, 4.725)","(7.5, 16.5, 14.725)","(10.0, 28.0, 26.708333333333336)","(16.0, 32.0, 20.333333333333332)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.4225)","(31.0, 80.0, 56.0)"
15-12-2022 11:25:46.504382,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.711111111111112)","(10.0, 28.0, 26.708333333333336)","(16.0, 32.0, 20.333333333333332)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.356)","(31.0, 80.0, 40.0)"
15-12-2022 11:25:47.557968,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.711111111111112)","(10.0, 28.0, 23.15625)","(16.0, 32.0, 21.615384615384617)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.4225)","(31.0, 80.0, 40.0)"
15-12-2022 11:25:48.662228,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.711111111111112)","(10.0, 26.0, 23.923076923076923)","(16.0, 32.0, 21.615384615384617)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.66, 2.5171428571428573)","(31.0, 80.0, 40.0)"
15-12-2022 11:25:49.625464,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.711111111111112)","(10.0, 26.0, 23.923076923076923)","(16.0, 32.0, 21.615384615384617)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.58, 2.5171428571428573)","(31.0, 80.0, 41.5)"
15-12-2022 11:25:50.582783,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.711111111111112)","(10.0, 26.0, 23.923076923076923)","(16.0, 32.0, 21.615384615384617)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.58, 2.5171428571428573)","(31.0, 70.0, 33.46153846153846)"
15-12-2022 11:25:51.648084,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.711111111111112)","(10.0, 26.0, 23.923076923076923)","(16.0, 32.0, 21.615384615384617)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.58, 2.46)","(31.0, 70.0, 33.46153846153846)"
15-12-2022 11:25:52.694428,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.711111111111112)","(10.0, 26.0, 23.923076923076923)","(16.0, 32.0, 21.615384615384617)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.58, 2.5228571428571427)","(31.0, 70.0, 33.46153846153846)"
15-12-2022 11:25:53.810641,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.711111111111112)","(10.0, 26.0, 23.923076923076923)","(16.0, 32.0, 21.615384615384617)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.58, 2.5228571428571427)","(31.0, 70.0, 33.46153846153846)"
15-12-2022 11:25:54.793663,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.711111111111112)","(10.0, 26.0, 23.923076923076923)","(16.0, 32.0, 21.615384615384617)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.58, 2.5228571428571427)","(31.0, 70.0, 33.46153846153846)"
15-12-2022 11:25:55.736971,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.711111111111112)","(10.0, 26.0, 23.923076923076923)","(16.0, 32.0, 21.615384615384617)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.58, 2.5228571428571427)","(31.0, 70.0, 33.46153846153846)"
15-12-2022 11:25:56.711405,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.992857142857144)","(10.0, 26.0, 23.923076923076923)","(16.0, 32.0, 21.615384615384617)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.58, 2.48)","(31.0, 70.0, 33.46153846153846)"
15-12-2022 11:25:57.727346,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.992857142857144)","(10.0, 25.0, 23.958333333333336)","(16.0, 32.0, 21.615384615384617)","(5.0, 7.0, 6.945454545454545)","(2.25, 2.58, 2.5285714285714285)","(31.0, 70.0, 33.46153846153846)"
15-12-2022 11:25:58.777919,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.992857142857144)","(10.0, 25.0, 23.076923076923077)","(16.0, 32.0, 24.5)","(5.0, 7.0, 6.945454545454545)","(2.25, 2.58, 2.5285714285714285)","(31.0, 70.0, 33.46153846153846)"
15-12-2022 11:25:59.748812,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.992857142857144)","(10.0, 25.0, 23.076923076923077)","(16.0, 32.0, 26.130434782608695)","(5.0, 7.0, 6.945454545454545)","(2.25, 2.58, 2.5285714285714285)","(31.0, 70.0, 33.46153846153846)"
15-12-2022 11:26:00.670163,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.992857142857144)","(10.0, 25.0, 23.076923076923077)","(16.0, 32.0, 26.130434782608695)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.58, 2.5285714285714285)","(31.0, 70.0, 33.46153846153846)"
15-12-2022 11:26:01.637232,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.992857142857144)","(10.0, 25.0, 23.076923076923077)","(16.0, 32.0, 26.130434782608695)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.58, 2.5285714285714285)","(31.0, 70.0, 33.46153846153846)"
15-12-2022 11:26:02.633602,"(3.4, 5.0, 4.725)","(7.5, 16.5, 15.992857142857144)","(10.0, 25.0, 23.076923076923077)","(16.0, 32.0, 26.130434782608695)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.58, 2.46)","(31.0, 70.0, 33.46153846153846)"
15-12-2022 11:26:03.587839,"(3.4, 5.0, 4.37)","(7.5, 16.5, 15.992857142857144)","(10.0, 25.0, 22.916666666666668)","(16.0, 32.0, 26.130434782608695)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.58, 2.46)","(31.0, 48.0, 37.333333333333336)"
15-12-2022 11:26:04.483462,"(3.4, 5.1, 4.114285714285715)","(7.5, 16.5, 15.992857142857144)","(10.0, 25.0, 19.852941176470587)","(16.0, 32.0, 26.130434782608695)","(5.0, 7.0, 6.945454545454545)","(2.2, 2.58, 2.46)","(31.0, 48.0, 37.333333333333336)"
