,Power Legend,Ugly Nicos,Gold Serenade,Boys Cry,Mi Greyt Mate,Rodeo Legend,Moanastar,Gracious Gracie,Lady Goodfellow,Vardon
09-01-2023 15:45:01.605426,"(17.0, 25.0, 24.15)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 26.42)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.166666666666666)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.57142857142857)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:02.929949,"(17.0, 25.0, 24.15)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 26.42)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.166666666666666)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.57142857142857)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:04.156558,"(17.0, 25.0, 24.15)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 26.42)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.166666666666666)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.57142857142857)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:05.383677,"(17.0, 25.0, 24.15)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 22.357142857142858)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.166666666666666)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.57142857142857)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:06.642396,"(17.0, 25.0, 24.15)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 22.357142857142858)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.166666666666666)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.214285714285715)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:07.942817,"(17.0, 25.0, 24.15)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 22.357142857142858)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.166666666666666)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.214285714285715)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:09.318864,"(17.0, 25.0, 24.15)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 22.357142857142858)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.166666666666666)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.214285714285715)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:10.664216,"(17.0, 25.0, 24.15)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 26.6)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.3125)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:11.955737,"(17.0, 25.0, 23.4)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 26.6)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:13.275170,"(17.0, 25.0, 23.4)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 26.6)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:14.601553,"(17.0, 25.0, 23.4)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 26.6)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:15.865695,"(17.0, 25.0, 23.4)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 26.6)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:17.138112,"(17.0, 25.0, 23.4)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 26.6)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 13.823529411764707)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:18.401773,"(17.0, 25.0, 23.4)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 32.0, 27.4)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 13.823529411764707)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:19.661310,"(17.0, 25.0, 23.4)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 30.0, 27.666666666666664)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 19.9)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:20.978221,"(17.0, 25.0, 23.4)","(1.95, 2.36, 2.1312)","(19.0, 26.0, 24.0)","(14.0, 29.0, 27.666666666666664)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 19.9)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:22.316458,"(17.0, 25.0, 23.4)","(1.95, 2.36, 2.1390000000000002)","(19.0, 26.0, 24.0)","(14.0, 29.0, 26.77777777777778)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:23.709594,"(17.0, 25.0, 23.4)","(1.95, 2.36, 2.1390000000000002)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.77777777777778)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.333333333333334)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:25.074592,"(17.0, 25.0, 24.238095238095237)","(1.95, 2.36, 2.1390000000000002)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.77777777777778)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.333333333333334)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:26.399895,"(17.0, 25.0, 24.238095238095237)","(1.95, 2.36, 2.136)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.77777777777778)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.333333333333334)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:27.724116,"(17.0, 25.0, 24.238095238095237)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.77777777777778)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.333333333333334)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:28.974390,"(17.0, 25.0, 24.238095238095237)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.77777777777778)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.333333333333334)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:30.237214,"(17.0, 25.0, 24.238095238095237)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.77777777777778)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.333333333333334)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.88235294117647)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:31.547424,"(17.0, 25.0, 24.238095238095237)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 23.8)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.8)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:32.813233,"(17.0, 25.0, 22.0)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 23.8)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.8)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:34.136520,"(17.0, 25.0, 22.0)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 23.8)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.8)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:35.525927,"(17.0, 25.0, 22.0)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 24.5)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.8)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:36.868676,"(17.0, 25.0, 22.0)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 24.5)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.8)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:38.225148,"(17.0, 25.0, 22.0)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 24.5)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.8)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:39.596209,"(17.0, 25.0, 22.0)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 24.5)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.8)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:40.970037,"(17.0, 25.0, 22.0)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 24.5)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.8)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:42.285349,"(17.0, 25.0, 22.0)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 24.5)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.5)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:43.576698,"(17.0, 25.0, 21.5)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.5)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:44.867965,"(17.0, 25.0, 21.5)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.5)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:46.159130,"(17.0, 25.0, 21.5)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.5)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:47.455799,"(17.0, 25.0, 21.5)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.5)","(7.5, 15.0, 14.23076923076923)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:48.805295,"(17.0, 25.0, 21.5)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.5)","(7.5, 15.0, 14.375)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:50.180913,"(17.0, 25.0, 21.5)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.5)","(7.5, 15.0, 14.375)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.676470588235293)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:51.535021,"(17.0, 25.0, 24.125)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.5)","(7.5, 15.0, 14.375)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.7)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:52.893925,"(17.0, 25.0, 24.0625)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.5)","(7.5, 15.0, 14.375)","(21.0, 34.0, 31.6)","(11.0, 22.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:54.221760,"(17.0, 25.0, 24.0625)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.5)","(7.5, 15.0, 14.375)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:55.508251,"(17.0, 25.0, 24.0625)","(1.95, 2.34, 2.131304347826087)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.5)","(7.5, 15.0, 14.375)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:56.806344,"(17.0, 25.0, 24.0625)","(1.95, 2.34, 2.1825)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.166666666666666)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:58.081706,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.1825)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.166666666666666)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:45:59.420395,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.2283333333333335)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.166666666666666)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:46:00.846298,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.16)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.166666666666666)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:46:02.500874,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.16)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.166666666666666)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:46:04.055685,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.16)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.166666666666666)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:46:05.508780,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.16)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.166666666666666)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:46:06.997060,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.166666666666666)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:46:08.420077,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.166666666666666)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:46:09.858524,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.166666666666666)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:46:11.236949,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.166666666666666)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.516666666666667)"
09-01-2023 15:46:12.599457,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.166666666666666)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 19.9)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:13.949400,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 13.166666666666666)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 19.9)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:15.361524,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.16)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.833333333333334)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:16.826188,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.833333333333334)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:18.269193,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.833333333333334)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:19.926217,"(17.0, 25.0, 24.0625)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.833333333333334)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:21.480401,"(17.0, 25.0, 23.846153846153847)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.833333333333334)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:22.924240,"(17.0, 25.0, 23.846153846153847)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 24.0)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.833333333333334)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:24.343162,"(17.0, 25.0, 23.846153846153847)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 24.666666666666668)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 12.833333333333334)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:25.884145,"(17.0, 25.0, 23.846153846153847)","(1.95, 2.32, 2.2026666666666666)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 15.1)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:27.342871,"(17.0, 25.0, 19.0)","(1.95, 2.32, 2.2283333333333335)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:28.892564,"(17.0, 25.0, 19.0)","(1.95, 2.3, 2.216666666666667)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 31.6)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:30.352283,"(17.0, 25.0, 19.0)","(1.95, 2.3, 2.216666666666667)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 32.61538461538461)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:31.819013,"(17.0, 25.0, 19.0)","(1.95, 2.3, 2.1933333333333334)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 32.61538461538461)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:33.185108,"(17.0, 25.0, 19.0)","(1.95, 2.3, 2.1933333333333334)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 32.61538461538461)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
09-01-2023 15:46:34.638528,"(17.0, 25.0, 19.0)","(1.95, 2.3, 2.1933333333333334)","(19.0, 26.0, 24.333333333333332)","(14.0, 28.0, 26.764705882352942)","(41.0, 190.0, 163.0)","(10.0, 15.5, 14.1)","(7.5, 15.0, 14.09090909090909)","(21.0, 34.0, 32.61538461538461)","(11.0, 21.0, 20.38888888888889)","(5.0, 5.8, 5.442105263157895)"
