,Cobblestone Way,Crown Crusher,Dodi,Eight Decades,Electrocube,Expect Magic,Go To Hollywood,I Am Antaios,Manic Light,Mi Scusi,Ortega,Scarface
12-01-2023 18:12:54.178679,"(14.0, 21.0, 20.76923076923077)","(101.0, 240.0, 193.57142857142858)","(7.5, 10.5, 10.380239520958083)","(6.0, 7.0, 6.974117647058823)","(21.0, 36.0, 34.24242424242424)","(61.0, 80.0, 76.66666666666667)","(18.0, 22.0, 21.75)","(21.0, 38.0, 36.36363636363637)","(12.0, 15.5, 15.51923076923077)","(6.0, 7.4, 7.264176570458404)","(2.35, 2.56, 2.5501329394387002)","(71.0, 140.0, 125.88235294117646)"
12-01-2023 18:12:55.849777,"(14.0, 21.0, 20.0)","(101.0, 240.0, 193.57142857142858)","(7.5, 10.5, 10.592233009708737)","(6.0, 7.0, 6.96125)","(21.0, 36.0, 34.22222222222222)","(61.0, 80.0, 75.45454545454545)","(18.0, 22.0, 21.75)","(21.0, 38.0, 36.5)","(12.0, 16.0, 15.514285714285714)","(6.0, 7.4, 7.245559845559845)","(2.3, 2.56, 2.54967542503864)","(71.0, 140.0, 125.88235294117646)"
12-01-2023 18:12:57.430206,"(14.0, 20.0, 19.444444444444443)","(101.0, 240.0, 193.57142857142858)","(7.5, 11.0, 10.578231292517007)","(6.0, 7.0, 6.956470588235294)","(21.0, 36.0, 34.476190476190474)","(61.0, 80.0, 75.45454545454545)","(18.0, 22.0, 21.75)","(21.0, 38.0, 36.61538461538461)","(12.0, 16.0, 15.514285714285714)","(6.0, 7.4, 7.24732824427481)","(2.3, 2.56, 2.5495129375951295)","(71.0, 140.0, 126.66666666666667)"
12-01-2023 18:12:58.977916,"(14.0, 19.5, 19.456521739130434)","(101.0, 240.0, 193.57142857142858)","(7.5, 11.0, 10.616352201257861)","(6.0, 7.0, 6.9584269662921345)","(21.0, 36.0, 34.51162790697674)","(61.0, 80.0, 75.65217391304348)","(18.0, 22.0, 21.759036144578314)","(21.0, 38.0, 36.714285714285715)","(12.0, 16.0, 15.514285714285714)","(6.0, 7.4, 7.267549668874173)","(2.3, 2.56, 2.5464927536231885)","(71.0, 140.0, 126.66666666666667)"
12-01-2023 18:13:00.588085,"(14.0, 19.5, 19.25)","(101.0, 240.0, 193.84615384615384)","(7.5, 11.0, 10.765402843601896)","(6.0, 7.0, 6.876274944567627)","(21.0, 36.0, 34.857142857142854)","(61.0, 80.0, 77.0)","(18.0, 22.0, 21.87837837837838)","(21.0, 38.0, 36.95238095238095)","(12.0, 16.0, 15.934782608695652)","(6.0, 7.4, 7.264944649446495)","(2.3, 2.56, 2.5266076696165194)","(71.0, 140.0, 122.22222222222223)"
12-01-2023 18:13:02.224791,"(14.0, 20.0, 19.609375)","(101.0, 240.0, 210.0)","(7.5, 11.0, 11.102150537634408)","(6.0, 7.0, 6.904347826086957)","(21.0, 36.0, 35.357142857142854)","(61.0, 80.0, 78.42105263157895)","(18.0, 22.0, 22.396825396825395)","(21.0, 38.0, 37.57575757575758)","(12.0, 16.0, 16.19047619047619)","(6.0, 7.4, 7.367272727272727)","(2.3, 2.54, 2.488450704225352)","(71.0, 140.0, 136.36363636363637)"
12-01-2023 18:13:03.998415,"(14.0, 20.0, 19.63235294117647)","(101.0, 240.0, 212.22222222222223)","(7.5, 11.5, 11.14864864864865)","(6.0, 7.0, 6.978378378378379)","(21.0, 38.0, 35.111111111111114)","(61.0, 80.0, 72.3076923076923)","(18.0, 23.0, 22.180851063829788)","(21.0, 40.0, 35.266666666666666)","(12.0, 17.0, 16.19047619047619)","(6.0, 7.6, 7.517391304347826)","(2.3, 2.5, 2.4965591397849463)","(71.0, 140.0, 131.42857142857142)"
12-01-2023 18:13:05.701250,"(14.0, 20.0, 19.63235294117647)","(101.0, 240.0, 222.0)","(7.5, 11.5, 11.320833333333333)","(6.0, 7.0, 6.963636363636364)","(21.0, 36.0, 35.111111111111114)","(61.0, 80.0, 76.875)","(18.0, 23.0, 22.180851063829788)","(21.0, 36.0, 35.266666666666666)","(12.0, 17.0, 16.19047619047619)","(6.0, 7.6, 7.405555555555556)","(2.3, 2.5, 2.489736842105263)","(71.0, 140.0, 125.0)"
12-01-2023 18:13:07.690210,"(14.0, 20.0, 19.615384615384617)","(101.0, 240.0, 227.5)","(7.5, 11.5, 11.226470588235294)","(6.0, 7.0, 6.963636363636364)","(21.0, 36.0, 35.111111111111114)","(61.0, 80.0, 77.3076923076923)","(18.0, 23.0, 22.13)","(21.0, 36.0, 35.12)","(12.0, 17.0, 16.37037037037037)","(6.0, 7.6, 7.497058823529412)","(2.3, 2.5, 2.491900826446281)","(71.0, 130.0, 126.66666666666667)"
12-01-2023 18:13:09.550477,"(14.0, 20.0, 19.615384615384617)","(101.0, 230.0, 227.5)","(8.5, 11.5, 11.260309278350515)","(6.0, 7.0, 6.968224299065421)","(21.0, 36.0, 35.111111111111114)","(61.0, 80.0, 78.33333333333333)","(18.0, 23.0, 22.128205128205128)","(21.0, 36.0, 35.25925925925926)","(12.0, 17.0, 16.416666666666668)","(6.0, 7.6, 7.495774647887324)","(2.3, 2.5, 2.498348623853211)","(71.0, 140.0, 128.0)"
12-01-2023 18:13:11.129240,"(14.0, 20.0, 19.615384615384617)","(101.0, 230.0, 227.5)","(8.5, 11.5, 11.260309278350515)","(6.0, 7.0, 6.968224299065421)","(21.0, 36.0, 35.25)","(61.0, 80.0, 78.66666666666667)","(18.0, 23.0, 22.246575342465754)","(21.0, 36.0, 34.4)","(12.0, 17.0, 16.416666666666668)","(6.0, 7.6, 7.504761904761905)","(2.3, 2.5, 2.4927388535031847)","(71.0, 140.0, 122.5)"
12-01-2023 18:13:12.763077,"(14.0, 20.0, 19.636363636363637)","(101.0, 230.0, 220.95238095238096)","(8.5, 11.5, 11.142241379310345)","(6.0, 7.0, 7.049180327868853)","(21.0, 36.0, 35.37931034482759)","(61.0, 80.0, 79.0)","(18.0, 23.0, 22.3)","(21.0, 36.0, 34.666666666666664)","(12.0, 17.0, 16.733333333333334)","(6.0, 7.6, 7.465573770491804)","(2.3, 2.5, 2.4589371980676327)","(71.0, 130.0, 127.14285714285714)"
12-01-2023 18:13:14.311689,"(14.0, 20.0, 19.708333333333332)","(101.0, 240.0, 220.95238095238096)","(8.5, 11.5, 10.934615384615384)","(6.0, 7.2, 7.188785046728972)","(21.0, 36.0, 35.37931034482759)","(61.0, 80.0, 79.70588235294117)","(18.0, 23.0, 22.243243243243242)","(21.0, 36.0, 35.1)","(12.0, 17.0, 16.958333333333332)","(6.0, 7.6, 7.461694915254237)","(2.25, 2.46, 2.46752688172043)","(71.0, 130.0, 130.9090909090909)"
12-01-2023 18:13:15.914799,"(14.0, 20.0, 20.166666666666668)","(101.0, 240.0, 220.95238095238096)","(8.5, 11.0, 11.072033898305085)","(6.0, 7.2, 7.171428571428572)","(21.0, 36.0, 35.37931034482759)","(61.0, 80.0, 79.70588235294117)","(18.0, 23.0, 22.123711340206185)","(21.0, 36.0, 34.78260869565217)","(12.0, 17.0, 16.958333333333332)","(6.0, 7.6, 7.380487804878049)","(2.25, 2.48, 2.48993006993007)","(71.0, 140.0, 130.9090909090909)"
12-01-2023 18:13:17.521126,"(14.0, 21.0, 20.071428571428573)","(101.0, 240.0, 220.95238095238096)","(8.5, 11.5, 10.85958904109589)","(6.0, 7.2, 7.556923076923077)","(21.0, 36.0, 35.37931034482759)","(61.0, 80.0, 79.70588235294117)","(18.0, 23.0, 22.065934065934066)","(21.0, 36.0, 34.78260869565217)","(12.0, 17.0, 16.266666666666666)","(6.0, 7.4, 7.372911963882619)","(2.25, 2.5, 2.467255520504732)","(71.0, 140.0, 130.9090909090909)"
12-01-2023 18:13:19.153112,"(14.0, 21.0, 19.916666666666668)","(101.0, 240.0, 220.95238095238096)","(8.5, 11.0, 10.807377049180328)","(6.0, 7.8, 7.442424242424242)","(21.0, 36.0, 35.37931034482759)","(61.0, 80.0, 78.51851851851852)","(18.0, 23.0, 21.91780821917808)","(21.0, 36.0, 34.526315789473685)","(12.0, 17.0, 16.375)","(6.0, 7.4, 7.349047619047619)","(2.25, 2.54, 2.5241221374045804)","(71.0, 140.0, 128.57142857142858)"
12-01-2023 18:13:20.698922,"(14.0, 20.0, 19.923076923076923)","(101.0, 240.0, 220.95238095238096)","(8.5, 11.0, 10.816964285714286)","(6.0, 7.6, 7.4619469026548675)","(21.0, 36.0, 35.214285714285715)","(61.0, 80.0, 78.95833333333333)","(18.0, 22.0, 22.851063829787233)","(21.0, 36.0, 33.806451612903224)","(12.0, 16.5, 15.7987012987013)","(6.0, 7.4, 7.306969696969698)","(2.25, 2.54, 2.5099638989169675)","(71.0, 140.0, 130.9090909090909)"
12-01-2023 18:13:22.224245,"(14.0, 20.0, 19.923076923076923)","(101.0, 240.0, 223.1578947368421)","(8.5, 11.0, 10.96368715083799)","(6.0, 7.6, 7.517073170731707)","(21.0, 36.0, 35.72727272727273)","(61.0, 80.0, 81.89655172413794)","(18.0, 23.0, 22.982456140350877)","(21.0, 34.0, 34.857142857142854)","(12.0, 16.0, 16.336363636363636)","(6.0, 7.4, 7.322477876106195)","(2.25, 2.54, 2.4923954372623576)","(71.0, 140.0, 132.85714285714286)"
12-01-2023 18:13:23.782033,"(14.0, 20.0, 19.903846153846153)","(101.0, 240.0, 223.1578947368421)","(8.0, 11.5, 10.78968253968254)","(6.0, 7.6, 7.502325581395349)","(21.0, 36.0, 35.357142857142854)","(61.0, 85.0, 79.16666666666667)","(18.0, 23.0, 22.72258064516129)","(21.0, 36.0, 35.06666666666667)","(12.0, 16.5, 16.263157894736842)","(6.0, 7.4, 7.322477876106195)","(2.25, 2.5, 2.4768773234200743)","(71.0, 150.0, 135.0)"
12-01-2023 18:13:25.351624,"(14.0, 20.0, 19.91176470588235)","(101.0, 240.0, 213.33333333333334)","(8.0, 11.0, 10.472972972972974)","(6.0, 7.6, 7.5549019607843135)","(21.0, 36.0, 35.357142857142854)","(61.0, 80.0, 79.16666666666667)","(18.0, 23.0, 22.72258064516129)","(21.0, 36.0, 34.94117647058823)","(12.0, 16.5, 16.202898550724637)","(6.0, 7.4, 7.322477876106195)","(2.25, 2.5, 2.480681818181818)","(71.0, 150.0, 142.5)"
12-01-2023 18:13:26.854613,"(14.0, 20.0, 19.85)","(101.0, 240.0, 213.33333333333334)","(8.0, 10.5, 10.117647058823529)","(6.0, 7.6, 7.588819875776398)","(21.0, 36.0, 35.37931034482759)","(61.0, 80.0, 79.16666666666667)","(18.0, 23.0, 22.71523178807947)","(21.0, 36.0, 34.94117647058823)","(12.0, 17.0, 16.215384615384615)","(6.0, 7.4, 7.323351158645276)","(2.25, 2.5, 2.4734146341463417)","(71.0, 150.0, 140.76923076923077)"
12-01-2023 18:13:28.372879,"(14.0, 20.0, 19.85)","(101.0, 240.0, 213.33333333333334)","(8.0, 10.5, 10.117647058823529)","(6.0, 7.8, 7.588819875776398)","(21.0, 36.0, 35.18181818181818)","(61.0, 80.0, 76.0)","(18.0, 23.0, 22.545454545454547)","(21.0, 36.0, 35.142857142857146)","(12.0, 17.0, 16.089285714285715)","(6.0, 7.4, 7.219512195121951)","(2.25, 2.48, 2.473888888888889)","(71.0, 150.0, 140.76923076923077)"
12-01-2023 18:13:29.949851,"(14.0, 20.0, 19.85)","(101.0, 240.0, 213.33333333333334)","(8.0, 10.5, 9.44)","(6.0, 7.8, 7.76046511627907)","(21.0, 36.0, 35.642857142857146)","(61.0, 80.0, 76.11111111111111)","(18.0, 23.0, 22.612676056338028)","(21.0, 36.0, 36.9)","(12.0, 17.0, 17.444444444444443)","(6.0, 7.4, 7.187387387387387)","(2.25, 2.48, 2.4672566371681417)","(71.0, 150.0, 137.14285714285714)"
12-01-2023 18:13:31.547604,"(14.0, 22.0, 21.071428571428573)","(101.0, 240.0, 224.6153846153846)","(8.0, 9.6, 9.23010752688172)","(6.0, 8.0, 7.844444444444444)","(21.0, 36.0, 36.42857142857143)","(61.0, 80.0, 74.11764705882354)","(18.0, 23.0, 22.68503937007874)","(21.0, 38.0, 37.6)","(12.0, 17.5, 18.203703703703702)","(6.0, 7.2, 7.1198738170347005)","(2.25, 2.48, 2.452470588235294)","(71.0, 160.0, 152.0)"
12-01-2023 18:13:33.040874,"(14.0, 22.0, 21.972972972972972)","(101.0, 240.0, 227.69230769230768)","(8.0, 9.4, 9.297297297297298)","(6.0, 8.0, 7.983333333333333)","(21.0, 38.0, 36.75675675675676)","(61.0, 75.0, 78.66666666666667)","(18.0, 23.0, 22.958333333333332)","(21.0, 40.0, 38.0)","(12.0, 18.5, 19.057692307692307)","(6.0, 7.2, 7.250819672131148)","(2.25, 2.46, 2.415)","(71.0, 160.0, 146.66666666666666)"
12-01-2023 18:13:34.589503,"(14.0, 22.0, 21.972972972972972)","(101.0, 240.0, 227.69230769230768)","(8.0, 9.4, 9.297297297297298)","(6.0, 8.0, 7.983333333333333)","(21.0, 38.0, 36.75675675675676)","(61.0, 80.0, 78.66666666666667)","(18.0, 23.0, 22.958333333333332)","(21.0, 40.0, 38.0)","(12.0, 19.5, 19.057692307692307)","(6.0, 7.4, 7.250819672131148)","(2.25, 2.44, 2.415)","(71.0, 150.0, 147.5)"
12-01-2023 18:13:36.204251,"(14.0, 23.0, 22.304347826086957)","(101.0, 240.0, 231.42857142857144)","(8.0, 9.2, 8.955434782608696)","(6.0, 8.0, 8.013284132841328)","(21.0, 38.0, 36.97560975609756)","(61.0, 80.0, 76.66666666666667)","(18.0, 23.0, 23.22222222222222)","(21.0, 40.0, 38.12244897959184)","(12.0, 19.5, 19.466666666666665)","(6.0, 7.4, 7.330543933054393)","(2.25, 2.44, 2.42253164556962)","(71.0, 150.0, 148.75)"
12-01-2023 18:13:37.684791,"(14.0, 23.0, 22.583333333333332)","(101.0, 240.0, 233.84615384615384)","(8.0, 9.0, 8.680672268907562)","(6.0, 8.2, 7.954255319148936)","(21.0, 38.0, 37.21212121212121)","(61.0, 80.0, 77.5)","(18.0, 24.0, 20.233409610983983)","(21.0, 40.0, 38.53658536585366)","(12.0, 19.5, 19.636363636363637)","(6.0, 7.4, 7.50253164556962)","(2.25, 2.44, 2.409846153846154)","(71.0, 150.0, 147.3684210526316)"
12-01-2023 18:13:39.254363,"(14.0, 23.0, 22.772727272727273)","(101.0, 240.0, 236.66666666666669)","(8.0, 9.0, 8.704587155963303)","(6.0, 8.2, 8.04298245614035)","(21.0, 38.0, 38.857142857142854)","(61.0, 80.0, 81.25)","(18.0, 21.0, 20.382075471698112)","(21.0, 40.0, 38.51851851851852)","(14.0, 20.0, 20.094594594594593)","(6.0, 7.6, 7.662745098039215)","(2.25, 2.42, 2.3784042553191487)","(71.0, 160.0, 150.0)"
12-01-2023 18:13:40.850400,"(16.0, 22.0, 22.52542372881356)","(101.0, 240.0, 225.0)","(8.0, 8.8, 8.772815533980584)","(6.0, 8.2, 8.166666666666666)","(21.0, 40.0, 38.7710843373494)","(61.0, 85.0, 83.69565217391305)","(18.0, 21.0, 20.479166666666668)","(21.0, 40.0, 39.666666666666664)","(14.0, 21.0, 17.59726962457338)","(6.0, 7.8, 7.64776119402985)","(2.25, 2.38, 2.369081632653061)","(71.0, 160.0, 151.25)"
12-01-2023 18:13:42.479844,"(16.0, 24.0, 23.652173913043477)","(101.0, 240.0, 230.0)","(8.0, 8.8, 8.577419354838709)","(6.0, 8.2, 8.595384615384615)","(21.0, 42.0, 39.116279069767444)","(61.0, 85.0, 86.66666666666667)","(18.0, 21.0, 20.63768115942029)","(21.0, 42.0, 40.90909090909091)","(14.0, 18.0, 17.02991452991453)","(6.0, 7.8, 7.769325153374233)","(2.25, 2.36, 2.343243243243243)","(71.0, 180.0, 155.0)"
12-01-2023 18:13:44.011383,"(16.0, 24.0, 23.8)","(101.0, 250.0, 218.33333333333334)","(8.0, 8.6, 8.596610169491527)","(6.0, 8.6, 8.713761467889908)","(21.0, 42.0, 42.51282051282051)","(61.0, 90.0, 86.81818181818181)","(18.0, 21.0, 20.794642857142858)","(21.0, 42.0, 41.07692307692308)","(14.0, 18.0, 18.214285714285715)","(6.0, 7.8, 7.694670846394984)","(2.25, 2.34, 2.326355140186916)","(71.0, 180.0, 160.3846153846154)"
12-01-2023 18:13:45.535796,"(16.0, 24.0, 23.8)","(101.0, 260.0, 218.33333333333334)","(8.0, 8.8, 8.573869346733668)","(6.0, 8.8, 9.17142857142857)","(21.0, 44.0, 42.6)","(61.0, 90.0, 87.3076923076923)","(18.0, 21.0, 21.526315789473685)","(21.0, 42.0, 40.63157894736842)","(14.0, 19.0, 18.77777777777778)","(6.0, 7.8, 7.7086330935251794)","(2.25, 2.34, 2.2887999999999997)","(71.0, 180.0, 160.3846153846154)"
12-01-2023 18:13:47.074262,"(16.0, 24.0, 23.82758620689655)","(101.0, 260.0, 218.33333333333334)","(8.0, 8.6, 8.620588235294118)","(6.0, 9.2, 9.169230769230769)","(21.0, 44.0, 42.27450980392157)","(61.0, 90.0, 87.58620689655173)","(18.0, 22.0, 19.942622950819672)","(21.0, 42.0, 40.81818181818182)","(14.0, 19.5, 18.76923076923077)","(6.0, 7.8, 7.587012987012987)","(2.25, 2.3, 2.308366013071895)","(71.0, 180.0, 160.3846153846154)"
12-01-2023 18:13:48.625408,"(16.0, 24.0, 23.705882352941178)","(101.0, 260.0, 218.33333333333334)","(8.0, 8.8, 8.62488038277512)","(6.0, 9.2, 9.142857142857142)","(21.0, 44.0, 41.25)","(61.0, 90.0, 83.84615384615384)","(18.0, 20.0, 20.216216216216218)","(21.0, 42.0, 39.10344827586207)","(13.0, 19.0, 18.48076923076923)","(6.0, 7.8, 7.588461538461538)","(2.2, 2.32, 2.319)","(71.0, 180.0, 160.3846153846154)"
12-01-2023 18:13:50.138054,"(16.0, 24.0, 22.23170731707317)","(101.0, 260.0, 220.0)","(8.0, 8.8, 8.549206349206349)","(6.0, 9.2, 9.3)","(21.0, 44.0, 41.47692307692308)","(61.0, 85.0, 84.33333333333333)","(18.0, 21.0, 20.4390243902439)","(21.0, 40.0, 39.411764705882355)","(13.0, 19.0, 18.52747252747253)","(6.0, 7.8, 7.394495412844037)","(2.2, 2.34, 2.3447970479704794)","(71.0, 180.0, 160.3846153846154)"
12-01-2023 18:13:51.642723,"(16.0, 23.0, 22.234567901234566)","(101.0, 260.0, 242.5)","(8.0, 8.6, 8.538709677419355)","(6.0, 9.4, 9.225641025641025)","(21.0, 44.0, 41.515151515151516)","(61.0, 85.0, 84.54545454545455)","(18.0, 21.0, 21.602272727272727)","(21.0, 40.0, 39.45454545454545)","(13.0, 19.0, 18.54022988505747)","(6.0, 7.4, 7.3741772151898735)","(2.2, 2.36, 2.343949044585987)","(71.0, 180.0, 161.42857142857142)"
12-01-2023 18:13:53.174783,"(16.0, 23.0, 22.225)","(101.0, 250.0, 242.5)","(8.0, 8.6, 8.546524064171123)","(6.0, 9.4, 9.123076923076923)","(21.0, 44.0, 34.21333333333333)","(61.0, 85.0, 84.54545454545455)","(18.0, 22.0, 22.707964601769913)","(21.0, 40.0, 39.5)","(13.0, 19.0, 18.54255319148936)","(6.0, 7.4, 7.371267605633803)","(2.2, 2.36, 2.362033898305085)","(71.0, 180.0, 161.42857142857142)"
12-01-2023 18:13:54.760327,"(16.0, 23.0, 22.27906976744186)","(101.0, 250.0, 244.0)","(8.0, 8.6, 8.536318407960199)","(6.0, 9.2, 9.115254237288136)","(21.0, 36.0, 34.23899371069182)","(61.0, 85.0, 84.54545454545455)","(18.0, 23.0, 22.678571428571427)","(21.0, 40.0, 39.05)","(13.0, 19.0, 18.54255319148936)","(6.0, 7.4, 7.365193370165747)","(2.2, 2.38, 2.3810235131396955)","(71.0, 180.0, 161.42857142857142)"
12-01-2023 18:13:56.246213,"(16.0, 23.0, 22.27906976744186)","(101.0, 250.0, 244.0)","(8.0, 8.6, 8.54020618556701)","(6.0, 9.2, 9.109677419354838)","(21.0, 36.0, 34.23030303030303)","(61.0, 85.0, 84.54545454545455)","(18.0, 23.0, 22.4873417721519)","(21.0, 40.0, 39.05)","(13.0, 19.0, 18.51219512195122)","(6.0, 7.4, 7.365193370165747)","(2.2, 2.4, 2.374727793696275)","(71.0, 180.0, 161.42857142857142)"
12-01-2023 18:13:57.806612,"(16.0, 23.0, 22.0)","(101.0, 250.0, 244.0)","(8.0, 8.6, 8.487116564417178)","(6.0, 9.2, 8.882051282051282)","(21.0, 36.0, 34.23030303030303)","(61.0, 85.0, 84.54545454545455)","(18.0, 23.0, 22.476510067114095)","(21.0, 40.0, 38.810810810810814)","(13.0, 19.0, 18.548387096774192)","(6.0, 7.4, 7.332467532467533)","(2.2, 2.4, 2.4068363636363634)","(71.0, 180.0, 161.42857142857142)"
12-01-2023 18:13:59.401666,"(16.0, 22.0, 21.754716981132077)","(101.0, 250.0, 244.0)","(8.0, 8.6, 8.487261146496815)","(6.0, 9.0, 8.868571428571428)","(21.0, 36.0, 34.053333333333335)","(61.0, 85.0, 84.54545454545455)","(18.0, 23.0, 23.428571428571427)","(21.0, 40.0, 38.30769230769231)","(13.0, 19.0, 18.58)","(6.0, 7.4, 7.340057636887608)","(2.2, 2.44, 2.399672131147541)","(71.0, 180.0, 163.04347826086956)"
12-01-2023 18:14:00.976429,"(16.0, 23.0, 21.584615384615386)","(101.0, 250.0, 244.0)","(8.0, 8.6, 8.483934426229508)","(6.5, 9.0, 8.864)","(26.0, 36.0, 33.55223880597015)","(61.0, 85.0, 84.54545454545455)","(19.0, 24.0, 23.1294964028777)","(26.0, 40.0, 38.30769230769231)","(14.0, 19.0, 18.61764705882353)","(6.5, 7.4, 7.345098039215687)","(2.2, 2.42, 2.3929496402877697)","(91.0, 180.0, 156.8181818181818)"
12-01-2023 18:14:02.429742,"(16.0, 23.0, 21.766666666666666)","(101.0, 250.0, 226.66666666666666)","(8.0, 8.6, 9.053061224489795)","(6.5, 9.0, 8.583193277310924)","(26.0, 34.0, 33.17209302325581)","(61.0, 85.0, 84.58333333333333)","(19.0, 24.0, 23.33175355450237)","(26.0, 40.0, 38.94444444444444)","(14.0, 19.0, 18.614754098360656)","(6.5, 7.4, 7.338539042821159)","(2.2, 2.4, 2.384597364568082)","(91.0, 180.0, 155.0)"
12-01-2023 18:14:03.940391,"(16.0, 22.0, 21.766666666666666)","(101.0, 260.0, 222.0)","(8.0, 9.2, 9.235443037974683)","(7.0, 8.6, 8.593427230046949)","(26.0, 36.0, 33.23364485981308)","(61.0, 85.0, 86.11111111111111)","(19.0, 24.0, 22.639097744360903)","(26.0, 40.0, 39.02564102564102)","(14.0, 19.0, 18.638461538461538)","(6.5, 7.4, 7.344588744588745)","(2.2, 2.4, 2.3875882352941176)","(91.0, 170.0, 148.0)"
12-01-2023 18:14:05.523424,"(16.0, 22.0, 21.576271186440678)","(101.0, 250.0, 215.0)","(8.0, 9.4, 9.012658227848101)","(7.0, 8.8, 8.75)","(26.0, 36.0, 33.23364485981308)","(61.0, 90.0, 86.11111111111111)","(19.0, 23.0, 22.565217391304348)","(26.0, 40.0, 39.02564102564102)","(14.0, 19.0, 18.664285714285715)","(6.5, 7.4, 7.363942307692308)","(2.2, 2.4, 2.388021680216802)","(91.0, 150.0, 135.0)"
12-01-2023 18:14:07.046302,"(16.0, 22.0, 21.596774193548388)","(101.0, 240.0, 215.0)","(8.0, 9.2, 8.917919075144509)","(6.5, 8.8, 8.72)","(26.0, 36.0, 33.20754716981132)","(61.0, 90.0, 86.21621621621621)","(19.0, 23.0, 22.57894736842105)","(26.0, 40.0, 39.05)","(14.0, 19.0, 18.664285714285715)","(6.5, 7.4, 7.364114832535885)","(2.2, 2.4, 2.38826895565093)","(91.0, 150.0, 137.5)"
12-01-2023 18:14:08.572107,"(16.0, 22.0, 21.55223880597015)","(101.0, 230.0, 210.55555555555554)","(8.0, 9.2, 9.09113924050633)","(6.5, 8.8, 8.781818181818181)","(26.0, 36.0, 33.14553990610329)","(61.0, 90.0, 84.33333333333333)","(19.0, 23.0, 21.72093023255814)","(26.0, 40.0, 38.19047619047619)","(14.0, 19.0, 18.620967741935484)","(6.5, 7.4, 7.345957446808511)","(2.2, 2.4, 2.3852459016393444)","(91.0, 150.0, 137.5)"
12-01-2023 18:14:10.111642,"(16.0, 22.0, 21.55223880597015)","(101.0, 230.0, 210.55555555555554)","(8.0, 9.2, 9.121739130434783)","(6.5, 9.0, 8.781578947368422)","(26.0, 36.0, 33.14553990610329)","(61.0, 85.0, 84.33333333333333)","(19.0, 22.0, 21.727272727272727)","(26.0, 40.0, 38.19047619047619)","(14.0, 19.0, 18.60169491525424)","(6.5, 7.4, 7.341605839416059)","(2.2, 2.4, 2.3924102564102565)","(81.0, 150.0, 140.0)"
12-01-2023 18:14:11.649936,"(16.0, 22.0, 21.732558139534884)","(101.0, 220.0, 199.375)","(8.0, 9.2, 9.141714285714285)","(6.5, 9.0, 8.896153846153847)","(26.0, 36.0, 33.278688524590166)","(61.0, 85.0, 83.65384615384616)","(19.0, 22.0, 21.917293233082706)","(26.0, 40.0, 38.92857142857143)","(14.0, 19.0, 18.715686274509803)","(6.5, 7.4, 7.379411764705883)","(2.2, 2.4, 2.377745571658615)","(81.0, 150.0, 144.0)"
12-01-2023 18:14:13.136586,"(16.0, 22.0, 21.732558139534884)","(101.0, 220.0, 203.07692307692307)","(8.0, 9.2, 9.05)","(6.5, 9.0, 8.86984126984127)","(26.0, 36.0, 33.278688524590166)","(61.0, 85.0, 83.65384615384616)","(19.0, 22.0, 21.917293233082706)","(26.0, 40.0, 38.74074074074074)","(14.0, 19.0, 18.705882352941178)","(6.5, 7.4, 7.418834080717489)","(2.2, 2.38, 2.383525835866261)","(81.0, 150.0, 158.0)"
12-01-2023 18:14:14.657296,"(16.0, 22.0, 21.729411764705883)","(101.0, 210.0, 198.75)","(8.0, 9.2, 8.931891891891892)","(6.5, 9.0, 8.897297297297298)","(26.0, 36.0, 33.300813008130085)","(61.0, 85.0, 83.25)","(19.0, 22.0, 20.92050209205021)","(26.0, 40.0, 38.827586206896555)","(14.0, 19.0, 19.359649122807017)","(6.5, 7.6, 7.421341463414634)","(2.2, 2.4, 2.400682593856655)","(81.0, 170.0, 157.3684210526316)"
12-01-2023 18:14:16.178333,"(16.0, 22.0, 21.729411764705883)","(101.0, 210.0, 207.27272727272728)","(7.5, 9.0, 8.975675675675676)","(7.0, 9.0, 8.893506493506495)","(26.0, 36.0, 33.2448132780083)","(61.0, 85.0, 82.70833333333333)","(19.0, 21.0, 21.622754491017965)","(26.0, 40.0, 38.827586206896555)","(14.0, 19.5, 19.342105263157894)","(6.5, 7.6, 7.42)","(2.2, 2.42, 2.3891525423728814)","(81.0, 170.0, 152.85714285714286)"
12-01-2023 18:14:17.739474,"(16.0, 23.0, 21.775)","(101.0, 230.0, 216.8421052631579)","(7.5, 9.0, 8.921008403361345)","(7.0, 9.0, 8.86984126984127)","(26.0, 36.0, 33.32203389830509)","(61.0, 85.0, 79.47368421052632)","(19.0, 22.0, 21.5531914893617)","(26.0, 40.0, 38.21621621621622)","(14.0, 19.5, 18.96875)","(6.5, 7.6, 7.420668693009119)","(2.2, 2.4, 2.3938554216867467)","(81.0, 160.0, 157.5)"
12-01-2023 18:14:19.222233,"(16.0, 22.0, 21.814432989690722)","(101.0, 230.0, 215.29411764705884)","(7.5, 9.0, 8.98121546961326)","(7.0, 9.0, 8.90939226519337)","(26.0, 36.0, 33.36666666666667)","(61.0, 80.0, 76.41025641025641)","(19.0, 22.0, 21.583333333333332)","(26.0, 40.0, 38.114285714285714)","(14.0, 19.0, 19.04700854700855)","(6.5, 7.6, 7.171270718232044)","(2.15, 2.4, 2.408878923766816)","(81.0, 160.0, 158.33333333333334)"
