,Frame Drive,Perfect Feeling,Swinging George,Lazy Blaze,Mystical Jazz,Our Boy Roy,Wonderwoman Jujon,Vermont,Tactfilly Miracle
15-12-2022 14:55:31.562585,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:32.656648,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:33.732730,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:34.804711,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:35.877209,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:36.944535,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:38.027033,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:39.090588,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:40.178646,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:41.256775,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:42.331253,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:43.402034,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:44.512789,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:45.614618,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:46.728335,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 32.0)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:47.870278,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:48.979032,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:50.084015,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:51.144848,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:52.205399,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:53.264943,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:54.400006,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:55.485332,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:56.570861,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:57.650634,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:58.732073,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:55:59.848350,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:00.959321,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:02.088858,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 42.22222222222222)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:03.220572,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 19.0)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:04.335076,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:05.513678,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:06.640133,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:07.773837,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:08.915538,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:10.107041,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:11.285853,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:12.405713,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:13.509067,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:14.582561,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:15.683451,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:16.768036,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:17.874487,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:18.968340,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:20.057733,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:21.136839,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:22.245682,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:23.390351,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:24.519494,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:25.641876,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:26.757687,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:27.891760,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:29.043279,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:30.411843,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:32.110160,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:33.375068,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:34.585800,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:35.754663,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:37.066495,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:38.271580,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:39.517211,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:40.966496,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:42.476760,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:43.803015,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:45.151342,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:46.406052,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:47.610750,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:48.888014,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:50.069008,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:51.235514,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:52.419037,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:53.623314,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:54.878923,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:56.120905,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
15-12-2022 14:56:57.316074,"(3.6, 5.2, 4.616666666666667)","(4.8, 7.6, 5.92)","(16.0, 28.0, 24.142857142857142)","(101.0, 260.0, 230.83333333333334)","(8.5, 16.0, 13.0)","(26.0, 48.0, 39.66666666666667)","(2.6, 3.4, 3.0700000000000003)","(5.5, 9.2, 6.9799999999999995)","(21.0, 40.0, 26.0)"
